	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
ESR2_21235772_ChIP-Seq_MCF-7_Human	0.0	0.0	8.21003266744	10.3327229155	15.5257969877	23.7117675889	-44.3159905928	-7.5885105848	-33.7559201162	-0.0	-0.0	-0.0
FOXO1_25302145_ChIP-Seq_T-LYMPHOCYTE_Mouse	6.66525164738	0.0	21.8630896512	20.0525145258	35.0397815411	55.8781389934	-2.07753755722	-0.0	-11.8647783009	-19.411790512	-0.0	-0.0
EP300_21415370_ChIP-Seq_HL-1_Mouse	0.0	0.861429355911	4.93245191232	0.0	21.8749400553	29.4778950846	-9.86458039637	-3.11674214853	-0.612289193945	-3.22691172244	-0.0	-0.0
FOXP2_23625967_ChIP-Seq_PFSK-1 AND SK-N-MC_Human	0.0	0.0	10.4053666334	1.74321219233	15.1793466731	32.2512493554	-0.0	-11.9367803134	-2.8136556773	-0.0	-0.0	-0.779850337968
GATA2_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.0	0.0	0.0	0.0	0.742455258786	3.32134021605	-0.578245164491	-22.5015376859	-0.0	-15.7270083177	-0.0	-0.0
FOXM1_25889361_ChIP-Seq_OE33 AND U2OS_Human	0.0	0.0	16.5145581157	11.0615991461	21.9851772005	34.8413937456	-0.690388441576	-2.73832556716	-0.0	-10.0238713053	-21.0590946031	-0.0
FOXM1_26100407__CHIP-SEQ_Hek293 flp-in	20.1001656483	17.4405974192	24.1517556061	22.8180805407	26.1420380341	49.809544118	-17.2566311902	-11.4329363649	-0.0	-0.0	-0.189036824635	-5.82599379467
TEAD4_22529382_ChIP-Seq_TROPHECTODERM_Mouse	8.80384758448	8.92973041163	15.8005344656	9.750141386	17.7467756927	29.8696955233	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
WT1_25993318_ChIP-Seq_PODOCYTE_Human	9.40111730695	0.0	0.690613720002	4.95029804407	36.4892475339	45.372012164	-0.0	-12.7704637817	-1.61479665221	-0.0	-0.0	-0.0
ESR1_22446102_ChIP-Seq_UTERI_Mouse	0.0	0.0	13.1839427135	7.67519520656	10.558023735	33.6116567565	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GATA1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.0	0.982931863745	0.0	18.2168775083	14.1249709995	24.5379630823	-30.5049735353	-2.7634052777	-25.8627605818	-31.8977260375	-0.392936582083	-13.4647044313
RUNX1_22412390_ChIP-Seq_EML_Mouse	0.277349400018	0.382917277271	2.19631728808	1.59142421672	1.48072046745	11.4821143663	-7.01964202268	-9.37231519762	-21.0746484495	-12.5243098897	-8.63803532969	-8.27170529081
EP300_20729851_ChIP-Seq_FORBRAIN MIDBRAIN LIMB HEART_Mouse	3.529901217	0.0	0.0	3.06736818226	2.53949367309	34.3746860954	-0.0	-0.248256011278	-0.0	-0.303742003565	-4.88883356276	-1.62485000281
RUNX1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	20.0350175813	31.4007914859	33.4119478829	39.5265360417	33.8887413264	52.0172927808	-38.4669208789	-28.1202825614	-36.2467908032	-31.7605547362	-21.8435876933	-41.6807178264
ZNF217_24962896_ChIP-Seq_MCF7_Human	15.4646791403	26.0551333633	34.6087255642	36.7306483018	44.8402828315	47.2850313797	-30.4772705896	-14.155239555	-18.5438526713	-8.91594705787	-7.3507049817	-0.0
JUN_21703547_ChIP-Seq_K562_Human	0.0	0.0	0.0	0.0	0.0	11.984625989	-0.0	-15.8617321388	-2.79693738949	-0.0	-0.0	-0.0
TP53_22127205_ChIP-Seq_IMR90_Human	0.0	0.0	0.0	0.0	0.0	13.7569913745	-0.0	-0.0	-6.34242261405	-2.7441741982	-0.0	-1.41172912336
RNF2_18974828_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	0.0	0.0	2.86074658573	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EZH2_18974828_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	0.0	0.0	2.73847281595	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SUZ12_18974828_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	0.0	0.0	1.20677267103	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
E2F1_17053090_ChIP-ChIP_MCF7_Human	6.71966515734	0.0	0.0	0.0	15.1234817395	18.7160304085	-0.791258229658	-0.0	-0.0	-7.48337290119	-0.0	-0.0
SOX2_18555785_ChIP-Seq_MESC_Mouse	0.0	0.0	0.198961407714	0.0	0.0	3.45214737719	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
MTF2_20144788_ChIP-Seq_MESC_Mouse	0.0	0.0	1.76793774234	0.0	0.0	23.8131944487	-0.761773377977	-0.0	-0.0	-2.01019981225	-0.0	-0.0
TCF21_26020271_ChIP-Seq_SMOOTH MUSCLE_Human	23.5675096617	0.0	1.53580700478	11.3219607336	25.2364658659	49.7064628348	-19.1528881891	-0.944859066683	-10.3542122715	-6.74808437868	-17.1004264571	-0.0
STAT3_24763339_ChIP-Seq_IMN-ESCS_Mouse	5.22753918472	0.0	0.209728449232	1.22714221298	5.93243075866	11.3847296722	-0.0	-0.0	-5.52111100472	-0.0	-0.714889919848	-0.0
SALL4_18804426_ChIP-ChIP_XEN_Mouse	0.0	3.34711025397	0.0	0.0	0.0	25.8921362564	-0.0	-10.0312971234	-0.105706760263	-0.0	-21.7528822414	-0.0
IRF1_21803131_ChIP-Seq_MONOCYTES_Human	0.0	2.9604767068	0.0	0.0	1.17365460201	11.300389658	-6.36949957661	-0.0	-0.0	-0.0	-0.0	-0.0
YAP1_20516196_ChIP-Seq_MESC_Mouse	0.0	0.0	17.8487627109	28.418513107	25.675745552	33.229826561	-0.0	-0.0	-18.5024010391	-0.0	-0.0	-0.951273377369
DMRT1_23473982_ChIP-Seq_TESTES_Mouse	9.59023367124	14.2631939493	9.23474729587	15.0990583062	39.844280393	30.0619365247	-1.34731529801	-6.17824120594	-2.05618205852	-0.0	-3.64112940808	-2.25627017206
TOP2B_26459242_ChIP-Seq_MCF7_Human	1.69672471248	0.0	0.0	0.0	0.0	8.51851592638	-1.77577016831	-0.0	-1.8669146579	-0.0	-10.5782358636	-0.0
SOX2_18358816_ChIP-ChIP_MESC_Mouse	0.0	3.19775927807	0.0	0.0	0.0	13.9617350118	-1.3248095758	-0.0	-0.825783279934	-0.0	-4.64784995132	-0.0
NANOG_18347094_ChIP-ChIP_MESC_Mouse	1.92910326815	0.0	0.0	0.0	0.0	9.09254865025	-0.0	-10.1093408314	-9.12409263527	-0.0	-0.0	-0.0
RUNX1_17652178_ChIP-ChIP_JURKAT_Human	0.252984753455	1.25149944263	0.0	0.0	12.4228097708	8.27025002684	-2.4090001748	-0.0	-0.0	-0.0	-3.82116151563	-3.61905447925
TET1_21490601_ChIP-Seq_MESC_Mouse	7.33278805353	0.0	0.0	0.0	0.0	24.8056437622	-0.0	-5.62237069396	-7.9847506822	-10.9738946605	-7.51775909693	-0.667478665783
MEIS1_26253404_ChIP-Seq_OPTIC CUPS_Mouse	0.0	10.8418705576	0.0	0.0	0.0	31.8860378356	-4.84128662885	-0.0	-0.0	-0.0	-4.03416182985	-0.0
RUNX2_22187159_ChIP-Seq_PCA_Human	0.0	10.4735917408	4.48950140002	0.0	0.0	30.7504401224	-15.8538812787	-0.0	-9.48762220126	-0.0	-0.0	-0.0
TP53_23651856_ChIP-Seq_MEF_Mouse	15.1995045434	0.0	15.1142214446	1.17389510684	14.1407284521	30.9004469375	-0.0	-11.3105749415	-4.44574876472	-0.0	-4.30854187012	-1.78282577441
FOXO3_23340844_ChIP-Seq_DLD1_Human	0.0	0.0	0.0563035596939	17.5382196577	1.69909422206	19.6928542433	-28.8015484898	-8.44554735211	-17.3817686642	-0.0	-9.24644219682	-0.0
HNF4A_19822575_ChIP-Seq_HepG2_Human	41.3990505395	53.4370822073	33.8149573673	51.2425309955	64.9847447871	60.3172737425	-23.2459065925	-23.2634650056	-33.3035164267	-21.5001043863	-7.25639315063	-11.7655730763
SOX2_20726797_ChIP-Seq_SW620_Human	19.8066838842	39.0901216996	58.8942557934	31.6439375979	37.8020557508	74.9383408583	-37.7168404497	-29.7658949317	-39.8614962003	-35.5899407627	-8.72982969211	-7.47911793645
GATA3_24758297_ChIP-Seq_MCF7_Human	4.98214717317	28.077642753	15.8305469321	22.4360793167	45.0832176112	34.3046489364	-30.5809845609	-0.0	-0.0	-0.581281724229	-8.28033497886	-0.0
SCL_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.0	0.0	10.1916864614	0.0	26.500188155	15.8539280625	-8.08482315672	-0.757114699799	-0.0	-3.85424183939	-6.75819738603	-0.0
