	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
FOXA1_25552417_ChIP-Seq_VCAP_Human	0.0	15.3250482492	28.257228212	28.4575538914	27.6075771599	18.4698475572	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TFAP2C_20629094_ChIP-Seq_MCF7_Human	0.0	8.56778778872	17.0969031747	22.7916959385	11.9502327026	30.8183482168	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GATA1_19941827_ChIP-Seq_MEL_Mouse	0.0	18.0335674126	19.5530822141	14.8063651177	37.5297504817	34.3053092738	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CREM_20920259_ChIP-Seq_GC1-SPG_Mouse	0.0	18.2254058444	19.157122103	21.1351916327	15.2342485971	26.1325886475	-54.3831301092	-72.6143760135	-77.4637589619	-84.6991465722	-78.4517773998	-88.7289699054
KLF1_20508144_ChIP-Seq_FETAL-LIVER-ERYTHROID_Mouse	0.0	6.98490535034	9.61846012326	13.2695137753	12.6581197974	5.97472815406	-0.0	-0.0	-0.0	-2.44922471957	-0.0	-1.21523519851
TRIM28_19339689_ChIP-ChIP_MESC_Mouse	0.0	6.79262017792	7.40663282818	6.67034499595	8.53783974681	14.8430430827	-23.680092746	-39.9201340104	-35.7003705951	-37.9937346105	-23.4094042339	-35.5332012734
MEIS1_20887958_ChIP-Seq_HPC-7_Mouse	3.39720262435	6.71573934094	17.406425433	10.5658127097	15.7930504886	11.1034517636	-2.85509436222	-11.445269194	-6.97893591339	-1.26463645988	-2.05074830337	-2.07937362593
TP63_22573176_ChIP-Seq_HFKS_Human	0.0	19.4676457776	9.0179781737	30.9878203096	26.1035424607	23.1147665327	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
FLI1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	10.7797486231	22.8111027593	17.305678499	25.5929256465	21.3423933659	27.2887516879	-10.6735578222	-9.26191228205	-16.3279803173	-6.19719849954	-27.4967908827	-18.6214987853
MITF_21258399_ChIP-Seq_MELANOMA_Human	33.9100635552	44.827909943	61.2275692963	45.1121033781	55.9634781365	52.4593018991	-12.4204666012	-0.0	-9.3032814852	-9.28156814396	-3.93993671154	-5.192333643
SIN3B_21632747_ChIP-Seq_MESC_Mouse	0.0	14.2963734864	7.87092696177	20.8396993873	12.9455772667	26.5519796769	-5.41557608898	-2.72498752783	-0.0	-1.62802633248	-2.95679622281	-4.89221625567
TCFCP2L1_18555785_ChIP-Seq_MESC_Mouse	13.4558148398	36.6379316596	45.9417658931	28.3039151791	53.4376188414	44.1163213253	-17.3433327187	-22.5803153695	-2.84762626069	-12.9788383348	-20.4908173743	-14.6034288346
CREB1_20920259_ChIP-Seq_GC1-SPG_Mouse	0.0	0.758582133818	14.8374903053	7.82964362031	11.2863245334	6.39732169902	-50.0803313269	-38.3042252123	-42.4634115603	-27.238706944	-23.663167014	-35.7556896423
SPI1_22790984_ChIP-Seq_ERYTHROLEUKEMIA_Mouse	0.0	30.9842984078	28.2626545055	23.6583289184	28.5041285839	32.5429198297	-15.1203608344	-21.1057316728	-33.3129859014	-24.0115498541	-27.3772757003	-37.2203683638
MYCN_18555785_ChIP-Seq_MESC_Mouse	0.0	8.93921282518	26.5015030104	11.1731500145	34.0935209944	15.4594869039	-71.3357596553	-109.268309229	-77.6106627421	-83.9593694698	-70.3911555433	-78.079333881
SOX9_25088423_ChIP-ChIP_EMBRYONIC GONADS_Mouse	0.0	11.0644474259	6.03033082846	8.7272830605	20.8946852163	13.6060291934	-0.0	-0.0	-4.18843252686	-0.0	-0.0	-7.14353003633
SOX11_23321250_ChIP-ChIP_Z138-A519-JVM2_Human	1.60086774814	2.27159094827	11.1791708664	6.86291930022	11.634542259	4.78461619675	-32.9654873738	-1.79413476883	-5.30499512857	-8.44013345925	-2.42276833642	-6.19955613339
ELF5_23300383_ChIP-Seq_T47D_Human	0.0	0.0	1.38835614712	0.0	1.98396132208	2.11965327278	-0.0	-0.0	-0.0	-0.0	-1.03135604668	-0.0
CTNNB1_20615089_ChIP-ChIP_FETAL BRAIN_Human	0.0	0.604776354073	2.00722436462	0.664826369695	1.21482518937	3.03666242657	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TAL1_20566737_ChIP-Seq_PRIMARY FETAL LIVER ERYTHROID _Mouse	21.1128375413	10.5916879873	37.4017795486	26.1297490281	28.5761299811	36.1411935756	-7.21915397874	-16.2827704069	-17.9515864141	-21.7252187862	-18.4243008338	-16.3660458716
OLIG2_26023283_ChIP-Seq_AINV15_Mouse	4.22859549125	6.73222722458	23.206389657	13.2242049958	12.5980050131	13.0577456972	-3.49044588992	-13.6303667498	-6.25018642361	-12.6697421422	-15.5361037748	-13.274683591
TFEB_21752829_ChIP-Seq_HELA_Human	6.14627305581	35.8905684428	53.770971998	26.0492343635	50.9768204047	33.1774023099	-10.3293965404	-2.93532115374	-0.437824527584	-0.0721796317105	-0.0	-0.0
SOX2_18692474_ChIP-Seq_MESC_Mouse	12.9548034798	12.2626304422	14.4999019687	31.3241235037	18.8821287393	19.6906695154	-19.7394462424	-24.3101523138	-22.7232414831	-20.3507615881	-13.4471000794	-17.2148213935
SCL_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	9.02385411317	0.0	13.7602620505	11.1058368978	13.2553779254	13.0236967525	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
