	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
HTLV-I infection_Homo sapiens_hsa05166	1.0444573477	0.836643866277	0.0	4.22761451131	0.0	0.0	-0.0941989914246	-3.61572660697	-6.12694355489	-13.4384351552	-15.3825113335	-14.4501258146
Oocyte meiosis_Homo sapiens_hsa04114	0.0	0.0	0.0	0.0	0.0	0.0	-0.454685181307	-5.40847365688	-7.55931942513	-14.6068939283	-13.284143718	-15.7323259176
Cell cycle_Homo sapiens_hsa04110	0.0	0.825907550916	0.0	0.0	0.0	0.0	-9.31603392909	-16.6053162675	-23.7204388812	-52.1648055697	-78.5139172493	-80.6922422782
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-1.52866534551	-4.88663010743	-12.1354291466	-7.6427774459	-12.9652646319
Mismatch repair_Homo sapiens_hsa03430	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-15.6616337262	-17.3524893596	-16.4155953434	-35.8751323232	-35.1611666579
DNA replication_Homo sapiens_hsa03030	0.0	0.0	0.0	0.0	0.0	0.0	-14.3735910054	-38.3608829049	-37.4131674173	-46.9685865737	-101.568990908	-99.3702274172
Nucleotide excision repair_Homo sapiens_hsa03420	0.830163651955	0.0	0.0	0.0	0.0	0.0	-4.97467138287	-15.0242660659	-17.6638179244	-16.4832725112	-36.1875721907	-40.0892750459
Base excision repair_Homo sapiens_hsa03410	0.0	0.0	0.0	0.0	0.0	0.0	-0.0522593833811	-12.2330190227	-14.3267489636	-9.18139214391	-26.3138937051	-29.826719588
Fanconi anemia pathway_Homo sapiens_hsa03460	0.0	0.0	0.0	0.0	0.0	0.0	-0.340725766339	-6.4306268228	-5.32220037439	-4.60499709119	-14.9386087965	-10.9066193311
Homologous recombination_Homo sapiens_hsa03440	0.0	0.0	0.0	0.0	0.0	0.0	-1.25147522315	-8.67398411612	-6.94904645762	-3.59774445994	-14.1307116343	-13.8279757191
Pyrimidine metabolism_Homo sapiens_hsa00240	0.0	0.0	0.0	0.0	0.0	0.0	-4.47891894338	-4.36625419045	-11.3256500715	-3.41221446289	-17.8035569132	-14.0398124111
p53 signaling pathway_Homo sapiens_hsa04115	0.29411532797	2.02170158799	2.19759587624	2.67958000995	5.29315761517	0.892480103514	-7.6536089244	-4.84761586698	-9.54707497645	-11.5615374106	-9.38927949658	-8.99291621614
