	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
MECOM_23826213_ChIP-Seq_KASUMI_Mouse	9.7109878583	30.6520438538	45.5606384587	40.1081139514	44.9247924738	41.6501385711	-2.02174013588	-0.0	-3.35612452459	-0.0	-1.73672957815	-0.0
FOXO1_25302145_ChIP-Seq_T-LYMPHOCYTE_Mouse	1.60265029069	48.8032536504	57.0650024604	53.0566547443	51.140783865	77.2493350502	-0.0	-0.0	-0.0	-0.0	-0.122615846609	-0.0
ERG_20887958_ChIP-Seq_HPC-7_Mouse	12.3705110403	23.8822495356	35.0208142432	30.2705822922	38.8108892729	38.0274214856	-10.7235831398	-40.9674683475	-35.3495994894	-36.3731599265	-32.3164808949	-35.3341528017
SMAD2_18955504_ChIP-ChIP_HaCaT_Human	7.41813667798	29.2535856677	32.394077264	32.8052521586	30.3021590709	44.17305902	-8.01200429912	-2.33688306195	-0.0	-1.8356733225	-7.32196156237	-2.97116243947
SMAD3_18955504_ChIP-ChIP_HaCaT_Human	7.28338641615	29.0009636911	32.1298105694	32.5219594459	30.036022674	44.495242282	-8.14501881105	-2.23617912939	-0.0	-1.93755323204	-7.45466002913	-2.8694185474
ELK3_25401928_ChIP-Seq_HUVEC_Human	26.9401279637	46.2257062973	65.7852251461	61.3508859345	59.6602703491	50.6843477371	-8.73116269628	-7.1913986316	-3.0803935479	-6.35647282937	-13.6239756011	-15.0732766172
HOXB4_20404135_ChIP-ChIP_EML_Mouse	0.0	22.0673719096	27.3640823962	28.8686933475	40.2363481946	45.4979312663	-18.3763443457	-46.7469288072	-45.1778390447	-53.5087124009	-33.2107798082	-40.1619175681
RUNX1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	18.2639785045	33.1542419702	48.6736887142	55.3128256789	53.5448127686	64.9968762526	-0.0	-6.62488486874	-0.574465284002	-4.62738886	-5.00135020717	-10.5387617441
FOXP1_21924763_ChIP-Seq_HESC_Human	7.1945634817	22.5878118599	30.5894703833	28.0393143367	38.5251629884	24.194030796	-26.4974329599	-2.83778403827	-17.6779857017	-8.31791003173	-15.8557031458	-11.6157558004
TP53_18474530_ChIP-ChIP_U2OS_Human	0.0	11.8248306391	13.2861558558	17.306835846	26.4217309947	18.401560277	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TFEB_21752829_ChIP-Seq_HELA_Human	0.072584880104	23.7838866279	16.3168802352	33.4349164055	25.3073635806	21.342527658	-4.90964248081	-0.0	-0.656069436367	-5.85546100716	-0.0	-1.46342188684
TCFCP2L1_18555785_ChIP-Seq_MESC_Mouse	7.63130221863	41.1286011187	34.464055442	27.7993528703	44.6187518625	39.8137918618	-18.5363206094	-14.1862726461	-21.918407941	-14.9491125715	-12.9104433985	-17.543134533
FOXA1_25552417_ChIP-Seq_VCAP_Human	0.0	17.5671729423	20.144817259	31.8171355647	28.9460278577	14.9627060437	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
