	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
CHD1_GM12878_hg19	0.0	0.0	5.66212315596	7.66761400001	9.10691778024	13.3233751017	-0.0	-15.3334386736	-42.8918703134	-22.2232849845	-26.5291279291	-39.4548909774
GATA1_erythroblast_mm9	0.233831783717	1.74005950053	2.58109251178	5.40312533091	8.4164121414	10.9060982376	-0.197047844139	-0.0	-19.0309324695	-16.8369163345	-24.0243375629	-11.1155858376
CHD2_HeLa-S3_hg19	0.0	0.0	2.91833411913	5.73667854428	7.19334970397	5.29143046042	-20.2402782874	-38.4063367309	-61.5084441119	-30.6735537416	-46.1772938547	-30.9052675691
RAD21_H1-hESC_hg19	0.0	0.0	2.52641305214	4.33399047045	3.74196390871	3.47830493479	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
POLR2A_MEL cell line_mm9	0.382314846313	11.6603060711	9.92920125747	16.6800467937	14.9178836522	18.6669869899	-20.1308107178	-31.9035671348	-50.2186518361	-44.3921976411	-38.5005989972	-6.02990938954
FOXA1_HepG2_hg19	1.16428939366	7.59919650105	10.2744778057	8.5075553762	12.7658810647	12.2406154711	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
BHLHE40_K562_hg19	0.0	0.0	0.0	5.08024466318	9.54939685707	5.47481792417	-3.41877457217	-4.64171366228	-9.2656674616	-2.40027747479	-0.0	-21.9477685114
MXI1_CH12.LX_mm9	0.818168205581	0.225460449738	0.0	6.06142626792	4.24213459059	6.9512514055	-0.0	-0.0	-0.0	-0.0	-3.85187629539	-0.0
POLR2A_H1-hESC_hg19	0.0	7.8745615809	4.76300270907	15.3594168252	9.83022044773	17.9452602297	-1.94291447092	-5.94613314355	-11.9081214537	-1.29804048861	-6.75076079549	-2.68050641031
BHLHE40_HepG2_hg19	0.0	0.233563791407	0.854758692932	2.60611051993	1.84510761038	6.28036350993	-13.6050656905	-30.5527058141	-7.47778521182	-11.0178374459	-4.36367803855	-24.4817680175
CTCF_G1E-ER4_mm9	1.02199559076	8.71163547398	5.01724217048	6.58528046669	11.9392419131	17.4614972272	-0.0	-5.55707863906	-0.0	-2.45995675108	-11.264568351	-6.52378454977
IRF3_HeLa-S3_hg19	1.80559929381	0.0	9.83723464577	7.99382266345	7.65681099188	19.2829755617	-9.10011963735	-25.7559698067	-66.2462048071	-35.3320294281	-44.0476104823	-62.7261865827
POLR2A_thymus_mm9	0.0	0.0	0.0	1.2533300361	3.25782053396	1.61020052391	-8.5645742705	-8.22932251093	-8.08995095818	-18.8868504765	-25.6124084927	-12.3209898725
NFYA_HeLa-S3_hg19	9.66735134095	7.20452285505	7.00561725847	20.2175313922	31.9280967475	20.878448178	-0.674292013699	-39.1964284054	-56.9246462649	-46.4870451456	-42.3039455414	-86.5460234904
TBP_HepG2_hg19	0.0	0.665605836051	0.0	0.397096000189	10.6343333191	14.9295897256	-4.12116400188	-4.69807046024	-18.7043438524	-19.4199911721	-15.7536600204	-12.7246579142
CTCF_astrocyte_hg19	3.32424153188	0.0	2.1957223067	4.69598650896	6.26706835282	12.3329330497	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CHD1_IMR-90_hg19	0.576248250388	0.0	0.0	0.537395914973	17.7184278865	16.6130883085	-14.6956665653	-25.2229101354	-1.63755313494e-05	-0.0	-0.960002868413	-0.0
JUN_H1-hESC_hg19	0.0	0.0	0.0	0.0	2.61233313109	2.43571162671	-19.1903184739	-22.3970581354	-0.0	-7.42962009155	-7.10975671989	-8.6126742442
HCFC1_CH12.LX_mm9	0.243040996379	1.53737306337	11.8806495375	5.10559196464	11.3225780494	11.00797225	-4.30317343739	-7.56790172054	-29.6525933371	-4.23353753695	-9.47263525979	-21.0187271575
CEBPB_K562_hg19	3.64274694343	4.29854701995	0.0	14.3517587881	13.4175167002	13.0016739756	-0.0	-14.520623993	-1.69358887283	-7.689497482	-18.5439563848	-2.97965486381
eGFP-GATA2_K562_hg19	9.6094724781	4.97582549564	5.55978979554	11.2461175894	14.2474461854	19.5587617432	-4.40608540209	-3.78259418839	-17.5603554038	-20.0812076562	-3.70930338938	-1.2063838326
HDAC2_H1-hESC_hg19	0.0	0.352479431669	0.20548904038	0.0	2.5211642042	2.47559310906	-0.0	-2.421795696	-3.97551908711	-1.15797245188	-0.0	-1.33591281561
CTCF_fibroblast of pulmonary artery_hg19	1.75921894002	3.80711932381	3.29830276117	6.14200784875	3.86948774726	10.1155309063	-0.654568027635	-0.0	-0.0	-2.06552292836	-0.0	-0.0
POLR2AphosphoS5_K562_hg19	1.63047361488	0.0	0.0	1.72272989648	6.72992629807	13.2793918898	-21.3884528483	-10.4801713692	-27.9504142781	-12.5851834164	-12.6117946573	-20.8402349694
TBP_K562_hg19	0.0	0.713947308873	1.46681147477	0.0	3.92715706469	3.36481106353	-7.2790595864	-15.2626600198	-8.59803854668	-0.0	-0.665862965841	-0.0
