	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
Lysosome_Homo sapiens_hsa04142	1.953640721	5.96960738927	19.7122335579	5.11277479251	10.3139691818	8.45010975877	0.0	0.0	0.0	0.0	0.0	0.0
Base excision repair_Homo sapiens_hsa03410	0.0	0.0	0.0	0.0	0.0	0.0	-4.12082740334	-17.5590808407	-20.9256768462	-21.6080452119	-21.5751194637	-20.2623290796
Cell cycle_Homo sapiens_hsa04110	0.0	0.0	0.0	0.0	0.0	0.675020551306	-45.884875866	-71.3954594084	-75.0713782788	-81.6122723252	-86.8900849603	-73.0818481054
Oocyte meiosis_Homo sapiens_hsa04114	0.0	0.0	0.0	0.0	0.0	0.0	-5.18058706148	-11.400087503	-11.1802072746	-11.9069051864	-14.6895890463	-11.8493565331
Purine metabolism_Homo sapiens_hsa00230	0.0	0.0	0.0	0.0	0.0	0.0	-3.98787832461	-8.65682042222	-8.4633490765	-9.13624640048	-9.11549091278	-11.4084791985
Nucleotide excision repair_Homo sapiens_hsa03420	0.0	0.0	0.0	0.0	0.0	0.0	-6.41689053411	-15.9355203342	-19.7923671548	-24.6857227688	-24.6481073396	-29.4050036161
DNA replication_Homo sapiens_hsa03030	0.0	0.0	0.0	0.0	0.0	0.0	-42.9421829967	-74.8830214118	-74.2889210018	-88.1302136945	-88.4538548497	-103.250200538
HTLV-I infection_Homo sapiens_hsa05166	0.0	0.0	0.0	0.0	0.0	0.0	-4.31095862589	-8.2889558688	-12.0759526403	-8.83200637853	-10.8827614279	-10.907836657
Mismatch repair_Homo sapiens_hsa03430	0.0	0.0	0.0	0.0	0.0	0.0	-13.1473382351	-15.760503433	-24.443811337	-29.5682517069	-29.5444309625	-34.1201400468
Pyrimidine metabolism_Homo sapiens_hsa00240	0.0	0.0	0.0	0.0	0.0	0.0	-14.0549058662	-18.741800888	-18.4386029959	-19.2968845435	-22.5806743146	-26.1105000227
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	0.0	0.0	0.0	0.0	0.0	0.0	-9.78138099798	-11.8978436046	-11.666165103	-12.4267902054	-12.195070425	-9.32567675063
