	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
MP0002398_abnormal_bone_marrow_	0.0	0.0	5.6704640689	2.99394783278	3.62770089284	7.95603965413	-7.7380736807	-0.893149751638	-13.7389095798	-5.55076039035	-2.6528036491	-14.1116717983
MP0005384_cellular_phenotype_	0.915361856341	6.77647197767	0.539243372361	13.6563949924	21.1857680064	16.7826241376	-5.8018764782	-3.80924076067	-0.0	-0.0	-1.98553201491	-0.0
MP0010768_mortality/aging_	8.58214441359	0.0	0.0	3.92218730165	8.60409741957	12.6753083078	-0.0	-0.0	-0.520140796851	-0.0	-3.14586215005	-0.0
MP0000001_mammalian_phenotype_	8.85578907757	3.3853249462	2.1256889811	14.4604977135	10.5785256236	16.2034725576	-1.46775880171	-1.7723570761	-0.868639065603	-0.0	-4.46964109421	-2.49120128547
MP0003631_nervous_system_phenotype_	2.0950526459	0.0	0.0	8.0377612037	4.10285441051	7.54486246054	-0.0	-0.989989467986	-0.0	-0.0	-1.4093183821	-0.0
MP0002873_normal_phenotype_	3.76029011832	2.79677238415	1.20165884736	6.45206007784	1.84236093887	10.20100608	-0.0	-1.11584726772	-0.0	-4.36610223863	-2.91279758659	-1.64900576973
MP0002169_no_abnormal_phenotype_	3.09426885381	2.82156139069	1.31646577557	6.48804759043	1.02274005203	10.2532914873	-0.0	-1.12307790195	-0.0	-4.38848076014	-2.92876371588	-1.66783102018
MP0005621_abnormal_cell_physiology_	1.99317745975	8.0197819222	3.61611478597	16.8734891953	22.3964627502	14.3084305686	-4.60687297717	-1.91239340191	-0.473845961664	-0.0	-3.10481889731	-0.0
MP0010769_abnormal_survival_	8.92220407041	0.0	0.0	3.22731801971	9.00691801659	10.5105961702	-0.0	-0.0	-0.754892897323	-0.0	-3.3805985382	-0.0
MP0002081_perinatal_lethality_	0.0	1.45738359982	0.0	0.356141553969	5.805229001	2.78717126532	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
MP0001819_abnormal_immune_cell_	0.0	0.411017412844	6.03197931804	1.41087373813	5.3605100957	4.49015539341	-7.36429238745	-4.30959458824	-12.1719717495	-5.2292498102	-1.02776601535	-10.6943268086
MP0002083_premature_death_	0.573204380599	0.0	1.9801169064	4.81774964288	8.98697669612	3.06281695994	-1.13467168469	-0.121187227435	-0.139591489262	-0.725449601953	-1.29737725544	-0.0
MP0002084_abnormal_developmental_patter_	0.975511628744	3.05381031639	0.0	9.54465452902	2.34393987265	7.15451904209	-3.22749716416	-1.94003997944	-0.0	-0.621371036895	-0.0	-0.0
