	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
MECOM_23826213_ChIP-Seq_KASUMI_Mouse	0.64247408421	14.2008883446	12.4798811532	24.393680403	24.1013724182	29.078492011	-0.0	-4.98480691143	-0.0	-0.0	-8.18841986279	-0.0
ERG_20887958_ChIP-Seq_HPC-7_Mouse	3.61453594585	18.974045251	27.0479765275	18.7604733313	14.8529291694	25.5626078888	-5.64616162176	-6.75870035855	-0.80039268606	-2.73087182098	-10.0484919244	-0.0
PRDM5_23873026_ChIP-Seq_MEF_Mouse	0.0	4.03143395901	16.802322572	17.9748797221	9.65874242371	19.6640084548	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CCND1_20090754_ChIP-ChIP_RETINA_Mouse	2.37445656063	36.3018592889	40.6091352349	68.3424872803	22.9771097084	42.1461859123	-7.3945288471	-1.5356543168	-25.0973261071	-8.54043501789	-6.85408743462	-3.41874916905
SOX2_18692474_ChIP-Seq_MESC_Mouse	5.62681542363	26.1138180146	19.9443591314	12.6106099256	25.6815467485	26.9594117348	-2.51853023847	-0.0	-19.4846008702	-19.0992854856	-30.6881736996	-19.1906417086
FOXP1_21924763_ChIP-Seq_HESC_Human	16.1456596564	23.4361115848	48.7649469833	28.4222970239	36.2260397534	31.1933753996	-2.50916379648	-8.01649562582	-15.2907108202	-19.5868177072	-9.72457315742	-0.0
EOMES_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	15.8178181448	35.9740001346	33.2378022613	38.8836986909	21.3234993042	47.6828681653	-20.9392744857	-8.82692947597	-5.08098197842	-16.9858069887	-34.5381246568	-8.5318620145
SMARCA4_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	2.77332183445	44.5008134387	48.2804200793	21.9641133011	24.1967014233	27.346086481	-0.0	-0.0	-0.0	-10.2920827592	-15.140058454	-1.61188795598
SMAD2_18955504_ChIP-ChIP_HaCaT_Human	0.0	3.60902162842	25.6517603099	40.3516147573	18.8613400162	9.70613322135	-82.5573989926	-51.7574818495	-70.6859936009	-66.6466163807	-57.8155647608	-60.9217420592
SMAD3_18955504_ChIP-ChIP_HaCaT_Human	0.0	3.48543501392	25.4143118219	40.6351834784	19.0539676251	9.54951249459	-82.0322619949	-52.1083755831	-70.2133379928	-66.198094809	-58.1993957559	-60.5143770131
