	0.04	0.12	0.37	1.11	3.33	10.0
ABCC3			0.0182625790665			
ABCC5			0.0233580398346			
ABCG1		0.0217369532881	0.0165894955724			
ABHD4	0.0219812229762	0.0230162991739		0.019080661707	0.0169152780055	0.0250858732405
ACTG2			0.0241536526222			
ADAMTS1	0.0175758934453					
ADCY9	0.0190634465235					
ADRB2		0.0186217219339			0.0190852906155	0.0241322297452
AGL				0.0170100687839		
AGR2	0.0213674200803					
AGT				0.0207850891099		0.0204291950121
AIF1	0.0223932624812	0.0175273507645				
AKR1A1		0.0171841416276				
AKR1C1	0.0329974635779		0.0259504133428	0.0288850874408	0.0297347141815	
AKR1C2	0.0326922043201		0.0246821750365	0.0279463618682	0.0279551763439	
AKR1C3	0.0196395769197			0.0169439109984	0.0214050696509	
ALDH1A1	0.022549862425			0.0193951507441	0.0301926641149	
ALDH1A3	0.0214856312469					
ALDH2	0.01898010173					
ALDH3A2	0.0198210190416			0.0166485005468		
ALDH3B1						0.0174911866791
ALOX5AP		0.0204988886144				
AMACR		0.0177865089444		0.0174850113484	0.0249476297755	
ANKRD10		0.021747295548		0.0178305898302	0.017051372865	0.0189152324923
ANXA4		0.0224033254515	0.017332580498	0.0181916890006		0.0198363179453
AOX1				0.0262987845364		
APOD	0.0312955143995	0.0191740397669	0.0194677513753	0.0188844684824	0.0178377757018	0.0224278493089
APOL1		0.0228116405664	0.0177992396551	0.0191156588397	0.0216539967226	0.020235486143
AQP1	0.0179480609344	0.0238814900213			0.019427856958	
AQP3			0.0278871579521		0.0181950001544	
ARHGAP32						0.0185571826154
ARHGEF3		0.0202016532574				
ARID5A					0.0172111035684	
ARL6IP5		0.0227257129664	0.0170434002356	0.0219139385081	0.0231827356449	0.0186118026884
ARMCX6						0.0179705144787
ASAH1				0.0173291568283		
ASMTL		0.0179646193953				0.0197012787393
ASPN		0.0220695235771	0.0249128818991	0.0303863063632	0.020628815043	0.0279321033277
ASS1	0.0191136053809			0.0240889234733		0.0212373667852
ATF3	0.0183800138831					0.0196396082606
ATHL1	0.0247357970196					
ATP2B4	0.0252474983505				0.019740141588	0.0227595472192
ATP5G2			0.0166309733039			
ATP6AP1			0.016648744507			
ATP6V0E1						0.0187818303116
ATP6V0E2					0.0173907722064	
ATRX			0.0185880756057	0.0188365400547		
BAZ2B						0.0177554171125
BBS1			0.0184670036131			0.019306939417
BCAS3			0.0184985126443		0.0217170414915	
BCL3				0.0176533875523		0.0184189421956
BCL6			0.0225974404039		0.0297292151981	0.0287679656441
BEX1	0.0219063768885	0.0198590505771				
BIK		0.0269293260739		0.0187862519055	0.0252474995787	0.0212717602572
BIRC3		0.0178385395093				
BLNK			0.0165639648713			
BLVRB	0.0182255560544	0.0169983114419			0.0170598410006	
BNIP3L		0.0177643747616	0.0176349654157	0.0230640203776	0.017056289553	
BPGM					0.0186400706911	
BPHL			0.0196616008127			
BPIFA1	0.0227807943034					
BSDC1		0.0235897491564	0.021433409032	0.01879824206	0.0168583284637	0.0170773145527
BTG1		0.0228714364819	0.025346236367	0.0250583784657	0.0238919655725	0.0243797532932
BTG2			0.0198957573804	0.0217009533512	0.0195742600453	0.0215790229757
BTN3A2		0.0176512274465				
C10ORF10		0.0223081689489		0.0168990067277	0.0230621536988	
C10ORF116	0.0202909484261		0.0187732976865	0.0200372883873	0.0192833515934	
C10ORF26	0.0195197505917			0.0177189398889		0.02298042856
C11ORF2	0.0187840651255	0.017841610313	0.0190188304094			
C1ORF63					0.0184023897175	
C1QA		0.0187694774707				
C1QB		0.0263941998794				
C1R	0.0215891542521	0.0212705756492	0.0173232679789	0.0208419583514		0.0175052079468
C1RL	0.017644938849	0.024134580725	0.0186799762354	0.0208350417484		0.0212222075048
C1S	0.0296573005486			0.023808963623	0.0223148018002	0.0230552379709
C2		0.0175104290927				
C2CD2	0.0275261662842					
C3	0.0205410267417	0.0371390963481	0.0328453408602	0.0291723680723	0.0279067832091	0.0345301700378
C5ORF4		0.0185006021835				
C7ORF68	0.0208771796479					
C8ORF4		0.0173335834302				
C9ORF3				0.0200134312593	0.0194635654675	
CA12	0.0280231943596		0.0190715351435			
CALB1					0.0175455361813	
CALCA	0.0195855178183					
CALCOCO1			0.0170837307357		0.0172395492599	
CAMK2N1		0.0170708131516				
CAMLG					0.0178797176455	0.0177856718825
CAPG	0.0185369057383					
CAPN1	0.0324777628877	0.0299132543705	0.0330111510793	0.0345434062946	0.0353782208177	0.0354103910221
CASP7						0.0176782377073
CBLB		0.017200383018	0.0188713064562	0.0175735786851	0.0186483120107	0.0210565252523
CCL20	0.0251163030955					
CCL5	0.0191024973812		0.0179231349386			
CCNG2			0.0177168996842		0.0223031658147	
CCPG1				0.0172280374992		
CD14	0.0192376239944	0.0275823197978			0.021826079375	0.0209630060988
CD163	0.0180110650795					
CD3E	0.0176801686174					
CD46					0.0186031497311	
CD47				0.0219440282631		
CD93						0.0206669870692
CDC14B	0.0188682965668					
CDK12					0.0175041261305	0.0172648327691
CDKN1B					0.0167202522481	
CDKN1C		0.0239607497				0.0188914195223
CEACAM5					0.02838013121	
CELF2		0.0219615166201				
CERS6						0.0180929845651
CFB	0.0268787353489	0.0480183266375	0.0487663350758	0.0443466100491	0.047125823363	0.0476913241459
CFD	0.0291771125464		0.029352619322			
CFH		0.0229691563979			0.0175236260472	
CFLAR		0.0184563757142			0.0170473736826	
CHGB		0.0176088192578				
CHMP4A	0.0280076131946					
CHST1		0.0190216962515				
CKB	0.0184165719892					
CLDN1						0.017081149226
CLDN7					0.0178414435677	
CLEC2B		0.0228626248931				
CLU	0.0219399294591	0.0242292018451		0.0174112300763	0.0239908737392	0.0252599544849
CMAHP	0.0211395109493					
CNN1			0.0167313256437			
CNPY3	0.0203747123479					
COBLL1		0.0202077929565	0.0199693956415	0.0187401745319		
COL15A1				0.0190407709296		0.0218638636859
COL18A1				0.0167887782124		
COL1A1	0.0404925389806	0.0203326709514	0.0235568657491	0.0246994827101	0.0280792751369	0.0292747279969
COL1A2	0.0250889857869				0.0219540546574	
COL21A1				0.0181407379482	0.0213678140771	0.0199069757878
COL3A1	0.0271401985133	0.0211014854622	0.0202176836098	0.0191296252256	0.0311287830841	0.0170839851623
COL4A5			0.0218340371924			
COL6A3	0.0218353056169					
COL9A2			0.0229319171299		0.0192154659027	
CP	0.0368495694814	0.0262142585443		0.022815333918		
CRIP1	0.0264620278095					0.0198933165653
CRIP2	0.0191882960128					
CRYAB	0.0224655110569	0.0201296922559			0.0204234369649	
CRYM				0.0171510126728		
CSF2RB					0.0179755306047	
CSRP2						0.0175205916929
CST3			0.0174127307149			0.0177827919884
CSTA			0.0232930097647		0.0171263637464	
CTSA						0.0195152607921
CTSD						0.0170538941327
CTSH			0.0295114245287	0.0234569488791		0.0188683082219
CUTA		0.0170581408963				
CX3CR1		0.0258496052087			0.0208464221217	
CXCL10	0.0199219336548	0.0297938376004				
CXCL11		0.0182217103152				
CXCL14				0.0169510257364		
CXCL5					0.0178347915597	0.0177975940081
CXCL6					0.0192571461892	
CXCR7	0.0396266638972	0.0221122201233		0.0277847436204	0.0207036970477	0.0232158240604
CYB5A	0.0176906739361				0.01831464981	
CYB5R1			0.0197151529823	0.0202916126304		
CYBB					0.0167388212374	
CYFIP1		0.0169545767931			0.0213552941756	
CYP1A1	0.0204051117917		0.0193106207843		0.0209808641835	
CYP4B1	0.0258636261989	0.0235032410502	0.0307371640883	0.0262390286972	0.0283942774816	0.0240215046066
DAB2		0.0205989941705				
DAXX	0.0269416685674					0.0172008991249
DCAF6		0.0177234394498				
DCN	0.0193384307462	0.0192876469891	0.0247123848209	0.0295027931401	0.0289730101504	0.0321230017383
DDR1		0.0213235223402	0.02382594026	0.0249301504642	0.0239403338679	0.02339798472
DEFB1	0.0311304223008		0.017393593267			0.0238898863793
DEPTOR				0.0172537196511		0.0237482369463
DFNA5	0.0261532939349					
DHRS3	0.0233652165591	0.024794802106	0.0175960128884	0.0171171753907		0.0173420990615
DIAPH2						0.0175991295485
DLG5		0.020694073622	0.0256622651962	0.0177235874549	0.0185762450313	0.0257016500951
DNAJB2			0.0239196790351	0.0273111654619	0.0270231686762	0.0239427897407
DNAJC12	0.024598049574	0.0251911525947				
DNAJC6		0.0240453931394	0.0189311642463	0.0177213058787	0.0189622642975	0.0209325404454
DNM1	0.0175499890769					
DRAM1	0.0184818521769			0.0232428676547		
DSP			0.0182310402786	0.0186449171808	0.0223604010438	0.0244054834547
DST		0.0203575662857				
DSTN					0.0186106165401	
DUSP10		0.0181347831086			0.0172915877218	
E2F2					0.0350773874939	
EAPP		0.0180789232248	0.0224930937923			
EFEMP1			0.0219031191648	0.0319832112985	0.0201102925777	0.021920373065
EFNA1	0.03079146476	0.0382063453992	0.0345015300422	0.0422601206008	0.037215122296	0.0380358885537
EGFL6		0.0209699003269	0.0177600174117		0.0244159939986	
EGLN3	0.0180854628913					
EHD3					0.0178650489557	
EID1		0.0178556782819			0.017419186397	
EIF2S3	0.0178384753041					
EIF4A2		0.0177454923533				
EIF4B	0.0295318659045	0.017359989291	0.0224794176692		0.0223359861259	0.017008985153
ELF3		0.0230314001967		0.0189061402231	0.0168425062638	0.0220321602211
ELOVL5	0.019379051853					
ENO2	0.0246817718266	0.0183608490981				
EPHA3						0.0194443557908
EPHX1	0.025095791033		0.0212287082808	0.0168106562535		0.022552253485
EPS8			0.0173265446822			
EPS8L2				0.0183173447057	0.0172626437	
ETS2		0.0192665674847				
EZR	0.0291335761158					
F13A1			0.0310685558608	0.0168171314068	0.0254320047199	
FAAH			0.0169658432462			
FABP3		0.0180314580386				
FAM107A		0.0177008653691				
FAM117A	0.0181755172339					
FAM127A			0.0189363827161	0.0192756378729		0.0178482169482
FAM134B	0.0179171633179	0.0198495524083	0.0210230516129	0.0243448770348	0.0198777306409	0.0195902592947
FAM13A	0.026776913021	0.0190247562509		0.0173218703443	0.0168293374518	
FAM179B	0.0183675992049					
FAM63A	0.0180998186873	0.0173442351835		0.0167826071608		
FAM65B	0.0184965434648				0.0176440380361	
FBLN1	0.0261698268449	0.0269048422662	0.0397421615638	0.0215587517315	0.0226929818261	0.0263117594399
FBLN2		0.017370363536	0.0170379403866	0.0193991908134	0.0172584008813	
FCER1G			0.0182097061486		0.0176755966241	
FCGBP	0.0231793841631		0.0208945154762	0.0177077019353		
FCGR1B		0.0253144961356			0.0192280470299	
FGA		0.0179467715587				
FGF9			0.0241242773823	0.0272155220745	0.0224948274868	0.0260125887963
FGFR2						0.0248207933862
FGG	0.0209935207186	0.0251809264151				
FILIP1L	0.021094673533	0.0187193070675	0.0224426407458	0.0256043168615	0.0238941662978	
FMO3					0.0166863552064	
FOLR1	0.0179193084826			0.0198158022586		0.0246678764008
FOSL2		0.0195077725927	0.0215851270042		0.0207539100812	0.0214939796111
FOXO1				0.020500632796		
FOXO3			0.017626799188	0.0178688782458	0.0188448312169	0.022090479469
FOXO4		0.017322333384	0.0187412018288		0.0206941585173	0.0184486995225
FPR1		0.0172066163147				
FUCA1	0.0277892024056					
FUT2	0.0195699066045					
FXYD3		0.0177017982709	0.0252674619041	0.0188007014556	0.0284698969424	0.0188358705367
GAA			0.0172637270718	0.017545772312	0.0182081951394	0.0185961010515
GABARAPL1		0.0271955750945		0.0171508641337	0.018883944483	0.025549378414
GADD45B	0.0251483501165					
GAPDH		0.0283153262663	0.028342023684	0.0374285968039	0.0341396200706	0.037356090209
GAS1					0.0167293355595	0.0176851169891
GATA3			0.0302861904404		0.0229997162977	0.0284701093443
GBE1		0.0196733758599				
GBP1		0.0229592779031				
GCNT3	0.024963880938			0.0170440661143		
GHR	0.0209630941483			0.0180544625243	0.0169752591797	
GJA1			0.0181894238105		0.022168338477	
GLS				0.0189763617063		0.0173436130444
GLTSCR2			0.0181068207303		0.0195148351581	
GLUL	0.0417284760787	0.0493314546732	0.0366259137003	0.03379750072	0.036274669218	0.029188469055
GNAI1	0.0208664814581					
GOLGA8A			0.019174713596	0.0234242688393		0.0176786574221
GOLGA8B			0.0169479244198			
GOLGA8H				0.0206965132756		0.0210615987895
GOLGB1		0.0178661817236	0.0184151600668			
GPC4			0.0178646792718		0.0168068959659	
GPM6A	0.0190060067969	0.020721739751				0.0172333471105
GPNMB			0.0199067156124		0.0200353548404	
GPR87				0.017521259144		
GPRC5B	0.0195910404129					
GPX3	0.0186958946516					
GRB10				0.016696089404		
GRIA2		0.0232067516314				
GRK5	0.0185351238118					
GSN		0.0229313720691		0.0255993680871	0.0223098243887	0.0243600294031
GSTA1				0.0181917908069		
GUSBP3		0.0191934714007				
GZMB	0.0176449359553					
HADHA	0.0222204951589	0.0174387967452	0.0184149540661		0.0204454362559	0.0220991850739
HAMP		0.0173075078929				
HBB	0.0234711316623	0.0209437430654	0.0180219957397	0.0201177801403	0.0173565295776	
HBP1		0.0186069110735		0.0167851844339		
HCAR3	0.0211945917632		0.0175470193229			0.0252879853438
HCFC1R1		0.0195588660994				
HCK					0.0198577622265	0.0169552063063
HDAC9		0.0209626885496				
HERC6			0.020174184845	0.0179301702483		
HIGD2A	0.0201200272952			0.0180807753626		0.0190570721407
HIST1H1C	0.0271686472789	0.0203358901305	0.0217072645823	0.0215050482896		
HIST1H2AC		0.0335905394016	0.0321137087599	0.0269325647073	0.0276599760254	0.0216320985794
HIST1H2BD	0.0279547107561	0.0299248932122	0.0264704053013	0.0229724342913		0.0213426323163
HIST1H2BK			0.0209722307164	0.0174012209993		0.0182002736788
HIST1H3H	0.0200383554187		0.0199642710208			
HIST1H4H	0.0295765496353					
HIST3H2A	0.025490915748			0.0188527525451	0.0181144740865	0.0174663735784
HLA-DMA	0.0187134639912					
HLA-DQA1	0.0190832811885					
HLA-E			0.0188980059142	0.0181620198459	0.0179736707509	
HOXC6	0.0204830696435					
HPGD			0.029375927384			
HSD17B4					0.0171001938578	
HSPA6					0.017204705752	
HSPB8	0.0289273202416	0.0251998486095		0.0200508917665		0.0252259270486
ID2	0.0212774394061	0.0198362268456		0.0207145992475		0.0197571508539
IDO1	0.0205788365044	0.0259656635379			0.0227073861595	
IDS			0.0174906700504			
IFI27		0.0303250316688	0.0279776640945	0.0365804562465	0.0245445688608	0.0353349730683
IFI44L		0.0187800601833		0.0190941221787		
IFI6			0.0196125546911	0.0204343419612		0.0204128545329
IFIH1		0.0203971113162		0.018114296394	0.0187636633356	0.0172586899768
IFIT1		0.0192955267866	0.0168750579212	0.0234936557779		0.0250591775789
IFIT3		0.0226789538273		0.0173480140444		0.0208686204423
IFITM1	0.0213626580235		0.02245048016	0.0205029569989	0.0345431303674	0.0289792896848
IFNGR1		0.0209210404336				
IGBP1	0.0185564736263	0.020708285246	0.0250613263872	0.0217583410275	0.0239489278148	0.0211127396245
IGFBP2			0.0291930133836			
IGFBP3		0.0206010994187	0.0227956514819	0.0275511309228	0.0322163217396	0.02642287843
IGFBP5		0.0212650225736	0.0215826629267	0.0222199809959		
IGFBP7		0.0222370937125	0.0167314506232	0.0261051632689	0.0310428675701	0.0239944628002
IKZF1	0.0435352200826					
IL18		0.0205850051791		0.01811050563		
IL1B			0.0171976210243	0.0183413295389	0.0201699447112	0.016969549949
IL1RN						0.0171114013034
INSR						0.0169788077742
IRF6			0.0224037371069	0.0220557045372	0.0216508161963	0.0183459589713
IRF9			0.0171031439138			
IRS1				0.0198575555674		
ISG15		0.0260189843852	0.0267448100326	0.025912238784	0.024290587544	0.0336916621761
ITFG1	0.01864973615					
ITGAV	0.0210790190996			0.0168990607187	0.0187065735272	0.0173467128404
ITGB4				0.0192093080675		0.0173834270465
ITM2A	0.0183520418268					
JUP	0.0234543325527			0.0196243002957		
KAL1		0.0210512494252				
KAT6B	0.0223181338156					
KCNJ2					0.0229648716859	
KCNMA1	0.0271129471871					
KCNQ1					0.0184228765862	
KDM4B			0.0179451132328			0.0177264727417
KIAA0355		0.0197057587419				
KIAA0564		0.0192048085057	0.0174207085059		0.0179329655214	0.0180918501964
KIF2C	0.0350996654051					0.0174140894712
KIT	0.0353915293419					
KLF4					0.0215621437979	
KLHL24			0.0226103944562	0.0231522673788	0.0194029687286	0.01928666272
KRT13			0.0202297716272		0.0178449801187	
KRT15	0.0195619015074				0.02026861827	
KRT19		0.020015729146	0.0263966975065	0.0176358866445	0.0251479986236	0.0272504540306
KRT4	0.0247348147845					
KRT6A	0.020465794162					
KRT8			0.0210053987442			
LAMA2		0.0175315069046				
LAMB2			0.0169131037207			
LAMP2		0.022394341265	0.0195313622028	0.0190592077929	0.0200878966057	0.0175070691756
LAPTM4B	0.0211360122359					
LBH	0.0229141023928	0.0234059110522	0.0175373116809		0.0174067631478	
LCN2	0.0397781289554	0.0240625063348		0.0209700316755		
LDOC1	0.0214252415006		0.0219682773484	0.0172792229964	0.0299276099452	
LETMD1	0.0192939537242		0.0188669338094	0.0166258186129	0.0195990692116	
LGALS3BP		0.0255399841524	0.0176381744179			0.0201866816062
LIMK2		0.0196941686799		0.0175771424959	0.0168340531419	
LLGL2				0.0185561434026		
LOC100272216	0.0179692055453					
LOC399491			0.0172838581091			
LRRC16A	0.0177841060472		0.0196181167256		0.0169293884914	0.0219186753541
LRRN3	0.021683568066					
LTB	0.0223592129376					
MAF				0.020190889197	0.0177156627215	
MAFB		0.0181630848381			0.0180261117278	
MAGEA3	0.0266832990683					
MAGEA6	0.0221416384182					
MAGED2						0.0212684239364
MAN1C1	0.0178245679824					
MAN2B1			0.0247939706579	0.0222555423293	0.0220225531953	0.0215832021629
MAOA		0.0182558683368	0.0317923900336	0.0218995327518	0.0213217186158	
