	0.04	0.12	0.37	1.11	3.33	10.0
ABCC1	-0.0164842897764					
ABCC4	-0.0135142538072					
ABCC5	-0.0153156709626					
ABCG2		-0.0184377086304				
ABHD4	-0.01798018803					
ACPP		-0.0150341005921				
ACTG2		-0.0168138793802				
ACTN1		-0.022286614501		-0.0166920372891	-0.0181940085125	
ACTN4				-0.0165118052693		
ADA	-0.0154529475376					
ADAM9	-0.0200072602413	-0.0184365012466	-0.0162331816694			
ADAMTS1			-0.0175489334063			
ADIPOR2	-0.0149756617233	-0.0174002300708				
ADM	-0.0152803191933			-0.022097609205		
ADRB2	-0.0397383291646	-0.0155120173995	-0.0373037693166	-0.0398906750672	-0.0360428858121	
ADRM1	-0.0208153258029	-0.0164955473601		-0.0154617405122	-0.017472221145	
AEBP1					-0.0154738369709	
AFP	-0.0138586583412					
AGPAT5		-0.0171460451684		-0.0167308821209		-0.0162007464365
AGPS			-0.0151822252327			
AGR2					-0.0221328128618	
AHSG				-0.0189357207558		
AIM1		-0.0155729580295				
AKAP12	-0.0260659766805	-0.0259727118095	-0.0364311382878			
ALDH1A1	-0.0222002862741					-0.0155050259365
ALDH1A3		-0.0192743417729				-0.0164802761161
AMDHD2	-0.013856062559					
AMIGO2	-0.02417977657		-0.0269429376261		-0.0202677744998	-0.0219666434338
ANO1		-0.0167387125393	-0.0149118724941	-0.0153491726655	-0.020416706537	-0.0193838147232
ANP32B					-0.0141541390596	
ANP32E					-0.0162033172505	-0.0176068784563
ANPEP		-0.0289427412264				-0.0173400577655
ANXA2		-0.0165980700852				
ANXA3		-0.0145566709306				-0.0327869456376
ANXA5		-0.0222417596319	-0.0210380161453			
APOA2	-0.0142176978915			-0.0157968841285		
APOB		-0.0200065337515				
APOBEC3B						-0.0163948102879
APOH				-0.0141241350624		
ARAP3		-0.0148518143599				
ARHGAP29			-0.0236905172651		-0.0158969766429	
ARHGDIB		-0.0136150846873		-0.0145630567748	-0.0150467790824	
ARHGEF3	-0.0162235240384					
ARL6IP1						-0.0180834141013
ARNTL2	-0.0191135737324	-0.01398592974				
ARPC5L	-0.0144679013846		-0.0168595489561		-0.0159980059697	-0.0151195678818
ASAP1		-0.018308223048				
ASAP2		-0.0175586073717				
ASF1B		-0.01501732164	-0.0186552254146	-0.0155093983653	-0.0165126100283	-0.0236619533793
ASNS					-0.018262042285	
ASPM		-0.0234104525476	-0.0205829248731	-0.0147138461857	-0.017347748185	-0.024024717782
ATAD2			-0.0143639657339	-0.0137676616554	-0.0148719772736	-0.0222072802887
ATP10D			-0.0142187221725			
ATP1B1	-0.0143256160614	-0.0157168955875	-0.0283104595047	-0.0281024007393	-0.024803048306	
ATP6V1B2	-0.0176359147353					
AURKB		-0.0262490129435	-0.0179717178248	-0.0180946723851	-0.0181322723776	-0.0152972633201
AXL		-0.0132714508104				
BAMBI	-0.0162617331189					
BANF1						-0.0148161197849
BCAR3			-0.015595096364		-0.0197234714275	
BCAT1		-0.0152364601251				
BCHE		-0.0143207872687				
BDNF	-0.014553503993					
BEX1						-0.0149579906457
BHLHE41			-0.0172278131682			
BIRC5						-0.0165880231542
BLMH			-0.0156103443524	-0.0204167193491	-0.0231055787592	-0.0163867652537
BMP2	-0.0203703388222		-0.0142829059686	-0.0193266566549	-0.021430875796	
BPGM	-0.0178989283123					
C12ORF24			-0.0141386912334			
C13ORF27			-0.0155308978664	-0.0163963318045		
C14ORF169					-0.0143259927008	
C16ORF53				-0.0168701430568		
C16ORF61			-0.0145692272227	-0.0138399212456		
C17ORF81	-0.0135385344427		-0.0159769963302			
C1ORF115	-0.0137994835208					
C1QA				-0.0145214757002		
C1QB				-0.0172101822172		
C1QTNF3			-0.0143540909291			
C20ORF20		-0.0139175191524			-0.0147488113959	
C20ORF3	-0.017221467525		-0.0183746782106	-0.0143956066781		
C3ORF14			-0.0173642313478		-0.016551345587	
C3ORF52			-0.0159674392609			
C3ORF64				-0.0158144110368		
CA3		-0.0186692379817				
CABYR	-0.0139286223994					
CADM1	-0.0167952564082					
CAMK2N1				-0.0157236047431		
CAPRIN2		-0.0136655779194				
CARM1		-0.0147028302685				
CAV1		-0.0386326807257	-0.022819189527	-0.0241251764326	-0.0284813327454	-0.0147886905831
CCDC86		-0.0364044815875		-0.029638730867		
CCDC92		-0.0134795106585				
CCDC99			-0.0152210250972			-0.0154764349584
CCL19						-0.0202260920163
CCNA2			-0.0190112910138	-0.0180081346822	-0.01926484091	-0.0330599596361
CCNB1	-0.0224395335171				-0.0246009612468	
CCNB2					-0.0147961886	-0.0205787709515
CCND1						-0.018269985059
CCND2				-0.0147961728122		
CCNE2			-0.0205422278119	-0.0188269926322	-0.015838354287	
CCT4	-0.0155320816614					
CCT5		-0.0154760550201				-0.0160765227229
CD27						-0.0156995949582
CD3EAP	-0.0190474745745	-0.0165918332165	-0.016250515636	-0.0197132522384	-0.0187544031247	-0.0160753897528
CD81			-0.014835273484			
CDA		-0.0146682404495				
CDC20		-0.0398057910947	-0.0147553354875	-0.0365130146457	-0.0235474238368	-0.0611706380885
CDC25B	-0.0162002776959	-0.0312385057086				
CDC42EP3			-0.0149790918991	-0.0147776278614		
CDC45		-0.0138161102278				
CDC6	-0.0170032752582	-0.0165105215324	-0.0289488713674	-0.0230351738184	-0.024368662679	-0.0271312938694
CDCA3		-0.0145541366329	-0.0164004339853	-0.015960222963	-0.0191660679384	-0.0227967571003
CDCA4			-0.014482544685		-0.0192923133886	
