	0.04	0.12	0.37	1.11	3.33	10.0
A2M	0.0246224644265					
ABAT		0.0189165508465			0.0162935078998	0.0211238244428
ABCC3					0.0178264559929	
ABCC5	0.0299357745492	0.0381550804307				
ABCG2					0.0245468781206	
ABHD6					0.0214337995372	
ACOX2					0.0184342516103	
ACTA1	0.02117306541				0.0165635943811	
ACTG2	0.0386768069077		0.0325413288515			
ADAM8				0.0179292443943		0.0239013777099
ADAT1				0.0206478978451		
ADCY7						0.0174636394372
ADO				0.0471986893298		0.0352125383587
AGR2			0.0321449103914		0.0169722761891	
AGT					0.0210823229141	
AHNAK	0.0222479627975			0.0216131331776		0.0157478043435
AHNAK2	0.0248117737647	0.027756390371			0.0195192434509	0.0154022833263
AHSG					0.0178909685527	
AIF1					0.0163318597463	
AK1				0.0171647051317		
AKIRIN1		0.0171623329299				
AKR1C1		0.019597926376				
ALCAM		0.0259793243766			0.021385200801	
ALDH1A1	0.0217999048338					
ALDH1A2	0.0171500704075					
ALDH3A1			0.0163234195901			
ALDH3B1	0.0198733220427					
ALDH5A1				0.017117738263		
ALDOC			0.0235924418376	0.0167596248256	0.020366063032	
ALOX5AP				0.018375100788		
AMACR						0.0180955115406
AMDHD2					0.0351602649536	
AMIGO2			0.0369821755088			
AMPD3		0.0247159916876		0.017127736724		
ANG					0.0174922486815	
ANO1		0.0306441477832				
ANO10		0.0232071596091				
ANXA10		0.0228640668137				
ANXA2	0.0186412340085					
ANXA2P2	0.0247238349089		0.0194127362187	0.0191851672573		
ANXA4						0.0225002391447
AOX1					0.0164931564076	0.0177920224183
APOA1					0.0228787872588	
APOA2					0.0210396198189	
APOD	0.019812465526		0.0539496908272			
AQP1	0.0168645167798					
AQP3	0.033873525353					
AQP5	0.0181205626707					
AREG			0.0296369211779	0.02484908854		
ARMCX2		0.0283584284605				0.016324835104
ARPC1B		0.019842796824	0.023589303888	0.0203801897493	0.0170198463438	
ASCL1		0.0180299486277				
ASMTL		0.0165278697541		0.0232004914051		
ASS1				0.0213988986936		
ATF3		0.0262423914326				
ATHL1				0.0216796162762		
ATM				0.0169144191467		
ATP10B			0.0171573333046			
ATP2B4						0.0199286039567
ATP5S	0.0200228168255	0.020635160472		0.0198448352522		
ATP6V1D			0.0172620750126			
ATXN1						0.0212642171892
AUTS2				0.0171419112627		
BAALC		0.0262260272069				
BASP1	0.0218817890997		0.0282171458957		0.0415183236253	
BBX		0.0187500425901				0.0188259566464
BCL11A			0.0191022363236			
BCL2A1			0.0172199719289			
BDH2			0.0168262790261			
BEX1		0.0172049285497		0.034587673543		
BEX4					0.0185788746173	
BGN		0.0234913324236				
BHLHE40	0.0195917731587	0.0182118749558				
