	0.04	0.12	0.37	1.11	3.33	10.0
AACS	0.0183254997558					
AAK1			0.0164730620824			
ABAT		0.0257940728123	0.0328488647146	0.0179693136252		
ABCC3				0.0199552598499	0.0209133443897	0.018455351658
ABCC4			0.0168689826938			
ABHD2	0.0223955389941	0.0213193148424				
ABHD4		0.0188350749748				
ABLIM1			0.0212488913213			
ACACB				0.0218099744581		
ACAP1		0.0163168042378				
ACAT2		0.0179270740428				
ACBD3				0.0186265014468		
ACLY			0.0242908788989			
ACOT7				0.0175355966438		
ACTC1						0.0175260286754
ACTG2				0.0175695563944	0.0229238706045	0.0345682518341
ACTN1	0.0203838313816					
ADARB1		0.0189487118455				
ADCY1	0.0174826157277					
ADD3	0.0302274257335					0.0196761392283
ADH1B					0.0208936128793	
ADO				0.059816316115	0.0480053156138	
AEBP1				0.0190714292901		
AFF1		0.017638099842				
AGR2		0.0179118404347		0.0215333960726		
AGRN			0.0168140765134			
AGTR1		0.0174004031116				
AHNAK	0.0292881987421			0.023099928913		
AIM1					0.0330686625279	0.0277837228443
AKAP12	0.0211962309132			0.0190047883188		
AKAP9						0.0177395448671
AKR1C1		0.0243724516476				
AKR1C3		0.0190568349242	0.0184054640551			0.0180186051637
ALB						0.0182354562469
ALCAM					0.0168227194118	
ALDH1A3				0.034318055482	0.018488564913	
ANK3				0.0166246350813		
ANO1	0.0194552689102			0.0169431797505		
ANPEP			0.0338892829044			
ANXA10						0.0173153475436
ANXA3		0.0166617062181				
AP1G2				0.0169827839623	0.021087119792	
APLP2					0.018698250124	
APOD	0.0185613454708			0.0200526803674	0.0361779116732	0.0333883728901
APOE		0.0366879147111				
APOH			0.0207125621795			
AQP3						0.0181466251752
AQP9						0.0189958492043
AREG			0.0169033081551		0.0281386050595	
ARHGEF40		0.0202417614016		0.0186362059553	0.0177578426368	
ARID5B				0.0184495371641		
ARL4C		0.0299113204243				
ARMCX1					0.0190023291209	
ARMCX3	0.0166981911396					
ARMCX6	0.0169165096912				0.0222866501681	0.0189516658542
ARNT2					0.0244467034399	
ARPC1B	0.0203691767174					
ASAH1		0.0268681801046	0.0282054321108		0.019086343632	
ASPH		0.0228381459114				
ASPN						0.0182486398096
ASRGL1	0.031775404597					
ASXL2				0.0173124828636		
ATHL1			0.0191143902262			
ATP10A			0.0169652791505			
ATP1A1	0.019385719531					
ATP2A3			0.0163974280218			
ATP5C1				0.0174422280805		
ATP6V0D1		0.0190651779823		0.0166801081124		
ATP6V0E2		0.0194194171741				
ATP6V1A	0.0184375549056					
ATP6V1G1			0.0163644865296			
ATP8B4						0.0188013127769
ATP9A		0.0159149846483				
ATRX		0.0163515231106	0.016403548556			
AXIN1				0.019078070179		
AZGP1						0.0231366252769
AZU1						0.0255352801324
BACH2					0.0192881864836	
BAG3			0.0179390847203		0.017562981323	
BAMBI					0.0247951456685	
BASP1						0.0241847923066
BBOX1		0.0165490807011				
BBX			0.0245535396269			
BCAS3						0.0186976801942
BCL11B			0.0164034890457			
BCL6	0.0263579310025			0.0181553653545		0.0191337994857
BDKRB2						0.0169376419514
BEX1	0.0382172798288	0.023694146218				0.0219360464284
BHLHE41		0.0190808095845				
BHMT						0.0269588281475
BICC1				0.017482378114		
BIK					0.0221567699407	
BIN1			0.0161872782652			
BIRC3			0.0194221892414			
BNIP3L						0.0172789195763
BPHL		0.0196239003153				
BSCL2	0.0172949492751					
BSDC1						0.0180014038067
BTG1					0.0166899817266	0.0260906539846
BTN3A2		0.0165430271133				
C10ORF10						0.0292521299352
C10ORF116						0.020241878712
C11ORF2				0.0209477943916	0.0180836108888	
C13ORF15					0.0180833432741	
C14ORF132					0.0203633798643	0.0285825073066
C17ORF63		0.0174840656019				
C18ORF1				0.0176326988593		
C1RL		0.0166683028887				
C21ORF91			0.0181714197411			
C2CD2			0.0412320336602			
C3	0.0216159249466				0.0391454250117	0.0197020604988
C5ORF13	0.0204394108683					
C6ORF62	0.0257604520116	0.0183714199399				
C7				0.0264153197354		
C7ORF44			0.0166638799239			
C9						0.0232959610852
C9ORF16	0.0191183655208					
CA12						0.0187214020347
CA2					0.0184042823556	
CACNA1D				0.0165272654178		
CADPS2	0.0174403118537					
CALCOCO1						0.0211221382764
CALCOCO2				0.0165336966078	0.0181040808488	
CALD1		0.0245935653197	0.0252585637005			
CALM1	0.0264074828343					
CAMK2N1			0.0280752269609			
CAMKK2				0.0205479944272		
CAP1		0.020344844943				
CAP2			0.0226876002548			
CAPN1				0.019427543826		
CAPNS1	0.0183195441947					
CCDC86	0.0174462442787					
CCDC92		0.0217354535439		0.0203860486409		
CCL18		0.0187426369039				
CCL2	0.0178430967374					
CCL21		0.0159838153248		0.0213824883192		
CCL5						0.0243598991745
CCND2		0.0213949120804	0.0223376864643			
CCNG2					0.025244227959	0.0223742072617
CCNL1					0.0173525297968	
CCR7	0.0192942806943					
CD1A				0.0165988896457		
CD1B				0.0191198492318		
CD209				0.0192305459936		
CD24						0.0317499105568
CD40				0.0237947118482	0.0178581565031	
CD59		0.0186127160169				
CD9					0.0204263995718	0.0212942342586
CD93	0.0191908190683					
CDC42EP3				0.0290163435505		0.018477507431
CDH1						0.0189804208558
CDH13						0.0204875753662
CDH17				0.0171713104026		
CDH3	0.0174973325134				0.0182038352227	
CDK12						0.0176395696822
CDK2AP1	0.0247969023474					
CDK5RAP3				0.0219896116714		
CDKN1B					0.0168813223256	
CEACAM5				0.0340040330841		
CEACAM6		0.030112305194		0.0337924011322		
CEBPZ	0.0187342562592					
CEP170					0.017850448963	
CEP57		0.017324245255				
CES1				0.0190023253155		
CFB	0.0297463646786					0.0241548231905
CFD					0.0238491324746	0.0247843225695
CFH						0.018793859689
CFLAR					0.0177585541166	
CHD4				0.0169622448088		
CHEK2					0.0380042147956	
CHMP6			0.0419888908202			
CHN1					0.0204106916669	
CHRDL1				0.017273559304		
CHST1	0.017584465425					
CHSY1	0.023730534021					
CIAPIN1	0.0182065832672					
CIDEB						0.0184044129516
CLCA2					0.0217584179712	0.0205719120665
CLDN1		0.0168061032738		0.0210509352032		
CLEC11A	0.0380975805496					
CLEC2D			0.018284373808			
CLGN		0.0203187694245	0.0203361607416			
CLTB			0.0189919936348			
CLU	0.0202201557627	0.0269276913675				
CMAHP				0.0253529461265		0.0226460792519
CNN1					0.0196003289766	0.0190976786089
CNOT2	0.0169298425117					
CNOT4				0.0298652722788		
CNOT7		0.0180401365591				
CNPY3				0.0230914979757		
COBL	0.0204921390732					
COL14A1				0.0292839645407	0.0196255883473	
COL4A1		0.0189062585153				
COL4A2				0.0168709026557		
COL9A3	0.0194407541556					
COMP		0.016078337455	0.0182034311434			
COMT				0.019617185364	0.0175298982659	
COQ9	0.0171180442608					
COX7A1	0.0204593378852					
CPA3						0.0169208845078
CPB1		0.018671992163				
CPE		0.0238201884831				
CPNE1		0.0173489040944				
CPT1A	0.0199373669175	0.0162443102408				
CPVL		0.0220462588342				
CREBL2						0.0175195738656
CRELD2					0.0197817066295	
CRIP1	0.0208737358752	0.0186256542689	0.0169952845513	0.0232165776525		
CRIP2				0.019978992871		
CRISP3			0.01721006831			
CRYAB			0.0198265543452			
CST3		0.0199420767782			0.0190105390864	
CST6		0.0162167241091				
CSTA				0.0287102168749	0.0360744329379	0.026501263381
CTBP2					0.0174936798939	0.0179081208462
CTGF		0.0213471418378				
CTSA				0.0205839554182		
CTSB		0.0162594192377				
CTSC		0.0162751980797				
CTSH				0.0238183913476		0.0209621215251
CTSL2		0.0233921051499				
CUEDC1			0.017652616106			
CX3CL1	0.0173292467953					
CXCL12			0.0218659673203			
CXCL13		0.0222911674731				
CXCL14		0.0294507944012				
CXCL2					0.0321002991383	
CXCL6					0.0243553689165	
CXCR4			0.0327300860564			
CXCR7		0.0162046030558	0.0365571503872			
CYFIP2		0.0199874122249		0.0219668467896		0.021436036669
CYP1A1					0.0198967562882	0.0188314782336
CYP1B1	0.0262374251446					
CYP26B1		0.022398034966				
CYP3A5	0.0192331385938					
CYP4B1						0.0183653509937
CYR61		0.0192972654909	0.0247195025294			
DAPK1		0.0239501065714		0.0250798793415		
DCLK1		0.0188767766899				
DCN						0.017191476178
DCTN6		0.0199381746917				
DDB2	0.0260019610153					
DDR1	0.0164585813753				0.0194509346694	
DDR2			0.0162809579578			
DDX17		0.0195800806657	0.0237049545292			
DDX21			0.020043595883			
DDX3Y				0.0673468052451		0.0192337902756
DEFA5					0.0166205862985	
DEFA6					0.0185785867304	
DEFB1	0.0195498956335					
DES					0.0170387759194	
DGKA					0.0207726974772	
DHRS3						0.0191861237447
DIAPH2				0.0196095080716	0.0199179516303	0.0254676362088
DIO1						0.0179277077609
DKK1			0.0296783512295			
DLK1	0.0169245351667					
DMTF1					0.0270107240392	
DNAJA3		0.0209337298928				
DNAJB2			0.0342200248532			
DNAJC12		0.0180610743984				
DNM1L	0.0260547798497					
DOCK9			0.0182216738488			
DPYS						0.0174357504418
DPYSL2	0.0194585723519	0.0215419977496			0.0218460494358	
DPYSL3						0.023555869869
DSC2		0.0157788547343				
DSC3					0.0187463923149	
DSP		0.0226269402356	0.0382044427263			0.0229818599454
DST					0.0288019859484	0.0184189689182
DTX4				0.0166699113662	0.017533370203	
DUSP3		0.0236222494208				
DYNLRB1		0.0197753409392				
E2F2						0.0395322566881
EAPP						0.0215037966699
EEF1A2	0.0213377550533					
EFEMP1				0.0451159013311	0.036700532402	0.0358103247117
EFHD1						0.0174061444132
EFNA1			0.0164477927705			0.020505763777
EGFR			0.0168315413657	0.0174019804462		
EGR2				0.0332257988751	0.02421375214	
EHD3					0.0173090149138	
EIF1AY				0.0450373843063		0.02417644783
EIF2AK2	0.0196669390582					
EIF4B	0.0245033312266					
EIF5A		0.0191031421376	0.0169560989326			
ELOVL2	0.01846702811					
EML3				0.037532658627		
ENC1	0.0173043311922			0.0278176578553		
ENG	0.0198647815896					
ENGASE				0.0249099630602	0.0198882926128	
ENO2						0.0229265756647
ENOPH1			0.0186605738424			
ENPP1		0.023756383763	0.0222710973541			
ENTPD1						0.0179389343493
ENTPD4					0.0184515223358	
EPAS1		0.0180522631309				
EPCAM	0.0378427333421					
EPHA3				0.0395654094088		0.0196543506046
EPHB2					0.0305911433379	
EPS8					0.0206812295557	
ERAP1			0.0165782175732			
ERAP2		0.0190025511915				
ERBB2						0.0194622774622
ERGIC3		0.0162032570353				
ERLIN1	0.0173445083536					
ESRP1				0.019902490805		
ETV1					0.0334752338188	
ETV5				0.0170596595034		
EYA1				0.0228831388762		
F13A1						0.0176361167881
F2RL1			0.0208353927187			
FABP4					0.0299053369715	
FADS2		0.0290198361767	0.0219996064026			
FADS3			0.0221522369407			
FAM127A						0.0185117729504
FAM127B						0.0174456827421
FAM53B				0.0166495133575		
FANCI			0.0219877052968			
FARP1	0.0193694857204					
FBLN1					0.019076805356	0.0288224785226
FBLN5			0.0166100606068			
FBN1			0.0211294837845			
FBP1						0.0284587175268
FBXO2		0.0170431250925				
FCGBP					0.0308758636149	0.0275531937795
FCN1	0.0172643604749					
FDXR	0.0190603153543					
FEZ1				0.0164996011565		
FGB		0.0169813942122				
FGFR3				0.0214219911115		
FGFR4	0.0293356011216				0.0174362974125	
FGL1						0.0177217726704
FGR						0.0185497105389
FHL1				0.0248348412137	0.019606232518	0.0213277211983
FILIP1L				0.0172053046852	0.0297785796516	
FKSG49	0.0174280530246					
FLNA	0.0232732438384			0.0230074719444		
FLNB			0.0246042853797			
FLRT2	0.0175418526501		0.0246028021764	0.022208327082		
FLT3		0.0166502948011				
FN1	0.0189661163435				0.030111758455	0.0257761692821
FOLR1	0.0256126521072	0.0308367840068		0.0206635020263		
FOS	0.0222986248817					
FOXC1		0.0159860743047				
FOXD1				0.0223383159214	0.0195034275964	
FOXN3		0.0187585392221				
FOXO4		0.0413737238316				
FUCA1		0.0171903444122				
FUS	0.0187495981983					
FXYD2	0.027525821832					
FXYD3				0.0221677766607		0.02274685421
FXYD5			0.0177123079026			
FYCO1		0.0158030045818				
FZD7	0.029631464518	0.0315496348715				
G0S2			0.0169411985905			
G6PC						0.0180765430518
GABARAPL1		0.018691605875				0.0206367001465
GABRP	0.0178942049619					
GADD45A						0.0215482370712
GALNT10			0.0207080256937			
GALNT12					0.0193549460412	
GALNT3					0.0176705710183	
GAMT		0.0167528472875				
GAPDH		0.0194460259117		0.0220553342192	0.0314840323027	
GAS1	0.0232872954799	0.0226111067234		0.0218587216871		
GAS7	0.0166796551456					
GATA3			0.0284646867735			0.0271881315118
GATA6				0.0216524403551		
GBP2					0.0232109346857	0.0219374726577
GLA					0.0190166607351	
GLDC		0.0182602563985	0.0242624425406			
