	0.04	0.12	0.37	1.11	3.33	10.0
ABCE1			-0.0159483571237	-0.0146539526087	-0.0168637298737	-0.015659885148
ACD	-0.0241073882903					
ACYP1				-0.0145225638449		
ADRM1			-0.0154243271929		-0.017155185425	
AGR2		-0.0160474632366				
ALB	-0.0158863369599					
ALDH1A3		-0.0198719141627	-0.0200498942008			
AMD1			-0.0146094716561			
ANP32B		-0.0174816766298	-0.0171308630613		-0.0173293865258	-0.0188698545665
ANP32E		-0.0188151838778	-0.0147569886281	-0.0190123741063	-0.0211360459007	-0.0198396931026
ANPEP	-0.0144013831941	-0.0447152287938			-0.0148282403381	
ANXA1			-0.0171146694365			
ANXA10	-0.0141809382984					
ANXA3	-0.0150455035811	-0.0149497313828	-0.0225611616323			
APOBEC3B		-0.0188500825381	-0.0205434063431	-0.0279517499986	-0.0235552418294	-0.0300246073989
ARG1	-0.0180663558224					
ARL6IP1		-0.0185565916286	-0.0149888560907	-0.0155693573623	-0.0201285688679	
ARPC1A				-0.0143059590171		
ARPC5L			-0.0162902443799			
ASF1B	-0.0168584136737	-0.0218777559103	-0.0225221082508	-0.0220853341967	-0.0232900457509	-0.0237124359884
ASNS		-0.0231976336252			-0.0192671582392	-0.0164980216445
ASPM	-0.0273458924403	-0.0241513439497	-0.0241960255636	-0.0288169199282	-0.0227343715602	-0.0284443943867
ATAD2	-0.0189284069784	-0.0163054705827	-0.016130956331	-0.0201596155978	-0.0183993070034	-0.0182557389766
AURKB	-0.0311393805044	-0.0242945644006	-0.016229334756	-0.026358472903	-0.0206567640896	-0.0236431478208
AZGP1	-0.0160669168419					
BCHE				-0.0158875224839		
BDNF					-0.0151748795931	
BIRC5	-0.0197340953245	-0.021309724946	-0.023516248631	-0.0252991261893	-0.0225664469545	-0.022909818059
BMP2			-0.0187100154332			-0.0191030135018
BUB1B	-0.0195415314301			-0.0168966672051		
BZW1			-0.0187064883171		-0.0146486536534	
C12ORF48	-0.0139151436107					
C12ORF5	-0.0195957157061					
C13ORF27				-0.0178135697784	-0.0142908539692	
C16ORF61	-0.01774891933		-0.0147489193057		-0.0142920309193	
C18ORF8	-0.0142633266792					
C19ORF28	-0.021275006191					
C1ORF112				-0.0150109320061	-0.0145857915929	
C1ORF135	-0.0150445279469			-0.0160194578543	-0.0142696876074	-0.0168397866328
C20ORF103	-0.0138212759756		-0.0152627918556		-0.0170800474274	
C4ORF27						-0.014104275786
C7ORF23						-0.0143671389651
C8ORF33			-0.0145009885052			
CA2	-0.0557533682855					
CA3	-0.0153568695642		-0.0160744109537	-0.0151504549788		
CALML5		-0.0182257789367				
CAMP		-0.0164364949584			-0.0203017374982	
CBR3		-0.0164012746058	-0.0177371992367	-0.0244982408603		-0.0153342539421
CCDC165	-0.017151345255					
CCDC99	-0.0193661203739		-0.0232240574609	-0.0228131839356	-0.0239473698081	-0.0228317674642
CCNA1	-0.014297840839					
CCNA2	-0.0244334508707	-0.0375457004755	-0.0418379087402	-0.0387185318661	-0.0388130397291	-0.0354176451824
CCNB1	-0.0169019912138	-0.0148293546784		-0.018819394875	-0.0175865208026	-0.0201833516985
