	0.04	0.12	0.37	1.11	3.33	10.0
A2M		-0.0201000623423		-0.0249387278767		
ABCA3		-0.0142573582787				
ABCC4			-0.0192948790952	-0.0185720489094		
ABCC5	-0.0185709182742		-0.0227647607341			
ABLIM3		-0.0137806503903				
ABP1		-0.0180732856322				-0.0158898152495
ACP5	-0.0148334257257					
ACSL1	-0.0151499952457	-0.0301372010852				
ACSL5	-0.0151139962893					
ACTN1						-0.0157873888526
ACVR1	-0.0156033843483					
ACYP2					-0.0150168422646	
ADAMDEC1	-0.0199612129017					
ADM	-0.0287460366861				-0.0212788503053	
ADORA2B						-0.0210879251905
ADRA2A					-0.0150180651941	
AFP				-0.0207114173647		
AGAP1		-0.0146435030063				
AGR2	-0.0247810502263					
AIM1		-0.0140633757737				
AIM2				-0.0239489778995		
AKAP12				-0.0196538011496		
AKIRIN1				-0.0187741626292		-0.0174529652571
AKR1B10	-0.0175280498682					
ALAS2			-0.013954391432			
ALDH1A1	-0.0173346637009					
ALDH1A3			-0.0185421497478			-0.0188069018157
ALDH8A1						-0.0149340716692
ALOX15B				-0.0176505949573		
AMD1				-0.0151507733157	-0.023017381874	-0.02779460077
AMIGO2	-0.0249432227113					
AMMECR1		-0.0189748919517				
AMT		-0.0157504762703				
ANGPT1					-0.0146653919844	
ANKRD10					-0.0157795723766	
ANKRD11			-0.0165428446796	-0.0200258571699		
ANKRD36B				-0.0143872564493		
ANO1			-0.0172703054245			
ANO3						-0.0148599815968
ANPEP	-0.0157342140858			-0.0231426920553		
ANXA10			-0.0189914177917			
ANXA5					-0.0195664188728	
ANXA6			-0.0144778130255			
APOC1	-0.0194879614494					
APOD				-0.0198865970861		
AQP1				-0.0221973865136		
AQP4					-0.0172603141843	
AQP8						-0.0143691865004
AQP9	-0.0191693364108					
ARAP3		-0.0163266950895				
ARC				-0.0170680122378		
ARHGDIB				-0.0144265129202		
ARID5B	-0.0257745952337	-0.0218725308519	-0.02169881687	-0.0158483207517		
ARL5A				-0.0182215610462		
ARPC5L						-0.017012679084
ARPP19						-0.0194233620795
ARPP21			-0.0191620146431			-0.020001811619
ASAP2		-0.0243053011742				
ASPA					-0.0158877431203	
ASPN					-0.0245728326315	
ATF3	-0.0149959502189					
ATOX1		-0.0149457035369	-0.0138662683264			
ATP11B	-0.0163391207629	-0.0257790609243				
ATP13A1				-0.0148438323809		
ATP5E			-0.0138223387406			
ATP6V0E2	-0.0180905384567	-0.0226485620258				
ATP7B					-0.0146259271456	
ATP8B1	-0.015646484539					
AVEN			-0.0143989123573			
AZGP1	-0.014267198924					
B3GNT2	-0.0167202461561					-0.0181765285739
BAG2						-0.0182941572244
BAG3	-0.0358645644769			-0.0458279649076		
BAMBI			-0.0164486713915			
BBC3		-0.0137463800797				
BBOX1		-0.0246801982848	-0.0198856013007		-0.015043992014	
BCAS1	-0.018807641292				-0.0167348022322	
BCHE				-0.0230471867836		
BCL2A1	-0.01468473492		-0.0176268922195	-0.0160289101058	-0.0187693255422	-0.0233275840123
BCL7B						-0.0178888016609
BEX1		-0.0238693821614	-0.0355851810278		-0.0288789680433	
BGN					-0.0157668007503	
BHLHE41					-0.0196728961163	
BIK		-0.0164019129186		-0.0179321068654		
BLNK		-0.0152110861594				
BMP4						-0.0151624841781
BPIFA1		-0.0179107351918			-0.015708148768	-0.0219154388949
BRD2		-0.0168162949274				
BTBD3	-0.0154878521107					
BTG2				-0.0175413887117		
BYSL						-0.0168044457421
C10ORF2						-0.0154736651458
C12ORF5				-0.0146055452736		
C13ORF15		-0.0238774625139				
C16ORF80		-0.0202880705145				
C19ORF53		-0.0167533401599				
C1ORF115			-0.0182765359366	-0.0180039479613		
C1ORF216					-0.0155668358812	-0.0154265831967
C1ORF38			-0.0154513412896			
C1S	-0.0232589563746			-0.0150377355355	-0.0150044789425	
C20ORF103			-0.015045444371			
C20ORF11					-0.0149866063444	
C20ORF30	-0.0182507537386			-0.0167777152041		
C2CD2	-0.0199316824205					
C3				-0.0219020733875		
C7			-0.0175183254654			
C7ORF23	-0.0226641113388			-0.0172389150124		
C8ORF4	-0.0179768766485					
CA2				-0.0282421779294	-0.0152637084235	
CACNA2D2		-0.0145292775613	-0.0157133538032			
CALB1						-0.0163002889791
CALB2		-0.0151391056096				
CALY				-0.0141247400032		
CAMK2N1	-0.0179102489955	-0.0171888821314		-0.0254162969754		
CAMP			-0.018868582427			
CAP1					-0.0161296587989	
CAPG	-0.0153682087187			-0.0150175111546		
CBFB					-0.016942658093	
CBR3	-0.0143672425508		-0.0212784471564			
CCDC102B					-0.0161916111147	
CCDC47	-0.0189726539405					
CCDC76	-0.0158776869339					
