	0.04	0.12	0.37	1.11	3.33	10.0
A2M			0.0193859070712			0.0183531400998
ABCA3	0.019423785454					
ABCA8		0.0247698577726	0.0273252748979	0.0301883012237	0.0185798395166	
ABCB1	0.0186188189268			0.0184880220483		
ABHD4						0.040909552489
ABP1			0.0252543989328			0.0180286209391
ACAT2	0.0189583016873				0.0191309513083	0.0178606019711
ACOT13						0.0177727807371
ACTA2		0.0259173166932				
ACTC1		0.0194799139784				
ACTG2		0.0311725273388	0.0205865855899			
ADAM10				0.020909748994		
ADAM28			0.0204059721963			
ADAMTS1					0.0183251560593	
ADCK3	0.0229664316618					
ADD3						0.0180143630904
ADH1B	0.0181884938676	0.0301251847471	0.0251233949465	0.0244590006558	0.0323753107852	
ADI1						0.0180870482231
AEBP1		0.0241194582368	0.0319729715085		0.0319515160686	
AFF1					0.0195164240882	
AGA						0.0179082029003
AGL					0.0249961992443	
AGT	0.0200421033309					
AKAP13						0.0183941196872
AKAP7				0.0239047278484		
AKR1B10	0.0268251075693					
AKR1C1		0.0201841693152		0.0186672319628		0.0243687489241
AKR1C2						0.0250286422936
AKR1C3						0.0268349453739
ALAS1	0.0178265205974	0.0227828151243	0.0266747134174	0.0196388027924		
ALDH1A1		0.0303963314752		0.020614096775		0.0215077499648
ALDH3B2			0.0228927162408			
AMDHD2	0.0235449910927					
ANK2			0.0202228080015			
ANXA2			0.0199993228437			
ANXA4		0.0194490586732				
AP1S2		0.0202745533492				0.0170537751799
APLP2	0.0232085170704					
APOBEC3B		0.0268270007422				
APOD		0.0283115502807	0.0197261147205	0.0256142808237	0.0258966925176	
AQP3				0.0248736960595		
ARG2					0.0330364552529	
ARHGAP29				0.0238125019567		
ARHGAP44	0.0186356006473			0.022643786986	0.0202603126396	
ARL6IP5						0.0174674797182
ARMCX1						0.0222820662512
ARMCX2			0.0214449353033			
ARPP19			0.0247127417342		0.0197777072727	
ASPN		0.0236609326983			0.0241461148856	
ASRGL1	0.022600839793	0.0215971310369		0.0281220715744		
ASS1	0.0220718095026	0.0279945899107	0.0397124738777	0.0331048446567	0.0356452098391	0.033651762692
ATP10A				0.0181241922525		
ATP11B			0.0221530546894			0.0243574456234
ATP1A1			0.0195247924583			
ATP1B3	0.0199712016285	0.0228255966146		0.0184809286727		
ATP2A2			0.0208924382768			
ATP2A3		0.0291963669628				
ATP2B2		0.0218721372277		0.0182000686242	0.0206484614033	
ATP8A1				0.0204227724214		0.0203371894585
AUH			0.0194249506343	0.0207858194987		0.0192279261544
B3GNT1	0.0174257690172					
BANK1						0.0235651764954
BASP1	0.0199428178522	0.0222932896327		0.0304047101027	0.0182059489839	0.0305268641554
BCHE				0.0286104499079	0.0188015058349	
BCL11A					0.0196831836193	0.0236128507147
BCL6	0.0244286385993			0.0217129901961	0.0202773732153	0.0305970923491
BEX1				0.0324551142959		
BHMT2					0.020488630933	
BID		0.0217413083627			0.0264769890487	
BIN1	0.0205104077584					
BLNK					0.0185880225715	
BMP7	0.0253306062925					0.0197954571173
BTBD3			0.0212233042679			
BTG2						0.0192521744612
BTK	0.0234132222767					
C11ORF75					0.0265439905128	
C14ORF132		0.0218000569457				
C1ORF115				0.018136465753		
C1R			0.0231824560593			
C1S			0.019028085219		0.0206868189677	
C20ORF103	0.0425017830947	0.040734735732	0.0255709519895	0.0324988278914	0.0452487579148	0.0287097610184
C20ORF3				0.0229418623279		
C3		0.0243856502955	0.0294068889902	0.0263165674891	0.0237084330382	
C3ORF14		0.0241183351152				
C3ORF64		0.020135360903				
C7				0.0205115113666		
C7ORF68			0.025368920567			
C8ORF4			0.0296109213046			
C9ORF95						0.0173690470102
CA1						0.0174062694688
CA12	0.0225717088954	0.0225499796059	0.0224330897984	0.0188583220102	0.0287063165579	
CA2	0.0202994998768				0.0198927471286	
CACNA2D2	0.0186517954564			0.0238952692932		
CADM1		0.0303605520126	0.0254532562313		0.0202223776863	0.0298519248059
CADPS2		0.0223442114964		0.0238734228809		
CALB1					0.0193242465517	
CAMP			0.0191932767353			
CAPN6			0.0244497911126			
CASK	0.0224134306857					
