	gene_symbol	10.0
200047_s_at	YY1	1.14327821731e-07
219551_at	EAF2	2.29141974015e-07
220615_s_at	FAR2	-4.25256899836e-07
211522_s_at	GNRHR	1.02523166291e-06
210032_s_at	SPAG6	-1.91821959937e-06
220163_s_at	HR	-2.5385645094e-06
210175_at	C2ORF3	-2.5394149656e-06
219069_at	ANKRD49	-2.59744446346e-06
203026_at	ZBTB5	-2.61285965437e-06
209097_s_at	JAG1	2.6148330257e-06
204922_at	C11ORF80	3.11210891201e-06
219864_s_at	RCAN3	-3.13619846317e-06
216062_at	LOC100507164	-3.6832167815e-06
217498_at	-666	-4.61924179883e-06
214814_at	YTHDC1	-5.4167945547e-06
216179_x_at	-666	5.76402897048e-06
220563_s_at	SHANK1	-5.83500523768e-06
210128_s_at	LTB4R	-6.10635182021e-06
219375_at	CEPT1	6.7537834709e-06
203657_s_at	CTSF	-6.87722860794e-06
216245_at	IL1RN	-6.90462410964e-06
219331_s_at	KLHDC8A	7.92353952947e-06
219137_s_at	MFF	8.01116469177e-06
202419_at	KDSR	8.33765157851e-06
200612_s_at	AP2B1	-8.40768907117e-06
215326_at	PAK4	-8.46517074259e-06
218888_s_at	NETO2	8.72875404385e-06
204418_x_at	GSTM2	-8.81228024903e-06
207374_at	PLSCR2	8.95298325699e-06
211604_x_at	HAP1	8.98437862748e-06
202095_s_at	BIRC5	9.14236603763e-06
216072_at	-666	-9.25435418609e-06
221368_at	NEU2	9.390426238e-06
214238_at	-666	-9.64094548755e-06
203764_at	DLGAP5	-9.67388269824e-06
216923_at	CDKL5	1.00114307614e-05
212396_s_at	KIAA0090	-1.01022406707e-05
209284_s_at	FAM208A	1.03132261379e-05
214643_x_at	BIN1	1.04032048663e-05
214441_at	STX6	1.12232251704e-05
36564_at	RNF19B	-1.16802993868e-05
209211_at	KLF5	1.17321660397e-05
205405_at	SEMA5A	1.17958524053e-05
217770_at	PIGT	1.20992389859e-05
214317_x_at	RPS9	-1.21051693927e-05
221789_x_at	RHOT2	1.21852192246e-05
202355_s_at	GTF2F1	-1.24591143928e-05
207002_s_at	PLAGL1	-1.27208372397e-05
207444_at	SLC22A13	-1.29042802004e-05
203977_at	TAZ	1.30565043564e-05
208179_x_at	KIR2DL3	-1.33608960044e-05
205614_x_at	MST1	-1.34637993649e-05
207530_s_at	CDKN2B	-1.34799689289e-05
212824_at	FUBP3	-1.34957371686e-05
218488_at	EIF2B3	1.36003883053e-05
200029_at	RPL19	1.39060425597e-05
213573_at	-666	1.39687054029e-05
210134_x_at	SHOX2	-1.43009759574e-05
203169_at	RGP1	-1.43716842255e-05
208586_s_at	-666	-1.46626239544e-05
205058_at	SLC26A1	1.46848455641e-05
218965_s_at	TUT1	-1.52918867368e-05
219556_at	C16ORF59	1.5384069548e-05
221451_s_at	OR2W1	1.54771538085e-05
200902_at	SEP15	-1.57011565378e-05
201053_s_at	PSMF1	1.57480652011e-05
211513_s_at	OGFR	1.70120572437e-05
212946_at	KIAA0564	1.71955683806e-05
205509_at	CPB1	-1.7223981071e-05
210718_s_at	-666	1.73225416768e-05
218798_at	KRI1	1.73303542251e-05
217809_at	BZW2	1.73710117915e-05
220322_at	IL36G	1.75798048686e-05
214984_at	-666	-1.76612911731e-05
206675_s_at	SKIL	1.77318827777e-05
210917_at	YES1	-1.80532855643e-05
218786_at	NT5DC3	1.84255216927e-05
216648_s_at	RREB1	1.84898282607e-05
209866_s_at	LPHN3	-1.8553076929e-05
211469_s_at	CXCR6	1.87120338587e-05
215642_at	-666	1.90029265513e-05
219580_s_at	TMC5	-1.90530196565e-05
205418_at	FES	1.95154927378e-05
211441_x_at	CYP3A43	1.97408807596e-05
210407_at	PPM1A	-1.98672404721e-05
215466_at	-666	1.99101284317e-05
214533_at	CMA1	1.99922218837e-05
213950_s_at	-666	-2.03625312776e-05
216951_at	FCGR1A	-2.03865798587e-05
201248_s_at	SREBF2	-2.0452160453e-05
213548_s_at	CDV3	-2.05243869407e-05
211131_s_at	EDA	2.07350559978e-05
211254_x_at	RHAG	-2.1035413306e-05
212820_at	DMXL2	2.12176843441e-05
215348_at	ADCY1	2.12479291621e-05
215514_at	-666	2.13700467575e-05
210789_x_at	CEACAM3	-2.14328379383e-05
216720_at	CYP2U1	2.17768353169e-05
221288_at	GPR22	2.20432672065e-05
218263_s_at	ZBED5	2.27848067507e-05
209242_at	PEG3	2.30515130762e-05
219703_at	MNS1	-2.33618927924e-05
215300_s_at	FMO5	2.33940640413e-05
211551_at	EGFR	-2.34496657514e-05
209491_s_at	AMPD3	2.39597900185e-05
215993_at	-666	-2.40480374921e-05
215115_x_at	NTRK3	2.41366179622e-05
216688_at	-666	-2.42683551913e-05
216702_x_at	-666	2.44407156849e-05
216891_at	-666	2.47040385366e-05
207928_s_at	GLRA3	-2.47758718528e-05
217096_at	PCLO	2.48395851262e-05
203025_at	NAA10	2.48713724683e-05
216539_at	ATXN3L	-2.51815572217e-05
210123_s_at	-666	-2.54713892372e-05
203353_s_at	MBD1	-2.55828507783e-05
220703_at	IDI2-AS1	2.60862842129e-05
210440_s_at	CDC14A	-2.69208697474e-05
206644_at	NR0B1	2.69287124075e-05
206152_at	AGAP2	2.82106562027e-05
203982_s_at	ABCD4	2.85151119774e-05
213332_at	PAPPA2	-2.85685537563e-05
200978_at	MDH1	2.90654093452e-05
208214_at	ADRB1	-2.97535382404e-05
204254_s_at	VDR	-3.04191274865e-05
216690_at	OR7C1	-3.05821131128e-05
212478_at	RMND5A	3.0720924391e-05
206503_x_at	PML	-3.09824987889e-05
217015_at	RBBP4	3.11447928827e-05
214515_at	OR1E1	-3.19266020634e-05
216544_at	RBMY2FP	3.20498689965e-05
36019_at	STK19	3.21620337214e-05
220850_at	MORC1	3.2515644566e-05
218308_at	TACC3	3.26313374534e-05
214939_x_at	MLLT4	3.32433530865e-05
219582_at	OGFRL1	-3.34806489205e-05
220261_s_at	ZDHHC4	-3.34847628289e-05
209415_at	FZR1	-3.37531838233e-05
221225_at	DCAKD	-3.45107760244e-05
214207_s_at	CARD10	-3.47890912952e-05
222348_at	-666	3.53170431018e-05
206927_s_at	GUCY1A2	-3.54103836366e-05
213304_at	FAM179B	3.54154880458e-05
221988_at	C19ORF42	-3.55902488458e-05
218284_at	SMAD3	3.59102620851e-05
217646_at	SURF1	-3.60314702103e-05
219444_at	BCORL1	-3.64852880115e-05
211556_at	MAPRE2	-3.66524009009e-05
206375_s_at	HSPB3	-3.69860225522e-05
214755_at	UAP1L1	3.74894617114e-05
212962_at	SYDE1	-3.74986490797e-05
216131_at	FRMD4B	3.75280825316e-05
212736_at	C16ORF45	-3.77415678398e-05
220058_at	C17ORF39	-3.81828064251e-05
210842_at	NRP2	-3.83052897537e-05
201781_s_at	AIP	-3.86027144586e-05
216592_at	MAGEC3	-3.90493476558e-05
203907_s_at	IQSEC1	3.95560853105e-05
221581_s_at	LAT2	3.9732589855e-05
201319_at	MYL12A	3.98604153762e-05
200916_at	TAGLN2	4.05812422664e-05
221271_at	IL21	-4.0816843121e-05
202862_at	FAH	4.1674281617e-05
217169_at	-666	4.19659348117e-05
221433_at	FGF21	-4.23750491236e-05
209296_at	PPM1B	4.23852114254e-05
205282_at	LRP8	4.24451492215e-05
221518_s_at	USP47	4.30961041064e-05
203687_at	CX3CL1	4.31291623794e-05
217749_at	COPG	4.32564506212e-05
216947_at	DES	4.42017544109e-05
222200_s_at	BSDC1	-4.44556611928e-05
216025_x_at	CYP2C9	4.45352453122e-05
213784_at	IFT27	4.49234236878e-05
215912_at	GNAO1	4.50132018642e-05
208521_at	OR5I1	-4.53886720294e-05
202188_at	NUP93	-4.57493323155e-05
207987_s_at	GNRH1	-4.5801596261e-05
201144_s_at	EIF2S1	-4.58023546198e-05
202452_at	ZER1	4.639290559e-05
201720_s_at	LAPTM5	4.6507802972e-05
215160_x_at	-666	-4.66512816564e-05
211145_x_at	IFNA21	4.67408104189e-05
35179_at	B3GAT3	-4.69464524433e-05
216610_at	SLC6A2	-4.71171841144e-05
217449_at	-666	-4.72106691679e-05
216279_at	ZNF460	-4.74070832193e-05
214949_at	-666	-4.8432698896e-05
220957_at	CTAGE1	-4.85663303285e-05
211109_at	JAK3	-4.86148638132e-05
202698_x_at	COX4I1	-4.8731666996e-05
213362_at	PTPRD	4.89200304327e-05
212017_at	FAM168B	4.8928008553e-05
218392_x_at	SFXN1	-4.89368282311e-05
214866_at	PLAUR	4.96293847232e-05
211900_x_at	CD6	4.99863938315e-05
215237_at	DOCK9	5.0249717527e-05
213925_at	C1ORF95	5.06420776517e-05
209845_at	MKRN1	-5.07842982343e-05
203691_at	PI3	5.08128024812e-05
221457_s_at	BTNL2	-5.17746093604e-05
216209_at	LOC400084	-5.21089591395e-05
219493_at	SHCBP1	5.28859352346e-05
220314_at	-666	5.31591740652e-05
213498_at	CREB3L1	5.3294231957e-05
213095_x_at	AIF1	5.36270066419e-05
217387_at	CAPN6	5.37274033828e-05
213903_s_at	RQCD1	5.38491376136e-05
216182_at	SYNJ2	5.4047206645e-05
222184_at	-666	5.41553909008e-05
210875_s_at	ZEB1	5.43794172353e-05
203950_s_at	CLCN6	-5.47714079412e-05
208674_x_at	DDOST	-5.48825317381e-05
221251_x_at	INO80B	-5.49478423406e-05
205314_x_at	SNTB2	5.50311787137e-05
215361_at	DOCK5	5.50614203416e-05
203195_s_at	NUP98	5.53665184844e-05
210611_s_at	DTNA	-5.56699345508e-05
214562_at	HIST1H4L	-5.5863033574e-05
203193_at	ESRRA	5.58644505767e-05
217925_s_at	C6ORF106	-5.60655676044e-05
202904_s_at	LSM5	-5.61801687679e-05
202406_s_at	TIAL1	5.66138201252e-05
206540_at	GLB1L	5.66420492869e-05
219115_s_at	IL20RA	-5.67033285087e-05
208366_at	PCDH11X	-5.69317765271e-05
211480_s_at	SLCO1A2	5.710281913e-05
206281_at	ADCYAP1	-5.71102349299e-05
211440_x_at	CYP3A43	-5.71807747242e-05
210368_at	PCDHGA8	-5.73394577478e-05
AFFX-r2-P1-cre-3_at	-666	-5.81986517159e-05
213283_s_at	SALL2	5.86383957855e-05
211403_x_at	VCX2	-5.94774433748e-05
217131_at	-666	5.95604857502e-05
214818_at	CCDC57	-5.96565387234e-05
206206_at	CD180	5.97921916276e-05
205338_s_at	DCT	-5.98079756126e-05
202980_s_at	SIAH1	-5.99389123802e-05
219086_at	ZNF839	6.01116101968e-05
204013_s_at	LCMT2	-6.10925133708e-05
220972_s_at	KRTAP9-9	6.16235178823e-05
