	gene_symbol	0.12
209862_s_at	CEP57	2.13447217156e-07
214108_at	MAX	3.54687414879e-07
204098_at	RBMX2	5.20952726665e-07
210516_at	FAM120A	-9.01730040043e-07
211788_s_at	TREX2	9.45357577207e-07
211412_at	PADI4	-9.56219047867e-07
207572_at	-666	1.03104971141e-06
201450_s_at	TIA1	1.29257580598e-06
208781_x_at	SNX3	-1.51747394417e-06
213335_s_at	ST3GAL6	1.7218897555e-06
218381_s_at	U2AF2	1.95316454439e-06
219826_at	ZNF419	2.1952987556e-06
210722_at	PNLIPRP1	2.2165233487e-06
211307_s_at	FCAR	2.37159201409e-06
220845_at	ACOXL	2.47750909858e-06
207706_at	USH2A	2.99276514216e-06
221852_at	-666	3.1840308952e-06
216665_s_at	TTTY2	-3.20504893748e-06
220656_at	-666	-3.463626456e-06
211483_x_at	CAMK2B	-3.60186047866e-06
214588_s_at	MFAP3	-4.00383169619e-06
213844_at	HOXA5	4.42360189776e-06
216543_at	LOC100093698	4.68728559075e-06
220752_at	LOC51145	-5.09963360609e-06
211327_x_at	HFE	5.11132837941e-06
214397_at	MBD2	-5.15091077299e-06
210152_at	LILRB4	5.20638971327e-06
46947_at	GNL3L	5.23138145553e-06
217057_s_at	GNAS	5.30600062624e-06
212599_at	AUTS2	-5.33124992901e-06
211617_at	ALDOAP2	-6.06739603323e-06
213284_at	ZFP36L1	-6.07912407801e-06
206315_at	CRLF1	6.18905454402e-06
216489_at	TRPM3	-6.1895812725e-06
221445_at	OR1A2	-6.43724711027e-06
222264_at	HNRNPUL2	-7.94866309783e-06
213341_at	FEM1C	8.43499965826e-06
220943_s_at	C2ORF56	8.62928227395e-06
202874_s_at	ATP6V1C1	-8.75030328202e-06
219619_at	DIRAS2	-8.99655753189e-06
216369_at	-666	9.0730172257e-06
220519_s_at	LIM2	9.15639260182e-06
208229_at	FGFR2	-9.65290230764e-06
202718_at	IGFBP2	1.00618521851e-05
218139_s_at	MUDENG	-1.04446737863e-05
208900_s_at	TOP1	-1.0809544745e-05
212441_at	KIAA0232	1.08110567159e-05
207561_s_at	ACCN3	-1.09226157573e-05
220872_at	PRO2964	-1.10247784772e-05
215785_s_at	CYFIP2	-1.10459433168e-05
204749_at	NAP1L3	-1.10999796874e-05
210967_x_at	CACNB1	-1.14193379589e-05
214917_at	PRKAA1	-1.15737761844e-05
212122_at	RHOQ	-1.16466023287e-05
217104_at	ST20	-1.17995496426e-05
214487_s_at	-666	1.18006072552e-05
209789_at	CORO2B	1.21084572942e-05
201049_s_at	RPS18	-1.21332686164e-05
