	gene_symbol	1.11
204916_at	RAMP1	-4.16757267233e-08
217515_s_at	CACNA1S	-9.69194852593e-07
221837_at	KLHL22	-1.42606050922e-06
205567_at	CHST1	1.66985691272e-06
216347_s_at	PPP1R13B	1.67757828179e-06
213938_at	ERC2	-2.13258567585e-06
53202_at	-666	2.24037071944e-06
203528_at	SEMA4D	2.40762001001e-06
208312_s_at	-666	-2.78923492732e-06
210322_x_at	UTY	-2.98383261151e-06
206114_at	EPHA4	-3.11372701017e-06
210259_s_at	DLX4	3.15934910817e-06
206729_at	TNFRSF8	3.29201396304e-06
221660_at	MYL10	3.29345723134e-06
207496_at	MS4A2	-3.6933548286e-06
212427_at	KIAA0368	3.88932962773e-06
216066_at	ABCA1	4.11515728414e-06
214565_s_at	-666	-4.32187284311e-06
219822_at	MTRF1	-4.33990488569e-06
204887_s_at	PLK4	4.38389957205e-06
200680_x_at	HMGB1	-4.44991455825e-06
211549_s_at	HPGD	-4.75990895022e-06
222350_at	-666	4.98033894048e-06
210524_x_at	-666	-5.2871776822e-06
206435_at	B4GALNT1	-5.37780566927e-06
218150_at	ARL5A	5.52160037995e-06
206726_at	HPGDS	5.79807423762e-06
200081_s_at	RPS6	6.01168257653e-06
211391_s_at	PATZ1	6.07549976018e-06
201637_s_at	FXR1	6.27550857928e-06
212797_at	SORT1	6.279999723e-06
211631_x_at	B4GALT1	6.64136321381e-06
215417_at	EXOC6B	-6.95967175872e-06
216618_at	-666	-7.40520168643e-06
209379_s_at	FAM190B	7.4331870928e-06
209943_at	FBXL4	7.92614197516e-06
211359_s_at	OPRM1	8.16728379658e-06
215801_at	-666	8.17382500683e-06
203625_x_at	SKP2	8.44191874596e-06
211624_s_at	DRD2	-8.87826747887e-06
219672_at	AHSP	9.17308591962e-06
214679_x_at	GNA11	-9.4801684989e-06
215078_at	SOD2	9.55461638765e-06
207628_s_at	WBSCR22	1.00125938087e-05
202896_s_at	SIRPA	-1.01415206252e-05
218279_s_at	HIST2H2AA3	-1.03738916169e-05
221454_at	BOK	-1.07843750177e-05
211212_s_at	ORC5	1.09242496476e-05
212760_at	UBR2	1.1042211477e-05
219771_at	TBC1D8B	-1.11655480126e-05
217655_at	LOC100127972	1.15749965531e-05
216186_at	-666	-1.17065970049e-05
221371_at	TNFSF18	1.20044110276e-05
202137_s_at	ZMYND11	-1.22884979257e-05
215231_at	PRKAG2	1.23598469357e-05
216787_at	-666	-1.24000735399e-05
220641_at	NOX5	-1.24116704545e-05
214886_s_at	N4BP2L1	1.26809571806e-05
219641_at	DET1	1.29739385605e-05
206811_at	ADCY8	1.32284345467e-05
214616_at	HIST1H3E	1.32915936906e-05
220623_s_at	TSGA10	-1.36323750723e-05
221155_x_at	-666	-1.37181646139e-05
219276_x_at	C9ORF82	-1.38558742582e-05
222049_s_at	RBP4	-1.40492501949e-05
204536_s_at	-666	-1.42287123588e-05
207003_at	GUCA2A	1.46607020977e-05
210349_at	CAMK4	1.50213655096e-05
219267_at	GLTP	-1.55800644273e-05
212727_at	DLG3	-1.56384865749e-05
220465_at	LOC80054	1.56898278291e-05
220251_at	DIEXF	1.58345621883e-05
207527_at	KCNJ9	1.59154459808e-05
213343_s_at	GDPD5	1.62859050573e-05
208255_s_at	FKBP8	-1.63450475336e-05
211870_s_at	PCDHA3	-1.63766191703e-05
221443_x_at	PRLH	-1.64462395587e-05
218759_at	DVL2	-1.64654349987e-05
202219_at	SLC6A8	1.68765894224e-05
211362_s_at	SERPINB13	-1.70574140029e-05
215963_x_at	RPL3	-1.71188236754e-05
212842_x_at	-666	-1.73704177923e-05
207385_at	TFDP3	1.7869206907e-05
217692_at	MAGOH2	-1.82338069277e-05
207422_at	ADAM20	-1.84390480902e-05
221734_at	PRRC1	-1.90295077224e-05
221323_at	ULBP1	-1.90438354949e-05
216221_s_at	PUM2	-1.96458604028e-05
221784_at	WIZ	1.98145299616e-05
201351_s_at	YME1L1	-1.99699982135e-05
220778_x_at	SEMA6B	-2.00372737628e-05
208000_at	GML	-2.03231754426e-05
216669_at	-666	-2.05416079315e-05
201088_at	KPNA2	-2.07096120826e-05
218286_s_at	RNF7	-2.07429448501e-05
208718_at	DDX17	2.08785472033e-05
212551_at	CAP2	2.13581926529e-05
210697_at	ZNF257	2.13696728895e-05
220869_at	UBA6	-2.14204062427e-05
220624_s_at	ELF5	2.15891090299e-05
211914_x_at	NF1	2.27688309326e-05
214732_at	SP1	2.30967842188e-05
202750_s_at	TFIP11	2.34271229079e-05
218401_s_at	ZNF281	-2.3990338024e-05
210837_s_at	PDE4D	-2.40929261833e-05
217559_at	RPL10L	2.48220831366e-05
34697_at	LRP6	-2.52799205256e-05
215876_at	-666	-2.54588234258e-05
215057_at	LOC100272228	2.55523213328e-05
219306_at	KIF15	2.56892326002e-05
205787_x_at	ZC3H11A	-2.57589297816e-05
212635_at	TNPO1	-2.5931393656e-05
55705_at	C19ORF22	2.63372271489e-05
218528_s_at	RNF38	2.64853908073e-05
218690_at	PDLIM4	-2.64938198304e-05
213633_at	SH3BP1	-2.66234895867e-05
200884_at	CKB	2.67750721034e-05
217584_at	NPC1	2.69211874383e-05
207313_x_at	-666	-2.74230460606e-05
205959_at	MMP13	2.756003318e-05
206083_at	BAI1	-2.79173971442e-05
220903_at	GFM1	2.79617815889e-05
33579_i_at	GALR3	-2.82770286155e-05
216456_at	-666	2.83959729291e-05
215580_at	MCM3AP	-2.89149874504e-05
220835_s_at	ZNF407	2.96378805259e-05
216988_s_at	PTP4A2	-2.97167019815e-05
