	gene_symbol	0.12
206426_at	MLANA	-2.24500333119e-07
201937_s_at	DNPEP	3.30342362516e-07
220489_s_at	-666	-6.02197629771e-07
217334_at	OR2J3	-1.01156159888e-06
216546_s_at	CHI3L1	-1.17899047576e-06
218790_s_at	TMLHE	-1.31685537836e-06
212606_at	WDFY3	-1.34120485525e-06
202034_x_at	RB1CC1	-1.58531945657e-06
210669_at	TFAP2A	2.13440699663e-06
208971_at	UROD	-2.3327497796e-06
203745_at	HCCS	-2.36143096297e-06
214619_at	CRHR1	2.88798090096e-06
209666_s_at	CHUK	-3.01692472979e-06
205962_at	PAK2	3.04895168705e-06
211270_x_at	PTBP1	3.29278822823e-06
201723_s_at	GALNT1	3.67855287437e-06
215681_at	KIAA1654	3.6869358091e-06
203022_at	RNASEH2A	-4.30213631014e-06
219746_at	DPF3	-4.63210922763e-06
201384_s_at	NBR1	-5.16981007415e-06
220111_s_at	ANO2	-5.28137341828e-06
214883_at	THRA	-5.42710955373e-06
214332_s_at	TSFM	-5.55979498548e-06
205617_at	PRRG2	5.64911077537e-06
213251_at	SMARCA5	5.6958945087e-06
221175_at	C3ORF36	5.70175892669e-06
221445_at	OR1A2	5.94371575915e-06
221718_s_at	AKAP13	6.12931867587e-06
214648_at	GPX5	-7.24509669286e-06
218649_x_at	NEMF	-7.54055908294e-06
204072_s_at	FRY	7.96476839477e-06
211530_x_at	HLA-G	8.00823797651e-06
204902_s_at	ATG4B	-8.05334093093e-06
210088_x_at	MYL4	8.21778339174e-06
206200_s_at	ANXA11	-8.25217120165e-06
215008_at	TLL2	8.91933561033e-06
213952_s_at	ALOX5	9.13249191089e-06
222072_at	XPNPEP1	9.61960302358e-06
214214_s_at	C1QBP	1.00676172386e-05
221259_s_at	TEX11	1.15248701402e-05
206764_x_at	MPPE1	1.17175966813e-05
220825_s_at	KIRREL	-1.17916013357e-05
212027_at	RBM25	-1.19750843184e-05
208842_s_at	GORASP2	1.22145506733e-05
220355_s_at	PBRM1	1.32985395735e-05
217145_at	-666	-1.37856437326e-05
219339_s_at	EHMT1	-1.3985214771e-05
215612_at	-666	1.44285749869e-05
206952_at	G6PC	1.454542e-05
221859_at	SYT13	-1.48381648594e-05
214633_at	SOX3	-1.48692481139e-05
209566_at	INSIG2	1.50691177672e-05
208282_x_at	-666	1.52394656183e-05
209911_x_at	HIST1H2BD	-1.55037595117e-05
221209_s_at	OTOR	-1.6856628583e-05
216955_at	TAF1	-1.68614646538e-05
208564_at	KCNA2	-1.7014053755e-05
204568_at	ATG14	1.7064505408e-05
214863_at	-666	-1.7098245243e-05
217198_x_at	-666	-1.74516368975e-05
221866_at	TFEB	1.77831276436e-05
