	gene_symbol	3.33
214579_at	NIPAL3	-2.24272270605e-07
202228_s_at	NPTN	-2.5864072115e-07
221308_at	FRS2	4.2346709528e-07
210780_at	ESR2	1.28398739104e-06
212129_at	NIPA2	-1.73003084519e-06
202607_at	NDST1	-1.86220587834e-06
220729_at	-666	-1.88029251799e-06
208192_at	-666	-2.46087232233e-06
219346_at	LRFN3	2.50400987777e-06
214134_at	C2ORF55	-3.18497753721e-06
207941_s_at	RBM39	3.23399570724e-06
217239_x_at	LOC100508797	3.45193495353e-06
216122_at	-666	-3.47072950352e-06
210278_s_at	AP4S1	3.55469082858e-06
218985_at	SLC2A8	3.72171067023e-06
221134_at	ANGPT4	-4.12761745681e-06
210004_at	OLR1	4.24443158758e-06
213223_at	RPL28	-4.93577224412e-06
222017_x_at	LRCH4	-4.97605947315e-06
216932_at	-666	4.99569645546e-06
219977_at	AIPL1	-5.06167152921e-06
208225_at	FGFR2	-5.20738192223e-06
205088_at	MAMLD1	5.24663732914e-06
211328_x_at	HFE	5.56785692497e-06
221626_at	ZNF506	-6.0153164197e-06
214402_s_at	SFI1	6.67796041275e-06
212007_at	UBXN4	-6.70386533481e-06
206211_at	SELE	6.78094418225e-06
219815_at	GAL3ST4	-6.87356348025e-06
220056_at	IL22RA1	-6.88859313838e-06
213444_at	ZNF862	7.18389810072e-06
216259_at	-666	7.43937623221e-06
205218_at	POLR3F	-7.59314550321e-06
203985_at	ZNF212	-7.67047913018e-06
220837_at	-666	7.89179371767e-06
220911_s_at	NYNRIN	-8.02487988023e-06
213937_s_at	FTSJ1	-8.09073937451e-06
217826_s_at	UBE2J1	8.09477197728e-06
201145_at	HAX1	9.16355667422e-06
221383_at	NMUR1	9.44178186011e-06
207087_x_at	ANK1	9.73699940559e-06
219441_s_at	LRRK1	-9.79618827149e-06
211490_at	ADRA1A	-9.87706669927e-06
216154_at	-666	-9.93715869905e-06
216326_s_at	HDAC3	1.03285986431e-05
215344_at	-666	1.04019967265e-05
208987_s_at	KDM2A	1.04601755489e-05
206426_at	MLANA	1.05195083602e-05
208329_at	PBOV1	-1.05600335491e-05
36564_at	RNF19B	-1.07618609795e-05
215058_at	DENND5B	-1.08511771967e-05
208071_s_at	LAIR1	1.08905627726e-05
201990_s_at	CREBL2	1.14136210196e-05
211910_at	-666	1.14941877794e-05
208528_x_at	SSX5	-1.15019330122e-05
217736_s_at	EIF2AK1	-1.15800068886e-05
217577_at	-666	1.16346895328e-05
209661_at	KIFC3	-1.18264957094e-05
221157_s_at	FBXO24	-1.19246707718e-05
211793_s_at	ABI2	-1.19582985705e-05
211591_s_at	PDE4A	1.20238019228e-05
201856_s_at	ZFR	1.23593343694e-05
201074_at	SMARCC1	-1.24068168614e-05
221300_at	C15ORF2	-1.26759891936e-05
207712_at	BAGE	1.2912103706e-05
211095_at	NF1	1.30416709655e-05
210121_at	B3GALT2	1.31036849969e-05
201807_at	VPS26A	-1.31188349836e-05
211933_s_at	-666	1.36588406852e-05
211576_s_at	SLC19A1	-1.38565343776e-05
222220_s_at	TSNAXIP1	-1.3860757714e-05
207617_at	DDX3X	1.43763212035e-05
207640_x_at	NTN3	-1.44058973997e-05
217398_x_at	GAPDH	-1.47103126933e-05
217083_at	-666	1.4839615496e-05
209843_s_at	SOX10	-1.48754899843e-05
221244_s_at	PDPK1	1.49764258868e-05
209767_s_at	-666	1.50139167028e-05
217912_at	DUS1L	1.51479521899e-05
209411_s_at	GGA3	1.51831394278e-05
203605_at	SRP54	-1.53602133101e-05
204868_at	ICT1	1.55115097548e-05
212940_at	COL6A1	-1.55246211483e-05
207349_s_at	UCP3	1.56017209753e-05
202158_s_at	CELF2	1.56022490408e-05
211155_s_at	THPO	-1.57269221391e-05
217136_at	PPIAL4A	-1.58680653382e-05
220594_at	OGT	-1.61506680814e-05
38269_at	PRKD2	-1.61691491014e-05
214018_at	GRIP1	1.61744208658e-05
222344_at	-666	1.64044782873e-05
222019_at	PFDN6	1.6606989717e-05
210028_s_at	ORC3	-1.68345783197e-05
201325_s_at	EMP1	1.69312137021e-05
214162_at	LOC284244	-1.7363317081e-05
206690_at	ACCN1	1.74474948742e-05
202198_s_at	MTMR3	-1.74989661235e-05
204248_at	GNA11	1.767712146e-05
200716_x_at	RPL13A	-1.77336227311e-05
31826_at	FKBP15	-1.83729278601e-05
213856_at	CD47	1.87763127203e-05
213512_at	C14ORF79	1.87800128807e-05
205631_at	KIAA0586	1.87921825055e-05
218998_at	FAM206A	-1.87991862257e-05
210252_s_at	MADD	-1.88966346822e-05
205513_at	TCN1	1.9039598759e-05
206658_at	UPK3B	1.91031676636e-05
220241_at	TMCO3	-1.91735989091e-05
209547_s_at	SUGP1	-1.93789773183e-05
217559_at	RPL10L	1.943342541e-05
207711_at	KIAA0889	-1.96073230644e-05
202703_at	DUSP11	1.98521083319e-05
216414_at	-666	2.04920178342e-05
202783_at	NNT	-2.05086902344e-05
211978_x_at	PPIA	2.06587873538e-05
204117_at	PREP	2.0803566334e-05
220318_at	EPN3	2.08984106031e-05
204087_s_at	SLC5A6	-2.10945921429e-05
211120_x_at	ESR2	2.1115099091e-05
214468_at	MYH6	2.12341805916e-05
AFFX-HUMGAPDH/M33197_M_at	GAPDH	-2.1478358349e-05
210822_at	RPL13P5	-2.15550593981e-05
213709_at	BHLHB9	-2.17524410211e-05
205018_s_at	MBNL2	2.20201590035e-05
217743_s_at	TMEM30A	2.23596351439e-05
201712_s_at	RANBP2	-2.24091602018e-05
39582_at	CYLD	-2.24124964879e-05
203230_at	DVL1	-2.24956101799e-05
215398_at	-666	2.31228110077e-05
215940_at	-666	2.33045729359e-05
218148_at	CENPT	-2.33613328534e-05
203063_at	PPM1F	-2.37948820833e-05
205974_at	HOXD1	-2.41966293273e-05
213733_at	MYO1F	-2.45720630775e-05
201293_x_at	PPIA	-2.49306195277e-05
203777_s_at	RPS6KB2	2.50808735385e-05
201073_s_at	SMARCC1	-2.53466436078e-05
207138_at	PHF2	-2.53667826778e-05
215127_s_at	RBMS1	2.54893666335e-05
200879_s_at	EPAS1	-2.59292226926e-05
213290_at	COL6A2	2.62694259013e-05
219713_at	SHPK	-2.64098977097e-05
210169_at	SEC14L5	-2.64644158935e-05
201716_at	SNX1	2.70209601923e-05
202134_s_at	WWTR1	-2.7023674488e-05
220076_at	ANKH	-2.71719612768e-05
204644_at	ENOX2	-2.71760757238e-05
212593_s_at	PDCD4	-2.72745552168e-05
201649_at	UBE2L6	2.73221161152e-05
205740_s_at	RBM42	2.75940415598e-05
216811_at	-666	2.75964827399e-05
208291_s_at	TH	2.81114070355e-05
220685_at	FAM120C	2.83990682303e-05
205789_at	CD1D	2.86089586597e-05
203263_s_at	ARHGEF9	-2.88291698469e-05
201593_s_at	ZC3H15	-2.90033124138e-05
208748_s_at	FLOT1	-2.91717281766e-05
217290_at	-666	2.95447468187e-05
221392_at	TAS2R4	-2.95965503419e-05
215678_at	-666	-2.96954424825e-05
221076_at	-666	2.97003739515e-05
211446_at	RGSL1	2.97330448639e-05
211380_s_at	PRKG1	-2.99726289255e-05
202550_s_at	VAPB	-3.04126030644e-05
207748_at	-666	-3.05376834596e-05
211728_s_at	HYAL3	-3.06367549546e-05
209159_s_at	NDRG4	-3.06720117991e-05
207333_at	NMBR	3.09751392449e-05
212830_at	MEGF9	-3.14192357626e-05
210385_s_at	ERAP1	3.16358627679e-05
217295_at	MUC8	-3.1897332332e-05
213516_at	AKAP13	3.19146954089e-05
220568_at	-666	-3.19379961671e-05
215457_at	-666	3.20977688578e-05
206274_s_at	CROCC	3.23655822288e-05
215315_at	ZNF549	-3.26878082879e-05
57082_at	LDLRAP1	-3.27111976257e-05
208468_at	SOX21	3.28848808325e-05
217044_s_at	PLEKHG3	3.3322561737e-05
217214_s_at	SLC6A2	3.36217633193e-05
213332_at	PAPPA2	-3.38031392351e-05
219068_x_at	ATAD3A	-3.40091147719e-05
214286_at	GNAT1	-3.42306626377e-05
217701_x_at	-666	-3.48300356967e-05
206612_at	CACNG1	-3.50211370565e-05
204349_at	MED7	-3.56159219226e-05
207672_at	-666	-3.58543618262e-05
210225_x_at	LILRB3	3.60004093275e-05
218781_at	SMC6	3.60409038091e-05
216679_at	TIGD1L	-3.63662383621e-05
216097_at	-666	3.68589918614e-05
218774_at	DCPS	3.70018565618e-05
215544_s_at	UBOX5	-3.71756155473e-05
202448_s_at	ZER1	-3.82912109804e-05
213580_at	-666	3.87771451487e-05
216031_x_at	HN1L	-3.89009028206e-05
209837_at	AP4M1	3.90001979492e-05
221420_at	-666	-3.90721362972e-05
221445_at	OR1A2	3.93202452091e-05
220699_s_at	KIF2A	-3.9631566003e-05
217663_at	ZNF234	-3.9782263722e-05
200993_at	IPO7	3.98844796563e-05
201590_x_at	ANXA2	4.01603828912e-05
214619_at	CRHR1	-4.08828931856e-05
214088_s_at	FUT3	-4.09057499125e-05
212598_at	WDFY3	-4.1191235495e-05
215131_at	IQCK	-4.1286292566e-05
209445_x_at	C7ORF44	-4.13195281002e-05
208211_s_at	ALK	-4.14433062046e-05
221195_at	RNFT1	-4.17037280552e-05
214541_s_at	QKI	-4.19517865292e-05
216755_at	OSBPL10	4.23554003957e-05
