	gene_symbol	0.04
215495_s_at	SAMD4A	-2.70024569085e-07
202537_s_at	CHMP2B	2.96756779873e-07
207728_at	ATF7IP	-1.00801575595e-06
205395_s_at	MRE11A	-1.23591968315e-06
216311_at	-666	1.28258247093e-06
200811_at	CIRBP	-1.40173597355e-06
209838_at	COPS2	1.53573417254e-06
221033_s_at	RNF17	1.5554802294e-06
205004_at	NKRF	1.72660361107e-06
220393_at	LGSN	-2.20061810464e-06
220343_at	PDE7B	2.39272323798e-06
201822_at	TIMM17A	2.51873953721e-06
208958_at	ERP44	-2.85587225317e-06
202254_at	SIPA1L1	3.12823575715e-06
220460_at	SLCO1C1	3.73786259446e-06
200883_at	UQCRC2	3.79735159927e-06
220767_at	-666	-3.84050098579e-06
211698_at	EID1	-4.15373906827e-06
207104_x_at	LILRB1	-4.42427130902e-06
206866_at	CDH4	4.52564233831e-06
204555_s_at	PPP1R3D	-4.78713763111e-06
219652_s_at	CXORF36	4.85350431152e-06
215412_x_at	PMS2L2	-5.28409270688e-06
202342_s_at	TRIM2	-5.29826782812e-06
206314_at	ZNF167	-5.46113597098e-06
209799_at	PRKAA1	5.5011012565e-06
220617_s_at	ZNF532	5.64691704776e-06
204254_s_at	VDR	5.72437190911e-06
222277_at	-666	5.7583832754e-06
204423_at	MKLN1	-5.94737559542e-06
208789_at	PTRF	6.2226858849e-06
220681_at	C22ORF26	6.42211472523e-06
220677_s_at	ADAMTS8	6.554776986e-06
217366_at	CTNNA1	-6.67154791015e-06
219505_at	CECR1	-6.85093953119e-06
209543_s_at	CD34	7.55506762845e-06
205228_at	RBMS2	7.58552353641e-06
220194_at	NSUN7	7.787440431e-06
202694_at	STK17A	7.96013068962e-06
203986_at	-666	8.07146989987e-06
205934_at	PLCL1	8.21507230748e-06
201624_at	DARS	-8.6795886199e-06
206916_x_at	TAT	9.10034285457e-06
208598_s_at	HUWE1	9.1350102399e-06
202320_at	GTF3C1	-9.83417360408e-06
211127_x_at	EDA	1.05041601328e-05
210812_at	XRCC4	-1.06558623403e-05
206892_at	AMHR2	1.1552726563e-05
206955_at	AQP7	-1.16068492516e-05
217433_at	TACC1	1.19473100801e-05
221073_s_at	NOD1	-1.24227043993e-05
206178_at	PLA2G5	1.24566768564e-05
45653_at	KCTD13	-1.36630560667e-05
214105_at	SOCS3	-1.37520860398e-05
215841_at	GUCA1B	-1.40352888187e-05
218032_at	SNN	1.47474324971e-05
222035_s_at	PAPOLA	-1.48846306762e-05
210149_s_at	ATP5H	-1.50567978083e-05
213298_at	NFIC	-1.52028198507e-05
204413_at	TRAF2	1.52308606593e-05
205300_s_at	SNRNP35	-1.53352988296e-05
215789_s_at	AJAP1	-1.56057818319e-05
203750_s_at	RARA	1.57475816606e-05
216940_x_at	-666	1.58733498203e-05
209886_s_at	SMAD6	-1.62972315614e-05
207226_at	HIST1H2BN	-1.63023013249e-05
217361_at	-666	-1.63498638526e-05
215973_at	HCG4B	-1.67164639883e-05
214208_at	KLHL35	-1.67240658683e-05
203736_s_at	PPFIBP1	-1.69340269511e-05
207774_at	ATG10	-1.86038294935e-05
201321_s_at	SMARCC2	1.86735962235e-05
211259_s_at	BMP7	1.87540674398e-05
203818_s_at	SF3A3	1.88851285133e-05
210886_x_at	TP53TG1	1.89377051543e-05
203794_at	CDC42BPA	-1.89982910667e-05
205140_at	FPGT	1.96076637218e-05
210327_s_at	AGXT	-1.97246131614e-05
205918_at	SLC4A3	1.9826325768e-05
214919_s_at	-666	1.98784835531e-05
201064_s_at	PABPC4	-2.00249962511e-05
221288_at	GPR22	2.05771103055e-05
219481_at	TTC13	2.09144187002e-05
218591_s_at	NOL10	-2.1289841484e-05
217346_at	-666	-2.1439124996e-05
216402_at	SEC14L4	-2.14999733825e-05
207965_at	NEUROG3	2.15426545733e-05
206882_at	SLC1A6	2.18798705089e-05
207261_at	CNGA3	2.20539071898e-05
207682_s_at	KIF25	2.21177960273e-05
217174_s_at	APC2	-2.24257909351e-05
200674_s_at	RPL32	-2.28539279629e-05
211001_at	TRIM29	-2.33197868745e-05
208205_at	PCDHA9	2.33870251777e-05
216240_at	PVT1	2.38155706786e-05
207220_at	ART4	-2.41908190914e-05
215625_at	LOC644450	2.43022413616e-05
217938_s_at	KCMF1	2.43225674655e-05
221779_at	MICALL1	-2.44372490225e-05
204110_at	HNMT	2.47284745929e-05
220521_s_at	ATG16L1	-2.51058986378e-05
203974_at	HDHD1	-2.52905431442e-05
202634_at	POLR2K	-2.5339746083e-05
207357_s_at	GALNT10	2.54533730807e-05
208784_s_at	KLHDC3	2.63998038355e-05
214758_at	DCAF4	-2.65379992293e-05
218377_s_at	RWDD2B	-2.72831067694e-05
220520_s_at	NUP62CL	-2.75366136262e-05
221551_x_at	ST6GALNAC4	-2.76101169726e-05
209920_at	BMPR2	-2.80815278304e-05
213493_at	SNED1	2.81212514036e-05
217607_x_at	EIF4G2	-2.81436029791e-05
208525_s_at	-666	-2.81478407132e-05
212808_at	NFATC2IP	-2.82235460007e-05
217924_at	C6ORF106	2.88719018649e-05
220537_at	MTMR8	2.92437243114e-05
211831_s_at	THPO	2.92660346909e-05
213505_s_at	SUGP2	2.94690624203e-05
221813_at	FBXO42	2.96779658053e-05
204705_x_at	ALDOB	-3.05688900423e-05
215664_s_at	EPHA5	-3.06116743296e-05
208167_s_at	MMP16	-3.1054209334e-05
209403_at	-666	3.12699231571e-05
209670_at	TRAC	3.13768918567e-05
214747_at	ZBED4	3.19914652473e-05
214158_s_at	PRDM10	3.20736787753e-05
202062_s_at	SEL1L	-3.25452899167e-05
210963_s_at	GYG2	3.3197049731e-05
201295_s_at	WSB1	3.32761482024e-05
204946_s_at	TOP3A	-3.38068826544e-05
212895_s_at	ABR	-3.38415239629e-05
207404_s_at	HTR1E	-3.38940668004e-05
206939_at	DCC	-3.50594121071e-05
204357_s_at	LIMK1	3.50719740662e-05
207615_s_at	C16ORF3	-3.54386438861e-05
214638_s_at	CCNT2	-3.55304711934e-05
216082_at	NEU3	-3.5668027224e-05
210862_s_at	SARDH	-3.60727683576e-05
216424_at	CD4	-3.63736734287e-05
207414_s_at	PCSK6	3.68718971897e-05
202490_at	IKBKAP	-3.70816671459e-05
211359_s_at	OPRM1	3.72592834799e-05
220391_at	ZBTB3	-3.75287433009e-05
205061_s_at	EXOSC9	-3.76153484401e-05
219061_s_at	LAGE3	-3.76631341215e-05
216226_at	TAF4B	-3.77100450753e-05
202983_at	HLTF	3.77559238705e-05
209379_s_at	FAM190B	-3.7983921368e-05
213575_at	TRA2A	3.81678081463e-05
215032_at	RREB1	-3.82014166825e-05
212890_at	SLC38A10	3.8461786451e-05
212939_at	COL6A1	-3.88102176924e-05
209621_s_at	PDLIM3	-3.90565221252e-05
207020_at	HSF2BP	-3.92038779587e-05
