	gene_symbol	0.04
205936_s_at	HK3	-2.07786274453e-07
203006_at	INPP5A	6.36956124655e-07
217153_at	ARHGAP1	1.71290670732e-06
211726_s_at	FMO2	-1.92255640284e-06
201934_at	WDR82	-2.05194300083e-06
216128_at	TBCD	-2.31910417847e-06
207470_at	-666	-3.25685025045e-06
219591_at	CEND1	-3.34754979218e-06
221331_x_at	CTLA4	3.35429185035e-06
203469_s_at	CDK10	-3.72670683435e-06
211931_s_at	-666	-3.82286046989e-06
212111_at	STX12	-3.98921541798e-06
206441_s_at	COMMD4	4.18194552565e-06
210981_s_at	GRK6	-4.35806709233e-06
204248_at	GNA11	-4.55844188403e-06
201159_s_at	NMT1	-4.84516341226e-06
219728_at	MYOT	-5.32869361152e-06
213972_at	-666	5.56581562657e-06
212457_at	TFE3	-5.89153356882e-06
221822_at	CCDC101	6.70202902878e-06
221324_at	TAS2R1	6.97630889098e-06
205833_s_at	PART1	-7.08133287986e-06
209462_at	APLP1	7.1167536581e-06
215817_at	SERPINB13	7.79762055397e-06
204369_at	PIK3CA	-7.80791970638e-06
49049_at	DTX3	8.94732772719e-06
221124_s_at	VSX1	-8.98705569526e-06
222097_at	-666	-9.76302760239e-06
215896_at	-666	9.7907721653e-06
209260_at	SFN	-1.00641568359e-05
213932_x_at	HLA-A	-1.03045893788e-05
219596_at	THAP10	-1.11933699405e-05
220357_s_at	SGK2	-1.17414453882e-05
216540_at	TRD@	1.22559049839e-05
210017_at	MALT1	-1.27447264577e-05
219771_at	TBC1D8B	-1.27796391454e-05
205233_s_at	PAFAH2	1.33780711431e-05
220786_s_at	SLC38A4	1.35230369629e-05
219932_at	SLC27A6	1.35897278697e-05
218847_at	IGF2BP2	1.39457399007e-05
201217_x_at	RPL3	-1.45457055143e-05
209594_x_at	PSG9	-1.4869739914e-05
217568_at	EDDM3A	1.52954540462e-05
204503_at	EVPL	-1.56507810974e-05
58696_at	EXOSC4	1.62959481511e-05
210142_x_at	FLOT1	1.63124861198e-05
216049_at	RHOBTB3	1.64206516552e-05
221533_at	FAM162A	1.64795867114e-05
220031_at	OTUD7B	1.6544214684e-05
221334_s_at	FOXP3	1.66430126125e-05
210563_x_at	CFLAR	-1.66528675592e-05
217285_at	DGCR14	-1.72310963991e-05
209059_s_at	EDF1	-1.8060502676e-05
205970_at	MT3	1.80739602111e-05
204849_at	TCFL5	1.84336059738e-05
221377_s_at	RBPJL	1.85337565418e-05
214473_x_at	PMS2P3	1.87510900958e-05
205856_at	SLC14A1	1.90708043206e-05
201960_s_at	MYCBP2	1.91378270526e-05
215302_at	LOC257152	-1.91644855699e-05
216724_at	DCLK2	-1.93464244947e-05
220118_at	ZBTB32	2.01396698732e-05
200933_x_at	RPS4X	-2.035967575e-05
208685_x_at	BRD2	-2.0434516537e-05
220074_at	CDHR5	-2.08124794524e-05
222085_at	FAM174B	2.08311414422e-05
211305_x_at	FCAR	-2.0872141891e-05
206832_s_at	SEMA3F	-2.11183245072e-05
221064_s_at	UNKL	-2.120354729e-05
205773_at	CPEB3	-2.13851418584e-05
220012_at	ERO1LB	2.17370322473e-05
213329_at	SRGAP2	-2.17670242719e-05
204892_x_at	EEF1A1	-2.17736215733e-05
203551_s_at	COX11	-2.36189094587e-05
202372_at	RAB3GAP2	-2.44525026246e-05
208253_at	SIGLEC8	2.45454875854e-05
216837_at	EPHA5	2.46094651768e-05
217041_at	NPTXR	-2.469614988e-05
211263_s_at	PCSK6	-2.53344490659e-05
215326_at	PAK4	-2.55540674309e-05
213738_s_at	ATP5A1	2.56886994167e-05
211821_x_at	GYPA	-2.58743163706e-05
201659_s_at	ARL1	2.59626647175e-05
217535_at	FAM49B	2.65453894662e-05
208089_s_at	TDRD3	2.66733907708e-05
206051_at	ELAVL4	-2.68326931437e-05
217634_at	SVIL	2.71856853043e-05
209043_at	PAPSS1	2.74101416231e-05
202187_s_at	PPP2R5A	2.7719789014e-05
220219_s_at	-666	-2.77775104253e-05
204923_at	SASH3	2.78636116644e-05
204588_s_at	SLC7A7	2.80985395957e-05
219219_at	TMEM160	2.88329170904e-05
AFFX-PheX-M_at	-666	-3.01728333499e-05
213809_x_at	TCF3	3.01864608722e-05
