	gene_symbol	0.37
208448_x_at	IFNA16	2.57181706401e-07
208414_s_at	HOXB3	-9.73412518625e-07
215113_s_at	SENP3	-1.00008433365e-06
217625_x_at	-666	-1.15566178932e-06
203433_at	MTHFS	-1.25941790188e-06
221685_s_at	CCDC99	-1.44650898055e-06
204499_at	AGTPBP1	1.5993088989e-06
215297_at	LOC441204	-1.75390027325e-06
215793_at	MTMR7	-1.87309048807e-06
215432_at	ACSM1	2.72580202682e-06
222219_s_at	TLE6	2.8359468954e-06
211698_at	EID1	3.14517915292e-06
206603_at	SLC2A4	3.23257812672e-06
216777_at	-666	-3.26293893028e-06
220493_at	DMRT1	-3.35600127254e-06
200045_at	ABCF1	-3.47136352381e-06
203098_at	CDYL	-4.13454969777e-06
217277_at	-666	-4.14009815434e-06
217259_at	-666	-4.23176386837e-06
220830_at	IMPG2	4.46615986683e-06
219163_at	ZNF562	4.50726037266e-06
217146_at	-666	4.64152765533e-06
204943_at	ADAM12	-4.69047692054e-06
212716_s_at	EIF3K	-4.71672707012e-06
221846_s_at	CASKIN2	-5.08528372881e-06
213354_s_at	NR2F6	-5.10341829623e-06
213030_s_at	PLXNA2	5.6344762399e-06
205395_s_at	MRE11A	5.72020439715e-06
218841_at	ASB8	-5.94930099474e-06
218549_s_at	FAM82B	-6.15598296828e-06
220630_s_at	CHIA	-7.22224336436e-06
221389_at	PLA2G2E	7.31874582699e-06
201424_s_at	CUL4A	7.50283283262e-06
41512_at	BRAP	7.73700593484e-06
35666_at	SEMA3F	-7.99532094908e-06
209861_s_at	METAP2	8.20163370324e-06
205363_at	BBOX1	8.40510886982e-06
216633_s_at	PLCH1	8.89071760073e-06
209479_at	CCDC28A	9.08033034351e-06
213046_at	PABPN1	9.55318157508e-06
218291_at	LAMTOR2	1.00021553086e-05
220891_at	METTL19	1.03077844277e-05
204923_at	SASH3	-1.05457824508e-05
218064_s_at	AKAP8L	1.06109017676e-05
218315_s_at	CDK5RAP1	-1.06596197154e-05
218569_s_at	KBTBD4	-1.09166311696e-05
206040_s_at	MAPK11	1.09350916741e-05
207128_s_at	ZNF223	-1.10599408769e-05
201607_at	PWP1	1.11114921423e-05
218407_x_at	NENF	-1.13049581266e-05
201088_at	KPNA2	1.13232151879e-05
211099_s_at	CNGB1	1.13610689417e-05
216534_at	-666	-1.16584018709e-05
215965_at	-666	-1.16868687334e-05
207450_s_at	POU6F2	1.16938012726e-05
207696_at	FUT9	-1.17440291217e-05
208005_at	NTN1	1.1835685077e-05
212301_at	RTF1	-1.19568987098e-05
215955_x_at	ARHGAP26	-1.2206084318e-05
206161_s_at	SYT5	1.2527591464e-05
205268_s_at	ADD2	1.3135649688e-05
217194_at	-666	1.32766780191e-05
214322_at	CAMK2G	1.33058343472e-05
221449_s_at	ITFG1	1.37509147312e-05
