	gene_symbol	3.33
215368_at	NEB	-5.87897285736e-08
220731_s_at	NECAP2	-1.52626539108e-07
203684_s_at	BCL2	1.91001991002e-07
214750_at	PLAC4	-2.22856321901e-07
205589_at	MYL3	-3.8046043446e-07
221146_at	-666	-4.88202528655e-07
208554_at	POU4F3	-5.56888094975e-07
211444_at	-666	-7.29312355527e-07
207701_at	C22ORF24	-1.47733878531e-06
213671_s_at	MARS	1.5387352749e-06
215586_at	-666	1.61795269497e-06
52651_at	COL8A2	-2.16058592798e-06
207331_at	-666	2.16879901359e-06
204730_at	RIMS3	2.21352042245e-06
220254_at	LRP12	2.72859283746e-06
221461_at	TAS2R9	2.78200462308e-06
203012_x_at	RPL23A	-4.05470223322e-06
202751_at	TFIP11	-4.20572709519e-06
220014_at	PRR16	-4.25819124066e-06
221823_at	C5ORF30	4.53650154481e-06
220032_at	C7ORF58	-4.75546731608e-06
212742_at	RNF115	-4.76591939879e-06
210654_at	TNFRSF10D	-4.85857139134e-06
209402_s_at	SLC12A4	-5.45830685268e-06
207531_at	CRYGC	5.57140366193e-06
207726_at	ESRRB	-6.35200818585e-06
202684_s_at	RNMT	-6.82092461331e-06
213227_at	PGRMC2	7.23665744449e-06
212678_at	NF1	-7.29735596297e-06
215507_x_at	-666	7.34461560974e-06
217146_at	-666	-7.45954448464e-06
206162_x_at	SYT5	7.46697926513e-06
211353_at	LRIT1	7.51004700429e-06
201303_at	EIF4A3	7.76317898987e-06
210033_s_at	SPAG6	-8.09738476314e-06
53968_at	INTS5	-8.17828294865e-06
220645_at	FAM55D	-8.56590162086e-06
208805_at	PSMA6	9.12933141111e-06
220444_at	ZNF557	-9.16343742033e-06
217515_s_at	CACNA1S	-9.4005449428e-06
215548_s_at	SCFD1	9.59306259255e-06
213431_x_at	SFI1	9.70419383233e-06
218986_s_at	DDX60	-9.83980093258e-06
220970_s_at	KRTAP2-4	-1.0259054697e-05
217037_at	-666	1.02992919617e-05
209697_at	-666	-1.03224615169e-05
203566_s_at	AGL	-1.09887271798e-05
212823_s_at	PLEKHG3	1.13589646765e-05
212476_at	ACAP2	-1.14258315515e-05
208547_at	HIST1H2BB	-1.20090513801e-05
200788_s_at	PEA15	-1.21710133312e-05
206776_x_at	ACRV1	-1.26900317068e-05
211901_s_at	PDE4A	-1.27387177538e-05
216861_at	-666	-1.31300345878e-05
217437_s_at	TACC1	-1.34404280134e-05
203018_s_at	SSX2IP	-1.34452594797e-05
216303_s_at	MTMR1	1.49813586667e-05
221350_at	HOXC8	1.49840596723e-05
213414_s_at	RPS19	1.50191757291e-05
220040_x_at	ZC4H2	1.52779716124e-05
206561_s_at	AKR1B10	1.54323837518e-05
205388_at	TNNC2	1.55978789649e-05
216877_at	DKFZP686O1327	-1.56440005644e-05
211447_s_at	PDE4A	-1.57309958437e-05
207520_at	-666	1.58045810507e-05
205604_at	HOXD9	1.61045717615e-05
44040_at	FBXO41	-1.62850863275e-05
220914_at	-666	-1.64673637339e-05
221744_at	DCAF7	1.65885398436e-05
203113_s_at	EEF1D	1.66612789423e-05
220795_s_at	BEGAIN	1.6704811934e-05
216239_at	BBS9	1.70029610181e-05
211329_x_at	HFE	1.71938647992e-05
214410_at	TRPM1	-1.81243157045e-05
214436_at	FBXL2	-1.87386089642e-05
210533_at	MSH4	1.87786593393e-05
220880_at	-666	-1.90541525777e-05
201353_s_at	BAZ2A	-1.91007862912e-05
220766_at	BTG4	1.94828192422e-05
218954_s_at	BRF2	1.9577117966e-05
207155_at	TBX5	-1.97106102405e-05
217012_at	-666	1.97349856316e-05
215675_at	LOC100129648	1.99825266038e-05
212451_at	SECISBP2L	2.01306495447e-05
207610_s_at	EMR2	-2.02606937645e-05
216904_at	COL6A1	2.04120335359e-05
213548_s_at	CDV3	2.05110755523e-05
213219_at	ADCY2	-2.0518680913e-05
216807_at	KIAA1751	2.05420625897e-05
203183_s_at	SMARCD1	-2.06516166382e-05
220342_x_at	EDEM3	-2.07074861427e-05
216042_at	TNFRSF25	-2.07430287803e-05
201346_at	ADIPOR2	-2.07875657431e-05
219851_at	ZNF613	2.13097546897e-05
216721_at	SLC25A30	2.13965442431e-05
217214_s_at	SLC6A2	-2.14245791121e-05
221320_at	BCL2L10	-2.16070180465e-05
207026_s_at	ATP2B3	-2.17400966975e-05
200768_s_at	MAT2A	-2.18643052306e-05
205042_at	GNE	-2.20848282704e-05
212490_at	DNAJC8	2.23888203484e-05
217519_at	-666	2.25718332811e-05
206004_at	TGM3	-2.28538208053e-05
217366_at	CTNNA1	2.33319256665e-05
221128_at	ADAM19	2.34384620959e-05
207825_s_at	GHRHR	2.34966320566e-05
210671_x_at	MAPK8	2.37521294028e-05
203643_at	ERF	-2.40561008557e-05
211032_at	COBLL1	-2.4373106846e-05
215756_at	LOC730227	2.47417035691e-05
211514_at	DSTYK	-2.50350666042e-05
213120_at	UHRF1BP1L	2.50796154972e-05
211428_at	SERPINA1	2.51873552444e-05
215912_at	GNAO1	-2.54302418993e-05
215937_at	PTGDR	2.6595290025e-05
214655_at	GPR6	-2.67375939018e-05
217580_x_at	-666	-2.7640381968e-05
214640_at	UNC93A	-2.77322051457e-05
216482_x_at	ZNF79	2.78784581961e-05
207128_s_at	ZNF223	-2.79614077051e-05
212562_s_at	CTSZ	2.83994260047e-05
208573_s_at	OR2H2	-2.93787874331e-05
216255_s_at	GRM8	-2.93976426843e-05
214707_x_at	ALMS1	2.98745575588e-05
216743_at	-666	3.03455410909e-05
206203_at	RCVRN	3.05264919207e-05
215337_at	-666	-3.05790792444e-05
