	gene_symbol	1.11
205941_s_at	COL10A1	-4.9764123528e-07
210441_at	CDC14A	-1.4330245685e-06
220769_s_at	WDR78	-1.52789553986e-06
201717_at	MRPL49	1.76537879226e-06
221624_at	TCL6	2.06977441654e-06
204275_at	SOLH	2.12548579742e-06
218800_at	SRD5A3	2.20099742815e-06
203471_s_at	PLEK	-2.48746414408e-06
206960_at	LPAR4	2.8410383134e-06
41397_at	ZNF821	-3.09582817544e-06
211021_s_at	RGS14	3.36676207565e-06
205021_s_at	FOXN3	-3.45510749807e-06
205836_s_at	YTHDC2	3.90679554819e-06
219635_at	ZNF606	4.26985686521e-06
219352_at	HERC6	5.21189084584e-06
208471_at	HPR	5.31404880047e-06
218262_at	RMND5B	-5.36069695619e-06
207728_at	ATF7IP	-5.45875142038e-06
221433_at	FGF21	-5.65865654295e-06
218873_at	GON4L	-5.75847564093e-06
209029_at	COPS7A	5.98986502967e-06
209113_s_at	HMG20B	6.11628222194e-06
208399_s_at	EDN3	7.020875985e-06
211791_s_at	KCNAB2	-7.312515613e-06
221120_at	-666	7.45884483083e-06
213559_s_at	ZNF467	-7.51546388503e-06
216720_at	CYP2U1	8.25292065248e-06
216731_s_at	-666	-8.46201413846e-06
210528_at	MR1	8.53767322913e-06
211794_at	FYB	-8.71116097396e-06
207825_s_at	GHRHR	8.88711215136e-06
203750_s_at	RARA	9.18450299534e-06
217314_at	-666	-9.95087478004e-06
210266_s_at	TRIM33	-9.96705859719e-06
217172_at	-666	1.02361139012e-05
202959_at	MUT	-1.03968950185e-05
202112_at	VWF	1.05352472011e-05
217481_x_at	-666	-1.11935036354e-05
207035_at	SLC30A3	1.17688736271e-05
205742_at	TNNI3	1.25009294493e-05
213394_at	MAPKBP1	-1.29209568399e-05
219372_at	IFT81	1.31821121861e-05
210952_at	AP4S1	-1.32651314773e-05
214359_s_at	HSP90AB1	-1.33158547692e-05
222276_at	METTL2B	1.35950610846e-05
208568_at	MC2R	-1.38570060318e-05
201975_at	CLIP1	1.424116227e-05
219867_at	CHODL	-1.45126151642e-05
208251_at	KCNC4	-1.48464216502e-05
203588_s_at	TFDP2	-1.4936741833e-05
210632_s_at	SGCA	-1.50610936199e-05
220755_s_at	C6ORF48	-1.51525651924e-05
210705_s_at	TRIM5	-1.54250919878e-05
36829_at	PER1	1.55411736336e-05
215480_at	KIAA0509	1.55661077476e-05
206353_at	COX6A2	-1.61010015735e-05
216426_at	-666	-1.61304791329e-05
212366_at	ZNF292	-1.62963925086e-05
206996_x_at	CACNB1	1.63212713027e-05
217688_at	-666	1.63563431893e-05
215742_at	-666	1.69583024975e-05
221954_at	C20ORF111	1.75276432775e-05
206948_at	NEU3	1.77395402729e-05
207702_s_at	MAGI2	-1.82818346088e-05
206610_s_at	F11	1.84508395295e-05
212635_at	TNPO1	1.88792348291e-05
217859_s_at	SLC39A9	-1.9277767072e-05
203319_s_at	ZNF148	-1.96858493303e-05
216655_s_at	-666	-1.97279303635e-05
205840_x_at	GH1	-1.99969061899e-05
206234_s_at	MMP17	2.03394412626e-05
211276_at	TCEAL2	-2.03974737992e-05
206336_at	CXCL6	2.0939827218e-05
