	gene_symbol	3.33
207435_s_at	SRRM2	3.60672309639e-07
220328_at	PHC3	-6.30955141389e-07
220118_at	ZBTB32	7.93292230243e-07
207037_at	TNFRSF11A	9.7198762734e-07
212933_x_at	RPL13	-1.00263459874e-06
221083_at	KCNQ4	1.27815269143e-06
201845_s_at	RYBP	1.55445414535e-06
207399_at	BFSP2	-1.68996343048e-06
221335_x_at	SMG9	1.75044697458e-06
211601_at	CATR1	-1.77514375046e-06
206224_at	CST1	1.9175182546e-06
206911_at	TRIM25	-2.14053756072e-06
217763_s_at	RAB31	-2.42323080514e-06
207234_at	RFX3	-2.56737292083e-06
210442_at	IL1RL1	-2.84981695786e-06
207443_at	NR2E1	-2.86951776254e-06
222011_s_at	TCP1	-3.05121365682e-06
207527_at	KCNJ9	3.06363352037e-06
206492_at	FHIT	-3.14103504708e-06
222022_at	DTX3	-3.51323465538e-06
201181_at	GNAI3	3.58055956513e-06
208996_s_at	POLR2C	3.66393061606e-06
41553_at	OSGIN2	4.00988143101e-06
207617_at	DDX3X	4.01076680868e-06
216569_at	-666	-4.37030983075e-06
220598_at	CARD14	-4.73997947115e-06
206657_s_at	MYOD1	4.74947691156e-06
210760_x_at	TRIP11	-5.09284494099e-06
202433_at	SLC35B1	-5.29507137936e-06
213690_s_at	-666	5.40687882966e-06
213307_at	SHANK2	-5.84694271468e-06
203103_s_at	PRPF19	5.85739040101e-06
201230_s_at	ARIH2	6.13914680396e-06
207669_at	KRT83	-6.15557183309e-06
222296_at	-666	6.24595201261e-06
201452_at	RHEB	6.34385632792e-06
213832_at	KCND3	6.52396556972e-06
209837_at	AP4M1	6.75008253349e-06
207376_at	VENTX	6.79759281669e-06
211301_at	KCND3	7.20909709403e-06
211542_x_at	RPS10	-7.24389253057e-06
219135_s_at	LMF1	7.89921156434e-06
201728_s_at	KIAA0100	8.45970550228e-06
201403_s_at	MGST3	8.72161751323e-06
211789_s_at	MLXIP	8.87468791279e-06
210740_s_at	ITPK1	8.91870373951e-06
208316_s_at	OCRL	8.95701163495e-06
221312_at	GLP2R	9.02016238231e-06
200040_at	KHDRBS1	-9.91069885425e-06
206778_at	CRYBB2	-9.99888008548e-06
214718_at	GATAD1	1.01443722706e-05
205540_s_at	RRAGB	-1.03692734322e-05
212612_at	RCOR1	-1.05909376315e-05
216865_at	COL14A1	1.06308375996e-05
201515_s_at	TSN	1.07671364506e-05
221006_s_at	SNX27	-1.13512237327e-05
209273_s_at	ISCA1	1.14893992176e-05
219208_at	FBXO11	1.19931459429e-05
211209_x_at	SH2D1A	-1.21153732973e-05
222221_x_at	EHD1	-1.21699772756e-05
209823_x_at	HLA-DQB1	-1.21880517599e-05
208174_x_at	ZRSR2	-1.25563116965e-05
222111_at	-666	1.26624303922e-05
217887_s_at	EPS15	1.28796197341e-05
205946_at	VIPR2	1.32911050006e-05
209188_x_at	DR1	1.33913632379e-05
33197_at	MYO7A	1.35288323273e-05
200858_s_at	RPS8	-1.39775642156e-05
204242_s_at	ACOX3	-1.4130258283e-05
212238_at	ASXL1	-1.41572427419e-05
218393_s_at	SMU1	1.43636556034e-05
222215_at	SLC38A7	1.48648020008e-05
37577_at	ARHGAP19	1.50750743907e-05
207432_at	BEST2	1.51316751565e-05
211399_at	FGFR2	-1.53484750433e-05
212629_s_at	PKN2	1.57528440602e-05
211513_s_at	OGFR	-1.62779068074e-05
211362_s_at	SERPINB13	1.63143207012e-05
210069_at	-666	1.68595012068e-05
220955_x_at	RAB23	1.83354535446e-05
215930_s_at	CTAGE5	-1.8554453593e-05
219989_s_at	ANKS1B	-1.86621141262e-05
217723_x_at	-666	-1.91758420763e-05
213111_at	PIKFYVE	-1.92271052038e-05
220243_at	ZBTB44	1.94049436796e-05
214237_x_at	PAWR	-2.0180986262e-05
221493_at	TSPYL1	2.02615515141e-05
215401_at	-666	2.04536112931e-05
214267_s_at	CADM4	-2.06242826791e-05
208631_s_at	HADHA	-2.07439983532e-05
214098_at	KIAA1107	2.11685808802e-05
215641_at	SEC24D	-2.13568963634e-05
219074_at	TMEM184C	2.13713636719e-05
207136_at	ARR3	2.14740408339e-05
207170_s_at	LETMD1	2.18676191197e-05
217031_at	KRT84	2.18751243073e-05
216143_at	-666	2.19752436969e-05
205096_at	POM121	2.19891742362e-05
204146_at	RAD51AP1	2.20801417223e-05
204538_x_at	NPIP	-2.21304564355e-05
207168_s_at	H2AFY	2.25022140763e-05
213972_at	-666	-2.31617595345e-05
217303_s_at	ADRB3	2.32529066825e-05
218830_at	RPL26L1	-2.3302972983e-05
209063_x_at	PAIP1	-2.37449037032e-05
218419_s_at	TMUB2	-2.37501049827e-05
218784_s_at	C6ORF64	-2.39984822453e-05
206548_at	-666	2.41855863542e-05
205807_s_at	TUFT1	2.41894498624e-05
204267_x_at	PKMYT1	-2.44005508389e-05
207190_at	ZZEF1	2.44088645857e-05
202606_s_at	TLK1	2.46821419343e-05
200042_at	C22ORF28	2.4866700003e-05
215695_s_at	GYG2	2.49061227182e-05
206177_s_at	ARG1	-2.50982773165e-05
201548_s_at	KDM5B	-2.52987714198e-05
205435_s_at	AAK1	-2.54769872904e-05
201050_at	PLD3	2.55187897245e-05
208377_s_at	CACNA1F	-2.56903715582e-05
215676_at	BRF1	-2.59279417739e-05
206952_at	G6PC	2.65000469361e-05
219341_at	CLN8	2.65315256864e-05
200684_s_at	UBE2L3	-2.65855873923e-05
216354_at	-666	-2.68643961496e-05
218917_s_at	ARID1A	-2.79077903881e-05
213942_at	MEGF6	-2.7998660647e-05
200746_s_at	GNB1	-2.84150773728e-05
216901_s_at	IKZF1	3.01184454676e-05
208090_s_at	AIRE	3.0555312754e-05
203958_s_at	ZBTB40	-3.05871611463e-05
221305_s_at	-666	3.06560162372e-05
205956_x_at	PSMC3IP	3.06601749109e-05
215556_at	-666	-3.07305791456e-05
207217_s_at	NOX1	-3.0785895589e-05
221509_at	DENR	-3.09428325284e-05
203043_at	ZBED1	-3.10746336292e-05
206540_at	GLB1L	3.13790024181e-05
207156_at	HIST1H2AG	3.14305927923e-05
202931_x_at	BIN1	-3.15296508392e-05
200068_s_at	CANX	3.15303094441e-05
215862_at	-666	-3.16427449673e-05
220068_at	VPREB3	-3.20068060052e-05
203293_s_at	LMAN1	-3.25713212251e-05
201056_at	GOLGB1	3.28617067383e-05
211322_s_at	SARDH	-3.30839021151e-05
202106_at	GOLGA3	-3.30857544578e-05
218299_at	C11ORF24	-3.33428400205e-05
217356_s_at	PGK1	-3.34691343378e-05
207776_s_at	CACNB2	3.34770900348e-05
212441_at	KIAA0232	3.40862970891e-05
216727_at	STK38	3.42475174925e-05
200699_at	KDELR2	-3.42982805428e-05
215242_at	PIGC	3.45608801097e-05
210006_at	ABHD14A	-3.45856283134e-05
210375_at	PTGER3	3.47983584131e-05
211221_at	TADA3	3.49643096661e-05
210407_at	PPM1A	-3.50899595116e-05
216540_at	TRD@	-3.51421254669e-05
216159_s_at	-666	-3.55289140931e-05
204726_at	CDH13	3.61649352939e-05
221345_at	FFAR2	-3.64165911054e-05
208902_s_at	RPS28	-3.65455593466e-05
215740_at	LOC100130741	-3.65954490232e-05
206038_s_at	NR2C2	-3.69275290135e-05
215849_x_at	TTC18	3.70027352923e-05
221814_at	GPR124	-3.7130190857e-05
220390_at	AGBL2	-3.72356359494e-05
217120_s_at	MED14	-3.75233075858e-05
220600_at	C3ORF75	-3.7578029807e-05
204658_at	TRA2A	-3.76922056379e-05
206347_at	PDK3	3.78648600609e-05
213404_s_at	RHEB	-3.81180705446e-05
218910_at	ANO10	-3.86578693331e-05
201101_s_at	BCLAF1	-3.88043181201e-05
216526_x_at	HLA-C	3.88600901292e-05
205665_at	TSPAN9	-3.90234194846e-05
203761_at	SLA	-3.90884905595e-05
216418_at	ABCD1	-4.00516960062e-05
219408_at	PRMT7	4.03680717663e-05
214603_at	-666	-4.03880184133e-05
221123_x_at	ZNF395	-4.05656472748e-05
212210_at	INTS1	-4.08529343104e-05
203862_s_at	ACTN2	4.08714531118e-05
216249_at	PVT1	-4.09738443338e-05
207553_at	OPRK1	4.1113228371e-05
220835_s_at	ZNF407	4.11999337734e-05
213048_s_at	-666	-4.14008477361e-05
219586_at	WDR59	4.16087136045e-05
206883_x_at	GP9	-4.26129111895e-05
208908_s_at	CAST	-4.26731497897e-05
219219_at	TMEM160	-4.26768574174e-05
211088_s_at	PLK4	-4.28464820778e-05
202309_at	MTHFD1	-4.28772987423e-05
222376_at	-666	4.36232357982e-05
218382_s_at	U2AF2	4.38727807967e-05
204000_at	GNB5	-4.40818031433e-05
218748_s_at	EXOC5	-4.42727184859e-05
221721_s_at	LZTS1	4.44571330656e-05
206329_at	EXTL1	-4.5090507311e-05
203964_at	NMI	4.51227064753e-05
221644_s_at	SLC45A2	-4.56458139947e-05
205252_at	ZNF174	4.6541935882e-05
218827_s_at	CEP192	-4.67587773416e-05
202863_at	SP100	4.72778915873e-05
211564_s_at	PDLIM4	4.75985421214e-05
222338_x_at	-666	4.76043158539e-05
206575_at	CDKL5	-4.82495366566e-05
220476_s_at	C1ORF183	-4.87937153245e-05
215717_s_at	FBN2	4.89708849417e-05
210165_at	DNASE1	4.93742476154e-05
219800_s_at	THNSL1	-4.958351404e-05
202577_s_at	DDX19A	4.95968763123e-05
203277_at	DFFA	-5.06015641476e-05
221122_at	HRASLS2	5.07144219791e-05
206968_s_at	NFRKB	-5.12408711013e-05
221252_s_at	GSG1	5.14189184829e-05
217013_at	AZGP1P1	-5.16639374722e-05
212527_at	PPPDE2	-5.20076927027e-05
207709_at	PRKAA2	-5.24656431757e-05
211760_s_at	VAMP4	5.27877391554e-05
219760_at	LIN7B	5.33252175335e-05
206973_at	PPFIA2	-5.39220270837e-05
214342_at	ATXN7L1	5.39723999475e-05
210706_s_at	RNF24	5.42153361505e-05
217432_s_at	IDS	5.61409142881e-05
214753_at	N4BP2L2	-5.64528638685e-05
222185_at	PKNOX2	5.66422463926e-05
202229_s_at	CHERP	5.69915015924e-05
205631_at	KIAA0586	-5.69920673601e-05
207712_at	BAGE	5.70623794047e-05
55583_at	DOCK6	5.71727933872e-05
215651_at	-666	5.73754949766e-05
217112_at	PDGFB	5.7375578118e-05
203352_at	ORC4	-5.79446794052e-05
211873_s_at	PCDHGA9	5.81491292099e-05
207946_at	MAML3	-5.85454599745e-05
202868_s_at	POP4	5.86515290446e-05
221629_x_at	FAM203A	-5.89920390773e-05
211688_x_at	-666	-5.90185522453e-05
214944_at	PHLPP2	-5.91125044606e-05
