	gene_symbol	0.04
203469_s_at	CDK10	1.72393400996e-06
220228_at	AP4E1	2.16055174586e-06
205354_at	GAMT	2.17338018176e-06
219321_at	MPP5	2.35792607824e-06
218998_at	FAM206A	-2.59556558166e-06
206541_at	KLKB1	-2.59835937998e-06
208707_at	EIF5	2.67331324179e-06
221802_s_at	KIAA1598	-2.8207697234e-06
205224_at	SURF2	3.15456855981e-06
202292_x_at	LYPLA2	-3.22386658465e-06
201881_s_at	ARIH1	-3.25229312407e-06
215646_s_at	VCAN	3.27500010777e-06
219270_at	CHAC1	3.3955794396e-06
215690_x_at	GPAA1	3.66928363607e-06
220434_at	ADCK4	-3.80654913105e-06
35820_at	GM2A	3.82346699703e-06
219641_at	DET1	-4.07995588847e-06
220031_at	OTUD7B	4.15453250105e-06
216832_at	RUNX1T1	4.32212371798e-06
213565_s_at	SMAD6	4.3358908823e-06
217649_at	ZFAND5	-4.63584620037e-06
208703_s_at	APLP2	4.96520453292e-06
211150_s_at	DLAT	5.01745455682e-06
202851_at	AAGAB	5.37309273234e-06
213106_at	ATP8A1	-5.57619782206e-06
209215_at	MFSD10	-5.61442225244e-06
214423_x_at	ALDOB	5.72534493772e-06
219922_s_at	LTBP3	-5.89181755048e-06
203641_s_at	COBLL1	5.99169717494e-06
203365_s_at	MMP15	-6.50842395338e-06
212193_s_at	LARP1	6.6217914459e-06
221517_s_at	MED17	-7.18715677137e-06
201647_s_at	SCARB2	7.70855941135e-06
215570_s_at	-666	7.79755839781e-06
209482_at	POP7	7.91566374324e-06
217318_x_at	-666	-8.28898173622e-06
222062_at	IL27RA	8.39784793792e-06
212469_at	NIPBL	-8.58303568849e-06
200040_at	KHDRBS1	8.77660858674e-06
208062_s_at	NRG2	-8.86020211001e-06
201619_at	PRDX3	8.90253837811e-06
218590_at	C10ORF2	8.96083919164e-06
220043_s_at	MFI2	-9.02187854341e-06
207652_s_at	CMKLR1	-9.38985386358e-06
219060_at	WDYHV1	-9.51094046271e-06
217545_at	MYH14	-9.79640186979e-06
219052_at	HPS6	1.00797931618e-05
221395_at	TAS2R13	-1.06041717433e-05
205037_at	IFT27	-1.0842076793e-05
222135_at	ZNF814	1.09814197346e-05
211353_at	LRIT1	-1.13502487239e-05
214883_at	THRA	-1.16141354605e-05
207594_s_at	SYNJ1	1.20364663996e-05
206125_s_at	KLK8	-1.2040120605e-05
221382_at	-666	1.2159397296e-05
208323_s_at	ANXA13	1.22883106634e-05
214017_s_at	DHX34	-1.23469817834e-05
205035_at	CTDP1	-1.28048045693e-05
208872_s_at	REEP5	1.38216903156e-05
209866_s_at	LPHN3	1.40116468612e-05
213162_at	DYNC1LI2	-1.41708454219e-05
208867_s_at	CSNK1A1	1.42014350844e-05
214602_at	COL4A4	-1.42320818665e-05
207852_at	CXCL5	-1.43771486858e-05
205072_s_at	XRCC4	-1.44498682953e-05
221469_at	GPR32	1.48806793092e-05
221770_at	RPE	1.52691756949e-05
205557_at	BPI	-1.66891596263e-05
201253_s_at	CDIPT	-1.6953236014e-05
201373_at	PLEC	1.71486645284e-05
201789_at	DHRS7	-1.76881003571e-05
217484_at	CR1	-1.77650621193e-05
204758_s_at	C2CD2L	1.78994589371e-05
222256_s_at	JMJD7	-1.79601104763e-05
213543_at	SGCD	1.80118398323e-05
205286_at	TFAP2C	1.91878671809e-05
216589_at	-666	-1.92126206257e-05
203297_s_at	JARID2	-1.93356741272e-05
203115_at	FECH	2.04306613517e-05
220371_s_at	SLC12A9	2.12060792646e-05
212524_x_at	H2AFX	-2.19368145968e-05
221538_s_at	PLXNA1	-2.22853182591e-05
211690_at	RPS6	-2.25295188522e-05
211729_x_at	BLVRA	-2.25383416583e-05
214939_x_at	MLLT4	-2.29034503035e-05
208933_s_at	LGALS8	2.30586810961e-05
203855_at	WDR47	2.31317649026e-05
214418_at	CT62	2.33144194516e-05
206855_s_at	HYAL2	-2.35181641094e-05
207949_s_at	ICA1	2.37507608284e-05
201765_s_at	HEXA	2.41125233991e-05
211428_at	SERPINA1	-2.42880764136e-05
221926_s_at	IL17RC	-2.43442297815e-05
221956_at	LRCH4	2.43597408492e-05
201296_s_at	WSB1	2.49231382605e-05
