	gene_symbol	10.0
204503_at	EVPL	2.70481755246e-07
203655_at	XRCC1	1.06355660444e-06
201148_s_at	TIMP3	-1.28375973588e-06
209697_at	-666	-1.89658851803e-06
216547_at	-666	2.18047027499e-06
212987_at	FBXO9	2.53114021195e-06
220385_at	JPH2	2.69509737762e-06
211142_x_at	HLA-DOA	2.70019874449e-06
215549_x_at	CTAGE9	-2.73129276267e-06
211923_s_at	ZNF471	2.7418075429e-06
216939_s_at	HTR4	-2.92317258314e-06
202637_s_at	ICAM1	3.07795110408e-06
219739_at	RNF186	3.14486847746e-06
208455_at	PVRL1	3.61462556901e-06
214342_at	ATXN7L1	-3.74035518311e-06
217481_x_at	-666	-3.74135134991e-06
203687_at	CX3CL1	4.31815519243e-06
216674_at	HES2	4.38569359755e-06
219847_at	HDAC11	-4.44237118074e-06
214533_at	CMA1	-4.45184027375e-06
204305_at	MIPEP	4.83933893373e-06
215732_s_at	DTX2	-5.05159585312e-06
215050_x_at	MAPKAPK2	-5.36763339434e-06
201610_at	ICMT	5.42218316899e-06
215187_at	FLJ11292	-6.86195469117e-06
219134_at	ELTD1	6.88855060502e-06
219631_at	LRP12	6.89020348105e-06
215656_at	LMAN2	-7.30647228295e-06
214891_at	FBXO21	-8.09629917768e-06
209824_s_at	ARNTL	8.10010389603e-06
215192_at	PMS2P4	8.4370420759e-06
220074_at	CDHR5	8.90230956746e-06
205582_s_at	GGT5	9.19492626996e-06
215265_at	EMX1	9.2240965921e-06
209686_at	S100B	-9.59771555908e-06
212430_at	RBM38	9.61084279337e-06
210066_s_at	AQP4	-9.65904816824e-06
32091_at	SLC25A44	9.99698181474e-06
221395_at	TAS2R13	-1.0120331246e-05
221448_s_at	TEX15	1.01492623348e-05
220100_at	SLC22A11	-1.05296600678e-05
216156_at	RECK	-1.07311351059e-05
219432_at	EVC	1.09392527022e-05
209058_at	EDF1	1.12050163478e-05
210291_s_at	ZNF174	1.12096995736e-05
221946_at	C9ORF116	1.22536957128e-05
210906_x_at	AQP4	-1.2874725821e-05
221947_at	-666	-1.32165559705e-05
213961_s_at	-666	-1.38930819794e-05
207917_at	-666	-1.39223789855e-05
219576_at	MAP7D3	1.39804297395e-05
220696_at	-666	-1.43493041034e-05
209529_at	PPAP2C	1.45900531166e-05
222373_at	-666	-1.47912448699e-05
211493_x_at	DTNA	1.52225002799e-05
211743_s_at	PRG2	-1.52667445794e-05
215211_at	RRN3P1	1.52781757988e-05
203977_at	TAZ	1.53394917354e-05
204085_s_at	CLN5	1.55974990552e-05
206091_at	MATN3	-1.56092170057e-05
220204_s_at	BMP8A	1.56371639338e-05
205211_s_at	RIN1	-1.57681691095e-05
216730_at	-666	-1.59104907929e-05
214586_at	GPR37	1.60574210622e-05
221675_s_at	CHPT1	-1.60940180949e-05
221717_at	-666	1.61545888614e-05
207960_at	-666	-1.62413046748e-05
206549_at	INSL4	-1.69949662547e-05
217758_s_at	TM9SF3	1.71526595801e-05
207286_at	CEP135	-1.78654420501e-05
216754_at	KLF17P1	1.78670957624e-05
205400_at	WAS	1.79652071791e-05
210864_x_at	HFE	-1.81169794362e-05
200843_s_at	EPRS	1.86074878195e-05
218169_at	VAC14	-1.86493192565e-05
201829_at	NET1	1.86898908734e-05
205448_s_at	MAP3K12	1.88173010091e-05
207649_at	KRT37	-1.91979648221e-05
208353_x_at	ANK1	1.93822936035e-05
211177_s_at	TXNRD2	-1.93849297693e-05
208565_at	MC5R	1.9972705769e-05
217442_at	LOC100131825	-2.02673629963e-05
204195_s_at	PKNOX1	-2.0398836264e-05
221657_s_at	ASB6	-2.04962141655e-05
221393_at	TAAR3	-2.06539444852e-05
218128_at	NFYB	-2.08156310237e-05
217046_s_at	AGER	-2.09773003553e-05
210480_s_at	MYO6	-2.1112107564e-05
222006_at	LETM1	-2.15423401098e-05
207361_at	HBP1	-2.20238442008e-05
211128_at	EDA	-2.24147037048e-05
210318_at	RBP3	2.28978086184e-05
208145_at	-666	2.31721097126e-05
213871_s_at	C6ORF108	-2.31896132074e-05
207234_at	RFX3	2.39089439421e-05
203911_at	RAP1GAP	2.40998475536e-05
211358_s_at	CIZ1	2.44332844972e-05
206821_x_at	AGFG2	-2.4726901532e-05
37022_at	PRELP	2.48117515284e-05
220654_at	PPY2	2.48844133224e-05
219217_at	NARS2	2.49314498747e-05
211801_x_at	MFN1	-2.51341896819e-05
212446_s_at	CERS6	2.55355639135e-05
217178_at	RARG	2.55393785935e-05
220492_s_at	OTOF	2.55577231102e-05
219809_at	WDR55	-2.59107110858e-05
222274_at	ZDHHC8P1	2.6084457346e-05
201036_s_at	HADH	-2.61391164796e-05
210862_s_at	SARDH	-2.61471236713e-05
211878_at	IGH@	-2.61883549357e-05
220292_at	ZNF434	2.65812933425e-05
214591_at	KLHL4	2.66415761341e-05
217220_at	LOC100287387	2.66992740541e-05
216481_at	GRIP2	2.68104031586e-05
220179_at	DPEP3	2.70152230641e-05
212101_at	KPNA6	2.78047917445e-05
221302_at	KLF15	-2.81129152021e-05
206754_s_at	-666	2.829874083e-05
217069_at	MLL4	2.8573340349e-05
217794_at	PRR13	2.87670731032e-05
220906_at	-666	2.88128170126e-05
211791_s_at	KCNAB2	2.90766332616e-05
204153_s_at	MFNG	2.93240916919e-05
200881_s_at	DNAJA1	2.96873356324e-05
220434_at	ADCK4	3.03990450521e-05
209768_s_at	-666	3.07283156607e-05
217434_at	MC2R	3.0779756738e-05
202795_x_at	TRIOBP	3.08000367541e-05
202424_at	MAP2K2	3.13720834331e-05
213382_at	-666	-3.19227021519e-05
206926_s_at	IL11	3.19244440043e-05
220208_at	ADAMTS13	3.22503949417e-05
216632_at	NAV3	-3.31652271339e-05
215410_at	-666	3.3693331797e-05
211912_at	MERTK	3.40074848471e-05
207178_s_at	FRK	3.40223537912e-05
206394_at	MYBPC2	-3.40849425018e-05
214026_s_at	SPRED2	3.464142632e-05
221320_at	BCL2L10	-3.57311269067e-05
208332_at	PRY	-3.61693657666e-05
221116_at	-666	-3.62854505826e-05
215743_at	NMT2	3.63417225617e-05
213980_s_at	CTBP1	-3.66418090333e-05
217723_x_at	-666	-3.67962517782e-05
219674_s_at	HDLBP	3.68500616219e-05
215107_s_at	TTC22	-3.71018439816e-05
205496_at	KIAA0408	-3.73070728818e-05
209713_s_at	SLC35D1	3.73876124878e-05
211129_x_at	EDA	3.7573412561e-05
214195_at	TPP1	-3.84534006136e-05
208386_x_at	DMC1	-3.85157490373e-05
216003_at	COX10	-3.97509495306e-05
202297_s_at	RER1	-3.98758148693e-05
215075_s_at	GRB2	-3.99957745869e-05
215837_x_at	-666	4.01900553412e-05
216901_s_at	IKZF1	-4.02336334877e-05
203503_s_at	PEX14	4.03357135541e-05
213683_at	ACSL6	4.05082387492e-05
213862_at	PNPLA2	4.0626898196e-05
216358_at	-666	-4.13769370346e-05
220882_at	-666	-4.15657835171e-05
216994_s_at	RUNX2	-4.16275666887e-05
218656_s_at	LHFP	4.21806323634e-05
216777_at	-666	4.24480516667e-05
206723_s_at	LPAR2	-4.27415909968e-05
211983_x_at	ACTG1	-4.31798446673e-05
215518_at	STXBP5L	4.37300011535e-05
59437_at	C9ORF116	4.38654118111e-05
217032_at	-666	-4.39597128321e-05
208604_s_at	HOXA3	-4.51324725701e-05
217337_at	-666	4.54737715102e-05
208903_at	RPS28	4.56458071628e-05
219802_at	PYROXD1	-4.56670306727e-05
210938_at	PDX1	-4.59252519136e-05
214689_at	PAPPA2	-4.59264706963e-05
207072_at	IL18RAP	4.59842392399e-05
213965_s_at	CHD5	4.6238534977e-05
213655_at	YWHAE	-4.69195805287e-05
209413_at	B4GALT2	4.70614260405e-05
217020_at	RARB	-4.71874805383e-05
221085_at	TNFSF15	4.74732147827e-05
210814_at	TRPC3	4.74895537394e-05
206931_at	ZNF141	-4.8114574365e-05
208878_s_at	PAK2	4.83504461956e-05
203772_at	BLVRA	4.84192088945e-05
205563_at	KISS1	4.84761799439e-05
211842_s_at	SLC24A1	4.85257048069e-05
209963_s_at	EPOR	-4.8636907749e-05
205785_at	ITGAM	-4.91203024293e-05
208836_at	ATP1B3	-4.93391727076e-05
211649_x_at	-666	-4.97177856497e-05
215344_at	-666	-4.9758984596e-05
220004_at	DDX43	4.98175801529e-05
204811_s_at	CACNA2D2	5.01951515056e-05
211866_x_at	HFE	5.04387544149e-05
211407_at	NDUFB7	5.06161276769e-05
214939_x_at	MLLT4	5.0724333507e-05
222082_at	ZBTB7A	5.08692713921e-05
207149_at	CDH12	5.15302516702e-05
213172_at	TTC9	5.18735912446e-05
218316_at	TIMM9	-5.25584953503e-05
218922_s_at	CERS4	5.30488394497e-05
201428_at	CLDN4	-5.31797822173e-05
65086_at	YIPF2	-5.32768321229e-05
215970_at	LOC100130331	-5.34104669225e-05
207167_at	CD101	-5.35055991485e-05
215105_at	CG030	5.39081417042e-05
209593_s_at	TOR1B	5.45418960796e-05
220263_at	SMAD5-AS1	-5.46608026534e-05
221373_x_at	PSPN	5.47024847784e-05
208472_at	IKZF4	-5.49132783499e-05
207561_s_at	ACCN3	-5.51729227884e-05
211872_s_at	RGS11	-5.51814835345e-05
202178_at	PRKCZ	5.54257296829e-05
209985_s_at	ASCL1	5.55541437301e-05
221300_at	C15ORF2	-5.63805033913e-05
218421_at	CERK	-5.65148218656e-05
216976_s_at	RYK	5.6702115857e-05
201265_at	-666	-5.75788778386e-05
215572_at	LOC646934	-5.77185919807e-05
209766_at	-666	-5.77804395323e-05
201031_s_at	HNRNPH1	-5.78433958231e-05
205310_at	FBXO46	-5.78956851148e-05
206035_at	REL	5.81616941916e-05
210464_at	C8ORF71	5.85812612463e-05
207575_at	GOLGA6A	-5.86017207674e-05
207067_s_at	HDC	5.86420500877e-05
206892_at	AMHR2	5.90274161198e-05
37860_at	ZNF337	5.96805334542e-05
214871_x_at	LOC100287590	5.9879181294e-05
211398_at	FGFR2	-6.00621484853e-05
221467_at	MC4R	-6.01917513176e-05
219397_at	COQ10B	-6.023315333e-05
214479_at	GFRA3	6.06012343912e-05
215482_s_at	EIF2B4	6.06289233451e-05
205976_at	FASTKD2	6.13243058751e-05
216148_at	-666	-6.13784880961e-05
211852_s_at	ATRN	-6.15988429101e-05
211991_s_at	HLA-DPA1	-6.21097070602e-05
216660_at	MYO7B	-6.21933821552e-05
206943_at	TGFBR1	-6.24564759142e-05
220987_s_at	-666	-6.30719130825e-05
213354_s_at	NR2F6	-6.35209497314e-05
220881_at	-666	-6.37119033839e-05
218129_s_at	NFYB	-6.38019969992e-05
208755_x_at	-666	6.39061543268e-05
217354_s_at	HPS1	-6.42015750612e-05
205606_at	LRP6	6.42393069994e-05
219334_s_at	OBFC2A	6.44577395475e-05
211499_s_at	MAPK11	6.45559784015e-05
214542_x_at	HIST1H2AI	6.48763683468e-05
202794_at	INPP1	-6.48939689812e-05
200982_s_at	ANXA6	6.49788399462e-05
212118_at	TRIM27	6.51253281952e-05
217173_s_at	LDLR	-6.57074673601e-05
212017_at	FAM168B	6.5765712369e-05
211222_s_at	HAP1	6.66741841342e-05
217408_at	MRPS18B	-6.67538482387e-05
211903_s_at	MPL	-6.67587318078e-05
221216_s_at	SCMH1	6.70683529173e-05
217004_s_at	MCF2	6.71660633594e-05
216069_at	-666	-6.75034453493e-05
220957_at	CTAGE1	6.76618080247e-05
207778_at	REG1P	6.77255549157e-05
206721_at	C1ORF114	-6.81298943505e-05
217639_at	-666	6.84831741761e-05
222055_at	-666	6.85231908335e-05
208716_s_at	TMCO1	-6.89611075875e-05
201994_at	MORF4L2	-6.9212004217e-05
206985_at	HSD17B3	6.93056761625e-05
217970_s_at	CNOT6	-6.93260766138e-05
212161_at	AP2A2	-6.94085456011e-05
219384_s_at	ADAT1	6.94841676455e-05
221062_at	HS3ST3B1	-6.98169919646e-05
218367_x_at	USP21	-6.98744552969e-05
207197_at	ZIC3	7.0008017581e-05
202288_at	MTOR	-7.07224648986e-05
212392_s_at	PDE4DIP	-7.08081629976e-05
217309_s_at	DSCR3	7.10920278921e-05
202140_s_at	CLK3	-7.13050301266e-05
203563_at	AFAP1	-7.15087306879e-05
204149_s_at	GSTM4	-7.17254568216e-05
216500_at	-666	-7.24267339484e-05
210253_at	HTATIP2	-7.26479554992e-05
219089_s_at	ZNF576	7.27304298684e-05
215433_at	DPY19L1	-7.27339609683e-05
203026_at	ZBTB5	-7.27982299878e-05
221360_s_at	GHSR	-7.29399852308e-05
205564_at	PAGE4	7.31361494033e-05
208466_at	RAB3D	7.34097871383e-05
219187_at	FKBPL	-7.34373975605e-05
210928_at	-666	7.35849584688e-05
219779_at	ZFHX4	7.42700235543e-05
201493_s_at	PUM2	7.44465274039e-05
220931_at	C13ORF44	7.4720227593e-05
211242_x_at	KIR2DL4	7.48153244695e-05
221108_at	C22ORF43	7.50196555101e-05
206038_s_at	NR2C2	-7.51283929417e-05
211275_s_at	GYG1	7.52263449683e-05
207380_x_at	NOX1	-7.53810326709e-05
209915_s_at	NRXN1	-7.53932095012e-05
201382_at	CACYBP	7.56310800855e-05
207967_at	VPS45	-7.56350664332e-05
215688_at	RASGRF1	7.56683918114e-05
206049_at	SELP	7.5772624581e-05
203850_s_at	KIF1A	-7.60451727761e-05
210043_at	FRMD8	7.62367810602e-05
208911_s_at	PDHB	7.6546784536e-05
201072_s_at	SMARCC1	-7.66174721017e-05
211204_at	ME1	7.7031887693e-05
212712_at	CAMSAP1	-7.71703312176e-05
216067_at	-666	-7.74431964531e-05
205254_x_at	TCF7	7.74687719833e-05
200005_at	EIF3D	-7.75690575725e-05
221232_s_at	ANKRD2	-7.76978804678e-05
211461_at	-666	-7.78265552033e-05
210809_s_at	POSTN	-7.84810555184e-05
220936_s_at	H2AFJ	-7.90870333724e-05
214553_s_at	ARPP19	-7.91234073815e-05
220848_x_at	OBP2A	7.9313609231e-05
222372_at	-666	8.00668522754e-05
222365_at	-666	8.00691304129e-05
216631_s_at	-666	8.03879794538e-05
210002_at	GATA6	8.03920158668e-05
215185_at	-666	-8.10165085657e-05
204525_at	PHF14	8.11746002452e-05
219140_s_at	RBP4	-8.12349704092e-05
201881_s_at	ARIH1	8.12352570067e-05
219808_at	SCLY	-8.15033990319e-05
216618_at	-666	-8.19998688954e-05
220853_at	GTDC1	-8.20409756838e-05
219965_s_at	MAGIX	8.27295475863e-05
202221_s_at	EP300	8.29827869018e-05
36004_at	IKBKG	-8.30722186276e-05
215362_at	-666	-8.3843343415e-05
207738_s_at	NCKAP1	-8.39525213731e-05
202272_s_at	FBXO28	-8.40146883586e-05
220978_at	KRTAP1-3	-8.42956932207e-05
221075_s_at	NCR2	8.43977808905e-05
214089_at	-666	8.44645897483e-05
216599_x_at	SLC22A6	-8.45934095553e-05
220339_s_at	TPSG1	-8.46945108781e-05
203729_at	EMP3	-8.49169101454e-05
220993_s_at	GPR63	-8.50211833261e-05
215580_at	MCM3AP	8.52222690514e-05
210687_at	CPT1A	8.52642202042e-05
212545_s_at	ZHX3	-8.53021515205e-05
205741_s_at	DTNA	-8.53241488834e-05
217869_at	HSD17B12	-8.53487450539e-05
52005_at	WIZ	8.53819031346e-05
202120_x_at	AP2S1	-8.5624432295e-05
210363_s_at	SCN2B	-8.56624115187e-05
220621_at	FOXE3	-8.58941725869e-05
215455_at	TIMELESS	-8.6425053782e-05
32042_at	ENOX2	-8.67080346058e-05
205764_at	-666	8.69068294122e-05
220508_at	CCT8L2	-8.69325725898e-05
216018_at	RNF5	-8.69802336291e-05
221658_s_at	IL21R	-8.73325544754e-05
201561_s_at	CLSTN1	-8.73724745088e-05
214493_s_at	INADL	8.75088623222e-05
216159_s_at	-666	-8.78727235833e-05
53968_at	INTS5	8.79428696795e-05
206075_s_at	CSNK2A1	8.80883532869e-05
210481_s_at	CLEC4M	-8.86754461541e-05
221264_s_at	TARDBP	-8.89735214033e-05
204609_at	CCDC85B	-8.90828557357e-05
204874_x_at	BAIAP3	8.90899688297e-05
206016_at	CCDC22	-8.93282511773e-05
220487_at	SNTG2	8.94355418536e-05
216788_at	-666	-8.95254982375e-05
221425_s_at	ISCA1	8.98518109619e-05
207303_at	PDE1C	9.042868007e-05
205256_at	ZBTB39	-9.05507635484e-05
218375_at	NUDT9	9.07284031161e-05
218801_at	UGGT2	9.07453438875e-05
216937_s_at	RS1	-9.07630545818e-05
221603_at	PEX16	9.09633639328e-05
201394_s_at	RBM5	9.09848882541e-05
220619_at	CHD7	-9.1307712162e-05
213776_at	LOC157562	9.14442392444e-05
217663_at	ZNF234	9.15319259767e-05
208259_x_at	IFNA7	-9.20054461105e-05
221045_s_at	PER3	-9.21723388533e-05
211211_x_at	SH2D1A	9.21789689034e-05
205223_at	DEPDC5	-9.23462496295e-05
214618_at	CFLAR	-9.34382686378e-05
210408_s_at	CPNE6	-9.38543350976e-05
200794_x_at	DAZAP2	-9.4156693483e-05
215880_at	NAGLU	-9.42973721723e-05
214130_s_at	PDE4DIP	9.48035141992e-05
216182_at	SYNJ2	9.49294002304e-05
221638_s_at	STX16	-9.53251028544e-05
216000_at	-666	-9.54716035322e-05
220260_at	TBC1D19	-9.59894045247e-05
209928_s_at	MSC	9.61027692718e-05
221847_at	LOC100129361	9.63054398372e-05
215930_s_at	CTAGE5	9.6327095478e-05
216681_at	-666	-9.63736787345e-05
213061_s_at	NTAN1	-9.63955485286e-05
213719_s_at	SMARCA4	9.63965829096e-05
213171_s_at	MMP24	9.65390030047e-05
217477_at	PIP5K1B	-9.68390958821e-05
211525_s_at	GP5	9.68944349936e-05
215300_s_at	FMO5	-9.69243552338e-05
219949_at	LRRC2	-9.71053454001e-05
208036_at	OPN1SW	-9.74222141872e-05
200047_s_at	YY1	9.7545298752e-05
212013_at	PXDN	-9.77161284826e-05
202601_s_at	HTATSF1	-9.81558905119e-05
220540_at	KCNK15	9.81690515285e-05
203271_s_at	UNC119	-9.83084117738e-05
202634_at	POLR2K	9.86908868557e-05
218293_x_at	NUP50	9.87917859562e-05
218333_at	DERL2	9.98753488662e-05
210911_at	ID2B	0.000100394580431
210883_x_at	EFNB3	0.000101264919912
219661_at	RANBP17	0.000101478260797
208740_at	SAP18	-0.000101608689896
214526_x_at	PMS2P1	0.00010214691377
218488_at	EIF2B3	-0.000102264003547
208023_at	TNFRSF4	-0.000102448314656
215725_at	DGCR11	0.000102453912529
200737_at	PGK1	0.000103381158601
208875_s_at	PAK2	-0.000103461679273
46947_at	GNL3L	-0.00010347562775
206109_at	FUT1	0.000103620144297
206893_at	SALL1	0.000103735291323
202302_s_at	RSRC2	-0.000104303789075
200012_x_at	RPL21	0.000104488762551
202172_at	VEZF1	-0.000104598609236
215675_at	LOC100129648	0.000104736890818
216145_at	-666	-0.000104935746364
218444_at	ALG12	0.000104939333767
212943_at	KIAA0528	0.000105296918964
215538_at	LARGE	0.000105440062513
215422_at	-666	-0.000105531633228
209279_s_at	NSDHL	-0.000105585036445
216055_at	PDGFB	-0.000106243658827
215431_at	SNTB1	0.000106287665876
215234_at	-666	-0.00010656609113
216798_at	-666	-0.000106667389094
211446_at	RGSL1	0.000107407133792
221554_at	STRADA	-0.000107487273553
212785_s_at	LARP7	0.000107666823982
202076_at	BIRC2	0.000107922754797
207429_at	SLC22A2	-0.000108267287831
202397_at	NUTF2	-0.00010872810984
220745_at	IL19	-0.000109220036542
213308_at	SHANK2	-0.000109447379787
221876_at	ZNF783	-0.000109690497824
218371_s_at	PSPC1	-0.00010978316956
218154_at	GSDMD	-0.000109965700969
33768_at	DMWD	0.000111226055369
201682_at	PMPCB	-0.000111358892742
220278_at	KDM4D	-0.000111520456891
219026_s_at	RASAL2	0.000111704481007
205772_s_at	-666	-0.00011184997255
206674_at	FLT3	-0.000111985975134
218358_at	CRELD2	0.000112101450096
221835_at	DTX3	-0.000112191726138
220357_s_at	SGK2	-0.000112923576879
216502_at	ISG20L2	-0.000113121845998
206850_at	RASL10A	-0.000113197397592
220402_at	TP53AIP1	-0.00011336455212
212548_s_at	FRYL	0.000113468169463
220544_at	TSKS	0.000113570411622
207094_at	CXCR1	-0.000113838370767
217189_s_at	SMG7	-0.000113893828436
221455_s_at	WNT3	-0.000114039830301
212493_s_at	SETD2	0.000114209880678
217357_at	-666	-0.000114304641748
220982_s_at	SPACA1	-0.000114676012383
201927_s_at	PKP4	0.000114908620411
217209_at	CEACAM3	0.000114982094389
211575_s_at	UBE3A	-0.000115103287741
215523_at	ZNF391	-0.000115116246971
213676_at	TMEM151B	-0.000115319175712
203933_at	RAB11FIP3	0.00011550360037
218136_s_at	SLC25A37	0.000115850735543
209731_at	NTHL1	-0.000116160498306
206528_at	TRPC6	-0.000116350231374
215626_at	-666	0.00011638357067
209785_s_at	PLA2G4C	0.000117022208068
208311_at	GPR50	0.000117117502559
216154_at	-666	0.000117260127398
209299_x_at	PPIL2	0.000117451575644
217128_s_at	CAMK1G	-0.000117467137716
206362_x_at	MAP3K10	0.000118181108438
214600_at	TEAD1	0.000118340552803
211892_s_at	PTGIS	-0.000118354078253
210929_s_at	AHSG	0.000118847248784
216286_at	-666	0.00011907280376
211254_x_at	RHAG	-0.000119263684859
202472_at	MPI	-0.000119610895086
204188_s_at	RARG	0.000119968366733
208081_s_at	ZNF442	0.000120528800614
216107_at	PP13	-0.000120558060742
200741_s_at	RPS27	0.000120715495493
208108_s_at	AVPR2	-0.000121255227782
216697_at	TRIO	-0.000121347017866
211834_s_at	TP63	-0.000121724529257
207987_s_at	GNRH1	0.000121875456585
91920_at	BCAN	0.000121934477283
210894_s_at	CEP250	-0.00012250335249
211562_s_at	LMOD1	0.000122547414732
220680_at	RAVER2	0.000122702298664
205389_s_at	ANK1	0.000122807724576
203336_s_at	ITGB1BP1	0.000123211027344
220440_at	LGALS13	0.000123342192836
208360_s_at	-666	-0.000123498980471
212804_s_at	GAPVD1	-0.00012369605707
202294_at	STAG1	0.000123844414565
207211_at	USP2	-0.000123930648637
204708_at	MAPK4	0.000124049277617
206026_s_at	TNFAIP6	-0.000124273666536
216173_at	-666	-0.000124423304245
205875_s_at	TREX1	-0.000126349857216
210384_at	PRMT2	-0.000126572665277
206399_x_at	CACNA1A	0.000126662922376
216213_at	NEK1	0.000126725578443
217950_at	NOSIP	0.000127190847276
221252_s_at	GSG1	0.000127516298859
210999_s_at	GRB10	0.00012771296822
221023_s_at	KCNH6	-0.000127732936127
218764_at	PRKCH	-0.000128005403959
211154_at	THPO	-0.000128333542319
216851_at	-666	-0.000128338955537
205182_s_at	ZNF324	-0.000128539060702
215117_at	RAG2	-0.000128636485791
220312_at	FAM83E	0.000128855199095
208780_x_at	VAPA	0.000128940644145
210615_at	NRP1	0.000129164647144
217827_s_at	SPG21	-0.000129276488887
211372_s_at	IL1R2	-0.000130347662665
218775_s_at	WWC2	0.000130443848542
217664_at	-666	-0.000130492405486
206321_at	RFX1	-0.000130797736393
207984_s_at	MPP2	-0.000130985511231
216214_at	-666	-0.000131093655728
204809_at	CLPX	-0.000131155800626
214478_at	SPP2	-0.000131279985025
218503_at	KIAA1797	-0.000131727844142
219981_x_at	ZNF587	0.0001318431811
204254_s_at	VDR	-0.000132187908197
206009_at	ITGA9	0.000132208601614
204795_at	PRR3	0.00013260542238
218630_at	MKS1	0.000132970205863
35776_at	ITSN1	-0.000133143512692
214816_x_at	C19ORF40	-0.000133689650095
210808_s_at	NOX1	-0.00013444577242
221466_at	P2RY4	-0.000134711399793
217242_at	ZNF154	0.000135649945371
221720_s_at	-666	0.000135739026803
220415_at	TNNI3K	0.00013591336384
209638_x_at	RGS12	0.000135990360067
214860_at	SLC9A7	-0.00013600026542
216459_x_at	TIGD1L	-0.000136105012653
205271_s_at	CDK20	0.000136203167693
41660_at	CELSR1	-0.000136458495087
205935_at	FOXF1	0.000136593874692
217244_at	-666	-0.000136853643251
217443_at	-666	0.000137084273909
221794_at	DOCK6	-0.000137263016788
215825_at	-666	0.000137390376719
220478_at	APOL5	-0.000137567413223
218462_at	RPF1	0.000137722754701
221394_at	TAAR2	0.00013791279328
210830_s_at	PON2	0.000137960475482
221271_at	IL21	-0.000138013880956
209616_s_at	CES1	-0.000138603552238
221399_at	EDA2R	-0.000138998841423
202830_s_at	SLC37A4	0.000139011026022
215896_at	-666	0.000139713264107
222375_at	-666	0.000140148355238
207294_at	AGTR2	0.000140608924909
215408_at	-666	-0.0001408706527
202020_s_at	LANCL1	0.000141189777518
207640_x_at	NTN3	0.000141313672828
216204_at	COMT	0.000141467393743
204945_at	PTPRN	-0.000141567406644
217613_at	TMEM144	-0.000141826579139
208431_s_at	TUB	0.000142307055732
214709_s_at	KTN1	0.000142315238198
221665_s_at	EPS8L1	-0.000142605484836
216196_at	-666	-0.000142616768809
219120_at	C2ORF44	0.00014276987426
208562_s_at	ABCC9	-0.000143249085841
202933_s_at	YES1	-0.000143896249218
216773_at	-666	-0.000143969581564
217415_at	POLR2A	-0.000144216455697
212860_at	ZDHHC18	0.000144390604242
200635_s_at	PTPRF	0.000144535827716
215973_at	HCG4B	-0.000144632693229
200863_s_at	RAB11A	0.000144636747777
218601_at	URGCP	-0.000144690051222
210305_at	PDE4DIP	-0.000145455246403
209526_s_at	HDGFRP3	0.000145699956126
213613_s_at	NADK	0.000145993552211
214266_s_at	PDLIM7	-0.000146153957434
216059_at	PAX3	0.000146293116654
207825_s_at	GHRHR	-0.000146843756022
206636_at	RASA2	0.00014714335365
201329_s_at	ETS2	0.000147198561404
219560_at	C22ORF29	0.000147323187413
36564_at	RNF19B	0.000147487708271
216753_at	-666	-0.000147555618186
207725_at	POU4F2	0.000147746831237
200011_s_at	ARF3	0.00014857547945
209736_at	SOX13	-0.000149064306406
216140_at	-666	0.000149179143715
215477_at	-666	-0.000149514332103
205752_s_at	GSTM5	0.000149662759923
217684_at	TYMS	0.000149703409542
210998_s_at	HGF	-0.000149777942072
218133_s_at	NIF3L1	0.000150030307562
220461_at	PCNXL2	0.000150114223829
220583_at	-666	0.000150406137614
46270_at	UBAP1	-0.000150456211182
216290_x_at	-666	-0.00015104103071
1255_g_at	GUCA1A	-0.000151166524501
220887_at	C14ORF162	0.00015123784573
220313_at	GPR88	-0.000151486163229
216169_at	-666	-0.000151767159938
222336_at	C4ORF34	0.000151809835416
210061_at	ZNF589	0.000152446669733
209954_x_at	SS18	-0.000152829137145
221390_s_at	MTMR8	0.000152916751001
216308_x_at	GRHPR	-0.000153014401806
215974_at	-666	-0.000153799182646
215809_at	CYP2D6	-0.000153898458629
216394_x_at	-666	0.000154187187481
206995_x_at	SCARF1	0.000154428386385
210690_at	KLRC4	-0.000154506798943
209009_at	ESD	0.000154547282405
210732_s_at	LGALS8	0.000154718074596
216605_s_at	CEACAM21	-0.000155075455693
217624_at	PDAP1	-0.000155691113235
221301_at	C6ORF27	0.000156218873235
206044_s_at	BRAF	-0.000156832838311
211022_s_at	ATRX	0.000157034094547
221996_s_at	CLTB	-0.000157157257301
207766_at	CDKL1	-0.00015806804028
211145_x_at	IFNA21	0.000158149866148
220471_s_at	MYCT1	0.000158203436567
221443_x_at	PRLH	-0.000158231562486
213377_x_at	RPS12	0.00015840780843
216702_x_at	-666	0.000159054222288
215612_at	-666	-0.000159325373774
217288_at	-666	-0.000159489326233
218269_at	DROSHA	0.000159926190043
212072_s_at	CSNK2A1	0.000160025381017
219851_at	ZNF613	0.000160278414698
