	gene_symbol	0.04
219678_x_at	DCLRE1C	-2.10855000926e-08
213597_s_at	CTDSPL	-8.47787766746e-08
218483_s_at	IFT46	-2.82572714394e-07
211718_at	MGC2889	5.59640055693e-07
206937_at	SPTA1	9.17450593964e-07
200924_s_at	SLC3A2	-9.75647776546e-07
211684_s_at	DYNC1I2	1.10962766642e-06
203111_s_at	PTK2B	-1.47220022347e-06
205840_x_at	GH1	1.75422001491e-06
205002_at	AHDC1	-1.95071060287e-06
215925_s_at	CD72	-1.97034609961e-06
62987_r_at	CACNG4	2.13686437106e-06
217920_at	MAN1A2	-2.24270481173e-06
213663_s_at	-666	-2.3013394586e-06
216657_at	ATXN3	2.35520187115e-06
219187_at	FKBPL	2.51359149163e-06
210293_s_at	SEC23B	2.53151915588e-06
202577_s_at	DDX19A	-2.83178828952e-06
200689_x_at	EEF1G	2.90146092645e-06
214289_at	PSMB1	3.4769731486e-06
207429_at	SLC22A2	-3.49187252494e-06
202171_at	VEZF1	-3.68366039925e-06
201098_at	COPB2	-3.84488711037e-06
216817_s_at	OR2H1	4.20936491672e-06
219270_at	CHAC1	-4.56174611698e-06
220318_at	EPN3	4.72622528173e-06
212785_s_at	LARP7	-4.91372259663e-06
202104_s_at	SPG7	-5.1629762826e-06
209069_s_at	H3F3B	5.27393487695e-06
220292_at	ZNF434	5.44216080387e-06
216359_at	MUC7	5.73470839918e-06
201301_s_at	ANXA4	5.84615915101e-06
211155_s_at	THPO	6.09704103154e-06
219648_at	MREG	-6.27103375381e-06
213944_x_at	GNA11	6.37239020697e-06
205112_at	PLCE1	6.66661893301e-06
214249_at	TRIM2	6.73512771594e-06
215879_at	ITGB1	-7.26125913402e-06
219430_at	GPR137	7.7536165462e-06
214912_at	-666	-7.79187311275e-06
210442_at	IL1RL1	-7.84930944649e-06
210998_s_at	HGF	-8.24929695861e-06
212114_at	ATXN7L3B	-8.70149560595e-06
206379_at	EYA3	-8.7900540324e-06
200930_s_at	VCL	-8.99582737473e-06
216046_at	-666	9.39340365993e-06
215817_at	SERPINB13	9.8927528812e-06
216758_at	-666	9.94129217149e-06
208283_at	GAGE1	1.0133458376e-05
AFFX-r2-Ec-bioD-5_at	-666	1.02637671616e-05
215600_x_at	FBXW12	1.03640225588e-05
217170_at	-666	-1.04868566117e-05
208271_at	PAPOLB	1.06132342305e-05
217115_at	-666	1.07978552918e-05
213715_s_at	KANK3	-1.12881827507e-05
211254_x_at	RHAG	1.13860241327e-05
218924_s_at	CTBS	-1.14501099329e-05
214018_at	GRIP1	1.15875047346e-05
211702_s_at	USP32	1.16201772043e-05
208504_x_at	PCDHB11	-1.18279579354e-05
206196_s_at	RUNDC3A	1.25297124114e-05
217303_s_at	ADRB3	1.27006073962e-05
214089_at	-666	-1.32028517111e-05
207276_at	CDR1	-1.321144535e-05
216878_x_at	HAB1	1.40963071034e-05
219425_at	SULT4A1	1.45698022857e-05
221579_s_at	NUDT3	-1.49771750699e-05
208396_s_at	PDE1A	-1.55926322977e-05
221945_at	FBXO41	-1.56193052976e-05
213530_at	RAB3GAP1	1.56569264447e-05
219364_at	DHX58	1.64708454877e-05
210405_x_at	TNFRSF10B	-1.65042420558e-05
211491_at	ADRA1A	1.65396151125e-05
204002_s_at	ICA1	1.67478021282e-05
208630_at	HADHA	1.67646170452e-05
207662_at	TBX1	1.68829068839e-05
221298_s_at	SLC22A8	-1.70558172785e-05
202359_s_at	SNX19	1.75526736308e-05
215674_at	-666	1.7582100491e-05
216324_at	-666	-1.77817057728e-05
210826_x_at	RAD17	-1.78960559499e-05
217299_s_at	NBN	-1.80285955768e-05
216264_s_at	LAMB2	1.84312352317e-05
219433_at	BCOR	1.86075276505e-05
205743_at	STAC	-1.89835291358e-05
222074_at	UROD	1.90910095457e-05
211431_s_at	TYRO3	1.93341659132e-05
222059_at	ZNF335	1.95287479197e-05
200905_x_at	HLA-E	1.96209464347e-05
211796_s_at	-666	-1.96713905941e-05
217447_at	MAG	1.98089479397e-05
210754_s_at	LYN	-1.98232449219e-05
210007_s_at	GPD2	1.99561103784e-05
215441_at	-666	2.00589104979e-05
215354_s_at	PELP1	-2.00816465093e-05
207745_at	CABP2	2.02628251842e-05
217151_at	-666	2.05036168518e-05
210806_at	TTLL5	-2.05163489637e-05
214702_at	FN1	-2.13057412386e-05
208833_s_at	ATXN10	2.13310205312e-05
206190_at	GPR17	2.15289593466e-05
202460_s_at	LPIN2	-2.23823875917e-05
207348_s_at	LIG3	-2.27337287623e-05
219456_s_at	RIN3	-2.28032485613e-05
217697_at	-666	2.29966931834e-05
208037_s_at	MADCAM1	2.3100512437e-05
211145_x_at	IFNA21	-2.31227746929e-05
214942_at	RBM34	2.3610130246e-05
217867_x_at	BACE2	2.36473491272e-05
210636_at	PPARD	2.40230526505e-05
222211_x_at	SCAND2	2.41127776636e-05
217213_at	SLC6A2	2.41758543973e-05
213593_s_at	TRA2A	-2.44348358238e-05
219141_s_at	AMBRA1	-2.44786662785e-05
209873_s_at	PKP3	-2.48212775609e-05
211490_at	ADRA1A	-2.51734037322e-05
218828_at	PLSCR3	2.52380682923e-05
211590_x_at	TBXA2R	-2.52601362235e-05
207921_x_at	PAX8	-2.53535544487e-05
220267_at	KRT24	-2.54577185078e-05
202630_at	APPBP2	-2.61156442746e-05
208610_s_at	SRRM2	-2.63833231333e-05
217696_at	FUT7	2.64551576321e-05
215337_at	-666	-2.66716766687e-05
204488_at	DOLK	-2.67212311212e-05
210931_at	RNF6	2.70957885799e-05
220478_at	APOL5	2.73149558932e-05
212183_at	NUDT4	-2.75844825829e-05
210499_s_at	PQBP1	2.80919631281e-05
215957_at	UBE2D1	2.8208291888e-05
216585_at	-666	-2.82158869985e-05
208670_s_at	EID1	-2.8422136207e-05
207032_s_at	CRISP1	2.85060588102e-05
221138_s_at	-666	-2.86431089073e-05
216489_at	TRPM3	-2.86982305851e-05
200834_s_at	RPS21	2.87077090698e-05
212727_at	DLG3	2.95738458198e-05
212503_s_at	DIP2C	-2.95902377698e-05
213817_at	IRAK3	-2.99558483284e-05
201990_s_at	CREBL2	-3.02024722141e-05
215520_at	PYGO1	3.07067601271e-05
210955_at	CASP10	3.07974414654e-05
213120_at	UHRF1BP1L	-3.08846808568e-05
202276_at	SHFM1	-3.16402970031e-05
221533_at	FAM162A	3.2070591092e-05
201663_s_at	SMC4	3.21971181488e-05
207771_at	SLC5A2	-3.2291868724e-05
216974_at	-666	-3.23559268295e-05
