	gene_symbol	0.37
212512_s_at	CARM1	5.64084868156e-08
219822_at	MTRF1	-5.31176023048e-07
216294_s_at	KIAA1109	6.34680085582e-07
208042_at	AGGF1	-9.55989084681e-07
220373_at	DCHS2	-9.81917055199e-07
202271_at	FBXO28	1.02895677857e-06
210035_s_at	-666	1.35875199578e-06
219657_s_at	KLF3	1.9501167072e-06
207578_s_at	HTR4	2.02585011081e-06
212948_at	CAMTA2	2.03693284487e-06
215956_at	-666	-2.16849113022e-06
208350_at	CSN1S1	-2.49431061744e-06
202722_s_at	GFPT1	-2.6094139208e-06
211483_x_at	CAMK2B	-2.62656386079e-06
206832_s_at	SEMA3F	2.85462278725e-06
219989_s_at	ANKS1B	-3.17315319506e-06
221396_at	TAS2R7	3.19660430816e-06
202355_s_at	GTF2F1	3.4442719588e-06
215810_x_at	DST	-3.53143468744e-06
213333_at	MDH2	-3.54652315989e-06
206013_s_at	ACTL6B	3.68499952959e-06
208266_at	-666	-3.81972114735e-06
221303_at	PCDHB1	3.93806628007e-06
216928_at	TAL1	-4.39169394529e-06
215432_at	ACSM1	4.51094756013e-06
208420_x_at	SUPT6H	4.60095481169e-06
203540_at	GFAP	-4.67146615874e-06
217971_at	LAMTOR3	-4.70597175016e-06
212084_at	TEX261	-4.94341927333e-06
200816_s_at	PAFAH1B1	5.21170420866e-06
203850_s_at	KIF1A	5.34154545063e-06
205911_at	PTH1R	-5.73472193207e-06
207218_at	F9	-6.5527243748e-06
210794_s_at	MEG3	-7.00732780246e-06
216053_x_at	FAM182A	7.46400815626e-06
206399_x_at	CACNA1A	-7.4965964641e-06
204933_s_at	TNFRSF11B	8.57229631979e-06
202938_x_at	-666	-8.7838897204e-06
212340_at	YIPF6	8.86488904407e-06
200814_at	PSME1	8.88980529235e-06
217323_at	HLA-DRB6	-9.50182550044e-06
216784_at	-666	-9.6261905668e-06
206449_s_at	MASP1	1.00690737632e-05
221189_s_at	TARS2	1.01126756923e-05
208752_x_at	NAP1L1	-1.0132442242e-05
216337_at	-666	1.01490023877e-05
214081_at	PLXDC1	1.02461772113e-05
211760_s_at	VAMP4	1.03372830366e-05
211918_x_at	PAPPA2	-1.09236275214e-05
217470_at	-666	-1.10615049414e-05
217104_at	ST20	1.17265866355e-05
200930_s_at	VCL	-1.25417991281e-05
205389_s_at	ANK1	1.31862861725e-05
219432_at	EVC	-1.32731702185e-05
211382_s_at	TACC2	1.34714696149e-05
212283_at	AGRN	-1.34752321326e-05
219831_at	CDKL3	1.36193683283e-05
219310_at	SYNDIG1	1.43105381434e-05
202839_s_at	NDUFB7	-1.43585908403e-05
205930_at	GTF2E1	1.45556621988e-05
214625_s_at	MINK1	-1.46074861562e-05
217565_at	GRIA3	1.48272865807e-05
203632_s_at	GPRC5B	1.52195751052e-05
216075_at	-666	1.52846650418e-05
215170_s_at	CEP152	1.55292832495e-05
216893_s_at	COL4A3	1.61803936217e-05
202945_at	FPGS	-1.71538489527e-05
212934_at	UBXN2B	1.73062844277e-05
200084_at	C11ORF58	1.7307181817e-05
207950_s_at	ANK3	1.73646800283e-05
209518_at	SMARCD1	1.77641713528e-05
201670_s_at	MARCKS	1.80473509283e-05
201739_at	SGK1	1.80606508385e-05
212419_at	ZCCHC24	1.80915885574e-05
213933_at	PTGER3	-1.8233933581e-05
208764_s_at	ATP5G2	-1.83230487255e-05
215673_at	TEF	-1.84353181519e-05
38918_at	SOX13	-1.90126443047e-05
206789_s_at	POU2F1	1.91156504926e-05
217687_at	ADCY2	-1.91202919438e-05
221354_s_at	MCHR1	-1.9165249681e-05
200709_at	FKBP1A	1.96650271869e-05
215250_at	TMEM111	1.98037552758e-05
207245_at	UGT2B17	1.99748198231e-05
203019_x_at	SSX2IP	2.02142031121e-05
209976_s_at	CYP2E1	2.02784262108e-05
200946_x_at	GLUD1	2.08015685754e-05
202660_at	ITPR2	2.09164942284e-05
219050_s_at	ZNHIT2	-2.10819209446e-05
220100_at	SLC22A11	-2.10865266097e-05
215611_at	TCF12	-2.11680338246e-05
207772_s_at	PRMT8	-2.11906539384e-05
208365_s_at	GRK4	-2.13391353322e-05
217020_at	RARB	-2.14964167839e-05
221476_s_at	RPL15	2.15982860438e-05
213324_at	SRC	2.16846902038e-05
209217_s_at	WDR45	2.17441234587e-05
222248_s_at	SIRT4	-2.18260440129e-05
207498_s_at	CYP2D6	2.18551243636e-05
202727_s_at	IFNGR1	2.22475503799e-05
220415_at	TNNI3K	2.25056154317e-05
219315_s_at	TMEM204	-2.26404735491e-05
207369_at	BRS3	2.26510860674e-05
220868_s_at	SLC7A10	2.27551462918e-05
204067_at	SUOX	-2.28491718546e-05
208464_at	GRIA4	2.28854239617e-05
216800_at	-666	2.33856500514e-05
204140_at	TPST1	-2.34500814567e-05
209637_s_at	RGS12	-2.3742030919e-05
217615_at	-666	2.3918273774e-05
205579_at	HRH1	-2.41434271969e-05
215831_at	-666	-2.5023484071e-05
212349_at	POFUT1	2.5287284819e-05
206056_x_at	SPN	2.58504096935e-05
203752_s_at	JUND	-2.61056076504e-05
218651_s_at	LARP6	2.63482609625e-05
220282_at	RIC3	2.6447164409e-05
204868_at	ICT1	2.6542632623e-05
202197_at	MTMR3	2.65612189677e-05
209636_at	NFKB2	-2.65724988479e-05
220018_at	CBLL1	-2.74524026318e-05
219719_at	HIGD1B	-2.77864159712e-05
201805_at	PRKAG1	2.79106671466e-05
206472_s_at	TLE3	2.86831137873e-05
206521_s_at	GTF2A1	-2.87330991006e-05
