	gene_symbol	0.12
206891_at	ACTN3	2.00631890974e-07
211483_x_at	CAMK2B	6.11553631214e-07
211805_s_at	SLC8A1	-8.65888912936e-07
221895_at	MOSPD2	9.22269739186e-07
202023_at	EFNA1	-1.01139720342e-06
201760_s_at	WSB2	-1.04789253392e-06
215110_at	MBL1P	1.08032531109e-06
206591_at	RAG1	-1.44476147013e-06
204630_s_at	GOSR1	-1.59112534006e-06
216775_at	USP53	2.53004572563e-06
212561_at	DENND5A	2.57428655364e-06
217539_at	C18ORF25	-3.07984198785e-06
211441_x_at	CYP3A43	4.57403838336e-06
222157_s_at	WDR48	5.04685514376e-06
202659_at	PSMB10	5.06933596017e-06
214676_x_at	MUC3A	-5.2819818211e-06
220727_at	KCNK10	5.43918012905e-06
211688_x_at	-666	5.44762580447e-06
217367_s_at	ZHX3	-5.48597593195e-06
207136_at	ARR3	-5.54679423282e-06
207851_s_at	INSR	5.64570148402e-06
220264_s_at	GPR107	-5.68358680126e-06
214871_x_at	LOC100287590	5.85020024581e-06
206079_at	CHML	6.4335521791e-06
210200_at	WWP2	-7.92561974485e-06
206779_s_at	ASMT	8.15171023646e-06
207470_at	-666	8.3085669074e-06
206798_x_at	DLEC1	-8.57642020942e-06
211462_s_at	TBL1Y	-8.64119158524e-06
206759_at	FCER2	-8.95240712585e-06
215320_at	FAM75C2	-9.08946657653e-06
210813_s_at	XRCC4	9.28728556328e-06
208169_s_at	PTGER3	9.78189605014e-06
216124_at	-666	-9.78937846144e-06
214021_x_at	ITGB5	-9.91963853543e-06
207379_at	EDIL3	1.0275650594e-05
214884_at	MCF2	-1.02850216968e-05
212546_s_at	FRYL	1.0332430171e-05
209973_at	NFKBIL1	1.03475990718e-05
216889_s_at	HNF4A	-1.05328868435e-05
201326_at	CCT6A	1.07052795298e-05
211072_x_at	TUBA1B	-1.07433215484e-05
222017_x_at	LRCH4	-1.12746783818e-05
202726_at	LIG1	1.2056120276e-05
221383_at	NMUR1	-1.23102828631e-05
215868_x_at	-666	1.24202159131e-05
212958_x_at	PAM	-1.25979691108e-05
211803_at	CDK2	-1.27674820641e-05
204586_at	BSN	1.2938693421e-05
207815_at	PF4V1	-1.34537701727e-05
202490_at	IKBKAP	-1.37655632356e-05
215057_at	LOC100272228	1.38887661427e-05
205203_at	PLD1	-1.41305140253e-05
207320_x_at	STAU1	1.43441854887e-05
211001_at	TRIM29	-1.44261393767e-05
37232_at	KIAA0586	1.4504659628e-05
211102_s_at	LILRA2	-1.50513610302e-05
215953_at	DKFZP564C196	-1.52594308703e-05
207994_s_at	OPRM1	-1.53309387211e-05
217532_x_at	-666	-1.53865330793e-05
207593_at	ABCG4	-1.56690091547e-05
209001_s_at	ANAPC13	-1.60923585344e-05
211232_x_at	GLP1R	-1.70636314566e-05
210772_at	FPR2	1.71101177588e-05
215060_at	-666	-1.72083682933e-05
221788_at	PGM3	1.72174788805e-05
208132_x_at	PRRC2A	1.75551641892e-05
207755_at	-666	1.76179993502e-05
220172_at	DCAF17	1.78824399588e-05
217113_at	AMACR	1.81310673211e-05
215692_s_at	MPPED2	-1.82866332525e-05
210106_at	RDH5	1.84236511593e-05
210456_at	PCYT1B	1.84318091781e-05
200881_s_at	DNAJA1	1.85136999095e-05
216838_at	LOC92249	1.86758549734e-05
208811_s_at	-666	-1.888606262e-05
205949_at	CA1	-1.90044441402e-05
208638_at	PDIA6	1.91866399181e-05
221176_x_at	-666	1.92622382748e-05
208887_at	EIF3G	-1.93986821865e-05
217886_at	EPS15	1.95650367327e-05
205400_at	WAS	2.00547516909e-05
211331_x_at	HFE	2.01087807485e-05
210430_x_at	RHD	-2.02362479717e-05
217007_s_at	ADAM15	2.02478894176e-05
217671_at	-666	-2.0332831009e-05
210335_at	RASSF9	2.08369030171e-05
213379_at	COQ2	2.10382814076e-05
222086_s_at	WNT6	2.12863584546e-05
217225_x_at	-666	2.13417047523e-05
203350_at	AP1G1	2.15642335969e-05
208016_s_at	AGTR1	2.15940006667e-05
