	gene_symbol	3.33
216967_at	GAP43	-6.60055651979e-07
205440_s_at	NPY1R	-1.23391911075e-06
212493_s_at	SETD2	1.42819959446e-06
211820_x_at	GYPA	1.57717722451e-06
221186_at	LOC100131532	-1.69012636679e-06
207451_at	NKX2-8	-1.81041104699e-06
210971_s_at	ARNTL	-2.6796651535e-06
210425_x_at	GOLGA8B	-3.32579507045e-06
204177_s_at	KLHL20	-3.39046631817e-06
209539_at	ARHGEF6	3.45680941428e-06
220251_at	DIEXF	-3.61202016823e-06
212504_at	DIP2C	3.90755281079e-06
215433_at	DPY19L1	-3.97419958745e-06
211097_s_at	PBX2	4.42206826851e-06
207045_at	CCDC132	-4.58550797374e-06
218449_at	UFSP2	-4.60463262649e-06
216946_at	HLA-DOA	-4.61604893806e-06
222107_x_at	LZTS1	-4.66771536007e-06
214204_at	PACRG	5.36341986892e-06
215469_at	-666	-5.44856392181e-06
217128_s_at	CAMK1G	-5.51005025911e-06
215683_at	RBFA	5.59094770614e-06
208432_s_at	CACNA1E	-5.61564425361e-06
216957_at	USP22	-5.84895697953e-06
216569_at	-666	5.86396306496e-06
219724_s_at	KIAA0748	6.20424417395e-06
206538_at	MRAS	-6.58864916583e-06
221224_s_at	DCAKD	-7.08816395686e-06
214521_at	HES2	7.54157659014e-06
205740_s_at	RBM42	7.70395924355e-06
216106_at	LOC145678	-7.71118137763e-06
217429_at	-666	8.07942699538e-06
216213_at	NEK1	-8.3109998647e-06
205223_at	DEPDC5	8.46671970163e-06
209742_s_at	MYL2	-8.63471506167e-06
208276_at	-666	8.73225959039e-06
201610_at	ICMT	8.77714165872e-06
208466_at	RAB3D	8.81347479952e-06
222188_at	C9ORF156	9.24630057686e-06
215660_s_at	MAST2	9.25506176611e-06
200602_at	APP	9.78122107958e-06
202044_at	ARHGAP35	9.85865217361e-06
222176_at	PTEN	-1.04332997564e-05
206969_at	KRT34	-1.14611532359e-05
214436_at	FBXL2	1.19137766089e-05
221704_s_at	VPS37B	-1.1961582375e-05
212962_at	SYDE1	-1.20935451826e-05
202172_at	VEZF1	1.29559937534e-05
218878_s_at	SIRT1	1.31089857779e-05
216391_s_at	KLHL1	1.32053177929e-05
216482_x_at	ZNF79	-1.33150391703e-05
203431_s_at	ARHGAP32	-1.42997575009e-05
219594_at	NINJ2	-1.44182267062e-05
220852_at	PRO1768	-1.45567297283e-05
212632_at	STX7	-1.46757380847e-05
201957_at	PPP1R12B	1.52879182712e-05
216927_at	MAU2	1.54239899891e-05
205222_at	EHHADH	1.55663078403e-05
211907_s_at	PARD6B	1.57891335952e-05
221097_s_at	KCNMB2	-1.70887088715e-05
207119_at	PRKG1	-1.73010194701e-05
213584_s_at	CREBZF	1.73722957109e-05
47083_at	C7ORF26	-1.75639340211e-05
216731_s_at	-666	1.76622899262e-05
219695_at	SMPD3	1.76630740405e-05
207844_at	IL13	1.78753354191e-05
203850_s_at	KIF1A	-1.84361000678e-05
207089_at	NRAP	-1.91201045545e-05
213402_at	ZNF787	-1.92699364177e-05
206515_at	CYP4F3	-2.03933103807e-05
208761_s_at	SUMO1	2.11989405761e-05
204530_s_at	TOX	2.13558735448e-05
216922_x_at	-666	2.13582845287e-05
211579_at	ITGB3	2.14128124307e-05
206310_at	SPINK2	2.1823818392e-05
213176_s_at	LTBP4	2.21112673067e-05
213498_at	CREB3L1	-2.23035231066e-05
220107_s_at	FAM164C	2.23426925817e-05
214828_s_at	-666	2.23431075963e-05
219382_at	SERTAD3	2.26967436268e-05
215580_at	MCM3AP	2.28640948843e-05
208123_at	KCNB2	2.28643698039e-05
200068_s_at	CANX	2.37439930467e-05
222114_x_at	WDR55	2.3884859056e-05
216632_at	NAV3	2.41094338119e-05
203158_s_at	GLS	-2.42692393809e-05
211922_s_at	CAT	2.44779145009e-05
209984_at	KDM4C	-2.48955439131e-05
215608_at	-666	2.49677814775e-05
208587_s_at	-666	-2.50311458912e-05
207497_s_at	MS4A2	2.57025216518e-05
208720_s_at	RBM39	-2.58396329147e-05
209203_s_at	BICD2	-2.60432899875e-05
214270_s_at	MAPRE3	-2.61321082466e-05
217334_at	OR2J3	2.6527181302e-05
221362_at	HTR5A	-2.661178509e-05
215979_s_at	-666	-2.68643022493e-05
219043_s_at	-666	-2.76069739402e-05
204250_s_at	CEP164	-2.78151935372e-05
203539_s_at	-666	-2.83665161028e-05
210817_s_at	CALCOCO2	2.83835506876e-05
220965_s_at	RSPH6A	-2.8824823341e-05
215749_s_at	GORASP1	-2.88283141317e-05
203782_s_at	POLRMT	2.9355597815e-05
220766_at	BTG4	2.97293564039e-05
216196_at	-666	-2.98714395378e-05
216411_s_at	GALK2	-3.01352854639e-05
217648_at	-666	-3.0509597762e-05
211870_s_at	PCDHA3	3.05213385423e-05
207660_at	DMD	3.10264742625e-05
200948_at	MLF2	-3.11202757354e-05
204629_at	PARVB	3.13826854998e-05
204098_at	RBMX2	3.16391622604e-05
207374_at	PLSCR2	-3.19069996855e-05
205919_at	HBE1	3.20305666418e-05
206733_at	TULP2	-3.21465160217e-05
213884_s_at	TRIM3	3.25213628426e-05
207661_s_at	SH3PXD2A	3.29736920325e-05
210822_at	RPL13P5	-3.30306112725e-05
208958_at	ERP44	3.40645437264e-05
215882_at	CEP152	-3.47755520309e-05
215541_s_at	DIAPH1	3.48023134e-05
207836_s_at	RBPMS	-3.50893113332e-05
220536_at	VRTN	-3.51266233082e-05
215005_at	NECAB2	3.51467993485e-05
217375_at	-666	3.51917398161e-05
217735_s_at	EIF2AK1	-3.53087712139e-05
211133_x_at	-666	-3.59887075129e-05
222058_at	-666	-3.60376245406e-05
217380_s_at	XPNPEP1	3.6663891274e-05
215825_at	-666	3.68590557515e-05
204816_s_at	DHX34	-3.70003830647e-05
220923_s_at	PNMA3	-3.70341291899e-05
221418_s_at	MED16	-3.76218872375e-05
208421_at	-666	3.77873574343e-05
211369_at	-666	-3.79568198333e-05
210704_at	FEZ2	-3.80542299055e-05
209142_s_at	UBE2G1	3.83030558076e-05
206579_at	ZNF192	3.91063445969e-05
218450_at	HEBP1	3.93143779953e-05
207491_at	MOGAT2	-3.99255746923e-05
218732_at	PTRH2	4.02182987404e-05
205608_s_at	ANGPT1	-4.05386833672e-05
210581_x_at	PATZ1	4.06069570574e-05
201968_s_at	PGM1	4.08190162654e-05
212599_at	AUTS2	4.08478087114e-05
214478_at	SPP2	-4.08528998807e-05
221241_s_at	BCL2L14	-4.09927999639e-05
218109_s_at	MFSD1	4.13424979832e-05
203743_s_at	TDG	4.14097310819e-05
219816_s_at	RBM23	-4.15681507442e-05
208141_s_at	DOHH	4.17364953565e-05
220814_at	-666	4.19268212494e-05
214457_at	HOXA2	4.21379247969e-05
211544_s_at	GHRHR	4.25856387367e-05
201326_at	CCT6A	4.26585399385e-05
212700_x_at	-666	-4.26622214262e-05
214450_at	CTSW	-4.27328932299e-05
222053_at	TAF6L	-4.29739437587e-05
217322_x_at	-666	-4.30565378862e-05
205113_at	NEFM	-4.31140458604e-05
220834_at	MS4A12	-4.35227017379e-05
220149_at	C2ORF54	4.35957966296e-05
216846_at	-666	4.3842240563e-05
207520_at	-666	4.38933477296e-05
213950_s_at	-666	-4.42165128326e-05
204042_at	WASF3	-4.42894551276e-05
213499_at	CLCN2	4.43482799542e-05
221467_at	MC4R	4.44056708189e-05
204078_at	LEPREL4	4.49332598331e-05
210991_s_at	RIMS3	4.50173735668e-05
204227_s_at	TK2	-4.54339358422e-05
201659_s_at	ARL1	-4.5895406241e-05
221394_at	TAAR2	-4.62102649115e-05
222368_at	-666	-4.62302290768e-05
207331_at	-666	4.62518552621e-05
200061_s_at	RPS24	-4.65363518482e-05
220717_at	ADAMTS20	-4.65595528763e-05
210410_s_at	-666	4.67317645273e-05
220672_at	PPP4R4	4.67589092565e-05
221807_s_at	TRABD	4.69391217251e-05
213684_s_at	PDLIM5	-4.69971522232e-05
217806_s_at	POLDIP2	4.72593262858e-05
205799_s_at	SLC3A1	-4.75497254032e-05
208353_x_at	ANK1	-4.75781828645e-05
210578_at	TRIM10	4.76202393801e-05
208401_s_at	GLP1R	-4.7870921398e-05
