	gene_symbol	0.04
222305_at	HK2	6.29560985494e-08
220726_at	-666	1.05078166885e-07
215480_at	KIAA0509	-1.53887475976e-07
209235_at	CLCN7	-3.05050534525e-07
205369_x_at	DBT	6.46466637228e-07
216331_at	ITGA7	-1.10000263167e-06
220951_s_at	A1CF	-1.17984380846e-06
215831_at	-666	-1.746350996e-06
216452_at	TRPM3	-1.80096092006e-06
214991_s_at	PIGO	-1.97452918987e-06
219110_at	GAR1	2.59696198743e-06
214402_s_at	SFI1	2.91583397588e-06
210034_s_at	RPL5	3.03775513652e-06
206988_at	CCL25	-3.22771364384e-06
215088_s_at	SDHC	-3.53150148104e-06
212648_at	DHX29	-3.66854983656e-06
216535_at	CADM3	-4.0268273539e-06
200913_at	PPM1G	-4.83612177565e-06
201412_at	LRP10	5.40276499753e-06
220810_at	CLCA3P	5.88622255413e-06
218315_s_at	CDK5RAP1	-5.91631425867e-06
205625_s_at	CALB1	-5.98491522224e-06
214367_at	RASGRP2	-6.22090690801e-06
222193_at	C2ORF43	6.24859638422e-06
201072_s_at	SMARCC1	-6.45955854251e-06
207960_at	-666	-6.55810654392e-06
217407_x_at	PPIL2	6.82524547611e-06
204702_s_at	NFE2L3	-6.86531188715e-06
204767_s_at	FEN1	-6.95329453966e-06
221089_at	NOX3	-7.06210651792e-06
207661_s_at	SH3PXD2A	-7.06823576704e-06
213511_s_at	MTMR1	-7.6199955395e-06
207548_at	GRM7	7.65084963241e-06
209401_s_at	SLC12A4	7.8322310156e-06
201796_s_at	VARS	-7.96237438113e-06
205287_s_at	TFAP2C	7.9675122132e-06
217958_at	TRAPPC4	-8.29803603885e-06
205426_s_at	HIP1	-8.85356136259e-06
209405_s_at	FAM3A	-8.94115754767e-06
211461_at	-666	-8.98540538013e-06
51226_at	-666	-9.18688247229e-06
207998_s_at	CACNA1D	9.26604318268e-06
216857_at	IL23A	-9.31593720418e-06
208069_x_at	-666	-9.47526963008e-06
219318_x_at	MED31	-9.59232150131e-06
216102_at	PHLDB1	9.60794979187e-06
221182_at	C1ORF129	9.66515427739e-06
216029_at	-666	9.98621225013e-06
207892_at	CD40LG	1.00245934373e-05
214570_x_at	-666	1.01086546767e-05
217705_at	PRKD1	1.07754035578e-05
217261_at	-666	-1.07901137011e-05
220954_s_at	PILRB	-1.12413177505e-05
59705_at	SCLY	-1.17021313679e-05
221202_at	-666	-1.17542420156e-05
211365_s_at	PCDHA2	-1.17766974135e-05
216476_at	-666	1.18690704565e-05
219403_s_at	HPSE	1.21457895263e-05
215722_s_at	SNRPA1	-1.21550657313e-05
215246_at	LARP7	1.22016430383e-05
210545_at	ITSN2	-1.22353121155e-05
215130_s_at	IQCK	-1.24113219867e-05
221033_s_at	RNF17	1.300766496e-05
203246_s_at	NPRL2	1.33869871063e-05
216084_at	FAM205B	1.37003329154e-05
207583_at	ABCD2	-1.40472021897e-05
206304_at	MYBPH	-1.41342575113e-05
217060_at	-666	1.46156864673e-05
210679_x_at	-666	-1.52170861267e-05
200970_s_at	SERP1	1.55197577396e-05
220218_at	C9ORF68	1.669504411e-05
208965_s_at	IFI16	1.67151537304e-05
214117_s_at	BTD	1.68010082093e-05
217217_at	-666	1.69132514873e-05
206869_at	CHAD	1.77152073586e-05
218354_at	TRAPPC2L	1.77321533946e-05
213484_at	-666	-1.79200300761e-05
208182_x_at	IFNA14	1.8273250721e-05
206557_at	ZNF702P	-1.84524319825e-05
206122_at	SOX15	1.89034647987e-05
221515_s_at	LCMT1	-2.00271620206e-05
207877_s_at	NVL	2.01422714763e-05
216761_at	-666	2.02086255742e-05
216734_s_at	CXCR5	-2.05906464115e-05
211348_s_at	CDC14B	-2.07184903478e-05
210278_s_at	AP4S1	2.07803872068e-05
206091_at	MATN3	2.09131463999e-05
212407_at	METTL13	-2.11462825735e-05
217024_x_at	SIRPA	-2.13354734673e-05
216514_at	-666	-2.1634572658e-05
214488_at	RAP2B	-2.16887319823e-05
206692_at	KCNJ10	2.20229523519e-05
221801_x_at	NEFL	-2.20523966687e-05
216543_at	LOC100093698	2.25688949547e-05
210037_s_at	NOS2	2.26455304822e-05
211632_at	-666	-2.27912337256e-05
209988_s_at	ASCL1	-2.28144425328e-05
200649_at	NUCB1	2.32223319227e-05
202647_s_at	NRAS	-2.35773848221e-05
211034_s_at	C12ORF51	-2.3618164655e-05
217345_at	-666	2.36815760149e-05
217156_at	-666	2.40742908977e-05
211904_x_at	RAD52	-2.45370602627e-05
216332_at	POU6F1	2.49063210724e-05
203241_at	UVRAG	-2.501966123e-05
210412_at	GRIN2B	-2.52836832257e-05
221993_s_at	C16ORF42	-2.53119317109e-05
220479_at	CPS1-IT1	2.62503646409e-05
206261_at	ZNF239	2.68480388157e-05
214821_at	SLC25A4	2.69863699074e-05
216982_x_at	-666	2.70242770817e-05
214347_s_at	DDC	-2.70711303823e-05
219588_s_at	NCAPG2	2.71972145396e-05
203333_at	KIFAP3	2.72285066514e-05
213965_s_at	CHD5	-2.81054758331e-05
213705_at	-666	2.82683736647e-05
216036_x_at	WDTC1	-2.8538665457e-05
210147_at	ART3	-2.85866333795e-05
217183_at	LDLR	2.9643787856e-05
220019_s_at	ZNF224	2.96853975421e-05
207327_at	EYA4	-2.97578640412e-05
215196_at	-666	-3.00245944038e-05
213859_x_at	SMARCA5	-3.02895603447e-05
211181_x_at	RUNX1	3.04238675129e-05
207167_at	CD101	-3.04604176471e-05
206424_at	CYP26A1	-3.05404548972e-05
204473_s_at	ZNF592	-3.05475262958e-05
206570_s_at	PSG11	-3.06736984492e-05
219930_at	KLF8	3.06839105376e-05
219173_at	MYO15B	-3.10509605911e-05
214932_at	KIDINS220	-3.10752255164e-05
214569_at	IFNA5	-3.17334884206e-05
221108_at	C22ORF43	-3.18759854621e-05
208443_x_at	SHOX2	-3.20539028901e-05
221067_s_at	C12ORF39	3.2101676658e-05
207446_at	TLR6	3.22041934107e-05
208115_x_at	C10ORF137	-3.22566955731e-05
216089_at	MCFD2	3.34600379039e-05
204738_s_at	KRIT1	-3.34706327249e-05
206699_x_at	NPAS1	-3.42683042347e-05
207844_at	IL13	-3.4823314846e-05
205578_at	ROR2	3.49722787635e-05
212939_at	COL6A1	-3.53702906343e-05
212680_x_at	PPP1R14B	-3.54380008347e-05
219884_at	LHX6	3.56489870527e-05
209912_s_at	KIAA0415	-3.63029970663e-05
208758_at	ATIC	3.63146565037e-05
202140_s_at	CLK3	-3.66154425223e-05
211287_x_at	CSF2RA	-3.67231902545e-05
220315_at	PARP11	3.68799686694e-05
203799_at	CD302	-3.69326334537e-05
220846_s_at	-666	3.69874405802e-05
204259_at	MMP7	-3.71304220451e-05
212115_at	HN1L	-3.71533475805e-05
204227_s_at	TK2	-3.7574416274e-05
219366_at	AVEN	3.76704512094e-05
205861_at	SPIB	3.77916496811e-05
218528_s_at	RNF38	3.81729630823e-05
205648_at	WNT2	-3.82357297892e-05
220821_at	GALR1	3.83882910162e-05
202179_at	BLMH	-3.85697666252e-05
214345_at	-666	-3.8820147717e-05
204342_at	SLC25A24	3.93490482496e-05
219373_at	DPM3	-3.94877593466e-05
208116_s_at	MAN1A1	-4.01092896503e-05
221456_at	TAS2R3	-4.06340040033e-05
216752_at	PIK3R4	4.07688934219e-05
209288_s_at	CDC42EP3	4.0873579322e-05
215989_at	CBX2	-4.11453666398e-05
217321_x_at	ATXN3	-4.15791373966e-05
203947_at	CSTF3	4.18160122026e-05
201452_at	RHEB	-4.18809091154e-05
215830_at	SHANK2	-4.19041530221e-05
