	gene_symbol	0.37
216099_at	HTR7P1	-3.90392006797e-08
220949_s_at	C7ORF49	3.64402713679e-07
208806_at	CHD3	4.73061991376e-07
214834_at	PAR5	-7.36318913877e-07
214809_at	LOC100294145	8.19520552546e-07
211060_x_at	GPAA1	1.18906827216e-06
201002_s_at	-666	1.538746694e-06
220231_at	C7ORF16	-1.82574894627e-06
213130_at	ZNF473	2.17157717888e-06
220000_at	SIGLEC5	2.52331462669e-06
210076_x_at	SERBP1	3.38106409361e-06
221737_at	GNA12	-3.97219363953e-06
216182_at	SYNJ2	3.99947999646e-06
206439_at	EPYC	4.04870677399e-06
221356_x_at	P2RX2	-4.24720541601e-06
220803_at	STAMBPL1	-4.35167159648e-06
206175_x_at	ZNF222	4.50744264738e-06
222267_at	TMEM209	-4.53845112942e-06
205131_x_at	CLEC11A	-4.82166716806e-06
211437_at	-666	5.15087972475e-06
206223_at	LMTK2	-5.21165998552e-06
218446_s_at	FAM18B1	5.28645833573e-06
207750_at	-666	5.2948704362e-06
207741_x_at	TPSAB1	-5.37527306247e-06
208584_at	SNCG	-5.63099743906e-06
213217_at	ADCY2	-5.79606274042e-06
217205_at	-666	-5.92847989326e-06
205169_at	RBBP5	6.20146445584e-06
211329_x_at	HFE	-6.38021174576e-06
214501_s_at	H2AFY	-6.78664985203e-06
210931_at	RNF6	7.41223919102e-06
214637_at	OSM	-8.04776831963e-06
207537_at	PFKFB1	-8.3612907022e-06
220291_at	GDPD2	-8.82399737486e-06
212781_at	RBBP6	9.0705856628e-06
211168_s_at	UPF1	9.21070154083e-06
216657_at	ATXN3	9.2113628472e-06
216839_at	LAMA2	-9.38035729943e-06
203519_s_at	UPF2	9.65749955485e-06
207575_at	GOLGA6A	9.69644537896e-06
216681_at	-666	9.73405242975e-06
217375_at	-666	1.00328329254e-05
216369_at	-666	1.00339019043e-05
217643_x_at	-666	1.00400194848e-05
215852_x_at	KIAA0889	-1.00995014202e-05
205735_s_at	AFF3	-1.08618131775e-05
210000_s_at	SOCS1	-1.10910481433e-05
207493_x_at	-666	-1.13278755171e-05
218385_at	MRPS18A	-1.13743982026e-05
217535_at	FAM49B	1.14221038111e-05
217291_at	CEACAM5	-1.16234492246e-05
208619_at	DDB1	1.23961069088e-05
201654_s_at	HSPG2	-1.2635418211e-05
211009_s_at	ZNF271	-1.28832462159e-05
217058_at	GNAS	1.32963280061e-05
204390_at	-666	1.33748383491e-05
215683_at	RBFA	1.33829812549e-05
206048_at	OVOL2	1.37598633334e-05
208483_x_at	KRT33A	1.4007104149e-05
207588_at	-666	-1.47141547403e-05
210726_at	CYP3A4	-1.47274697221e-05
220728_at	-666	-1.47849104716e-05
211845_at	PVRL1	1.4960138674e-05
220656_at	-666	-1.50154094396e-05
219716_at	APOL6	1.53600046621e-05
217412_at	TRD@	-1.57323349501e-05
211480_s_at	SLCO1A2	1.60284538627e-05
207349_s_at	UCP3	-1.6257753223e-05
216867_s_at	PDGFA	1.63484653479e-05
210404_x_at	CAMK2B	-1.65570440221e-05
214398_s_at	IKBKE	1.69611194668e-05
207780_at	CYLC2	-1.74132646684e-05
211625_s_at	DRD3	1.77953976546e-05
216138_at	-666	-1.80691685657e-05
213634_s_at	TRMU	1.81926569479e-05
201446_s_at	TIA1	1.84072904695e-05
211861_x_at	CD28	-1.8626601608e-05
