	gene_symbol	10.0
201297_s_at	MOB1A	-1.58096907001e-07
209366_x_at	CYB5A	5.99801081087e-07
216239_at	BBS9	-8.92582798072e-07
219138_at	RPL14	-9.7162870593e-07
209821_at	IL33	1.0716054965e-06
221696_s_at	STYK1	1.21498094594e-06
207102_at	AKR1D1	-1.28881844931e-06
200780_x_at	GNAS	1.84522865081e-06
206716_at	UMOD	2.56550009973e-06
217472_at	-666	2.79739582393e-06
217095_x_at	NCR1	-2.79882924487e-06
207287_at	FLJ14107	3.08223423489e-06
215394_at	PIK3C3	-3.3277589659e-06
218068_s_at	ZNF672	-3.46568735278e-06
215308_at	XRCC6	3.66256967198e-06
221322_at	NPVF	-3.69499902743e-06
222098_s_at	-666	-3.70558199843e-06
213791_at	PENK	-3.74335479903e-06
217186_at	ZNF259P1	-3.88518078761e-06
217681_at	-666	4.31537968753e-06
221557_s_at	LEF1	5.18882148422e-06
204262_s_at	PSEN2	5.19507512063e-06
219900_s_at	ZNF446	5.26285140088e-06
220030_at	STYK1	-5.47669199506e-06
200925_at	COX6A1	-6.01026714003e-06
215455_at	TIMELESS	6.22808966873e-06
216819_at	-666	-6.41120110251e-06
214386_at	-666	-6.46669117601e-06
222036_s_at	MCM4	-6.52861534517e-06
207609_s_at	CYP1A2	-6.86661736742e-06
214932_at	KIDINS220	-6.97158879207e-06
215661_at	MAST2	-7.19146457891e-06
215812_s_at	-666	-7.24806845196e-06
220997_s_at	DIAPH3	7.52049115527e-06
219821_s_at	GFOD1	7.96220745864e-06
39763_at	HPX	-8.24088012633e-06
200030_s_at	SLC25A3	8.29728707845e-06
220605_s_at	SIRT2	8.41329887557e-06
211168_s_at	UPF1	-8.44139552939e-06
201673_s_at	GYS1	-8.85533645981e-06
215061_at	METTL10	-8.94008965919e-06
215780_s_at	-666	-9.29977857341e-06
210927_x_at	JTB	-9.40513190201e-06
206888_s_at	ARHGDIG	9.54613227727e-06
216544_at	RBMY2FP	-9.78889850524e-06
221834_at	LONP2	1.03068789148e-05
211191_at	CD84	-1.04369128155e-05
222297_x_at	-666	-1.07086253077e-05
202956_at	ARFGEF1	-1.09555924236e-05
203272_s_at	TUSC2	1.106048091e-05
217092_x_at	RPL7	-1.12176209921e-05
213997_at	FAM189A1	-1.13682143838e-05
215263_at	-666	1.18707290282e-05
220806_x_at	GNG13	1.19527192994e-05
202684_s_at	RNMT	-1.19567941379e-05
204125_at	NDUFAF1	-1.19690832285e-05
204831_at	CDK8	-1.25227172627e-05
220715_at	-666	1.28012803117e-05
208163_s_at	OSBPL7	-1.28966045607e-05
203746_s_at	HCCS	-1.39371704078e-05
214828_s_at	-666	1.41498389492e-05
215762_at	-666	1.45099079867e-05
203265_s_at	MAP2K4	1.45823278707e-05
211347_at	CDC14B	1.46278530402e-05
215478_at	RIMS2	1.46651620011e-05
202587_s_at	AK1	1.48224036095e-05
207818_s_at	HTR7	-1.48883976527e-05
216739_at	-666	-1.50721575253e-05
207921_x_at	PAX8	-1.51171096613e-05
202734_at	TRIP10	1.52907491554e-05
216671_x_at	MUC8	-1.53299527099e-05
215879_at	ITGB1	-1.55147856942e-05
221391_at	TAS2R14	-1.55481511528e-05
211426_x_at	GNAQ	1.60633897764e-05
211604_x_at	HAP1	1.63031863851e-05
201904_s_at	CTDSPL	-1.64121999576e-05
220148_at	ALDH8A1	-1.6477520092e-05
205391_x_at	ANK1	-1.6495860715e-05
215376_at	-666	1.66771702726e-05
217644_s_at	SOS2	-1.69120175778e-05
209631_s_at	GPR37	1.75222576692e-05
218181_s_at	MAP4K4	1.75791778562e-05
208164_s_at	IL9R	-1.79628896089e-05
220357_s_at	SGK2	-1.80944050296e-05
215211_at	RRN3P1	-1.82879033596e-05
207448_at	POFUT2	1.85363666501e-05
206555_s_at	THUMPD1	1.86516471986e-05
211133_x_at	-666	1.88043187089e-05
208554_at	POU4F3	-1.9019250603e-05
208182_x_at	IFNA14	-1.90561826713e-05
220946_s_at	SETD2	1.9548288569e-05
202984_s_at	BAG5	-1.96165943794e-05
220732_at	PREX2	-1.96549758226e-05
210363_s_at	SCN2B	1.97036733142e-05
211237_s_at	FGFR4	-2.0732159943e-05
210288_at	KLRG1	-2.09734128542e-05
219034_at	PARP16	-2.14534053587e-05
215005_at	NECAB2	2.15206916171e-05
221341_s_at	-666	-2.16358186772e-05
216872_at	HR44	2.16929624624e-05
215757_at	PRKDC	-2.17087665042e-05
208770_s_at	EIF4EBP2	-2.1783227945e-05
210482_x_at	MAP2K5	-2.1889717997e-05
209848_s_at	PMEL	-2.21381641777e-05
215044_s_at	STAM2	-2.2257671518e-05
206168_at	ZC3H7B	-2.24819788999e-05
203975_s_at	CHAF1A	2.27191268628e-05
215520_at	PYGO1	-2.28757856781e-05
218525_s_at	HIF1AN	2.28986131647e-05
214952_at	NCAM1	2.30801355943e-05
219903_s_at	CYP2C8	2.35767024718e-05
204860_s_at	-666	2.45185817204e-05
217471_at	-666	2.45853122671e-05
205734_s_at	AFF3	2.45996601554e-05
215694_at	SPATA5L1	2.48798982777e-05
207466_at	GAL	2.49310005446e-05
201111_at	CSE1L	-2.51179058422e-05
205817_at	SIX1	2.55536732867e-05
206352_s_at	PEX10	2.55568242033e-05
220517_at	VPS13C	-2.62509215502e-05
214538_x_at	RGS6	-2.64321111557e-05
211825_s_at	-666	2.68507045932e-05
220281_at	SLC12A1	-2.70905069891e-05
215610_at	-666	2.74431415987e-05
208788_at	ELOVL5	-2.77124593579e-05
204509_at	CA12	2.78177958701e-05
216817_s_at	OR2H1	-2.79046857989e-05
211793_s_at	ABI2	-2.81133206077e-05
208529_at	BTF3P11	2.84402690989e-05
214585_s_at	VPS52	2.84809050213e-05
206536_s_at	XIAP	-2.86876513026e-05
215546_at	PSMD5	-2.90064336069e-05
217093_at	RNASE1	-2.92385499735e-05
202520_s_at	MLH1	2.95065046756e-05
217136_at	PPIAL4A	-3.01464419374e-05
220504_at	KERA	-3.05562397093e-05
201594_s_at	PPP4R1	-3.07678475747e-05
201764_at	TMEM106C	-3.08884528441e-05
218812_s_at	ORAI2	3.09111711963e-05
206175_x_at	ZNF222	-3.10781999137e-05
201179_s_at	GNAI3	3.1090894671e-05
216668_at	-666	-3.12900136733e-05
216023_at	KDM4B	-3.20630658798e-05
211735_x_at	SFTPC	-3.22487079362e-05
201853_s_at	CDC25B	-3.23103898954e-05
217335_at	FLJ11292	-3.28254225185e-05
220926_s_at	EDEM3	-3.29174839894e-05
211390_at	N4BP2L1	3.32686178217e-05
200757_s_at	CALU	-3.35646110066e-05
214555_at	SSTR5	-3.36180244566e-05
218444_at	ALG12	-3.39722347224e-05
219003_s_at	MANEA	3.39841908301e-05
216124_at	-666	3.4148537573e-05
211448_s_at	RGS6	3.43048841019e-05
208537_at	S1PR2	3.4653291388e-05
216205_s_at	MFN2	3.4834631511e-05
216838_at	LOC92249	-3.48634156513e-05
221263_s_at	SF3B5	-3.48683210442e-05
215644_at	ZNF518A	-3.49016396527e-05
204473_s_at	ZNF592	-3.57586803627e-05
211463_at	ZIC4	3.58144976198e-05
211465_x_at	FUT6	-3.61989943096e-05
214428_x_at	-666	3.62109902963e-05
216494_at	IGF2BP3	3.63186263085e-05
206893_at	SALL1	-3.63209039128e-05
216740_at	-666	3.63472658111e-05
