	gene_symbol	10.0
221303_at	PCDHB1	1.91277840195e-07
214412_at	-666	1.23775549215e-06
214625_s_at	MINK1	-1.39399255372e-06
203368_at	CRELD1	-1.41351764446e-06
37152_at	PPARD	1.46005605058e-06
201638_s_at	CPSF1	-1.65247879859e-06
214288_s_at	PSMB1	1.99427664495e-06
203707_at	ZNF263	2.14370615993e-06
37226_at	BNIP1	2.46853266717e-06
222350_at	-666	-3.11911022224e-06
204689_at	HHEX	3.2819701506e-06
218082_s_at	UBP1	-3.4438351398e-06
201025_at	EIF5B	3.92689914558e-06
207976_at	KLHL18	-3.92785274108e-06
214999_s_at	RAB11FIP3	-4.43180566917e-06
206270_at	PRKCG	-4.52692159134e-06
208225_at	FGFR2	4.70629487589e-06
213335_s_at	ST3GAL6	4.85055784119e-06
204651_at	NRF1	-5.08962154332e-06
202000_at	NDUFA6	5.12148032762e-06
202337_at	PMF1	5.24103148161e-06
216968_at	MASP2	-5.71693429944e-06
212476_at	ACAP2	-5.78213730017e-06
55872_at	ZNF512B	-5.92292976143e-06
207183_at	GPR19	-6.00839120489e-06
206935_at	PCDH8	-6.08134887614e-06
220492_s_at	OTOF	-6.20539660631e-06
215402_at	APPBP2	6.86570645486e-06
203161_s_at	RNF8	6.95231970264e-06
209088_s_at	UBN1	-7.07237553948e-06
214257_s_at	SEC22B	-7.08146440061e-06
211223_at	PROP1	-7.19805769067e-06
205947_s_at	VIPR2	7.53995785025e-06
216404_at	ATXN8OS	7.82970361015e-06
206967_at	CCNT1	-8.141644248e-06
221576_at	GDF15	8.70970379408e-06
205898_at	CX3CR1	8.71060573726e-06
213003_s_at	KIAA0146	-9.05871484047e-06
203839_s_at	TNK2	9.12333194548e-06
201508_at	IGFBP4	-9.20155052636e-06
220818_s_at	TRPC4	-9.2141066158e-06
47608_at	TJAP1	1.07337203988e-05
206148_at	IL3RA	-1.10899056584e-05
210403_s_at	KCNJ1	1.12249756238e-05
216586_at	-666	-1.16364175192e-05
221199_at	GFRA4	1.19054295704e-05
214186_s_at	HCG26	1.22412247027e-05
220514_at	-666	-1.23242087603e-05
210194_at	PLA2R1	-1.23994506468e-05
40255_at	DDX28	-1.43616763034e-05
210379_s_at	TLK1	-1.44577608858e-05
202916_s_at	FAM20B	-1.4503436841e-05
204900_x_at	SAP30	-1.4736813362e-05
214313_s_at	EIF5B	-1.47440505432e-05
205825_at	PCSK1	1.50008954673e-05
212976_at	LRRC8B	-1.51298357939e-05
209171_at	ITPA	-1.5189930858e-05
222049_s_at	RBP4	-1.54366606279e-05
207097_s_at	SLC17A2	1.56668370022e-05
212808_at	NFATC2IP	-1.58434934937e-05
205857_at	SLC18A2	1.58682907054e-05
217785_s_at	YKT6	1.59510260967e-05
206110_at	HIST1H3H	-1.62188997659e-05
204317_at	GTSE1	-1.64992308705e-05
201230_s_at	ARIH2	-1.66822489591e-05
210331_at	HECW1	1.70004649412e-05
219605_at	ZNF3	1.7003475138e-05
207586_at	SHH	-1.7059299323e-05
214505_s_at	FHL1	-1.72834896034e-05
205742_at	TNNI3	-1.73451160841e-05
210050_at	TPI1	-1.74508598906e-05
221361_at	OMP	1.84133226861e-05
