agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Alpelisib	1	72	cytosol	-0.434257586322746	-0.254317221557834	-0.0740891382634047	-0.360629149611888	0.0587040997736329	-0.133431408849954	0.260721949340598	-0.222905273716096	-0.291774676937103	-0.247002247695475	1.12546842799991	-0.140301405320545	-0.194591795474586	-0.202134891961886	-0.0774537736383963	0.24910739435345	-0.294902391718205	-0.0920670094887127	0.681912148189748	-0.19357442315757	-0.232583931364556
Alpelisib	3.1623	72	cytosol	-0.352455314405309	-0.243391754113529	-0.0702702016519966	-0.221431471345386	-0.169567607870096	-0.14938699086629	0.474747240517745	-0.33887793996826	-0.279151569228184	-0.216323548698919	-0.427146093414956	-0.135904016945355	-0.178203312505836	0.0994173600229361	-0.0753827304955238	-0.0125382017784594	-0.303500787055556	-0.340507934304231	-0.261182174731577	-0.315824007222003	-0.0615554629374382
Alpelisib	0.31623	72	cytosol	-0.464919343341291	-0.263653451984518	-0.0728346355272532	-0.395999971784808	-0.263962036799333	-0.141333886217501	-0.113499321052496	-0.306931833848595	-0.275769953324968	-0.249968562146998	0.538273919397432	-0.142527294139653	-0.21370177606006	-0.140738862861393	-0.265605011394749	-0.128406515263965	-0.326926234014556	-0.120897608258092	0.374731796466282	-0.207930741150472	-0.156585214946271
Alpelisib	0.031623	72	cytosol	-0.495122641111518	-0.256963700323979	-0.0654046267897619	-0.392053757170354	-0.338989447350281	-0.142426619209763	-0.314047131055944	-0.30063541205814	-0.266211606275263	-0.246170972519504	0.420908779985396	-0.125584750494352	-0.190555062254321	-0.254265079158805	-0.322612539491036	-0.217426757347986	-0.347274620654798	-0.13341214399253	0.446844322700432	-0.17358162774019	-0.265450682460815
Alpelisib	0.01	72	cytosol	-0.468040149674826	-0.313893731266244	-0.0832504081826295	-0.43267118253676	-0.514505301314122	-0.203051892725387	-0.376882251246207	-0.248997181060409	-0.262992737303072	-0.270449180354591	-0.0760793476720392	-0.153780055323525	-0.286685399317264	-0.697569284556028	-0.387191494989728	-0.0791265267461525	-0.363432890937029	-0.179173162100419	-0.305468889822051	-0.356545700130952	-0.1291849294199
Alpelisib	10	72	cytosol	-0.365251283363255	-0.423871544582846	-0.0917020385551202	-0.358735013052398	-0.51480069550096	-0.214732269681659	0.00793041626234158	-0.179691872430332	-0.315616732073142	-0.265640801185997	-0.510987003217172	-0.151978565268389	-0.302901058150067	-0.396273307611769	-0.0199749269456701	-0.0115849413342249	-0.415027750608801	-0.380532769660029	-0.583018327338476	-0.485276852187759	0.415082837126378
Alpelisib	0.1	72	cytosol	-0.491003285325795	-0.341224480832536	-0.0858536128181973	-0.431326786621575	-0.575335050522713	-0.217815163886746	-0.54646269135255	-0.321657722890414	-0.282992963951957	-0.273380598555479	-0.131704917354113	-0.156735773706374	-0.312253450094337	-0.717910476733193	-0.415801237838477	-0.177074309202165	-0.410134495115559	-0.218628495388367	-0.334070613192379	-0.415248309831096	-0.158804113918267
Alpelisib	1	72	nucleus	0.551955194099664	0.825283105722912	0.0771195903162846	0.254831306318972	0.130304200953051	0.6181055580847	-0.151398582437824	0.432979258891019	0.0646376536749641	0.0805488577546074	-0.367362840373422	0.253592150315797	0.371336381329309	0.0408785843985743	-0.0910087085558558	-0.138295010800801	0.251588874034588	1.15836399918024	-0.311373799345844	0.918210128424023	-0.310380989302494
Alpelisib	3.1623	72	nucleus	0.134336868632785	0.355981127645459	0.106282121252211	0.297063061831948	0.109368768507674	0.86933449251544	-0.163691232664874	0.0373886597811759	-0.121185297914166	0.044297085192527	-0.41578492754131	0.148623270760865	0.285702021333804	0.265664396170333	-0.0163351837992038	0.0390381364277827	0.208646794921485	0.435299345371761	-0.377832320819474	0.605329467226988	-0.196770994321667
Alpelisib	0.31623	72	nucleus	1.00107341617295	0.665442112082969	0.0708205873614255	0.106036747799993	-0.57923967112905	0.0350904445314268	-0.346769287365824	0.849420578266508	0.151961073373071	-0.05957571341936	-0.533870963377839	-0.105905088458265	-0.0969384486279197	-0.475123989929278	-0.10894567073727	-0.200060532760595	0.0453931092270928	0.905385817886618	-0.572531464689487	0.199254853997932	-0.144566424655454
