agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Dasatinib	0.1	48	cytosol	4744.80424963504	1251.56852992701	323.090664233577	1835.19834744526	2804.56455328467	231.711367883212	2837.75050510949	1413.35393576642	554.12597080292	1198.74242773723	573.403376642336	353.128210218978	209.15762919708	5658.08934160584	735.979766423358	406.047353284672	543.954249635036	1793.22206423358	863.011865693431	2960.9503459854	5404.32148321168
Dasatinib	1	48	cytosol	6342.46821726191	633.594779761905	211.450517857143	1564.15238988095	2932.12119642857	200.165794642857	3446.50800892857	1791.45747619048	707.273059523809	1865.81071428571	446.045672619048	265.411901785714	194.338994047619	6950.43436309524	1146.47788690476	469.170625	623.953779761905	1167.87091071429	649.520860119048	1977.16216369048	5990.401875
Dasatinib	3.1623	48	cytosol	1615.06766402116	210.443867724868	207.436367724868	625.882214285714	2230.27191534392	215.211166666667	2347.28335185185	959.916407407407	384.583732804233	1320.68658994709	225.584698412698	186.653018518519	215.934291005291	10415.9491190476	880.915574074074	355.667182539683	390.491941798942	499.151238095238	406.546092592593	1529.93467724868	14980.3227830688
Dasatinib	0.31623	48	cytosol	3181.32198015267	629.178920610687	246.467148091603	734.410065648855	1768.27715114504	203.991726717557	1331.96893129771	1466.13036335878	499.219201526718	644.482764885496	457.383741984733	192.001641221374	204.325746564885	8108.12342290076	846.828876335878	430.103467175573	473.287232061069	1040.23304580153	652.415635114504	1654.41934503817	11497.3285740458
Dasatinib	0.01	48	cytosol	3105.99690020094	1427.45985733423	293.258687876758	621.924068318821	921.081448091092	195.25526925653	671.201989283322	1225.25474882786	422.466884125921	264.413474212994	373.281511721366	187.289352980576	189.435153382451	5300.4379651708	367.303975217683	357.223998660415	385.288872739451	2134.19359812458	528.617770261219	1820.36885264568	8145.42259410583
Dasatinib	10	48	cytosol	3571.77801666667	253.2124375	197.082833333333	708.803866666667	1070.04365	154.9885375	1431.82254583333	1827.10404583333	626.295775	1288.34245416667	169.3854625	175.9725	159.123966666667	7977.48044166667	1330.91240416667	384.571208333333	317.17505	453.64525	277.282954166667	669.275983333333	14416.697825
Dasatinib	0.031623	48	cytosol	2129.99284583579	653.437314825753	221.822390431187	339.279405788541	392.951812758417	137.36922268163	412.121965741288	818.702943295924	284.34764500886	193.409871234495	183.066266981689	150.52574483166	145.635390431187	1817.60975900768	299.854480803308	287.971272297696	253.128112817484	598.851819846426	221.287222090963	395.363841701122	3861.02898877732
Dasatinib	0.1	48	nucleus	2199.14021907357	754.819846866485	321.597833787466	687.657707901907	4901.08019509537	310.180919618529	3485.89674468665	1080.14069782016	289.968553950954	506.371319346049	1120.32474986376	277.731631607629	235.954764850136	6502.01021580381	1343.59212643052	780.690348228883	594.619622888283	1929.38948283379	3038.46319128065	3057.85123215259	10869.4464792916
Dasatinib	1	48	nucleus	4416.11789847716	529.267473350254	312.899	918.479265228426	2290.82951142132	249.724517766497	4519.37993274112	1853.22477791878	408.451758883249	551.670465736041	434.77139213198	222.236800761421	208.657350253807	5722.4353819797	2330.66565862944	1021.79528299492	828.262222081218	893.607156091371	1040.45139720812	896.727192893401	21941.5665736041
Dasatinib	3.1623	48	nucleus	1944.28260521415	259.62544320298	221.685683426443	529.915873370577	294.798642458101	194.572586592179	1472.81942085661	681.564849162011	234.657616387337	246.353320297952	197.142944134078	222.661400372439	190.925024208566	1679.52460893855	940.324504655493	442.096150837989	381.560450651769	340.40091433892	327.354757914339	306.5562141527	3720.96298882682
Dasatinib	0.31623	48	nucleus	2953.88330567686	670.552395924309	371.495268558952	763.16850727802	3922.38924454148	274.773136098981	4289.89808588064	1534.41892066958	373.511272925764	540.300936681223	749.729156477438	236.3648930131	220.509538573508	6879.49155458515	2207.35281004367	1075.55091411936	792.669922852984	1263.97747525473	1803.64320160116	1524.10405967977	19600.1963799127
Dasatinib	0.01	48	nucleus	1104.1055289031	400.025251954513	249.468762141673	279.413811892916	1396.64362366738	203.29532681829	1390.86996754324	720.65896008055	239.852068822554	209.455433901919	600.151001895286	191.337509476427	198.172728026534	2381.77019912343	802.861918384269	558.586881426202	344.952632196162	922.835137171286	964.637013503909	796.566116204691	8669.25029057096
Dasatinib	10	48	nucleus	497.799560250391	219.585830985915	210.743355242567	254.433336463224	373.945643192488	214.789309859155	495.454195618153	321.688129890454	207.443870109546	269.04124256651	201.952791862285	211.539769953052	193.713399061033	453.122120500782	491.5913771518	341.653953051643	315.060103286385	302.915162754304	294.591580594679	273.942794992175	649.262419405321
Dasatinib	0.031623	48	nucleus	849.05539414744	329.296230951041	257.668884637029	323.029389758019	2649.10910005627	229.950578728194	2116.58938818233	694.209536522229	227.720660326393	279.924427687113	1427.60785008441	200.872938548115	207.661175689364	3136.57475723129	1015.61078604389	660.772941699494	398.501578052898	818.342649634215	3113.60612200338	1332.98432290377	10067.1469446258
