agent	concentration	time	compartment	RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Alpelisib	1	48	cytosol	4373.45973399015	1650.72079901478	269.123228571429	835.925055172414	1475.71139507389	243.817290640394	1379.59734384236	1021.5225546798	485.536311330049	368.354350738916	373.01180591133	281.434765517241	182.398109359606	4613.0970226601	444.610246305419	347.028476847291	422.914838423645	1876.451208867	502.993031527094	2219.0188955665	3580.50675862069
Alpelisib	3.1623	48	cytosol	4476.19006462985	1179.05572385429	315.917054054054	594.837839012926	969.034774383079	153.454445358402	1289.5659012926	1028.71500470035	447.33589306698	284.76723266745	214.661663924794	221.384074030552	161.164537015276	3618.38562044653	484.851273795535	301.865132784959	378.18047826087	1080.39040070505	280.333971797885	1189.43422209166	3677.4547027027
Alpelisib	0.31623	48	cytosol	4128.15066396396	1680.59647657658	321.79282972973	735.872971171171	1061.85174504504	192.295201801802	811.036836936937	1169.72712612613	477.164455855856	286.155015315315	298.739663063063	229.483641441441	187.078892792793	4826.04293513513	378.380572972973	350.046296396396	410.872140540541	1914.02366486486	484.398909009009	2036.78248018018	6271.40018648649
Alpelisib	0.031623	48	cytosol	3954.66936706827	1803.85023373494	337.624702811245	685.317620080321	1143.16570441767	203.577314056225	812.06373815261	1153.4243686747	467.949518875502	296.352695582329	375.19826746988	218.331283534137	195.070412048193	5270.14278795181	360.459084337349	368.812401606426	430.111313253012	2417.51177188755	598.309945381526	2272.72219437751	6484.71200401606
Alpelisib	0.01	48	cytosol	2644.77938739431	1265.87312375096	277.710911606457	486.197740968486	879.242319754035	196.439279784781	706.513946963874	1059.08092697925	394.242977709454	240.878133743274	293.961704842429	180.244049192929	186.844639508071	5107.59581245196	344.216943120676	376.139454265949	389.21760876249	1572.96241583397	520.034716372022	1671.1565895465	7888.4656848578
Alpelisib	10	48	cytosol	3584.22526805252	571.473730853392	180.294450765864	591.014582056893	570.813652078775	150.611897155361	640.040187089716	1118.36846498906	329.634831509847	226.377761487965	164.086814004376	159.790207877462	164.572440919037	3644.88158315098	587.534359956236	263.411583150985	273.597143326039	576.190718818381	211.343236323851	723.458095185996	6671.82691575492
Alpelisib	0.1	48	cytosol	3754.92310262935	1312.72058015267	277.480201017812	606.872598812553	753.951225614928	170.91480322307	589.043121289228	1097.2968235793	426.498328244275	231.37128668363	268.34156403732	166.591745547074	170.077648854962	4452.6431509754	346.174107718405	392.196147582697	372.559072943172	1653.9953562341	399.26893129771	1180.26204834606	8090.12718405428
Alpelisib	1	48	nucleus	805.05523795045	404.737975337838	246.944483333333	269.881346171171	1663.81980461712	203.136926238739	1645.53613231982	609.485915878378	232.040191216216	212.021948536036	885.809806081081	196.122678828829	196.43667759009	1909.75243434685	700.522823198198	557.739359346847	342.206632432432	976.156258896396	1736.87929831081	1036.96251734234	6994.27452376126
Alpelisib	3.1623	48	nucleus	808.926924870828	332.606170646558	265.004727831308	261.768724340176	1481.84780784807	208.304087278313	1588.74078075688	592.7696938975	216.74800446865	206.058495601173	752.880041195364	194.789956989247	196.338523530233	2138.39663873761	720.744155285575	611.549878787879	339.211913699204	742.193501605921	1401.13214648792	836.908114090211	7708.25203365452
Alpelisib	0.31623	48	nucleus	916.189225878303	397.855187607573	240.480600182242	258.229263642807	1075.75176986939	196.226034625899	1449.62452445074	668.251034929635	237.793311430596	204.647661739395	492.537095676825	189.89652951301	189.981762984712	1547.11563571935	686.009840234889	528.298107320036	319.456373493976	874.814519084742	777.895779183963	759.980927609598	8411.44456332895
Alpelisib	0.031623	48	nucleus	786.980425816155	417.505430239759	248.634438644608	314.418386534548	2295.21886667256	208.06589232947	2229.28672865611	652.489874192692	250.935103069981	280.88838662302	1891.64302530302	214.4065125188	201.696041935769	1647.19136344333	842.443334159073	532.511664159957	344.606998142086	1080.96192064054	3119.03415314518	1442.57436255861	5608.80745731222
Alpelisib	0.01	48	nucleus	697.429118799412	366.45298670678	258.733270132233	269.31808311761	2136.28012355699	218.506493458336	1397.34785762261	651.25685223536	247.404051913524	249.813204435738	1399.78377443504	204.578999230392	206.437475267614	1925.21183502414	835.108422514518	592.727466592038	334.373886657805	950.672327712866	2794.09096340866	1208.47166123277	8466.4327854894
Alpelisib	10	48	nucleus	1205.17754370915	368.187876633987	252.54314869281	390.778460375817	1874.84524591503	203.295004901961	2841.68899428105	695.630953022876	235.823562091503	249.987252859477	538.716659313725	207.620558823529	195.652500816993	2659.01158455882	876.817026552288	652.0158125	384.443308006536	760.006368872549	1074.91262663399	833.491512254902	7951.41141421569
Alpelisib	0.1	48	nucleus	939.084516286327	374.115265262337	231.381530524673	244.52378242637	1058.25319992198	194.30332621416	1201.81232026526	677.504590013653	242.62140208699	197.431170860152	404.885408133411	188.683626584747	189.655952993954	1558.46694343671	665.181843183148	546.665905110201	322.725297639945	789.964602789155	719.790831968013	653.531881997269	7589.49211897796
