	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
ETS1_MEL cell line_mm9	0.0	31.7841062132	31.043570883	26.0250804158	40.0033283485	34.130962502	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
USF2_HepG2_hg19	0.0	6.5340619752	11.8537846988	12.600492945	13.0551226319	8.12009059126	-8.07816149927	-1.00715087055	-1.37456674814	-0.0	-5.28024527771	-4.04564275906
POLR2A_H1-hESC_hg19	0.0	12.2270495645	7.61872933926	12.5410384958	12.8536546042	14.6622880789	-0.160318789856	-1.66121267909	-0.0	-0.0	-0.0	-0.0
TAL1_MEL cell line_mm9	2.18477284856	8.94578815641	22.6259190925	19.3429220818	18.3082523597	14.8543938401	-6.64708775504	-0.0	-0.0	-3.65278366593	-0.0	-0.0
TCF12_myocyte_mm9	0.743530742903	8.66843927817	14.4004651096	24.420213563	26.7181554984	24.1288869581	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TAF1_MCF-7_hg19	3.63012554304	8.52981794554	16.8421806236	12.5474137018	12.8204484398	11.4765736239	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
HCFC1_CH12.LX_mm9	0.0	2.27814458519	12.1208566185	11.0998956863	9.84991708007	12.1102814049	-0.0	-11.0200373501	-6.77007244474	-15.1411790965	-20.7553482651	-21.1098842962
MAZ_CH12.LX_mm9	1.55332971393	10.0830930128	15.065027227	10.0271648863	10.5760688069	17.6384285587	-2.27249777431	-6.6048369413	-1.83827879925	-0.0	-0.0	-3.56774285496
POLR2A_MCF 10A_hg19	0.0	21.999245638	16.7274513312	21.9330602969	13.4884577883	19.0437789597	-10.6895465287	-0.0	-0.0	-1.22371538799	-0.0	-0.0
IKZF1_GM12878_hg19	7.28454470483	17.738743571	15.6041638645	28.1622829856	23.3501856519	21.295401755	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
USF1_SK-N-SH_hg19	7.43707762228	22.6589458044	15.5516444746	28.638307502	24.3913028276	23.7306565281	-25.9484474538	-17.5808230421	-10.5884976425	-20.6394755436	-18.8294324295	-27.42973908
EP300_heart_mm9	8.45731966421	17.6003170492	16.5885979197	13.8630871754	18.1072134913	20.9278034714	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
NFYB_K562_hg19	0.0	8.02014424582	14.4769728581	13.6292297823	18.8267983401	7.89289340122	-48.4110224907	-64.1146884648	-73.8185408721	-78.2987948513	-77.5434097114	-75.7827773119
FOS_K562_hg19	0.0	4.63831436495	19.2904950057	20.9044173497	20.9159426165	12.7920279172	-59.4481369909	-85.0959840828	-95.6357536857	-101.007713193	-89.1851835278	-91.7822125611
FOXA1_HepG2_hg19	0.0	4.15333763041	7.33009966507	5.47782638963	4.64308807524	10.0188285195	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
MYC_MCF 10A_hg19	17.2436491341	31.1495220401	28.8745075465	31.45013006	36.5988129957	25.5294768601	-20.5529614738	-19.3282831376	-29.2425692112	-19.7547753358	-22.3832413759	-23.2236961433
USF2_MEL cell line_mm9	0.0	1.52523310502	3.44239489261	7.5826000808	6.82914132058	6.88141965873	-0.0	-0.0	-4.04487041182	-0.448392870005	-0.0	-0.0
NFYA_GM12878_hg19	0.0	1.78402504559	18.8067504979	16.7714588536	13.6218187086	15.5004923149	-70.6980974234	-93.405177382	-110.12138303	-116.212891264	-100.824333164	-98.4561441277
POLR2A_K562_hg19	22.3627437552	40.8314921221	35.6863855923	46.6689696115	48.9819112915	34.6349849974	-100.545115413	-100.00960644	-106.480491762	-123.500714694	-91.017869189	-100.933970478
IRF3_GM12878_hg19	0.0	0.16688129056	10.9844979878	11.0696346167	11.6008668872	10.426726237	-66.5477618263	-80.9027779024	-105.188800072	-102.051509081	-99.3000751363	-96.4312265974
ZNF384_MEL cell line_mm9	1.04917374403	10.9939199987	24.7397982936	20.0872316421	16.760566205	10.0826848072	-0.0	-0.0	-2.84647970358	-8.87495308932	-1.57948819488	-6.16789976751
RELA_GM19193_hg19	8.53472172029	15.2086195147	16.3593457523	20.9316095301	24.3776599154	14.4452386508	-0.0	-0.0	-0.0	-0.0	-0.0	-1.14590253744
