	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
NCOR1_K562_hg19	0.22683130365	9.53195904288	13.2425288684	15.6185643486	23.831989847	21.2888777506	-0.0	-2.43120007014	-14.7912374069	-12.0747977584	-11.2961568666	-0.0
POLR2A_olfactory bulb_mm9	0.553774898874	2.47645034393	8.79758547589	13.7765215581	10.3680168221	8.00618532267	-28.9696486817	-14.0281056829	-10.8806147037	-0.840766339266	-18.6768304353	-3.37395973289
TCF12_myocyte_mm9	0.0	1.50665455877	6.43136631612	2.92137607122	4.94580616356	5.73993631217	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
JUND_HepG2_hg19	9.08270919023	13.7830990536	17.2846026278	13.9025528139	16.2079780671	23.2924600418	-22.7631655756	-26.3268665259	-39.0089537718	-26.5562773908	-25.0309984945	-62.3475330378
RELA_GM12891_hg19	2.14589362504	0.0	2.5348261283	10.525853006	9.75347615966	6.31781305386	-22.1560510593	-17.9620660136	-30.400740105	-9.27834805254	-30.0128072354	-16.9706336254
GATA2_endothelial cell of umbilical vein_hg19	2.07080391788	2.28369571078	2.97375863486	12.3684137463	7.22170665906	14.4466702451	-7.57346199067	-13.6138801088	-14.9602083456	-22.7414047103	-17.1353403967	-2.10406078574
STAT3_HeLa-S3_hg19	15.6795856493	14.1556811089	30.6521898337	21.8030466045	23.7218018277	26.5270976566	-0.0	-0.0	-13.2583168828	-7.57539694047	-0.0	-0.0
PBX3_SK-N-SH_hg19	14.565735787	19.1513282424	16.7574364249	19.0035354082	18.9698888861	20.027663645	-0.0	-0.572014950123	-0.0	-0.0	-0.0	-0.0
UBTF_CH12.LX_mm9	0.905176298034	0.465905450061	15.5952840964	6.37672182332	8.1481843784	15.5594645162	-0.0	-0.0	-0.0	-3.02492281391	-11.1385641385	-0.0
RFX5_SK-N-SH_hg19	22.6644957789	20.372156315	28.9536127253	28.4043140323	30.8757844355	44.5836358507	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CHD1_GM12878_hg19	0.0	0.0	8.39126757969	7.20480113544	3.8573092599	3.70574414979	-13.1018243501	-10.9382165976	-6.20421138156	-2.47416206431	-6.02412430732	-12.3388610136
CTCF_B cell_hg19	1.20966097325	0.0	7.3938310954	2.82991905131	8.77848053037	5.27328364651	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SREBF1_GM12878_hg19	0.0	0.0	0.0	3.74489063062	1.45009821066	2.33750041022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
YY1_SK-N-SH_hg19	0.0	0.0	0.0	1.8122453854	4.28622327011	1.80653135942	-0.0	-21.3617858523	-14.1057351496	-4.21402643017	-0.0	-16.2889443877
ZNF143_K562_hg19	3.30285812903	12.3937005601	11.4939624163	21.7707174756	15.382754813	9.60380769879	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CEBPD_HepG2_hg19	0.0	13.0488741197	0.0	15.0285281112	30.6117904683	25.4988280812	-0.0	-6.74651405537	-9.26950337627	-0.0	-0.986440616123	-0.0
POLR2A_Raji_hg19	0.0	0.0	2.08695746413	0.0992759727799	2.60336587689	2.07973803055	-21.616187476	-0.0	-11.1706190993	-0.0	-0.377625228659	-11.8577597393
JUN_H1-hESC_hg19	1.24109855637	5.84109609154	6.04385490231	3.99634408142	12.1288926313	6.52823377717	-20.8438949646	-12.0556412568	-17.2638539828	-14.1014879035	-2.5814934074	-10.8389236091
CEBPB_MCF-7_hg19	4.21225118888	20.6549860982	19.2376562678	15.0619681681	20.5245301937	40.6956014447	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SMC3_K562_hg19	0.0	0.0	2.78638524983	0.0	7.48739431014	9.80405707276	-19.0620041182	-10.2346013801	-0.0	-3.83041738744	-11.7431257591	-13.9432562601
CHD4_K562_hg19	0.0	11.6200124338	3.94950561579	10.564262698	11.2117366074	10.9238195366	-8.74865200207	-0.0	-0.0	-2.34211479472	-0.0	-0.0
CHD7_H1-hESC_hg19	0.0	0.0	1.38784687054	0.0	7.93472134947	7.46633311619	-0.0	-0.0	-0.0	-0.0	-0.0	-1.26507951334
TCF3_myocyte_mm9	0.0	18.5628061173	19.1965571597	28.0873659599	7.26053511309	39.4524500864	-0.0	-0.0	-0.0	-0.0	-1.6467473837	-0.0
HDAC2_K562_hg19	0.0	0.0	4.64027473185	1.77210484747	8.08974148446	1.80815270932	-0.0	-18.3626623113	-0.0	-0.0	-0.0	-0.0
TAF1_neural cell_hg19	0.0	0.0	3.86377057847	4.81981591262	0.0	7.63272880644	-20.1761540122	-0.0	-13.9434490792	-1.15569824216	-0.0	-9.0467492608
RFX5_GM12878_hg19	6.84264142198	2.95905447318	5.92924122722	10.9663032702	8.39640048124	9.39791633712	-6.8104766806	-4.0094081884	-1.66271417966	-15.9100826169	-15.202664649	-27.3396695002
HCFC1_K562_hg19	0.0	2.86482558582	8.57179341357	0.0	9.97625030135	17.4883234257	-1.66885513185	-0.0	-5.44632580649	-2.71874445439	-0.0	-4.9100384289
RELA_GM10847_hg19	1.90385013314	0.0	0.0	3.5600798638	8.3076773079	6.12675291534	-31.6178535192	-41.5887196029	-32.4968323225	-11.0185731701	-32.4175132992	-34.4227477845
GATA3_T47D_hg19	4.86365992798	2.24861390564	4.21731828701	18.4938483022	6.13566616368	19.112441784	-0.0	-8.34203733459	-2.14225047102	-2.50350922082	-0.0	-0.0
CEBPB_A549_hg19	27.8947160559	25.5297224477	30.2444286455	34.3216286861	27.3565946738	37.3035403488	-0.0	-18.4845087248	-14.7660163336	-0.383293926613	-10.0375970158	-22.1526736807
SIN3A_A549_hg19	0.0	0.0	0.920747328056	3.34028179418	3.67540295152	0.0	-14.7701880385	-31.5712589541	-49.5045114704	-32.7217625117	-15.707133244	-66.0214739545
YY1_GM12878_hg19	0.0	0.0	0.0	0.0	1.47026117309	1.38231304798	-3.00825275737	-0.0	-0.0	-5.01681048651	-0.0	-15.511212576
UBTF_MEL cell line_mm9	5.13269482453	5.25337311316	7.67197859156	4.81673083455	14.1295716962	10.0778141436	-0.0	-0.0	-3.98112650117	-10.7089142828	-5.38220101816	-0.0
POLR2A_CH12.LX_mm9	0.0	0.106604204728	0.0	0.0	9.70672564879	8.87252975728	-8.95534561675	-4.791531353	-11.5619906227	-2.3732143504	-8.28754557379	-19.2781835454
TBL1XR1_GM12878_hg19	0.0	1.1778131054	1.30160949864	0.0	6.66914906249	4.75231869089	-13.6406969388	-11.2818449278	-5.11657825353	-26.6543304762	-24.8341919223	-1.8424311235
CTCF_thymus_mm9	0.0	0.0	0.0	0.0	2.8444337292	3.80139327178	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
ZNF384_K562_hg19	3.16782565175	7.24759561554	0.185067487727	12.1593766073	10.1343804579	12.5852157698	-0.0	-0.0	-19.7493911144	-11.3112483374	-10.9775227155	-0.0
USF1_SK-N-SH_hg19	13.9140570628	25.7315580661	24.9513518574	23.9783744323	27.4921002188	19.4740483694	-21.9423632252	-20.1101786912	-17.0232322362	-25.7799758677	-29.4985568124	-37.3663141637
CEBPB_H1-hESC_hg19	0.0	0.0	6.88889922075	13.1808103101	1.38396157933	4.55517159436	-0.0	-1.86407116928	-13.9112757486	-12.8846450617	-0.0	-6.89348382188
ARID3A_K562_hg19	0.438263163634	2.46826109458	6.4818815999	11.6302820072	12.5128232795	0.0	-0.0	-6.79209083408	-27.3084858999	-7.83445286164	-0.0	-4.24020525302
NELFE_K562_hg19	0.0	0.0	0.0	14.8697415393	0.754232305028	11.7733449457	-0.0	-0.0	-6.87233781363	-0.0	-1.410991935	-0.0
CREB1_HepG2_hg19	0.0	0.0	0.0	0.0	4.77861063841	8.55129911298	-0.697654812676	-0.0	-0.0	-16.5694746594	-5.77218823889	-24.5228743887
CEBPB_ECC-1_hg19	6.48246464124	29.856003281	27.6479324058	14.3455374388	27.4466210727	37.1671288644	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
PAX5_GM12878_hg19	0.0	1.38099543758	0.557478939218	0.596588336659	5.0572498134	10.5354789191	-12.5408194077	-14.8361540876	-0.918165229343	-10.4500003468	-7.58624492861	-23.4035303232
CTCF_HGPS cell_hg19	0.0	0.0	1.04145645882	3.11268793143	6.12318682019	0.0	-4.05000851478	-0.0	-0.0	-4.37264351709	-3.91123681115	-0.0
POLR2A_thymus_mm9	0.0	9.76707032901	6.38521759463	2.02060424025	13.7966002977	13.1791256303	-12.3880963027	-0.0	-0.0	-6.0097851913	-3.54137769955	-8.63313568588
KDM5B_H1-hESC_hg19	0.0	0.0	0.0	0.0	10.860905466	5.69035082426	-12.4162594718	-2.73417712975	-0.0	-0.0	-0.0	-0.0
MXI1_HepG2_hg19	0.0	0.0	0.0	2.46156266736	2.38589845863	0.0	-25.5861426112	-0.0	-4.72369622196	-0.0	-2.45091414588	-0.0
MAZ_MEL cell line_mm9	0.724986381554	0.259747539435	2.6727564064	4.62772802564	0.295868849326	10.3128812751	-4.28579088352	-0.0	-0.0	-0.0	-0.0	-0.0
STAT3_GM12878_hg19	0.742857610673	0.0	9.85345625263	0.343319908717	13.2197191927	4.75658621554	-2.60598712084	-7.54505552318	-7.25156669316	-0.0	-0.0	-10.2277936899
TEAD4_H1-hESC_hg19	0.822305407645	0.0	2.79383879271	4.45977247686	4.89820514624	0.0	-8.5363084845	-0.0	-8.99439331602	-20.9910517073	-1.82923344778	-9.77716963653
GATA2_SH-SY5Y_hg19	0.0	1.59154379952	0.0	5.6158395793	0.666229456625	9.75153201848	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SRF_myocyte_mm9	0.0	4.77944576014	10.2763363732	9.65967930222	0.0	11.554770406	-7.87904232191	-10.4870078771	-21.0430862423	-7.76955449034	-9.5812380539	-11.960269261
NRF1_GM12878_hg19	0.0	17.9153974791	17.0870726301	6.11708964414	19.3468205195	15.4387753807	-23.9436202228	-26.4240145137	-14.2311361879	-4.49121675504	-0.0	-16.6203456841
ZMIZ1_MEL cell line_mm9	0.0	7.31169099319	5.3124623078	12.8470311307	1.18812766243	24.2802428567	-0.0	-0.214479172597	-17.5705882756	-0.0	-0.0	-0.0
CTCF_GM12874_hg19	0.0	0.824968303455	5.08861534238	4.49498848787	3.54351848562	0.0	-12.3670249976	-4.74036305413	-4.27466057986	-7.84534691184	-9.79168885543	-0.0
CTCF_GM19238_hg19	0.0	0.0	1.4382457729	6.51571638619	2.84038469399	0.0	-18.4156307807	-0.0	-0.0	-18.1629887154	-12.9325589336	-4.67200363109
EP300_K562_hg19	10.02654782	14.4776022115	11.418190248	14.6504925784	20.3540071276	12.3163568712	-10.8014135623	-36.248600317	-21.1967048914	-24.2780546415	-20.1903498765	-44.6725878257
CTCF_GM12891_hg19	0.0	4.21503218668	5.93607909146	9.17692179827	8.37313921258	0.0	-11.2697769382	-2.42803631443	-3.47069959335	-15.6524469855	-0.0	-0.0
POLR2A_bone marrow macrophage_mm9	6.41399093562	7.00352035557	3.68614007117	9.89965266798	10.9765193235	22.7480886712	-28.4500778025	-6.63680314213	-18.2402336248	-19.1517312855	-17.5139998587	-23.2124438606
ZNF217_MCF-7_hg19	0.54264586106	0.0	0.0	7.35222239138	2.37774541971	1.97922855639	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
NRF1_HepG2_hg19	0.0	0.0	0.0	0.0	1.91754045391	5.42187405123	-0.0	-14.8649431854	-10.1614475217	-5.762171895	-9.08449789371	-10.9127118859
STAT1_HeLa-S3_hg19	0.0	0.0	0.0	3.93618165443	0.0	9.13708678695	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
POLR2A_liver_mm9	0.116693926413	11.2569291974	0.0	8.62021846371	9.6989405901	13.5384288578	-0.0	-1.66665026404	-20.5206480854	-0.0	-0.0	-0.0
CHD1_CH12.LX_mm9	0.189284085055	3.29341390565	5.82969918459	16.9246086997	1.97368939872	5.16543663561	-0.0	-0.0	-3.47174181906	-0.0	-6.42594277015	-0.0
TCF7L2_HEK293_hg19	0.0	1.26146444637	0.0	8.82545422678	1.3480564223	3.42732127357	-1.08669835238	-0.0	-0.0	-0.0	-0.0	-14.9843360958
POLR2AphosphoS2_HepG2_hg19	0.0	5.49641507095	0.0	3.09456200603	5.97268975845	6.94518854014	-4.33577725498	-12.7076047562	-0.0	-0.0	-7.34130593703	-9.3521778716
TCF7L2_HCT116_hg19	0.0	1.20920806629	0.0	0.358417002314	5.08712024847	2.32252172676	-0.0	-8.48583055132	-16.9454468249	-0.0	-0.0	-2.16836926428
TBP_HepG2_hg19	1.40399004272	5.44337003016	6.72268603998	8.99361919934	1.43491486425	21.8611010405	-0.0	-15.3409482591	-8.64176471224	-10.6381281113	-16.2455209337	-14.2593372345
POLR2A_K562_hg19	20.4386165339	24.9847246858	22.004927245	19.5461968134	31.1368317017	38.1222012568	-48.0577799667	-42.4320471407	-72.2074137853	-44.4266699275	-36.1216069279	-51.4392240739
ZBTB7A_HepG2_hg19	0.0	11.2236546081	3.66256204207	8.40609937748	6.0675870984	11.9773390926	-12.7936700415	-1.49513205479	-15.9413966288	-8.16867080913	-7.6483318658	-0.0
NRF1_HeLa-S3_hg19	0.909328840464	0.0	0.0	0.0	8.09833358258	5.02306707046	-1.41830718739	-9.22324198544	-3.34481239586	-1.55028406265	-4.38043685003	-2.1786760453
ATF1_K562_hg19	0.309603792343	1.29559010375	4.58658183274	2.92167284482	6.93424376239	0.0	-16.3710131632	-0.161553180779	-12.9077037471	-9.4915047503	-17.3674567581	-23.2670713169
CTCF_HeLa-S3_hg19	3.27394463718	0.0	0.0	6.81406689111	4.69023575144	5.75749339811	-18.4598457701	-17.6119820476	-9.86789880853	-22.2120226295	-8.57174605916	-10.6606860249
SMARCB1_HeLa-S3_hg19	4.90736767345	3.77891935535	12.1188210819	0.0	13.9724198986	22.9406954363	-12.4316438359	-6.19964946161	-30.9676946676	-0.0	-2.09780646966	-9.57317773138
POLR2A_cerebellum_mm9	0.0	0.0	1.73404491505	0.541108025001	0.0	1.46841999126	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SREBF1_HepG2_hg19	6.45354208835	2.71036612542	0.779728962955	14.8184870303	28.0914663326	6.96258877558	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CTCF_GM10266_hg19	0.0	0.0	5.9406221314	3.74800682207	2.78164121222	0.0	-26.8361097769	-0.0	-0.0	-13.858469143	-6.24698014221	-2.55550161189
GATA1_megakaryocyte_mm9	0.0	0.860718195852	2.74042078041	0.0	3.38113355748	1.04814667314	-2.20202235622	-0.0	-0.0	-0.0	-0.0	-0.0
EGR1_ECC-1_hg19	0.0113045932949	0.846117194131	0.0	2.08122784527	0.0	4.30856308214	-13.8482113006	-15.9705468302	-9.72087897136	-0.0	-6.93174973212	-0.0
