	0.04	0.12	0.37	01.11	03.33	10.0
ABCC4		-0.014534742289				-0.0195458607621
ABCE1		-0.0195851387837		-0.014616759338	-0.0174926237125	-0.018646195915
ACAT2		-0.0277624414407				
ACOT9						-0.0202354331479
ACTN1			-0.0149823154058			
ADI1						-0.0194129378124
ADRM1			-0.0136547602473			
AGPAT5		-0.0146547141534		-0.0205069678186		-0.0144219870919
AKAP12	-0.0213147129467					
AKIRIN1					-0.0156765412918	
AKT1						-0.0138952133646
ALDH1A3	-0.0147074014861	-0.0148069414317	-0.0207613709617	-0.0254931028054	-0.0280474737056	-0.02618001105
ANP32E		-0.0207682006406	-0.0224137273333	-0.0192436665299	-0.0216368513304	-0.0197566163292
ANPEP	-0.0142194404344		-0.021022320271			
ANXA1			-0.0255008997519			-0.0199311285724
ANXA2P2			-0.0140653064556			
ANXA3	-0.0295164272876	-0.0205643632169	-0.0368144496617	-0.0227977853828	-0.0256574316025	-0.0394639078408
APOA1		-0.0142980008666	-0.0148131444076			-0.0138391608917
APOBEC3B	-0.0207303036748	-0.0175542906478				-0.0155466762689
ARL6IP1	-0.0156983123348	-0.0189310081955	-0.0142933848616	-0.0169981471884	-0.0150478153672	
ARMCX2		-0.0194874427783				-0.0168847264877
ARPC1A			-0.0156261041702			
ARPC1B			-0.014380167083			-0.0178353591096
ARPC5L			-0.0139306528965	-0.0152546954945		-0.0144054464248
ASCC3						-0.0143613823608
ASF1B	-0.0140125227148	-0.0217056816285	-0.0220870688768	-0.023332353208	-0.0215279480766	-0.0201583344729
ASPM	-0.0243267769925	-0.0176943509874				
ATAD2	-0.0259801118272	-0.0181568234926	-0.0204582610565	-0.0218998865645	-0.0147775912389	
AURKAIP1			-0.014399359142			
AURKB	-0.0251453057115					
AZGP1	-0.0232517069778					
BAALC				-0.0158404993966		
BARD1		-0.0153200652451				
BCHE	-0.0193927033865					
BCL2A1	-0.0141092199681					
BDNF				-0.0155451265185		
BEX1	-0.0245496404453					
BIRC5	-0.0194600981783	-0.0169513685808	-0.017797665342	-0.0151567820603	-0.0160183616875	-0.0156904928626
BLM						-0.014412003742
BLMH	-0.0170005866052					
BMI1					-0.0143477828719	
BMP2					-0.0158489674559	
BZW1		-0.018924426106	-0.0180998031982		-0.0165995037369	-0.017249248746
C13ORF27	-0.0159279622682			-0.0181582035371		
C16ORF61	-0.0172404544738	-0.0170110496805			-0.0143692348676	
C1ORF112					-0.014043303972	
C8ORF33		-0.0144994351845				
