	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
negative regulation of protein modification process (GO:0031400)	7.88852458166	4.5974202284	4.65497980886	11.8248780165	8.73572590984	16.2789284644	-1.97504316609	-5.7876399629	-1.71890883973	-5.30876198254	-1.05017784945	-3.91936327429
negative regulation of phosphorylation (GO:0042326)	9.4040184611	5.26266047089	4.65537544532	15.7244457476	6.3213278748	15.6190468323	-0.192521025838	-0.795132713526	-0.672840936724	-0.0	-0.0	-0.0845308847493
regulation of mitotic metaphase/anaphase transition (GO:0030071)	0.0	0.0	0.0	0.0	0.0	0.0	-21.9546038466	-32.4652694408	-37.8671603583	-37.4043536773	-37.8870644105	-37.6567779065
regulation of metaphase/anaphase transition of cell cycle (GO:1902099)	0.0	0.0	0.0	0.0	0.0	0.0	-21.1907217925	-31.3214963279	-36.5946111086	-36.1446635604	-36.6159000693	-36.3651026675
cytokinesis (GO:0000910)	0.0	0.0	0.0	0.0	0.0	0.0	-6.36664903485	-12.5032064177	-15.9081666524	-15.5440231007	-15.9158392148	-15.6672355205
DNA repair (GO:0006281)	0.0	0.0	0.0	0.0	0.0	0.0	-25.5224520354	-68.3081497356	-89.3581297794	-96.9036714215	-89.7508337597	-102.983233775
DNA replication (GO:0006260)	0.0	0.0	0.0	0.0	0.0	0.0	-56.2417420954	-119.904173809	-119.556402852	-146.816569794	-132.551256456	-142.289673863
regulation of sister chromatid segregation (GO:0033045)	0.0	0.0	0.0	0.0	0.0	0.0	-17.6490150984	-27.6990155797	-27.5001661211	-26.9524859671	-27.7030525021	-27.2543498197
regulation of chromosome segregation (GO:0051983)	0.0	0.0	0.0	0.0	0.0	0.0	-30.9127622751	-52.237732186	-51.830527104	-57.0686405326	-57.8297985335	-51.5449799948
regulation of mitotic sister chromatid separation (GO:0010965)	0.0	0.0	0.0	0.0	0.0	0.0	-17.7188345131	-27.751601324	-27.6076995535	-26.8364376602	-27.5868049056	-27.3062818359
base-excision repair (GO:0006284)	0.0	0.0	0.0	0.0	0.0	0.0	-1.68133920533	-22.3786297153	-22.1905689739	-27.0930945405	-27.7396264845	-33.2525901479
negative regulation of chromosome segregation (GO:0051985)	0.0	0.0	0.0	0.0	0.0	0.0	-14.8775182048	-25.5243890032	-25.4573117841	-24.5296689509	-25.3093766905	-24.9689895282
negative regulation of cell division (GO:0051782)	0.0	0.0	0.0	0.0	0.0	0.0	-19.4627348522	-28.1530595611	-27.8458147032	-27.4051058514	-27.9370908298	-27.5990261334
negative regulation of mitosis (GO:0045839)	0.0	0.0	0.0	0.0	0.0	0.0	-12.0849760685	-21.3284676124	-21.1012408573	-20.5877766488	-20.9921769938	-20.7319758769
chromatin modification (GO:0016568)	0.0	0.754622270382	0.0	0.0	0.0	1.02792806509	-3.72299551237	-11.8905933451	-13.6204869447	-11.0593896218	-13.7555596115	-13.4349434832
regulation of mitotic sister chromatid segregation (GO:0033047)	0.0	0.0	0.0	0.0	0.0	0.0	-17.694832315	-27.8270412463	-27.5710069074	-26.7986621307	-27.6620172977	-27.2135738011
nucleotide-excision repair (GO:0006289)	0.0	0.0	0.0	0.0	0.0	0.0	-4.22569207754	-21.6218500754	-30.4128999938	-25.2350869993	-30.5422287719	-35.0002373909
DNA replication initiation (GO:0006270)	0.0	0.0	0.0	0.0	0.0	0.0	-24.1694303378	-51.2244701236	-50.4745773082	-49.3912724082	-50.4022701597	-57.2089449335
cell cycle G1/S phase transition (GO:0044843)	0.0	0.0	0.966886285736	0.0	0.0	0.0	-49.7875970537	-83.7320526798	-88.2628519467	-108.967619558	-104.77899176	-104.278688186
G1/S transition of mitotic cell cycle (GO:0000082)	0.0	0.0	0.969073704662	0.0	0.0	0.0	-49.7373754284	-83.648238673	-88.174502706	-108.858684701	-104.674378021	-104.414412559
transcription-coupled nucleotide-excision repair (GO:0006283)	0.0	0.0	0.0	0.0	0.0	0.0	-3.91052157059	-19.5937866606	-24.4322187515	-29.2463279281	-29.7748240342	-34.8847772718
negative regulation of nuclear division (GO:0051784)	0.0	0.0	0.0	0.0	0.0	0.0	-13.6622360548	-17.4428180695	-21.9108211623	-21.324471296	-21.8789645728	-21.5968999697
DNA conformation change (GO:0071103)	0.0	0.0	0.0	0.0	0.0	0.0	-39.3720101866	-48.7457757118	-53.3318694373	-57.8787430915	-58.7241130779	-58.3494376551
DNA biosynthetic process (GO:0071897)	0.0	0.0	0.0	0.0	0.0	0.0	-9.62868579158	-22.0851109242	-31.8722884463	-26.2605813318	-26.866021714	-31.628123662
negative regulation of sister chromatid segregation (GO:0033046)	0.0	0.0	0.0	0.0	0.0	0.0	-15.2697197358	-19.9351866434	-19.843078524	-19.303451195	-19.5310711206	-19.3526714515
negative regulation of mitotic sister chromatid segregation (GO:0033048)	0.0	0.0	0.0	0.0	0.0	0.0	-15.2476084203	-20.0083826098	-19.7632348438	-19.2225361297	-19.7080098951	-19.4248715905
DNA integrity checkpoint (GO:0031570)	0.0	0.417003050044	1.39590947609	0.105674391061	0.0	0.0	-36.9114045692	-46.2616803851	-50.8457672797	-50.2518031166	-56.1929191068	-50.6306217949
negative regulation of metaphase/anaphase transition of cell cycle (GO:1902100)	0.0	0.0	0.0	0.0	0.0	0.0	-14.7751609676	-19.37270341	-19.180684385	-18.6675971797	-18.9909323997	-18.7803904373
