	0.04	0.12	0.37	01.11	03.33	10.0
ABAT	0.0256364243538					
ABCA12				0.0167782832505		
ABCD3			0.0202054127344			
ABHD3	0.0172564453705					
ABHD4	0.0211574724469					0.0215377541217
ACOT13				0.0171091844221		
ACOX1		0.0172950356375				
ACP5			0.0185611511322			
ACPP		0.0188429487622				
ACSL3		0.0172266111978				
ACTC1	0.0240582018787					
ACTG2						0.0222593589262
ACTL6A						0.0142728346687
ACTR2	0.0178241760311					
ACVR1B	0.0192027273925					
ACVR2A	0.0232564419018					
ADA				0.0171407146568		
ADAMTS1					0.0182290606635	
ADCY9			0.0219007206805			
ADD3			0.0169692198631			
ADH1B					0.0283677724938	
ADI1				0.0156962448902	0.0186098508557	
ADIPOR1		0.0162535852409				
AEBP1				0.0292002194583		0.0222406436634
AGA			0.0166950502742	0.0145734334193		
AGRN	0.0186670836103					
AGT	0.0309450804399					
AHCYL1					0.0172191139748	
AHNAK2						0.0145794149987
AKR1B1			0.0152623666315	0.0156123935009		
AKR1B10			0.0231263024564		0.0208372388012	
AKR1C1			0.0373036558094	0.0178530986833	0.0336210370669	
AKR1C2			0.0362805841545	0.0214346971513	0.0309222021166	
AKR1C3			0.0149014367111	0.0185829976674	0.0304669690453	
ALCAM						0.0159216087616
ALDH1A1			0.0180745225131	0.0148485785291		
ALDH1L1				0.016637029011	0.0176060277533	
ALDH4A1						0.014788358888
ALDOB						0.0196167059648
ALOX15B			0.0148713592095			0.0142790921202
ALOX5		0.0202962385466	0.014752317784			
ALOX5AP			0.0156862542272			
ANKRD28	0.0169734639877					
ANKRD5				0.0174898928953		
ANO10				0.0318823297252		
ANO3	0.0170374698988					
ANXA4	0.0184995651484		0.0159241753026			0.014526577998
AP3S2		0.0158998092931				
APLP2	0.0208496603438					
APOC1	0.0175857419623	0.0212165234052				
APOD		0.0173140605417		0.0197841447888	0.0178710538464	
APPBP2				0.0169758800551		
AQP3		0.0167079111248	0.0271813086927	0.0157647752749		0.0217409920516
ARF3	0.020611889845					
ARG2		0.0345032536447		0.0145823097071		
ARHGAP5	0.0216546384545					
ARHGEF6					0.0150493865537	
ARL4A			0.0186819721612	0.0168126728632		
ARMCX6	0.0267027672261	0.0167551592935				
ARNT2		0.0194237092948				
ARPP19		0.0235815136292				
ASMTL				0.0176961215395		0.0148784105983
ASNS	0.0184200858299	0.0175758931611				
ASPM					0.0196830985539	0.0189687964051
ASS1				0.024132032196	0.025049629547	
ASXL2			0.0219158997886			
ATAD2		0.0201379017919				0.0145340313773
ATF3				0.0232943168954		
ATHL1	0.0231839188094					
ATP10D				0.0148847173994		
ATP1B1				0.0151332205263		
ATP1B3				0.0171665130464	0.0190413030636	
ATP2B1	0.0243189946512					
ATP2C1		0.0169772745346				
ATP6V0E2	0.0179580936585					
ATR				0.0169636364296		
ATXN7L3B	0.017762857473					
AUTS2	0.0186405093091	0.0234695380656		0.0178135869474	0.0197976250688	0.0145658246459
B9D1				0.0164839399277		
BBS4		0.0180474707237				
BCAM					0.0153608343748	0.0194693779931
BCAT1					0.0174188606429	
BCHE		0.0213576477518	0.0150548299003			0.0176139610571
BCL6					0.0173305440695	0.0139686924865
BEX1	0.0428519360229					
BEX4				0.0191949739708		
BHMT2					0.0145271156631	
BLVRB		0.0163033910453				0.0173193531547
BPHL				0.0271743855765		0.0204293337548
BRD8		0.0164573156145	0.0197989646039			0.0185967519558
BSG	0.0175981793976					
BTG1		0.0183821524387	0.0161647045144	0.0195543943667		0.0175156340484
BTK			0.0499744525406			
BTN3A2			0.0156507537875			
C10ORF10	0.018088381308	0.036605518418			0.026849762241	0.0282900241277
C18ORF10						0.0189326561708
C1ORF106			0.0152004933292			
C1ORF115	0.0246296949872					
C1ORF38				0.0159157665585		
C1QA		0.0260059009057				
C1QB		0.0258824880337				
C20ORF103					0.0148709586138	
C3ORF14				0.0149685840649		
C4ORF41				0.0165458773294		
C5ORF13		0.0171086870678				
C6					0.0145938495134	
C7		0.0194321718306				0.0172010596109
C9ORF95					0.0171681758103	
CA12	0.0322234809988	0.0227666708111			0.0171945636409	
CASK						0.0160860850511
CASP10			0.0513995038406			
CASP7					0.0163303138084	
CAT						0.0139766737488
CAV1			0.0197007340149		0.0222145152874	
CAV2			0.0239103662827		0.0161269590124	
CBLB						0.0148025255681
CBR3	0.0174291771082					
CBS						0.0181186501323
CCDC109B		0.0166270261335				
CCL18		0.0214786944196				
CCL19		0.0166330335076				
CCL2	0.0273695414761					
CCNB2			0.0231478327428	0.0158584761191		0.0186135957205
CCND2			0.0213595286048			
CCNE1				0.0150866521203		
CCNG1					0.0173538639793	
CCP110						0.0185029449277
CD163		0.02172167913				
CD1A	0.0214358433225					
CD1B	0.0225987210383					
CD1E	0.0326537461014					
CD2		0.0174394863982				
CD24					0.024901635828	
CD34					0.0153200629486	
CD36				0.0153844272308		
CD38			0.0174353558295		0.0254921764004	0.0159738904831
CD3D	0.0172717686621					
CD40		0.0161494607806				
CD48	0.0249845790382					
CD52	0.0226503084522					
CD58					0.0149308563975	
CD8A	0.0213815622046					
CD9		0.017615696357				0.0253221442298
CD99	0.0173705859301					0.0154918245794
CDC25B			0.0216297743705	0.0210799366761		
CDC42	0.0221034231709					
CDH1	0.0199001894592					0.0220413167786
CDK11A					0.014460320177	
CDK2AP2					0.0184174086362	
CDK8				0.0155832982955		
CDKN1B			0.0220237346145	0.0192711335592		0.0147153183351
CDKN2C	0.0187597621586					
CDKN3			0.0152503034491			
CEBPA			0.0428895052319			
CELF2			0.0153329886806	0.0253578564557		0.0261326796752
CENPE						0.0191913014556
CENPF						0.0140958729319
CEP350				0.0147316582785		
CEP70				0.0169102431393		
CES1			0.0212566234525		0.0262543359439	
CETN2		0.022889117259				
CFB	0.0182224164818	0.0182836942544				
CFD	0.0198509830372					
CFH			0.0293026027107	0.0163217828258	0.0162062647333	
CFHR2					0.014768175865	
CHD1L						0.0143074989129
CHI3L1	0.0286359257585					
CHI3L2	0.0257107267527	0.0257797557766				
CHMP4A	0.0431451377022					
CHMP5		0.016705375414				
CHMP6					0.0331157997823	
CHN2	0.0214348544541					
CHPT1	0.0250694884284	0.0207706616606				
CITED2			0.0180518444742		0.0167422259222	
CKB	0.0276719086912					
CLCA2			0.0252021816054	0.0178219150374		
CLGN			0.0183627402953	0.014830210501	0.0167818093943	
CLIP1			0.0162512321821			
CLU			0.0182368944432	0.0331505112983	0.0469177391189	
CNN1					0.0156878567607	
CNN3	0.0275016422609					
CNPY3	0.0377277821451					
CNTNAP2	0.0196394398879					
COBLL1				0.0236758263711		0.0178800375715
COCH	0.0370648994939	0.022884903712				
COL1A1	0.044533478518	0.0338313185477				
COL1A2	0.0264920819617	0.024382194892				
COL2A1	0.0178985546717					
COL3A1	0.0475377032981	0.0422696051163				
COL4A3				0.0206815408349		
COL6A1	0.0242261862246					
COMMD8			0.0167105598169			
COMP			0.0183074744215	0.0182627342319		
COMT			0.0169721709149			0.0214439860308
COPG		0.0161443460945				
COX11	0.0198593597229					
COX6C						0.0175651824633
COX7C		0.0160909835953				
CPA3	0.0295441313648					
CPB1	0.0196010384972					
CPT1A					0.0155162015442	
CRABP1					0.0188559483186	
CRELD2			0.0189325140025			0.0204942080064
CRIP1	0.0220837743774					
CRK	0.0187457196315					
CROCCP2						0.0148588884161
CRTAC1			0.0153923073853			
CRYAB	0.0201086695415		0.0168257733364	0.0252139724228	0.0323945306177	
CSDA		0.0289825245128	0.0161235675069			
CSGALNACT1		0.0237432941244	0.0353835349665			0.0246372874834
CSNK1A1				0.0161450424556		
CSRP2	0.0245143405832		0.0260968188114	0.0346299132547	0.0456283212865	0.0522285782428
CSTA				0.0230638206465		
CTAG2				0.0151460009256		0.01742395498
CTBP2						0.0184825714535
CTH		0.0266232566652				
CTNND1		0.0190835242038				
CTSF					0.0161608577796	
CTSL2					0.0162657603615	
CTSS			0.0159406858536			
CTTN				0.0145050580269	0.0195955728617	
CXADR					0.0291943956169	0.0195994853169
CXCL9		0.0196204798103				
CXCR4	0.0192433444491		0.0157455245318	0.0287588798616	0.0372976650203	0.0142811593993
CXCR7				0.0335000268685		0.0285104796724
CYB5A	0.0281290578378					
CYB5R1		0.0213578185113				
CYFIP2				0.0191146851925		
CYP1A1		0.0210556838699		0.0164617684677		
CYP1B1		0.0233714418956	0.0222881466598	0.0198388797486	0.027127892924	
CYP4B1		0.0296825662364	0.025046039855			0.0196585553086
CYTIP				0.0207438772245		
D4S234E			0.0192528275647			
DAAM1				0.0169624046702		0.0168526422062
DAD1	0.0175590504659					
DAP					0.01452819006	
DAPK1				0.0210484002849		
DARC	0.0180543901754					
DBI	0.0209772889907					
DCN	0.0331667549727	0.0265544788733	0.0146023883271	0.0168974511743		
DCTN3			0.0157169175013			
DDR1		0.0186464996176				
DDX17	0.0184327133674		0.0156919342588			
DDX3Y					0.0160198953419	
DEFA5						0.0167853280556
DEFA6						0.0151687325265
DEFB1	0.0189889693249		0.0171912253797		0.0333211193559	
DEGS1		0.0189457956294	0.0146933258024			
DENND1B						0.0139289879184
DFNA5	0.0185727575817					
DHRS1						0.0183319323271
DHRS3		0.017022201271				
DHX40				0.0169438004358		0.0161057087394
DKFZP586I1420				0.0154323567554		
DKK1	0.0226584620357					
DLD				0.0184092118137		
DLG5		0.017089583541				
DLGAP5			0.016132852231			
DLX5					0.0155140857453	
DMXL2		0.0181211660067				
DNAJB2					0.0181542369525	0.01529291563
DNAJB4		0.0167973014715				
DNAJC15		0.0170038798253				
DNM1	0.0369360137134					
DNM1L				0.0204815499595		0.0142052275119
DOK5		0.024249278395				
