	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
NFYA_GM12878_hg19	2.21672100937	6.60328403134	32.4171962063	35.0279079139	36.3694749216	29.8827831415	-9.4299109238	-0.0	-0.0	-0.0	-0.0	-0.0
PBX3_A549_hg19	11.6562747229	25.2160808147	19.5439457061	24.3249764872	28.5981408195	20.5242361959	-1.58275448901	-6.8192105856	-4.77902301545	-3.84697089753	-3.63507573173	-6.56962153439
NFYA_K562_hg19	0.0	4.62864296666	33.3316485602	37.5917788117	33.237102498	20.7212032879	-3.98870184017	-0.0	-0.0	-0.0	-0.0	-0.0
TBL1XR1_K562_hg19	2.60398543887	18.4343696368	18.239785265	30.3371101437	12.5197626968	20.8206977953	-0.0	-15.7380013905	-4.70710130149	-0.0	-0.0	-0.0356154069144
MXI1_GM12878_hg19	0.0	4.27221430523	4.66779385088	9.70967104851	8.78648945823	3.91333901323	-0.0	-2.13570360932	-4.44220250098	-0.0	-0.0	-0.0
SMARCC1_HeLa-S3_hg19	0.0	4.64049783062	11.698968387	21.1083272504	12.3382237936	25.921084175	-0.0	-9.54290535049	-17.2370533995	-2.25945316047	-21.4753498495	-16.6083462356
NFYB_K562_hg19	1.40695103316	0.0	20.1745237343	25.0905305772	27.6579290462	17.4028869017	-0.988143546318	-1.99960595936	-0.0	-0.0	-0.0	-0.0
CHD2_HeLa-S3_hg19	0.93165033698	16.3868903635	8.4562755877	17.2313950597	8.8410448015	17.7472233073	-4.62718998018	-27.9499378263	-6.68537473593	-3.31034308094	-12.0162426687	-1.81191313451
PBX3_SK-N-SH_hg19	0.0	5.74204486117	15.9247000994	6.21949817218	8.78010313142	17.9607981989	-17.0591129709	-9.42929849786	-3.31991493465	-2.38503983909	-14.9481167773	-3.47455201795
E2F4_HeLa-S3_hg19	0.982392184035	0.0	11.1565330831	10.5828094091	19.4766458393	16.155678567	-2.04570317255	-6.76184478567	-0.0	-0.0	-0.0	-0.0
NFYB_HeLa-S3_hg19	1.00072716461	0.0	33.3921854845	27.3242079687	20.198101736	19.8362838429	-5.62573859819	-0.0	-0.0	-0.0	-0.0	-0.0
GTF2F1_H1-hESC_hg19	0.0	0.0	4.52032602772	3.66743047883	2.1494503643	2.72994554848	-0.0	-3.54080850166	-0.0	-0.0	-0.0	-0.0
E2F4_CH12.LX_mm9	0.0	1.09688668605	9.96363515021	9.52918423252	17.4450999128	23.9281988851	-3.33645831394	-0.0	-10.4369645907	-4.35587220747	-0.203145175746	-5.88283770919
STAT1_GM12878_hg19	0.0	6.64324940194	5.26420459151	2.69727264306	4.00027362664	8.07167446906	-6.97614934026	-12.1330604189	-1.89691401362	-0.0	-5.39541564816	-0.54952117227
FOXA2_A549_hg19	0.50224231258	9.2960718401	19.8726679005	10.1523310785	5.65721800888	13.7413410159	-2.31656870921	-0.0	-5.05534761832	-2.45722882089	-7.7185397923	-7.24671549316
POLR2A_A549_hg19	0.0	1.18514514246	3.54953142291	6.09456582089	10.1721425529	4.03584672219	-17.1170124049	-5.89350776264	-0.0	-2.37163811805	-0.103298131799	-4.91061273081
EP300_T47D_hg19	0.0	4.44270403575	16.1621199269	13.7940661026	3.23111731452	15.216231049	-0.0	-1.23121477831	-2.90807546201	-5.79637813477	-12.6833513602	-11.3970110075
CTCF_MEL cell line_mm9	0.0	0.0338652507192	18.2708757436	19.26223392	6.5907013318	15.5201393256	-0.0	-5.46358125148	-6.09673163462	-5.34561065761	-0.749475121626	-4.12967911982
E2F1_HeLa-S3_hg19	0.0	0.352260417014	17.0809365828	16.5846741652	10.1441683671	7.02276858244	-3.23725387686	-10.6254161858	-15.1992822738	-0.296254135814	-0.0	-2.97767321247
NCOR1_K562_hg19	0.0	4.73714592535	15.381464819	6.5980157902	4.74313196425	14.8699044207	-3.94996377848	-11.7145272694	-9.5061760552	-14.8261589048	-21.926613331	-14.296401623
HCFC1_K562_hg19	3.01155955956	12.9505226379	8.59749905672	6.39102545922	11.921036667	16.2533960428	-8.48722257854	-16.6376697036	-2.35188404618	-2.3085065453	-6.15224903294	-4.61068163549
GATA1_G1E-ER4_mm9	0.0438308732649	18.0571749636	23.5652325714	12.2828384853	7.13398442736	14.2194739602	-0.0	-0.0	-0.575076274385	-1.46018579033	-0.0	-0.0
SIN3A_PFSK-1_hg19	0.0	1.7396800661	4.14050561274	9.34717332455	11.7185729041	3.3244533886	-1.28801014751	-7.54823961189	-7.53310425415	-0.0	-5.58292876242	-2.66683164684
GATA3_T47D_hg19	0.0	4.62586014091	12.3773613733	7.08542343101	2.75650634587	6.51351602401	-3.96673883034	-0.0	-1.22529631606	-2.60273766619	-6.7872799764	-21.4601487278
SP1_HCT116_hg19	0.0	0.0	18.034570999	5.19638449877	15.8776443637	11.6412983533	-6.17748438487	-0.0	-0.0	-0.0	-0.0	-0.0
POLR2A_MCF 10A_hg19	1.4395461959	0.0	15.2173736914	19.3050696917	12.0802757225	7.63814996225	-2.87215880005	-1.99053393744	-0.0	-7.71169949822	-6.70950562829	-6.9829558287
RFX5_SK-N-SH_hg19	0.0	0.0	14.2566111794	11.6778079119	3.00266050996	10.8011608935	-0.0	-0.0	-0.0	-2.46595446066	-0.0	-4.54437390481
FOS_GM12878_hg19	0.0	1.90116663448	1.9169047798	29.4201445217	22.9283696503	20.9759076621	-3.9906620601	-0.0	-0.0	-0.0	-0.0	-0.0
CEBPB_ECC-1_hg19	1.67915274872	13.0370479529	12.3763840249	11.6102590135	11.8183740591	3.41396231914	-0.0	-0.0	-0.853602914193	-11.9188883264	-1.1477176172	-6.74510864109
HA-E2F1_HeLa-S3_hg19	0.0	0.0	1.03524222381	14.6716504529	11.3235536112	11.7475228343	-0.580464477696	-12.4121238295	-22.7196917654	-4.38496577857	-0.0	-5.81036835519
EGR1_ECC-1_hg19	0.0	0.0	0.0	6.87459993492	5.39436304169	6.50180979591	-0.0	-24.8654987867	-13.4572295014	-7.54481689643	-11.220525247	-15.3060162806
MYOD1_myocyte_mm9	0.0	1.03213197517	11.2200482333	4.26301090849	2.47186643114	8.74159269361	-12.1244533802	-10.9360216206	-5.38625050389	-14.7828806871	-10.4836969624	-4.54737214094
POLR2A_MCF-7_hg19	3.68903503456	16.6094056459	7.84322916546	12.5916327967	9.82741193083	10.199480192	-6.7589052151	-15.9444177498	-22.8722314758	-0.0	-8.2062070259	-3.16268531991
IRF3_GM12878_hg19	9.67929129406	13.7106183718	21.0228577561	10.5374747615	28.5033043783	32.6060787077	-11.5130347482	-0.0	-0.0	-0.0	-0.0	-0.0
SMARCC2_HeLa-S3_hg19	0.0	0.0	14.8613356552	9.10339181927	11.6496350999	2.19381043799	-0.0	-0.0	-0.0	-0.0	-8.44634836954	-0.0
EGR1_HCT116_hg19	0.0	0.0	0.659456165281	1.45501750132	3.00796805303	1.02836461126	-0.527334398861	-21.4990113006	-6.46661928344	-6.66550362558	-7.41324439292	-9.93584138056
CEBPD_K562_hg19	0.0100892245372	12.5972782927	6.43939827837	15.075389737	9.64674337916	2.71433044287	-0.0	-0.0	-0.0	-0.0	-2.45145350077	-2.088035245
BRCA1_GM12878_hg19	5.26812918161	31.7234906996	8.04107307002	25.7445007941	20.3106681401	34.8063371293	-1.42473951195	-0.0	-0.0	-0.0	-0.548202443736	-0.0
JUN_H1-hESC_hg19	0.0	1.50172519328	3.81945972411	4.94243510336	3.48011104604	0.0	-3.71178542869	-1.03088411074	-5.55457386896	-4.76006506712	-0.279667371158	-6.09910931589
SRF_MCF-7_hg19	0.0	5.34379899554	5.22026933607	9.06944131012	8.24962339572	0.0	-7.87102456591	-7.34509316904	-2.50126072396	-16.9002195577	-8.55007225643	-10.9758330921
MYC_endothelial cell of umbilical vein_hg19	0.476178133832	0.0	4.81373816382	1.70292583556	5.94690212251	2.72948728233	-7.16036450006	-8.24370991394	-16.1622152734	-3.27950603353	-1.13038001969	-2.40001369512
E2F6_K562_hg19	0.0	11.7307075149	8.16517996667	9.16863872768	1.52748616861	8.35921577107	-0.492634950788	-7.32109467299	-10.2483298587	-0.0	-0.465314030645	-6.05268107576
SP2_HepG2_hg19	0.0	1.75187289318	3.79524178019	2.11889813498	15.9383476597	13.7325122165	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TEAD4_ECC-1_hg19	1.06723410922	12.4132411985	29.7430103937	14.1334661055	18.4652323653	3.29643099925	-12.9388168235	-21.710501845	-20.4137093951	-15.0117881322	-23.4900366771	-20.9154598833
SIN3A_MEL cell line_mm9	0.0	0.0	7.17355815392	8.32097186828	10.4503050819	0.172508459443	-1.12076715206	-0.0	-0.0	-0.563586109612	-0.0	-7.41179748943
RCOR1_HeLa-S3_hg19	0.0	1.49494645752	8.00644583656	5.25596142476	9.8310122015	0.0	-10.5896041338	-6.76419969033	-14.148540711	-5.0061313979	-3.47945471096	-8.06393888567
CHD2_MEL cell line_mm9	0.0	13.264608226	14.683935426	0.0718621371057	11.7418961761	10.3715937717	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
ARID3A_K562_hg19	0.635995844445	8.64873643855	18.750468385	9.21479447388	0.676546084088	19.3825654433	-6.91475830645	-0.0	-0.0	-5.52782073842	-8.69591511618	-0.0
TCF7L2_HCT116_hg19	0.178506668049	20.8496167234	8.58401992677	11.3325532787	7.35124959891	10.3872791824	-10.971823178	-7.88674022025	-0.0	-10.6527898333	-4.24102935225	-5.9491402648
E2F4_GM12878_hg19	2.41655278791	0.0	7.0638585733	23.9900339707	7.28870183007	18.0090370126	-11.9884865522	-18.0042098693	-0.0	-0.0	-0.0	-4.43214717559
E2F4_MCF 10A_hg19	0.0	2.63122196966	0.0	7.93158799223	4.6999927584	14.4909668915	-9.74860916558	-16.6467573061	-15.8184474343	-0.0	-9.29272593565	-9.96050202794
FOS_K562_hg19	15.7067255421	9.47933164715	16.1832327031	34.3244270134	31.5593799544	30.6876891814	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EGR1_K562_hg19	0.0	0.0	8.9860471406	0.0	6.0646145445	6.02061224061	-0.0	-0.0	-0.00231705618139	-0.350482606895	-0.00301005718545	-0.0
UBTF_MEL cell line_mm9	0.0	0.0	21.2546471558	14.3742249105	0.0	15.4496781938	-0.0	-0.0	-8.53242276897	-6.34037781819	-5.55903732821	-15.6847336861
BHLHE40_K562_hg19	0.375209535525	0.225057154046	1.47972354494	15.3598346796	4.52668087748	9.35219298944	-5.85850196871	-11.4303775301	-14.8032792092	-1.47404863084	-4.65143834659	-0.0
POLR2AphosphoS2_CH12.LX_mm9	0.0	0.0	10.0496788715	1.61582963069	5.86766568885	18.1792752292	-0.0	-0.0	-5.37179278387	-0.0	-4.5050121341	-11.1136200264
SP1_A549_hg19	1.50000427227	0.948739958371	5.88046012812	36.1420008189	8.80491521074	22.1403365865	-0.468707378794	-1.98487194188	-0.0	-2.19944322884	-3.09652275385	-1.03767341678
ETS1_K562_hg19	0.0	0.0	0.0	2.3003177007	3.70929182554	6.73227569877	-0.668865779947	-0.0	-0.91592256419	-0.0	-1.224206671	-0.0
UBTF_K562_hg19	1.66426715083	0.0	8.35939270613	18.508892868	4.2267712648	8.27473190397	-1.38153231568	-7.40575212163	-17.5795729697	-8.16620505159	-2.14542693791	-10.4589265165
USF1_K562_hg19	0.0	0.0	3.32761554256	1.71410431925	0.0	3.98136859317	-0.0	-4.75310849419	-0.0	-0.0	-0.0	-0.0
eGFP-NR4A1_K562_hg19	0.0	0.0	1.13337198459	0.0	3.6002198008	2.28707517818	-1.84727248809	-6.19637766324	-2.0213685295	-7.71021541688	-5.77730288058	-6.93807683391
EP300_K562_hg19	17.1664698253	29.0222126612	22.1592059197	26.2616199884	18.5191358893	36.5187633361	-0.0	-0.471492012121	-3.74400243227	-0.0	-0.980041225016	-0.602863651212
POLR2A_Raji_hg19	0.0	3.73536496618	11.1922390144	4.29893483764	0.0	15.6550266101	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
PHF8_H1-hESC_hg19	0.0	6.00048383612	2.24399204847	19.1015538356	4.33187827764	5.97554537043	-2.14139117568	-0.153685382862	-4.14046959293	-0.0	-0.0	-0.0
TFAP2C_HeLa-S3_hg19	2.51330824022	3.58084467193	19.8272188569	10.9336877205	6.85497330797	5.33525394944	-1.89020993861	-0.0	-8.71922123616	-16.6706602563	-14.5968359162	-9.49414526347
POLR2AphosphoS5_endothelial cell of umbilical vein_hg19	0.0	0.0	2.52239433649	13.7527641541	0.710464375289	12.9782967869	-3.14821272823	-7.55494866696	-0.0	-0.0	-0.0	-0.0
STAT3_HeLa-S3_hg19	0.0	1.84615227247	13.9991729721	8.76314322906	26.0359154513	0.0	-5.1055911833	-0.682510267819	-4.76574367036	-16.0599152355	-20.4016079343	-9.1432904333
REST_neural cell_hg19	0.0	2.04175790468	3.98153382128	20.0258199786	0.0	19.1893658029	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TCF3_myocyte_mm9	0.0	10.1751488948	12.1935710476	2.40180717989	4.99211169612	4.54234124264	-2.73731119548	-3.82109500495	-8.26277100656	-8.4208503129	-7.9938709582	-2.59878583933
TAF1_H1-hESC_hg19	0.0	0.0	8.87195816867	0.0	5.53600917428	3.77692530931	-4.07129969594	-6.24006386322	-0.0	-0.0	-0.0	-0.0
ATF3_K562_hg19	0.0	0.0	5.53127448525	0.0	10.238036936	3.50399854916	-3.45814771898	-4.26334115879	-0.0	-0.0	-0.0	-0.0
NFIC_ECC-1_hg19	0.0	0.0	0.646417035052	1.24400424417	0.0	0.490440239301	-16.2593589295	-4.99988355512	-4.31937179558	-0.200647481747	-13.3924921208	-3.41125228102
CHD2_HepG2_hg19	0.0	2.76878942392	0.0	7.7119344011	4.59076746776	1.28193936524	-0.894031179206	-4.79253533349	-0.0	-0.0	-0.0	-0.0
POLR2A_embryonic fibroblast_mm9	0.191455194851	2.80376348821	9.89240765728	3.0619552111	10.281959252	0.0	-0.0	-12.7652932331	-3.08692304365	-11.5623074429	-10.4693384342	-8.52435162659
FOXM1_ECC-1_hg19	0.0	0.0	13.6338691321	7.01964428379	24.027680971	0.473832891816	-10.5361324006	-0.0	-0.0	-1.03948515494	-11.3322257591	-0.0
HNF4A_HepG2_hg19	0.0	0.0	13.7729031679	6.33044563791	2.74607904382	2.89087734362	-0.0	-6.36447304257	-9.19255732173	-7.07927125096	-3.5715233537	-6.15705251374
ATF1_K562_hg19	0.0	1.0838000506	3.78763694451	0.961538096216	0.0	4.36329086659	-7.62012122366	-1.21803969206	-0.0	-2.38505557752	-3.13936752952	-3.58988350518
REST_K562_hg19	0.0	13.8299835706	11.6719441031	0.814132105832	5.79957384391	10.467536765	-0.370074555296	-14.519595759	-10.8312766107	-0.0	-12.2149312476	-10.1602188361
ETS1_CH12.LX_mm9	0.0	0.0	6.59993148054	2.6930823449	4.01561886386	0.0	-0.0	-0.0	-7.26988501642	-5.02198557395	-3.55596707331	-4.05639513948
POLR2A_HEK293_hg19	0.0	0.0	0.0	13.8431906801	4.86740024203	25.0608128927	-11.5750718332	-21.8412284731	-16.5057944029	-4.89373518105	-9.57208939646	-7.63145765937
PRDM1_HeLa-S3_hg19	0.0	0.0	8.62563497094	17.8867061681	0.711670357221	5.31835610755	-6.73667929225	-10.0062062524	-0.0	-4.05240342904	-10.6818736721	-4.24785492615
MAZ_CH12.LX_mm9	0.0	1.02724581193	4.64828889824	0.0	3.30674989203	1.19141727254	-0.0	-0.0	-5.32431701882	-0.46320614765	-0.0	-0.0
RAD21_MEL cell line_mm9	0.0	0.0	15.0565890651	16.0950830394	4.58383242731	0.419978177188	-0.0	-0.0	-0.0	-0.0589309065043	-0.0	-5.32312905796
CREB1_H1-hESC_hg19	0.0	11.1662056959	2.06968839292	26.5696200193	3.0303183647	12.226101402	-8.31441963077	-11.2407940417	-0.0	-0.0	-0.0	-0.0
POLR2AphosphoS5_neural cell_hg19	0.0	0.0	3.14200986474	5.94181688542	0.0	12.5496240842	-0.0	-3.10679159254	-0.0	-0.0	-0.0	-0.0
YY1_GM12891_hg19	0.0	3.79739000428	0.0	0.673687067228	9.85845553143	6.81293173936	-1.57864641323	-0.0	-0.0	-0.0	-0.0	-0.0
TRIM28_HEK293_hg19	0.0	1.55518168899	0.0	12.0084777895	6.35552013836	1.61155216956	-0.0	-4.94160441541	-0.0	-0.0	-2.21771605445	-0.0
TAF1_HeLa-S3_hg19	0.0	7.826490939	2.05012652521	3.06979976079	13.2069305318	2.75269276309	-8.61657070115	-0.9157217034	-0.0	-0.0	-0.0	-0.0
MAZ_IMR-90_hg19	0.0	0.0	0.0	4.38303201791	1.98096497931	10.4730917772	-0.0	-1.94750024018	-0.0	-0.0	-0.0	-1.02919543938
ZBTB7A_HepG2_hg19	0.0	1.93431063948	0.0	8.95884094726	1.65881762663	3.38711213911	-7.9088078258	-5.57831891633	-14.0293423586	-10.0872995656	-14.8196520378	-0.620001424406
NRF1_HeLa-S3_hg19	0.0	0.327729628918	3.59408773423	0.764726965316	8.86020458357	22.2471663751	-2.25457780441	-0.0	-0.0	-0.0	-0.0	-0.0
JUND_H1-hESC_hg19	3.45007069863	2.45107664428	5.79762019166	7.75668647581	3.48871928877	13.0342655579	-0.288165229568	-1.00255055181	-0.0	-0.827521971288	-9.96039025032	-0.0
