	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
alpha-amino acid biosynthetic process (GO:1901607)	0.25969196724	7.89340208107	7.41308871794	10.1187691713	12.0538588192	7.15687924877	0.0	0.0	0.0	0.0	0.0	0.0
regulation of cellular response to stress (GO:0080135)	1.67690889821	0.0	4.18526923674	2.41568340159	13.8835147041	16.2773716181	-0.0	-1.6657085944	-0.0	-3.24158938433	-0.304361202719	-0.655904232951
small molecule biosynthetic process (GO:0044283)	2.60665703596	8.39704389156	8.10055221275	11.082526306	38.4391050744	4.47741143394	-0.829668319818	-1.74344920482	-0.0	-0.0	-0.0	-1.59144694939
steroid metabolic process (GO:0008202)	1.922882176	11.1342501974	1.1348330764	8.37160913123	17.3908657193	7.10231693615	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
serine family amino acid biosynthetic process (GO:0009070)	0.0	14.1652558634	5.15542238458	0.46718534921	17.8922855071	9.41641601188	0.0	0.0	0.0	0.0	0.0	0.0
organic hydroxy compound metabolic process (GO:1901615)	2.74762729281	11.8999906242	2.26667258314	3.03741583432	13.0777779119	3.63971097886	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
L-serine metabolic process (GO:0006563)	0.0	10.5709785239	0.184757006939	0.0	10.902599476	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ncRNA processing (GO:0034470)	0.0	0.0	0.0	0.0	0.0	0.0	-3.77195399315	-17.8461810894	-5.30841301352	-20.0385692703	-6.43254830939	-36.1588646203
ncRNA metabolic process (GO:0034660)	0.0	0.0	0.0	0.0	0.0	0.0	-1.72323019969	-18.1108963054	-5.27439420967	-15.4113443962	-6.24256486071	-36.2424815243
rRNA processing (GO:0006364)	0.0	0.0	0.0	0.0	0.0	0.0	-2.01807628155	-10.7717221301	-4.9646330026	-6.20878979041	-5.91368007162	-34.6693038611
rRNA metabolic process (GO:0016072)	0.0	0.0	0.0	0.0	0.0	0.0	-1.84083805343	-10.556862984	-4.67348746544	-5.7611214929	-5.92218985846	-34.7175461068
