	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
SPI1_GM12878_hg19	0.0	0.0	2.12830002845	3.19297014467	10.5882067802	11.8352033179	-0.0	-0.0	-0.0	-0.617793110178	-3.62019716467	-0.0
POLR2A_A549_hg19	1.5851778183	0.0	5.41106211103	2.17765704035	17.3241188318	16.5523882608	-5.52126828006	-19.4748647682	-0.0	-6.44172373629	-13.1787221126	-0.0
TBP_HepG2_hg19	1.39900562677	0.0	7.45845270285	10.1319943642	4.55921717177	15.8906474267	-15.1629131466	-7.97137619472	-0.489134470828	-0.625602357435	-0.0	-0.0
EP300_ES-Bruce4_mm9	0.0	0.0	0.0	0.476172896289	2.73859559244	4.77501435253	-9.37860261769	-2.49626903065	-0.0	-0.0	-18.5328758632	-5.22355313612
ZEB1_GM12878_hg19	0.0	0.0	1.46731194686	0.0	6.73489763557	5.48945021206	-3.32562008065	-0.0	-0.0	-0.0	-4.54623274612	-1.76747457535
TAF1_HepG2_hg19	0.0	0.328471344865	0.0	13.2068455348	15.1648535957	5.56075932192	-3.09437092363	-12.4612310867	-4.36464331449	-0.0	-0.0	-1.72123888645
TAF1_GM12892_hg19	0.0	2.65716541033	3.86090977116	29.2903701223	9.98811165236	20.2723888217	-9.88794804474	-0.0	-5.64117417819	-0.0	-0.0	-11.5912433917
ATF3_A549_hg19	4.28506543375	0.0	4.44367987009	14.9835513132	11.201043201	7.6971910201	-11.8503555265	-1.02399822328	-10.2638704838	-6.72493187527	-28.1562287996	-9.8617670415
POLR2A_HepG2_hg19	27.1713780482	28.9825462783	31.6925460929	33.6432698177	29.8312501323	32.0107798163	-28.0307526741	-21.990116578	-20.9661252066	-22.4806045207	-42.2592480827	-20.2146934877
CEBPD_HepG2_hg19	0.0	0.0	0.0	15.6069817329	10.4092774829	5.8212416214	-15.8094975928	-4.20678721648	-0.0	-0.0	-7.20285953825	-0.0
ZBTB33_A549_hg19	0.0	2.56577900102	5.23181701228	18.3197583486	3.87418719666	18.6933906974	-17.1044189838	-0.0	-5.74471824636	-2.06056927206	-8.79705942879	-1.01341534583
GTF2F1_K562_hg19	1.71918405333	2.05741326512	13.4322237598	14.892117641	5.01161263653	20.0031387074	-0.0	-3.19955439493	-1.95834895037	-11.2491225482	-0.0	-0.0
ARID3A_HepG2_hg19	6.99198992641	0.0	12.1270086106	24.4877448404	8.95838927601	21.9938791276	-9.98355337024	-4.92889920551	-6.69992804494	-0.0	-6.73695706574	-0.0
ETS1_K562_hg19	3.31673901794	1.20395779464	0.0	13.3627983327	6.50107495331	10.4616814586	-2.82025088079	-20.2587723408	-0.699165081048	-5.55806572433	-9.42331042497	-6.92381413828
HCFC1_K562_hg19	0.0	0.0	0.0	0.0	1.52830256395	3.91167280912	-2.02930525926	-0.0	-0.0852914045916	-0.711054188774	-0.0	-1.00190551554
CEBPB_HepG2_hg19	7.87448070698	15.9824351735	10.0895410281	15.1903357182	15.5285788317	28.670071422	-0.557515073639	-0.0	-0.0	-14.9777778994	-26.0851098451	-3.03561278716
NFYA_HeLa-S3_hg19	0.736379233054	0.701560587862	11.6229509462	3.04992563217	7.07319688092	19.6935380703	-21.4464655568	-9.47288836756	-7.6114196879	-9.49282096746	-37.7672908909	-17.7899762748
RFX5_IMR-90_hg19	2.23459227147	1.13797211302	0.0	0.0	11.7737392014	15.6787990279	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
POLR2A_HGPS cell_hg19	0.0	0.0	0.0	0.0	2.28620828113	6.72614494209	-0.0	-4.26463700565	-0.0	-5.79546027433	-0.0	-0.0
