	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
NR3C1_23031785_ChIP-Seq_PC12_Mouse	5.62205468589	9.62620059574	16.848772561	15.9136222282	21.4666245551	20.7903438847	-10.7542133237	-12.6528552724	-13.2090221084	-9.08926266482	-0.53478125742	-0.0
SOX17_20123909_ChIP-Seq_XEN_Mouse	4.85680869408	7.69297632962	9.47225617451	14.125832032	11.1166769878	10.0681396197	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
RUNX1_17652178_ChIP-ChIP_JURKAT_Human	0.0	0.0	5.02263369719	20.6570088734	13.6605216237	13.2775056281	-6.11333775421	-0.0	-0.0	-0.0	-0.0	-0.0
LMO2_20887958_ChIP-Seq_HPC-7_Mouse	0.849432005115	3.30234649276	28.8815225268	13.9501684678	37.4604538882	26.4915585986	-2.11295488138	-0.0	-14.9972633735	-10.5341216888	-9.94524692116	-14.3311434997
ZNF217_24962896_ChIP-Seq_MCF7_Human	8.17862729106	36.4002306916	33.8837377415	33.6423751363	43.998345895	34.3512318506	-8.8921286659	-0.0	-2.13941726164	-0.0	-15.2781996472	-3.59971913463
GATA2_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.198487792137	4.21522963235	3.25591346303	27.3523859338	25.7710529017	14.1235715228	-0.0	-0.0	-2.55915301831	-15.4049045567	-0.0	-0.0
CDX2_20551321_ChIP-Seq_CACO-2_Human	0.0	0.0	0.0	9.96382154972	12.0223424168	20.2305687805	-0.0	-4.13797030281	-3.33267088746	-0.0	-17.696412318	-7.81420756565
GATA2_20887958_ChIP-Seq_HPC-7_Mouse	3.41666715031	0.0	42.9621797153	18.1184852633	28.7634140942	28.5584344773	-20.3808053635	-14.5060138545	-14.3544184688	-7.96098165852	-17.8571833147	-11.5003092131
PPARG_20887899_ChIP-Seq_3T3-L1 PREADIPOCYTE _Mouse	20.8325555093	26.641175954	43.1516723931	34.3360032867	55.5710479843	32.2873259116	-24.2970264425	-27.2920219202	-31.0326214989	-30.156061988	-39.8343523154	-21.4667186269
NCOR1_26117541_ChIP-Seq_K562_Human	0.0	20.3662718716	29.5093425629	28.8023654412	37.8017064808	13.3327956451	-3.85509743906	-18.2634391393	-13.2353408137	-30.275192774	-10.8500927815	-3.46936181636
