	0.04	0.12	0.37	01.11	03.33	10.0
ABCB1	-0.0171383303299					
ABCC4		-0.0172115182853				
ACPP		-0.0152552818083				
ACSM3		-0.0200449383859				
ACYP1				-0.0167922688181		
ADAM9	-0.014573255523					
ADAMTS1		-0.0199698970438				
ADCK3		-0.019165147421		-0.0213745306937		
ADI1			-0.0334508011525			
ADIPOR2			-0.0170662099309			
ADM				-0.0311015598322		
ADRA2A	-0.0149138834008					
ADRM1						-0.0156598798891
AFP		-0.016973552851	-0.0169982140835			
AGL	-0.0166403112756	-0.0188802976418				
AGPAT5		-0.0202247758613				
AHSA1				-0.015985109051		
AIM1		-0.0172175480934				
ALB			-0.0260765889264			
ALDH18A1			-0.0156203350555			
ALDH1A1				-0.0301735287458		
ALDH1A3	-0.0232208505958				-0.0182611264014	
ALDH8A1				-0.0167011209081		
ANKMY2				-0.0172285721527	-0.0198676972637	
ANKRD10						-0.0154198791999
ANKRD27			-0.0162922953609			
ANKRD57			-0.0165210497156			
ANP32B						-0.0152794971777
ANP32E				-0.0162259292597	-0.0235193034289	-0.0235326859424
ANPEP			-0.035330050867	-0.020080895845		
ANXA1				-0.0159702959314	-0.0210804727647	
ANXA3	-0.020637452226		-0.0247734119787			
APIP				-0.0164165006081		
APITD1				-0.019224164444	-0.0145894893982	
APOBEC3A			-0.0153043756276			
APOBEC3B	-0.0190362862194	-0.0231457028599	-0.0158426724968	-0.0249181092163	-0.0190234694025	-0.0348253284761
APOLD1	-0.0161218132011					
ARHGAP11A						-0.0173501178227
ARHGAP15		-0.0200222326771				
ARHGAP19					-0.0145765918105	-0.0175347535924
ARHGAP29	-0.0149983443211	-0.0215082745131				
ARL6IP1			-0.0212766712712	-0.0220557678972		-0.0230982581529
ARMCX3	-0.0150538978883					
ARNT2		-0.0219843028677	-0.0223888425076			-0.015361823296
ARPC1A	-0.0152258835779					
ARSE		-0.0165933328493				
ASF1B		-0.0141386194214	-0.0173916798882	-0.027477292092	-0.0218800508073	-0.0293415716163
ASNS	-0.0178219931607		-0.0143526698166			-0.0211010556357
ASNSD1			-0.0145745793562			
ASPM			-0.0266903467825	-0.0355085435641	-0.0465799647966	-0.0471620900606
ASS1	-0.0156034395079	-0.0153455742287				-0.0150994429018
ATAD2		-0.0262510770919	-0.0207704925786	-0.0160508170424	-0.0300231659409	-0.0314805245937
ATF1		-0.0157045314513		-0.0159893366293		
ATF4			-0.0165779641199			
ATHL1		-0.0195323700077				
ATP11B		-0.0222423900223	-0.0204569977446			
ATP8B4		-0.0149113956971				
AURKB			-0.030917253821	-0.0274316835088	-0.0341549443063	-0.0343468691772
BANF1						-0.0162413796247
BARD1					-0.015209230684	-0.0206773440721
BIRC5			-0.0197289167235	-0.0266413784215	-0.0303542085014	-0.0353713261593
BLM					-0.0161235596619	
BLMH			-0.0160328159485			
BMP4			-0.0163095262198	-0.0157717041877		
BORA						-0.0184764499519
BPI	-0.0154485407678			-0.0162536892888		
BRCA1						-0.0187401209823
BRIP1			-0.0197141157389		-0.0185540474032	-0.0153814744191
BSG			-0.0161197459491			
BST2	-0.0225036290911					
BUB1B			-0.0152472340867		-0.0234052216343	-0.0194724524452
BUB3						-0.0154626418219
C10ORF116	-0.0253332392905					
C11ORF75						-0.0160614467388
C12ORF41					-0.0165362882732	
C12ORF48			-0.0146629524847		-0.0194040955213	-0.0196912968174
C12ORF5	-0.0166627066973					
C16ORF53						-0.0154779349313
C16ORF61					-0.0151809863816	
C1ORF115	-0.0237842904824			-0.0206549761645		
C1ORF54	-0.0182497341428					
C1QBP	-0.0185326226624					
C20ORF3	-0.0199665520752					
C4BPA			-0.0148744418202			
C4ORF19				-0.0169331859611		
C5ORF13		-0.0263304069807	-0.0153624500481			
C5ORF22			-0.0143342268176			
C5ORF54			-0.016347759857			
C7ORF23						-0.0168459743221
C9ORF3	-0.0141041031113		-0.0191933703039			
CA2	-0.040387342429	-0.0175179711737	-0.0224812502908			
CACNA2D2	-0.019662856295					
CAMTA1	-0.0164944605401	-0.017855963792				
CASP3					-0.0147362515886	
CAV1	-0.0225872912623	-0.0240221781966				
CBR3				-0.0153079097381		
CBX3					-0.0148083008532	
CCDC47	-0.0180435264851	-0.0202446179735				
CCDC76			-0.0156115640987			
CCDC86				-0.0184213035474		
CCDC92		-0.0146559029573				
CCDC99			-0.0212141604615	-0.0187774068729	-0.021731693075	-0.0233844889629
CCL11		-0.0165031244949				
CCL19	-0.0187816095385			-0.0177084157656		
CCL5		-0.0202373974134				
CCL8				-0.0156734312031		
CCNA1						-0.0158467306006
CCNA2			-0.0178500579302	-0.0300757618552	-0.0353621439031	-0.0514370201475
CCNB1			-0.0147890563067	-0.0236245048177	-0.0242590950255	-0.0251787140331
CCNB1IP1				-0.0161301201934	-0.0210744993658	
CCNB2	-0.0179072274597	-0.0226938900707	-0.0261490699587	-0.0415136786742	-0.0449101622798	-0.0373256342354
CCNE2	-0.0245702451983	-0.0202616479815		-0.0199703679326		-0.0169135052942
CCNF				-0.0158564184725	-0.0156920239806	-0.0215957413591
CCR7		-0.0184638571628				
CCRL1				-0.0168038542881		
CD1D		-0.0141767346717				
CD2	-0.0188245088446	-0.0208324760423				
CD302		-0.0149316584008				
CD320					-0.0145560567156	
CD8A		-0.0170005017482				
CDC20				-0.0372800805969	-0.026586785412	-0.0297676934027
CDC25B						-0.0156838710241
CDC45					-0.0234578922455	
CDC6	-0.016134148698	-0.0156472151224	-0.0158798843177	-0.0163333789873		-0.0280241530898
CDC7			-0.0162015921557	-0.0175040559041	-0.0197788940098	-0.0184927141657
CDCA3		-0.0143115573445	-0.0179614069182	-0.0265871404037	-0.0280859462087	-0.0336152731599
CDCA4	-0.0159555473407					
CDCA8			-0.0155231917436	-0.0215573879856	-0.022938607929	-0.0277729677469
CDH3	-0.0156626446485					
CDK1		-0.0145934052103	-0.0174794887503	-0.0260777835035	-0.0345703135223	-0.0425681530846
