	0.04	0.12	0.37	01.11	03.33	10.0
AAK1						0.0171282813444
ABHD11		0.0190229188955			0.0189387755103	
ABLIM1	0.0188639713031		0.0223009332324			0.0181236835572
ABP1			0.0194116465255		0.019000630163	0.0254036566477
ADAM10	0.0177562845	0.0238226231325				
ADAMDEC1	0.0220553909359					
ADD3	0.0211030943485	0.0343301499217	0.0206471349929	0.0282499847756	0.0203803552968	0.0233213509471
AGL						0.0212728211891
AGT			0.0208909233685			
AHNAK						0.0181716910042
AHNAK2	0.0318975784728		0.0186020801214	0.0336718542036	0.0249794224481	0.0207163092627
AHR		0.0239695587445				
AKAP13	0.018747760185					
AKR1A1				0.0176700172357		
AKR1C1			0.0201026149979			
AKR1C2			0.0254825678286			
AKR1C3			0.0296155052604			
ALCAM		0.0238215017793				
ALDH2			0.0185113263034	0.0228591411749		0.0204707936882
ALDH5A1			0.0239301362348			0.0209749324814
ALDOC					0.0184917088706	
ALOX5AP		0.0243491646319			0.0224524590837	
ANGPTL2						0.0185593200944
ANK3		0.0224603269764		0.0192472138763		
ANXA11			0.0184180467906			
ANXA4			0.0228804878558	0.0284178060348	0.0284924193228	0.0188483594039
AP1M2		0.0169837075281				
APOD	0.0276554343607	0.0210915767516	0.0304880271218	0.0307085031852	0.0343635552188	
APOE					0.0243757700853	
AQP1			0.0243228395906			
AQP3	0.0308286942848	0.0368383511879	0.028562394359	0.0262489971948	0.0305058261277	0.0246341171667
ARID5B				0.0218556901869		
ARL6IP5		0.026326785635			0.0233338300902	
ARMCX2	0.0218117291557					
ASPN				0.0289873827445		
ASS1	0.0363834704214	0.0303715643178	0.0243581743198	0.0339037278843	0.0356073857773	
ATF3	0.0281980376177			0.0363315494285	0.0221490011882	
ATF6	0.0185303616253					
ATHL1					0.0191920937814	0.0219223680958
ATM						0.0184694098984
ATP2B1						0.031646262
ATP2B4						0.0230462949538
ATP5G2			0.0225620287854	0.0243726843526	0.0180984284409	
ATP5H					0.0192414123005	
ATP8B1		0.0265347726759				0.0174644693702
ATRX		0.0173045687634				0.0192304925243
AUTS2		0.0235578327074				
BBOX1				0.0176260394442	0.0227614883076	
BBX	0.0215874069926					0.0214631789878
BCL11A		0.0184355153312				0.021516486173
BCL6	0.0200387930458	0.0343467092518	0.0230064442214	0.0189012614506	0.0267361042267	
BDH2	0.0183370502069					
BET1	0.0172654350052					
BEX1		0.0270652497719				
BEX4	0.018370916854	0.0317968172492	0.0204869939127	0.0215803450976		0.0188643402757
BID	0.0218539764594					
BIRC3			0.0197462234873		0.0220009949803	
BNIP3L						0.0192391829094
BPHL						0.0209133030716
BRP44L	0.0175207594348				0.0182001160904	
BST2	0.0266298123807		0.0209667271367	0.0208009027194	0.0270507371611	
BTG1	0.0292936777367	0.0215892872632	0.0349905740705	0.0396751463148	0.032964655662	0.0242318991271
BTN3A3						0.0177201885896
C10ORF116			0.0191157290012	0.0194436011648		
C10ORF26			0.0188294637492			
C11ORF2			0.0197717005285		0.0189449822306	
C11ORF67						0.017110716687
C13ORF15	0.0222755145189		0.026601216792	0.0221267480498		
C14ORF132			0.0192869044641	0.0208450131017	0.0187580640643	
C19ORF2		0.0171417474787				
C1ORF106	0.0230644948741			0.0182670548475		
C1ORF63	0.0185268338302	0.0184161301482				
C1R		0.0221822464067			0.0248355906606	0.02039539163
C1RL		0.0180142412417			0.02058620732	
C1S			0.0192117432575	0.0241993168577	0.0308327801952	0.0210757703955
C20ORF103		0.0176187121312				
C3	0.0260094865617	0.0175306638227	0.0350821732589	0.0221601090285	0.0353266861111	0.0175214092682
C5			0.0231437400184			
C5ORF4				0.0192495858448		0.0217936739042
C6ORF130	0.0206493303618					
C6ORF48	0.0184647594965			0.0199570778091		0.0168984975897
C6ORF62		0.0170286188244				
C8ORF4				0.0189524560929		
C9ORF16			0.0202714827167	0.0194692065653		
C9ORF95		0.0190403607938	0.0199242365023			
CA11					0.0233172884082	
CALB1						0.0207499646957
CAMLG	0.0204502159738					
CAPG	0.0195965047512		0.021559897799	0.025787568743		
CAPN1	0.0414486749138	0.0421007133075	0.0527624673964	0.0561715548146	0.0604996822274	0.0339574532626
CBLB		0.0357314332565				0.0194513551602
CCL2	0.0193448455103		0.0272619232873	0.0216102620066		
CCNA1			0.0252209685733			
CCNG2				0.0191573681771	0.0219363255096	0.0208573475465
CCPG1						0.0170943748896
CD14	0.0288472275029		0.0281052980625			0.0209272696755
CD163						0.0217082017991
CD24		0.0228217955652			0.0178822646531	
CD36				0.0299260068434		
CD47				0.0187290033783		
CD74	0.0204276847248		0.0187331125861			
CD9						0.0232959357302
CD97			0.024143432985			
CDH11	0.0181127743336	0.0250952345689		0.0257620790671		0.0189033055966
CEACAM5		0.0253506407388		0.0202485354587		
CEACAM6		0.0245767751332				
CELF2						0.0246148794075
CEP57	0.0190955257234					
CFB	0.0287294665513	0.018855320076	0.0604483336915	0.0431293825885	0.0453179521593	0.0404718811096
CFD			0.0210091453618	0.0214541262039		0.0235411160845
CHD3	0.0186109659463		0.0208333402688			
CHD9	0.0178297284125					
CHI3L1	0.0347606960836	0.0293913336645	0.0392111582696	0.0316160539746	0.0452929030209	
CHMP2A	0.0184363442232	0.0177622215296				
CHRDL1	0.0213599884365			0.0337677794955		
CHST1		0.0232311138106				
CILP				0.0218573488692		
CITED2		0.0267761600868			0.0185626083792	
CLC		0.0208804549455				
CLCA1	0.020619135087					
CLCA4	0.0215583538027		0.0189909561252	0.023484995294		
CLCN3				0.0204511393924		
CLDN10		0.030454569361	0.036157086821	0.0316201049151	0.0299537883618	0.0236576019911
CLDN3	0.0187949342822	0.0289045433202	0.0220374627321	0.021120813354	0.0336132853277	
CLDN7	0.0222201890376	0.0366477720073	0.0367092855113	0.04039798665	0.0393103710909	
CLIC5		0.0206336518381				
CNPY3	0.0212274502414					
COBL			0.0215163592703		0.0229291757001	
COG2				0.0178562951422	0.0187026529341	
COL14A1				0.0192419491282		
COL1A1				0.0237205123597		
COL1A2				0.0201598498223		
COL3A1	0.0175925005157		0.032458346059	0.0433550741886	0.0223944436348	
COL5A1			0.0195876701417			
COL6A3				0.0214098428275		
COLEC12						0.0232146080054
COX5B	0.0189449777365				0.0221580370499	
COX7A1			0.02315291675	0.0204151994507		
CP	0.0287887428411		0.0313283537365	0.0197642940761	0.0251134769872	0.0296589282572
CPT1A			0.0203652886831			
CRABP1	0.0207682769583	0.0204830106135	0.0238960285141			
CRABP2	0.0341996146524		0.0326469106133	0.0232828596524	0.0234919399554	
CRIP1	0.0183979966861	0.0298475847068	0.0367191809806	0.0366527334857	0.0236177716293	0.0180386868807
CRYAB		0.0207372855942	0.0180165738792	0.02854655218	0.0374976960546	
CRYL1					0.018964036003	
CSTA					0.0187022100253	
CTBS	0.0232052703517		0.0203613443176		0.018697350455	
CTSD	0.0212945011558	0.0198532223797	0.0295749998673	0.0278332525384	0.0295171360369	
CTSK	0.0199574241952		0.0196471518413	0.0367384725333	0.026845048125	
CTSO		0.0292140364438		0.0193874204793		
CTSS		0.0180069978405				
CX3CR1						0.0179351076376
CXADR	0.0185346791872	0.0172947940374				
CXCR7	0.0196892576309					0.0217835214394
CYB5A		0.0329258037459				
CYBA			0.0202559708743			0.0187676517076
CYBB						0.0214359772182
CYFIP2		0.0266439025355		0.0191491940728	0.0239091425169	0.0175690420986
CYP1B1			0.0229776909451			
CYP4B1	0.0224038077559	0.028751400341	0.0198100096178	0.0425973781395		
D4S234E	0.0183198148535					
DAB2		0.0201449804719				
DBN1	0.0195838251117		0.0188824777083	0.0189958505658	0.0196706844722	0.0230560568154
DCN	0.0273800666667	0.0373792805323	0.0392758696774	0.0496698514686	0.0373120754433	0.0202509458883
DDR2	0.0191122609989		0.0188150688539			0.0181657939286
DDX17		0.0313479440597			0.0199553271977	
DDX3Y	0.0220087193596		0.0227661575344			
DDX42	0.0171249745163					
DEAF1					0.0196693841386	
DECR1	0.0186570503964	0.0186870569367	0.0207724649657	0.0234125169987	0.0231180661165	0.0216032202046
DEFB1	0.0251314948373	0.021156025843	0.0381104078235	0.0382251491664	0.0423777248378	0.0276026670807
DHCR24		0.0184578604815				
DIAPH2						0.0179764723102
DLG5						0.0187215605381
DNAJB2	0.0267994242516					0.0172617613006
DNAJC12	0.0213160259654	0.025779612207			0.0198399451052	0.0197831571387
DPP4					0.017955627943	
DPT				0.0259699363671		
DSP					0.0272490107314	
DUSP1	0.0173345358323				0.0192891750904	
DUSP10		0.0308487707214				0.0181885315995
EAPP		0.0300868841108				
EDNRA	0.0171288119658					
EEF1A2			0.0198624170313		0.018514949678	
EFNA1	0.021294932369				0.0202451465558	0.0178421923469
EGFL6		0.0215591349149				0.0174778040231
EHD3		0.021618156559				
EHF	0.0199564176668				0.0197096285211	
EIF1AY	0.0231717726678		0.0215056300348			
EIF3M				0.018302404877		
ELF1			0.0232215467363	0.0180723278827	0.0224472866445	
ELF3		0.0181596716903				
EMP2		0.0211286393453				
ENPP4	0.0204742064454	0.0237948240535		0.0178288413247		
EPHA3	0.0220871897288					
EPHA4						0.0171938411917
EPHX1		0.0175129107988				
ERBB4						0.0172227290675
ESR1	0.0286001344335					
ESRP1		0.0293657783374				
ESRP2		0.018211944512				
EYA1				0.018104090023		
F13A1			0.0196558001367			0.0191728348737
FABP4				0.0323833124311		
FADS1	0.0228939552292					0.0205373766493
FADS2						0.0187401704937
FAM107A						0.0250413122912
FAM134B						0.0169842776479
FAM13A		0.0240939496217		0.0198995862557		0.0224912880083
FAM13B						0.0169887633314
FAM162A	0.0185727462755					
FAM46A						0.0242906245688
FAM63A		0.0182164969337				
FAM65B		0.0246492723142	0.0216470125402	0.019200231202		0.0181062983355
FAM8A1	0.0180318901932		0.0185002231922	0.0185039616276		
FAS					0.0179538679267	
FBLN1				0.0233823005553		0.0193769648402
FCER1G						0.0171888323226
