	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
SIRT6_K562_hg19	2.58560525501	9.04772213742	10.6427634853	18.2118662667	16.0086546341	16.8326393339	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
ETS1_K562_hg19	0.0	2.93684516393	4.50816116648	9.20823542159	6.6638617829	7.70485385818	-23.9658665465	-9.59798612273	-9.13772655108	-22.0698535031	-24.8240637099	-24.4186764012
FOXA2_A549_hg19	5.80215140687	15.88790333	15.6363873324	21.5096439047	19.6161076924	20.0978163069	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
POLR2A_NB4_hg19	4.78253733114	12.4812677719	12.2399437873	17.7577577736	22.8398227587	19.8081618605	-23.8591738088	-21.952222294	-5.7951028299	-7.59124338815	-5.70795422066	-8.48951747958
POLR2AphosphoS5_G1E_mm9	0.0	4.26767532902	6.01379659329	14.5164764576	11.1607642956	10.4041139168	-57.4376165798	-64.2920153204	-52.5186365207	-59.942022652	-61.7258555381	-64.265392958
CHD7_K562_hg19	0.0	10.8438326316	19.0810191414	19.0080424811	22.3440623722	14.6225322827	-13.5602289625	-27.6965882539	-7.42455283725	-24.1864392877	-45.7275119316	-21.7976921071
POLR2A_MCF 10A_hg19	5.75549130082	3.22342515938	14.4551713583	18.8208418811	23.0651744827	16.6378018614	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
BHLHE40_K562_hg19	0.0	14.7955056413	10.7566068187	19.7479931732	21.2915560758	21.9835412211	-14.4041292175	-4.31103231359	-19.8771944023	-6.33250490421	-20.8648486357	-0.0
YY1_K562_hg19	0.0	9.55918087617	19.6222966594	23.3750581112	16.1303646042	15.4006734389	-7.37414333153	-8.38922046046	-10.1044942977	-11.1706218658	-5.97052394879	-1.23415281658
TAF1_PFSK-1_hg19	0.0	0.0	1.3250015495	1.15903449382	1.94580725952	1.10877517874	-12.847145676	-0.648925470354	-0.0	-6.31141413381	-6.34774603049	-5.71350107818
MYC_NB4_hg19	5.48152407657	11.6612908734	19.7892907529	21.2462846968	14.7916468268	18.6935264625	-1.63627452016	-8.94095514696	-4.82367452773	-9.82689675483	-7.45892220936	-5.65699120241
SIN3A_GM12878_hg19	0.0	5.64290507517	12.3937940415	8.32594365745	12.682627291	8.6723875319	-17.1379410441	-34.3284067826	-38.757658033	-31.0260508612	-34.2158536394	-25.5224085019
MYC_MCF-7_hg19	6.69020156442	20.5500760823	25.4448562789	18.8297369932	25.0324290449	30.4225403928	-75.188063799	-79.2952629572	-63.6754157831	-62.118249969	-70.1959261072	-63.8117624329
KAT2A_CH12.LX_mm9	0.0	5.35881834671	9.10158864012	13.1094772404	5.57890114637	13.2675494036	-16.7033667869	-12.478446301	-14.5119133339	-9.53003959974	-20.3367054384	-19.93968881
CHD2_HeLa-S3_hg19	4.8571168094	12.0228998452	17.2478216609	11.3367589975	17.1216604999	21.2024127114	-28.2713297259	-30.3557245839	-37.5416327693	-44.2527451543	-55.7964936829	-31.7096591705
MAZ_K562_hg19	0.0	7.22958789294	7.09237362096	19.3533795452	11.0053566606	11.4864148467	-0.0	-0.0	-5.86189875661	-0.0	-0.660054569648	-0.0
TCF7L2_HCT116_hg19	0.0	0.0	1.75665420841	0.720175516878	1.28519594726	1.58652518989	-20.6292479424	-4.32462173644	-13.9946914953	-9.21072716411	-4.17024869784	-19.249827535
POLR2A_MCF-7_hg19	0.0	0.0	1.836435157	7.04855550853	4.97173088164	11.014018584	-16.5981516732	-18.2899476661	-21.6546321948	-34.5196918375	-35.3276273116	-37.9919391787
USF1_ECC-1_hg19	5.38340643409	21.3655280636	31.4918612262	17.9084353852	37.7936706871	31.3232347036	-35.7629552049	-6.30508620136	-5.49956364246	-1.26810154566	-2.20668117787	-0.0
POLR2A_HEK293_hg19	0.0	9.04440938004	22.2519207028	10.2553782199	27.1690588816	17.3183317843	-8.59775584218	-5.76317753651	-6.29522510304	-10.1992306225	-6.7094339638	-5.58909324932
POLR2AphosphoS5_GM12878_hg19	1.41619494343	2.96265099421	2.91220514522	4.2100286245	8.65505118736	7.78906992154	-13.9577147262	-4.67475507965	-16.8677983635	-0.498870275027	-10.8948242707	-0.0
MAX_K562_hg19	5.97808240313	21.4583031579	27.1724771569	21.9586755885	32.0605799361	20.4014423313	-63.9735629182	-37.9013987039	-48.8735417891	-44.7296360092	-46.2509721007	-21.9574338124
HMGN3_K562_hg19	4.99934129312	9.12128402176	10.7628093415	19.3693596365	16.0089797348	10.2529191874	-0.0	-0.0	-0.0	-0.0	-0.0	-4.1612208676
IRF3_HepG2_hg19	0.0	0.0	0.0	1.83068189773	3.01183220895	3.496030927	-8.85481538299	-21.6312079444	-0.0	-5.00135719855	-3.50399925824	-0.697905704796
SMC3_HeLa-S3_hg19	4.79726750753	11.3345170704	26.8908999667	16.708985041	18.1005738012	18.5759127269	-10.0562600356	-2.6910307185	-13.0466063781	-3.3283750209	-9.97003583997	-0.0
USF2_HepG2_hg19	3.8435972959	12.6079562383	16.2168257475	10.0262699884	28.3573831412	23.7891111472	-22.5208627312	-1.30235905869	-0.0	-0.0	-2.96284930165	-4.15368602809
POLR2A_K562_hg19	20.8265498145	30.6447161963	32.3180940312	34.7120193408	46.040078027	30.6372118963	-115.623678612	-105.727857997	-112.016225922	-97.6239947031	-102.268490638	-114.28859187
POLR2A_GM10847_hg19	0.0	12.4209290197	21.4440707373	22.6028484388	19.5645662719	9.95662464847	-9.65737192063	-19.7601964421	-30.1688726592	-19.7548636479	-31.3109079755	-19.7573200498
POLR2A_GM12892_hg19	0.125251743027	5.76245366483	8.87159617592	8.15678683497	4.34268584695	8.49777337822	-19.357553997	-26.4251442355	-25.1765759009	-32.7367184722	-19.5848384687	-30.3474106619
BRCA1_GM12878_hg19	0.106753891666	4.05612994699	13.4518219825	3.85796531893	11.689103865	12.473220468	-50.0106886822	-52.42152063	-21.4468395961	-60.2718053056	-30.4894509258	-23.8969618012
MYC_K562_hg19	11.8928290928	30.3844590335	38.6608833797	34.0925742662	31.485622103	28.6252294411	-143.122365336	-142.764079392	-150.078564092	-136.473585773	-133.739752555	-128.629991014
USF1_SK-N-SH_hg19	13.2387581865	24.0561736957	41.9786428144	24.4798960195	34.8150562931	33.1057199275	-35.6250605823	-9.41060224104	-11.346671236	-7.7961771928	-9.26919821767	-0.0
EGR1_ECC-1_hg19	4.07689084872	1.27998832536	12.7056549185	10.1726946102	7.7647338793	16.5331852343	-0.0	-4.86811673014	-0.194598725567	-0.457579445606	-0.0	-2.31634935578
ATF2_H1-hESC_hg19	0.0	2.88100838457	1.57757102524	4.20905899816	8.27127273793	4.17275418141	-31.8254019869	-19.9112298733	-22.2116970973	-33.371076047	-31.1434327579	-27.6957564628
