	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
KLF4_18555785_ChIP-Seq_MESC_Mouse	2.97677109699	11.8680709064	20.1550520835	25.524198166	36.018395736	26.436295378	-18.9351205186	-35.5338157523	-55.5102949862	-61.0242055548	-63.0741543317	-61.3977600013
TFEB_21752829_ChIP-Seq_HELA_Human	0.0	0.0	0.0	4.04052480975	4.53196034441	6.98647673403	-4.6890427395	-2.44266823297	-14.2554302082	-22.4430746041	-13.0827660153	-11.5329020954
JUN_21703547_ChIP-Seq_K562_Human	0.0	0.0	0.0	5.15699238187	8.39608537789	4.8163991495	-1.15012064147	-1.03601191289	-7.17494294663	-5.86662745175	-4.79459656677	-2.42964488053
MYBL2_22936984_ChIP-ChIP_MESC_Mouse	0.0	0.0	0.0	1.20509487704	2.05167906145	3.52507460328	-35.5917415026	-79.8311328899	-80.9880514229	-127.980043336	-127.969896307	-151.39263457
GATA2_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.0	1.55151226246	0.0	11.4027757347	27.2032614935	16.3729583289	-0.0	-1.07046390798	-0.0	-2.01385715924	-1.31636726502	-0.0
TCFAP2C_20176728_ChIP-ChIP_TROPHOBLAST STEM CELLS_Mouse	16.1341106281	11.1602148015	24.8322511461	37.9383276221	26.7641431416	31.9294721637	-12.22493669	-8.1764900444	-5.95247013872	-3.04321203311	-1.01841995453	-2.83708637094
GATA3_24758297_ChIP-Seq_MCF7_Human	0.0	0.0	17.989752089	10.2030807041	19.6130854305	14.6155694857	-7.28983819916	-1.85229947406	-0.0	-0.0	-0.0	-0.0
FOXO1_25302145_ChIP-Seq_T-LYMPHOCYTE_Mouse	17.0208213194	0.961200978275	7.26973488679	29.0753716579	35.7667361242	36.295850202	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
EGR1_19032775_ChIP-ChIP_M12_Human	0.0	0.0	0.0	0.532069713228	4.35254536157	4.88479734704	0.0	0.0	0.0	0.0	0.0	0.0
FLI1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	27.3156466227	16.3364607507	21.9479600232	38.6542222644	40.8647846562	37.3474035564	-33.4892889868	-39.943556325	-18.3585313837	-10.4334366733	-8.10969504882	-14.8058624014
HNF4A_19822575_ChIP-Seq_HepG2_Human	41.1239854835	26.0239839372	43.7950351529	51.4073068706	47.1446068177	64.6218688544	-20.9804839953	-14.1056923357	-4.84746636633	-0.0	-0.0	-0.0
HOXB4_20404135_ChIP-ChIP_EML_Mouse	0.0	3.43865856667	0.0	7.85730369692	6.29569866039	17.4749819339	-9.47766773955	-24.8547214143	-42.9133951226	-49.2098239878	-51.0138198099	-55.4837149513
STAT3_1855785_ChIP-Seq_MESC_Mouse	10.8909531534	0.0	2.76938286569	23.3916593505	19.8579716858	19.6761940978	-0.0	-3.47761711434	-15.3734795711	-22.6220532119	-10.8336681233	-16.4232561957
GABP_19822575_ChIP-Seq_HepG2_Human	0.979516001509	0.0	0.0	0.580339641902	4.54088443429	6.45977253871	-70.5737213452	-54.2410098196	-65.6051475835	-31.1045414791	-37.1686758568	-43.5752576829
MYB_21317192_ChIP-Seq_ERMYB_Mouse	13.0062152752	24.5527445888	12.2640608934	49.5245955619	27.2646568048	47.1615507285	-1.78885119887	-0.0	-0.0	-0.0	-4.12882189366	-3.16441283661
OLIG2_26023283_ChIP-Seq_AINV15_Mouse	9.39138970452	18.1641629347	12.890732978	16.6559306525	18.4343720369	19.6114490528	-0.0	-0.0	-0.0	-0.924618158947	-3.91328446226	-4.56448433252
RUNX1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	27.8059095218	21.0683836115	47.75964596	41.7643343392	39.5631838892	41.4018258467	-22.4733393586	-27.9851056178	-17.9846751197	-16.5834317706	-9.56749858958	-10.6947819028
TRIM28_19339689_ChIP-ChIP_MESC_Mouse	0.0	3.20730268117	19.41480131	9.61626069467	10.2502947787	35.7252197969	-14.3531883236	-22.1061104255	-26.7511449095	-18.2474380763	-16.5834352684	-24.2290043255
E2F1_18555785_ChIP-Seq_MESC_Mouse	13.0248975851	10.8181974151	17.2102386115	37.007537816	18.3968701409	27.9390908384	-56.2215595569	-112.545089112	-108.872529041	-131.558489152	-103.436869673	-147.681264797
TEAD4_22529382_ChIP-Seq_TROPHECTODERM_Mouse	0.0	0.0	0.0	10.8753284433	4.64915814298	4.60068106146	-0.0	-10.0102073144	-0.0	-0.0	-8.63696685171	-0.0
GFI1B_20887958_ChIP-Seq_HPC-7_Mouse	0.0	0.0	0.0	9.07787318557	1.11174153132	12.493620073	-2.47507377772	-7.32800651886	-5.13347179481	-5.05569936791	-21.9058454357	-8.51854516267
BCL3_23251550_ChIP-Seq_MUSCLE_Mouse	0.0	0.0	0.0	0.0	14.1725488696	6.93134578804	-2.96489189194	-0.0	-3.35149938161	-7.08969124772	-3.12339549308	-3.90778336824
MYC_20876797_ChIP-ChIP_MEDULLOBLASTOMA_Human	0.0	0.801867204107	0.0	0.0	4.87758730607	12.2664862206	-5.36846012059	-0.0	-1.17482411543	-2.34697228098	-0.0	-0.0
FOXA2_19822575_ChIP-Seq_HepG2_Human	13.2146947538	33.9936256257	12.3222760961	22.2768291658	45.0153187993	50.5735379934	-12.0944859962	-8.74469097867	-0.0	-0.0	-0.0	-0.0
GATA1_19941826_ChIP-Seq_K562_Human	8.68474267567	9.51912390061	0.0	14.4909398231	16.0149291974	23.7601086065	-1.25223259155	-0.0	-0.0	-0.0	-0.0	-0.0
TCFCP2L1_18555785_ChIP-Seq_MESC_Mouse	10.5017421881	13.1091112595	22.2360172282	43.495610157	12.2951117844	50.3040215331	-13.6195803663	-15.1965683943	-1.56189905493	-26.2074158161	-4.34725602062	-10.2383724578
MITF_21258399_ChIP-Seq_MELANOMA_Human	32.7846351517	37.9487133077	48.1349544381	47.2089790894	50.588745327	38.9179392435	-8.33501901283	-2.23266891941	-0.0	-2.52098404001	-0.0	-0.0
PDX1_19855005_ChIP-ChIP_MIN6_Mouse	0.0	0.0	0.0	5.66786926767	0.0	9.60225159245	-18.4246609172	-11.9314060358	-7.17428588902	-24.8679819917	-6.57433720165	-23.50464756
STAT5_23275557_ChIP-Seq_MAMMARY-EPITHELIUM_Mouse	0.0	0.0	0.0	1.77268781416	9.76988642284	1.96675629709	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
CREM_20920259_ChIP-Seq_GC1-SPG_Mouse	6.62233511038	9.48428954503	0.0	21.9195324654	9.61012313982	30.6109822028	-26.584074186	-56.5178941595	-38.6972026501	-56.6576612777	-59.9030643207	-65.8097445274
MEF2A_21415370_ChIP-Seq_HL-1_Mouse	0.0	0.0	0.0	3.86560282656	0.0	3.69295915577	-0.0	-2.78892030569	-0.0	-5.85879200641	-0.0	-0.0
ATF3_23680149_ChIP-Seq_GBM1-GSC_Human	24.6215808169	24.5004024139	33.3128140471	43.847171076	43.478066251	26.0818273214	-5.21348707753	-29.5689704466	-0.178572006659	-5.09138405886	-1.1206180288	-0.0
HIF1A_21447827_ChIP-Seq_MCF7_Human	0.0	15.3973109862	19.324072057	12.9925658723	32.8451608669	12.613764755	-0.850275927382	-0.0	-0.272727219798	-0.0	-0.0	-0.0
DACH1_20351289_ChIP-Seq_MDA-MB-231_Human	9.08145340725	0.0	8.44068705472	37.638360399	5.70456572774	36.7175339539	-17.2545974966	-38.09143926	-34.6542464095	-28.3183710069	-24.8791280581	-25.8535676829
GATA1_21571218_ChIP-Seq_MEGAKARYOCYTES_Human	0.0	20.7972046891	20.884052601	15.9931739544	22.3723297428	18.0412898826	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
TP63_23658742_ChIP-Seq_EP156T_Human	14.4841356183	25.2626721161	40.9601469207	39.9874363367	23.5536840936	37.9191145304	-6.12814601219	-0.0	-0.0	-0.0	-0.0	-0.0
MYCN_18555785_ChIP-Seq_MESC_Mouse	0.0	0.0	0.0	7.81837224427	0.0	37.3899932169	-53.1060157646	-49.4418072071	-70.1194959815	-101.875781232	-75.9192870838	-75.0324637511
PPARG_20887899_ChIP-Seq_3T3-L1 PREADIPOCYTE _Mouse	1.52798033128	13.1962527295	10.1517228563	27.8227218884	39.0005423177	6.62072733879	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
PHF8_20622854_ChIP-Seq_HELA_Human	4.5938265396	0.0	0.0	19.8677738935	0.0	34.6317943673	-34.970792604	-31.2540577394	-46.47635129	-53.0337329062	-40.6251384061	-60.2946695277
GATA2_21666600_ChIP-Seq_HMVEC_Human	9.01971089487	13.8954147426	2.58397349121	15.002891243	25.4719257021	15.4429689763	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
ERG_20887958_ChIP-Seq_HPC-7_Mouse	0.0	0.0	0.0	0.0	1.93943241192	21.4223594031	-4.28549808485	-11.1567739168	-11.9908733276	-15.4940169312	-21.0738669582	-31.5005000609
RARA_24833708_ChIP-Seq_LIVER_Mouse	0.263000642272	0.132276143143	0.0310301918776	0.0	13.5219056916	3.07977779799	-6.74676171727	-10.7463638749	-2.85281864153	-0.0	-0.0	-0.0
STAT3_24763339_ChIP-Seq_IMN-ESCS_Mouse	0.441554362932	0.187902982339	1.61037022052	18.5786879288	20.2645805317	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
SETDB1_19884255_ChIP-Seq_MESC_Mouse	0.699363296513	8.45023518487	8.05804837372	50.4043635413	13.3995880218	19.3016772178	-0.0	-0.0	-0.0255712633213	-0.0	-3.84703843563	-14.8243894583
NR1I2_20693526_ChIP-Seq_LIVER_Mouse	1.66916793902	0.0	0.0	0.0	5.02390556182	3.5626820591	-0.0	-4.83104823013	-0.0	-0.0	-0.0	-0.0
