	1_up_0.04	1_up_0.12	1_up_0.37	1_up_01.11	1_up_03.33	1_up_10.0	2_down_0.04	2_down_0.12	2_down_0.37	2_down_01.11	2_down_03.33	2_down_10.0
response to inorganic substance (GO:0010035)	3.77642060342	22.8509624277	12.4236774555	5.9126517301	7.79558435328	2.28637078321	-2.35643768109	-0.849602031298	-0.156022714542	-2.40373619167	-5.77799238536	-1.30387553901
mitotic nuclear envelope disassembly (GO:0007077)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-2.24524905434	-9.21033996854	-14.2044543207	-14.5271147715	-19.2093766911
nuclear envelope disassembly (GO:0051081)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-2.11935398199	-8.88562445595	-13.7374713487	-14.0498195629	-18.6557355602
membrane disassembly (GO:0030397)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-2.1331247541	-8.9036265565	-13.7599693344	-14.0129668161	-18.6078811744
establishment of mitotic spindle localization (GO:0040001)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-3.19872768866	-4.12935655172	-8.88149195139	-8.11937341851
G2 DNA damage checkpoint (GO:0031572)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-5.76154183106	-9.29649410196	-14.3502276364	-14.6079614275	-14.0940696372
positive regulation of chromosome segregation (GO:0051984)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-5.71924423748	-8.83823893536	-20.2619186565	-18.3567057271	-17.9623398805
nuclear envelope organization (GO:0006998)	1.04087487559	0.0	0.0	0.0	0.0	0.0	-0.0	-1.15344782878	-5.82312822404	-13.0744971452	-9.59205990315	-13.0149324611
mitotic sister chromatid segregation (GO:0000070)	0.0	0.0	0.0	0.0	0.0	0.0	-3.90046799457	-15.5340475092	-14.0714158981	-21.8897361498	-21.6141190295	-28.1032149624
chromosome segregation (GO:0007059)	0.0	0.0	0.0	0.0	0.0	0.0	-1.19180785439	-14.4425903771	-30.8135941748	-21.8686753502	-41.3644995886	-39.5657011384
positive regulation of mitotic cell cycle (GO:0045931)	0.0	0.0	0.0	0.0	0.0	0.0	-2.27446408229	-9.8757887276	-13.1986473873	-13.0810464308	-21.37585433	-32.9893547619
sister chromatid segregation (GO:0000819)	0.0	0.0	0.0	0.0	0.0	0.0	-3.44872082709	-14.0433043309	-19.3370015565	-20.0349007926	-19.8697783548	-33.0931723603
mitotic G2 DNA damage checkpoint (GO:0007095)	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-7.78132756655	-10.0595075656	-9.00873918848	-8.30726192396
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	0.0	1.10386188	0.0	0.0	0.0	0.0	-1.12101080425	-5.14969471007	-7.65848166335	-5.02116054845	-18.2856180413	-17.4645753818
negative regulation of organelle organization (GO:0010639)	0.0	0.0	0.0	0.0	0.0	0.0	-2.16210562536	-10.0074164051	-12.5572484156	-9.83480745858	-13.2945505439	-21.2554425348
