	0.04	0.12	0.37	01.11	03.33	10.0
ABHD3				-0.0129243366348		
ABP1				-0.016408279306		
ACE2		-0.0155304625976				
ACP5		-0.015863442526		-0.0154833180367		-0.0194905607029
ACTN1			-0.014148945837			-0.0206299406798
ADAM9	-0.0154632453711			-0.0136145762884		
ADAMDEC1	-0.0160191253058					
ADCK3			-0.0170626343681			
ADIPOQ			-0.0168835900741			-0.0175932029922
ADM	-0.0213411524414			-0.0180522378036	-0.0199671369334	-0.0205715864785
ADO	-0.0172373111218		-0.0167381142484		-0.0359271200194	-0.0206099448817
ADORA2B			-0.0135966484441	-0.0136684654726	-0.0196239670322	-0.0331106405119
ADRB2	-0.0438511985156	-0.0471680820593	-0.0161488498404	-0.0224664176075	-0.0498722761577	-0.0426513972818
AGAP1	-0.01394240015					
AGL		-0.0244462448827	-0.0170797471669	-0.0137988344096		
AGR2					-0.0139235927594	
AHNAK2			-0.0158957461583			
AIDA				-0.0131119981636		
AIM1		-0.0140921032823	-0.0217629118294			
AKAP12						-0.0149013176435
AKIRIN1	-0.0141744421327					
AKR1B10				-0.0166258935692		
AKR7A2	-0.0224168478839					
AKR7A3	-0.0185988196991					
ALDH1A3	-0.0158214895243	-0.0304885224767	-0.0236393501064	-0.0180913517388	-0.0291629349225	-0.0290111274295
AMIGO2			-0.0386277537283		-0.0272100454732	-0.0148283427647
AMOTL2	-0.0195332632151	-0.0168418058375	-0.0145402267221		-0.0199717994492	-0.0144887773215
ANAPC10		-0.0121072934842				
ANKRD36	-0.0145395198988					
ANKRD36B	-0.0179755402032	-0.0141657280974		-0.0175216989446		
ANKRD57						-0.0164735191093
ANO1						-0.0175940763129
ANPEP			-0.0230573638132		-0.0161025812226	
ANXA1	-0.0159708953522		-0.0124593130284		-0.0151246908012	
ANXA10				-0.0201097058407		
ANXA3	-0.024303831196				-0.0163345022045	-0.0153505368223
APLNR	-0.0144114317313					
APOA2		-0.0122247803074				
APOBEC1				-0.0128793891381		
APOL6	-0.0160627749462	-0.0129370797996			-0.01728450719	
APOM		-0.0120347203955				
AQP9			-0.0147537906573			
ARHGAP12	-0.0204448768281					
ARHGAP22	-0.0137333865916					
ARHGAP29	-0.0154542423933					
ARHGDIB		-0.0187289037989				-0.0211620304823
ARHGEF18		-0.0151945687226				
ARHGEF2						-0.0142842032582
ARHGEF6		-0.0124276979934				
ARID5B		-0.0156213858156		-0.0184646704039		
ARL14				-0.0131658777718		
ARL6IP1			-0.0151515749322			
ARL8B	-0.0185121437126					
ARMCX3	-0.0143967985788					
ARNTL2			-0.0149518548488	-0.0171609351643	-0.0124322632858	
ARPC1B						-0.0153573792237
ARPC5L					-0.0133790919724	
ASAP2	-0.016855852537					
ASNS	-0.0166709915599			-0.0240385789124		
ASNSD1		-0.0121496728779				
ATF3	-0.0331219573024	-0.0165775701716				
ATF7IP2			-0.0126330605225			
ATHL1	-0.0185727413222	-0.0121679910686				-0.0146406399282
ATP5E			-0.0203839550904			
ATP5H			-0.0133364865354			
AZIN1	-0.0152072270267					
B4GALT5						-0.0157753584397
BAALC		-0.0126100374733				
BAG3						-0.0145765536528
BANK1			-0.0197183974335			
BBOX1	-0.0169042627109					
BCAR3						-0.0173552131715
BCAT1			-0.0158434751329			
BCL10				-0.0182652293673		-0.0217540482246
BCL11B		-0.0132138231291				
BCL2A1	-0.018813641747					
BHLHE40	-0.0204322460661	-0.0127454472439	-0.017948990472		-0.0311879498294	
BHLHE41	-0.0195267046042					
BIK	-0.0175137044783					-0.023169425764
BIRC3	-0.0178562995607					
BLMH		-0.0150364437316			-0.012865430138	
BLNK				-0.0138237504053		
BMI1	-0.0163158840811	-0.0236841910369			-0.0211600351999	-0.0152272248725
BPGM				-0.0213605057486		
BPHL		-0.0194409381018	-0.0163364878481	-0.0200056423695	-0.0139056389216	
BPIFA1			-0.0160076581454			
BTK			-0.0183636420172			
C10ORF116						-0.0174797505753
C11ORF10			-0.0139646722669			
C12ORF35				-0.0158151826059		
C13ORF15		-0.0181204206389		-0.0150134469316	-0.0143078754972	
C13ORF27	-0.0192636420521					
C14ORF45	-0.015226367145					
C17ORF48				-0.0158120142789		
C1ORF106				-0.0141190495202		
C2CD2	-0.0243599754479	-0.0305663091371	-0.0166363007783		-0.0192736558626	-0.0275710064491
C2ORF28		-0.0120626568087				
C4ORF19	-0.0184058737438					
C5AR1						-0.0166822158645
C6ORF145	-0.0138998532708		-0.0122133619733			
C6ORF48		-0.0164223766368	-0.0120713000663		-0.0141814320257	
C7ORF58	-0.014049191013					
C8ORF4						-0.0138163467467
C9ORF167			-0.0123045926928			
CALM3	-0.0139746296262					
CAMK2N1	-0.0252898357603					-0.0149566281843
CAPN7					-0.0126028073006	
CASP1				-0.0172334074062		
CASP8AP2		-0.0128142867875				
CAV1	-0.014001616167					
CCDC68				-0.0145280249047		
CCDC90A					-0.0145521071791	
CCL18					-0.0125255714906	
CCL20	-0.0251542995171		-0.0235118486269		-0.0205543496065	-0.0236027777528
CCNC			-0.01476679531			
CCND1		-0.0269155991907	-0.0174376670057	-0.017329248516	-0.035825492732	-0.0392212758817
CD34		-0.0176210244409			-0.0137500558619	
CD3D		-0.012128298476	-0.018250474163		-0.0125806112398	
CD3EAP						-0.0134965217815
CD46		-0.0146449203461				
CD52		-0.013432957131				
CD69		-0.0172497436908				
CD82	-0.0191233037025	-0.0132442620891			-0.0162656301422	
CD83	-0.0146248851502					
CD9			-0.0120564054246	-0.013470427752		
CDA				-0.020916255763	-0.0127058871919	
CDCA4		-0.0223144697228		-0.0217199986823	-0.0277915000529	-0.0163323796518
CDCP1					-0.0140800389452	-0.0187145286436
CDH2			-0.0152950691973			
CDK6					-0.0122856761107	-0.0147619161902
CDR2L	-0.0161039832528					
CEACAM6					-0.0344911151792	-0.0472032590513
CETN2				-0.0163934093275		
CETP			-0.0140942566984			
CHIC2	-0.0150915128296					
CHL1	-0.0225263428318	-0.0122961330432				
CHORDC1				-0.0132454537944		
CHPT1		-0.0140949594028		-0.020353934101		
CHST11		-0.0137819663664				
CHST15				-0.0201274402452		-0.0161341441412
CHST7						-0.0139229676123
CISH				-0.0128098279048		
CIT		-0.0192602905437	-0.0143214401473	-0.0147718575604		
CITED2		-0.0139167484911				
CKS2			-0.0132277623865			
CLC	-0.0179061674206					
CLCA1				-0.0132938681241		
CLDN1	-0.0172754436797	-0.0168938720166				
CLDN4	-0.031809723303	-0.0195790260224				
CLDN7		-0.0130876356059			-0.0160064213847	
CLEC1B			-0.0166838284698		-0.0142390714086	
CLEC5A			-0.0133186108731	-0.0170155822176	-0.0131838153089	-0.0248890910935
CLEC7A				-0.0137462559884		
CLIP3				-0.0130220301417		
CLIP4		-0.0144934407364	-0.0140354909965		-0.0165544663903	-0.0161762873571
CLNS1A			-0.0205878296138			
CMTM6			-0.0126987309231			
CNN3	-0.0186394395765	-0.0273414975239	-0.0159034025925		-0.0172314633147	
COL10A1				-0.0129947885965		
CORO1C						-0.0172782345712
COTL1						-0.0184365428851
CPA4			-0.0183356107983		-0.0126180252279	
CR2			-0.0226038017514		-0.0143675586454	
CRCT1					-0.0134721491272	
CRHBP	-0.0141511193785					
CRIM1	-0.0197763642527	-0.014137422341			-0.018440032924	
CRIP1		-0.0132118032514				
CRISP3	-0.0140838785649				-0.0252323316449	-0.0185338027673
CRLF1			-0.0128314021864			
CRNN		-0.0133011264749		-0.0140015918739	-0.0138679338592	
CSAD	-0.0154248625968					
CST6		-0.0137791763919				
CSTA	-0.0276708135218				-0.0175311552112	-0.0285569802043
CSTB				-0.0206241676199	-0.0168478864508	-0.0183349858042
CTGF		-0.0238886427587	-0.0237080076349	-0.0199167548247	-0.0251344779251	-0.02992150245
CTNNB1				-0.0127742727567		
CTPS						-0.0138594094823
CTSB			-0.0127510330891			-0.0149086164142
CTSE				-0.0143485691209		
CTSH				-0.0208831608684		
CTSK				-0.0197766533521		
CTSS	-0.0207885742353			-0.0206215739906		
CXCL1	-0.0295097227619	-0.0122678186605		-0.0142286133772	-0.0124808673187	-0.0280101048766
CXCL10	-0.0266720141507					
CXCL11	-0.0142201886492					
CXCL14				-0.0176690417491		
CXCL2						-0.0163567878698
CXCL3	-0.0224231450586			-0.0228071118702	-0.0218656179095	-0.0195921925585
CYFIP1	-0.0152182489285					
CYP1A1			-0.0222653430338	-0.0214841549884	-0.0236830910715	
CYR61	-0.0186900795305	-0.0152606171266	-0.0179454194335			-0.0224519686499
DAAM1			-0.0174742659003			
DAP			-0.0141705948838			
DCAF16	-0.0140721882787					
DCBLD2		-0.0138452320909	-0.0163162257065		-0.021436903118	-0.0241508992492
DDHD2	-0.0194066108768			-0.0127468731776		
DDX21					-0.0155554285822	
DDX3Y			-0.024456783428		-0.0237127116405	
DEFA4	-0.0144121011204					-0.0159994113828
DEFA5				-0.0149354551438		
DEFA6				-0.0153745870784		
DFNA5	-0.0176060156075					-0.0134545797707
DHCR7		-0.0127168390468				
DHRS9					-0.0149801758669	
DKC1					-0.0124095397272	
DKK1		-0.0237863820151	-0.0273598938769	-0.0350067108908	-0.0270760259078	-0.0419737603576
DLD				-0.0204314073316		
DNAJA3		-0.0349169925331				
DNAJC9		-0.0147778296629				
DNM1L				-0.034822060173		
DNMBP				-0.0159278411732		-0.0182788068595
DPEP1		-0.0156088736147		-0.0162444909685		
DPM1			-0.0155207104663			
DRAM1	-0.0202836388713		-0.0223603998805			
DSG1				-0.0188561731872		
DUOX2				-0.0280104205099		
DUSP10	-0.0142306512407	-0.0121744255333	-0.0120967345071			
DUSP14		-0.0171318232669	-0.0177645679428			
DUSP4						-0.0361722363263
DUSP5	-0.0173336138143	-0.0162940863274			-0.0231971001893	-0.0431157304478
DUSP6					-0.0122618885287	-0.0501498202787
E2F2	-0.0169984753889	-0.0453679946696	-0.0234680886339	-0.0240125835817	-0.0200659795275	-0.0212164080552
E2F5	-0.0140570197982			-0.0174624125848		
EAPP		-0.0147381584743	-0.0239093202751	-0.0146497060371	-0.0134418779974	
ECHDC3		-0.0121857413514			-0.0126562337339	
ECM1		-0.0219026311098			-0.0192562270791	-0.0200701768462
EFEMP1				-0.0192121698506		
EFNB2	-0.021648717631	-0.0297637682479	-0.0165013816838	-0.0236816948302	-0.0245125965576	
EGR1			-0.0169389134366			-0.0263784853813
EGR2	-0.0228523104701		-0.0148078520846			-0.0252480552492
EGR3			-0.013671757179			-0.0208155708936
EHD4						-0.018517737801
EHF	-0.0141878303577					
EIF1AY	-0.0138873495911	-0.0142827456149	-0.0201491821199		-0.0235446889762	
EIF1B				-0.0131767352408		
EIF2S3						-0.0143195898748
EIF3I		-0.0120962964312				
EIF4A2	-0.0156598490637			-0.015979912573		
ELANE					-0.0131268497384	-0.0143412352045
EMP1		-0.0138556410823		-0.0144867153204		-0.0195727882361
EMP3					-0.0137811122793	-0.0194830496286
ENAH		-0.0153550037185	-0.017527318837			
ENC1						-0.0158753163879
ENO2						-0.0177974305851
ENO3		-0.0123861060116	-0.0138150448678		-0.0143498565722	-0.0134406281814
ENOPH1	-0.0174176179228	-0.0202174861539		-0.0145674899811		
EPCAM	-0.0266656738832					
EPHA2				-0.0202117465966	-0.0152225063338	-0.0323003402302
EPHA4		-0.0199061416644				
EPPK1			-0.0133702226879			
EPS8			-0.0218176425764			
EPS8L3				-0.0128327729526		
ERAP2	-0.0164084242404				-0.0137144226847	
ERBB2IP	-0.0154987146106	-0.0142714922425				
EREG	-0.0262043097759	-0.0313306141665		-0.0314476387394	-0.0422937630593	-0.0458669674126
ERH			-0.0169867343479			
ERI2			-0.0121830638049			
ERLIN1		-0.0145228292144				
ESRP1	-0.0158803658545					
ETHE1						-0.0144615310435
ETS1				-0.0133284946852		
ETS2					-0.0123942241301	
EXOC5			-0.0165964475442			
F13A1		-0.0126903936536		-0.0270682174776		
F2RL1						-0.02051822645
F3	-0.0361991729113	-0.0260912389494	-0.0172817933353	-0.0357502534439	-0.0287627874091	-0.016742286767
FABP1		-0.0131794607775		-0.0129963901612		
FAH		-0.0129422667506				
FAM134C		-0.0147955477365				
FAM164A				-0.0130067548226		
FAM198B				-0.0143062064108		
FAM60A				-0.0198702947673		-0.0136119604481
FAM70A						-0.0134750303317
FAR2				-0.0142594487256		
FAS	-0.0177705837067					-0.0165302471311
FBXL2			-0.0143838846496			
FCGBP				-0.0130547471398		
FCGR2B			-0.0160707808077	-0.0208154711101		-0.0136732719641
FCGRT						-0.015094425946
FERMT1				-0.0164498790912		
FGF13	-0.0168910208643					
FGFBP1				-0.0243993267829	-0.0140703444525	-0.0233243800346
FHL2		-0.0131424345955	-0.014842050272	-0.0170316533329	-0.0224892770745	-0.0249698513108
FILIP1L			-0.0187372003893	-0.0224038271516		
FJX1	-0.0156960386429	-0.017044250653			-0.0127039713006	-0.0253370331691
FKBP14				-0.0179156764635		
FLNA					-0.015789267086	-0.0171744857904
FOLR1		-0.0152234174945				
FOSL1	-0.0266976821799	-0.0260690672132	-0.027950430514	-0.0273053664916	-0.0379675691306	-0.0669371332052
FOXC1					-0.0159519800487	
FOXF2				-0.0145842007167		
FOXL2					-0.0142149382099	-0.0142763526277
FPR3			-0.0129304093762			
FST				-0.0140516136695		
FUCA1		-0.0125086708796				-0.0135867130405
FXC1					-0.0151910254105	
FXYD5					-0.0126737147471	-0.0218029078005
FYCO1			-0.0119125971512		-0.0122309148995	
G0S2	-0.0161753539009			-0.0181407870628	-0.0175876884057	-0.0315483269078
GAB2			-0.0173337510967			
GABRP	-0.0318786098158				-0.0157903412216	-0.0245857731467
GADD45A	-0.0205644952514	-0.0125016987631	-0.0131913113453	-0.0141642248059	-0.0153127171087	-0.0211796779143
GALNT10			-0.0123922931727			
GALNT7		-0.0123513426596				-0.0150762212804
GARS				-0.014091891055		
GAS2				-0.0150291868734		
